Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,31,10.2,5.9-14.4
H.S. or G.E.D.,106,12.7,10.0-15.4
Some post-H.S.,117,13.2,10.4-16.1
College graduate,174,14.2,11.9-16.4
Alaska,,,
Less than H.S.,30,20.3,12.1-28.5
H.S. or G.E.D.,229,17.9,15.1-20.6
Some post-H.S.,207,16.3,13.5-19.0
College graduate,293,16.3,14.1-18.4
Arizona,,,
Less than H.S.,72,10.2,7.2-13.3
H.S. or G.E.D.,323,16.8,14.5-19.2
Some post-H.S.,369,14.6,12.7-16.5
College graduate,468,14.1,12.5-15.6
Arkansas,,,
Less than H.S.,36,12.2,7.9-16.5
H.S. or G.E.D.,153,12.4,10.3-14.6
Some post-H.S.,141,14.9,12.2-17.6
College graduate,177,14.0,11.9-16.2
California,,,
Less than H.S.,119,11.3,8.8-13.7
H.S. or G.E.D.,284,15.6,13.5-17.7
Some post-H.S.,374,15.0,13.2-16.9
College graduate,694,13.8,12.4-15.2
Colorado,,,
Less than H.S.,75,17.9,13.5-22.2
H.S. or G.E.D.,263,18.6,16.1-21.0
Some post-H.S.,287,16.6,14.5-18.7
College graduate,733,18.9,17.5-20.3
Connecticut,,,
Less than H.S.,54,13.1,9.0-17.2
H.S. or G.E.D.,231,13.3,11.1-15.6
Some post-H.S.,226,15.7,13.1-18.4
College graduate,582,15.8,14.2-17.5
Delaware,,,
Less than H.S.,23,11.1,6.0-16.1
H.S. or G.E.D.,93,12.0,9.1-14.9
Some post-H.S.,114,16.0,12.4-19.6
College graduate,184,13.7,11.3-16.2
District of Columbia,,,
Less than H.S.,13,16.5,7.0-26.1
H.S. or G.E.D.,40,16.3,9.7-22.8
Some post-H.S.,56,24.5,17.2-31.8
College graduate,462,32.0,29.2-34.7
Florida,,,
Less than H.S.,80,15.5,9.9-21.1
H.S. or G.E.D.,351,15.7,12.7-18.7
Some post-H.S.,364,12.8,10.5-15.1
College graduate,554,14.3,12.3-16.3
Georgia,,,
Less than H.S.,56,16.5,11.5-21.6
H.S. or G.E.D.,199,13.6,11.2-16.1
Some post-H.S.,177,12.9,10.6-15.2
College graduate,374,14.3,12.5-16.0
Hawaii,,,
Less than H.S.,41,24.1,15.7-32.5
H.S. or G.E.D.,327,19.4,16.8-22.1
Some post-H.S.,345,19.1,16.7-21.6
College graduate,442,15.0,13.2-16.7
Idaho,,,
Less than H.S.,53,12.7,8.8-16.6
H.S. or G.E.D.,275,13.6,11.6-15.6
Some post-H.S.,257,15.9,13.4-18.4
