Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,32,9.6,5.6-13.6
H.S. or G.E.D.,91,10.9,8.3-13.4
Some post-H.S.,140,14.9,11.9-17.8
College graduate,157,14.2,11.7-16.6
Alaska,,,
Less than H.S.,33,13.8,8.2-19.4
H.S. or G.E.D.,256,20.3,17.5-23.1
Some post-H.S.,234,17.2,14.6-19.7
College graduate,318,17.2,15.0-19.5
Arizona,,,
Less than H.S.,86,20.8,15.1-26.5
H.S. or G.E.D.,264,16.9,14.1-19.7
Some post-H.S.,381,17.9,15.5-20.3
College graduate,413,15.4,13.3-17.5
Arkansas,,,
Less than H.S.,32,14.0,8.8-19.2
H.S. or G.E.D.,151,14.9,12.3-17.4
Some post-H.S.,149,16.8,13.9-19.8
College graduate,206,17.1,14.6-19.6
California,,,
Less than H.S.,92,15.8,12.0-19.6
H.S. or G.E.D.,343,19.6,17.1-22.1
Some post-H.S.,373,17.6,15.4-19.8
College graduate,789,16.9,15.5-18.4
Colorado,,,
Less than H.S.,65,17.2,12.6-21.8
H.S. or G.E.D.,261,17.3,15.1-19.6
Some post-H.S.,373,18.7,16.7-20.7
College graduate,800,21.1,19.7-22.6
Connecticut,,,
Less than H.S.,59,12.9,8.7-17.1
H.S. or G.E.D.,246,15.8,13.2-18.4
Some post-H.S.,271,16.4,14.0-18.9
College graduate,601,16.0,14.4-17.6
Delaware,,,
Less than H.S.,14,7.8,3.5-12.2
H.S. or G.E.D.,113,15.6,12.2-19.0
Some post-H.S.,107,12.6,9.7-15.6
College graduate,190,15.5,12.6-18.3
District of Columbia,,,
Less than H.S.,15,16.8,7.7-25.8
H.S. or G.E.D.,50,13.6,8.7-18.5
Some post-H.S.,55,22.6,16.1-29.1
College graduate,448,30.9,28.2-33.6
Florida,,,
Less than H.S.,91,16.9,10.8-22.9
H.S. or G.E.D.,355,13.5,11.0-16.1
Some post-H.S.,394,12.5,10.4-14.6
College graduate,552,17.6,15.4-19.7
Georgia,,,
Less than H.S.,55,12.0,8.0-15.9
H.S. or G.E.D.,206,14.6,12.1-17.1
Some post-H.S.,226,13.9,11.7-16.1
College graduate,393,16.0,14.1-17.8
Hawaii,,,
Less than H.S.,30,15.2,9.1-21.2
H.S. or G.E.D.,333,22.6,19.9-25.4
Some post-H.S.,336,17.9,15.7-20.1
College graduate,441,15.5,13.8-17.3
Idaho,,,
Less than H.S.,57,23.0,16.4-29.5
H.S. or G.E.D.,229,16.2,14.0-18.3
Some post-H.S.,240,14.4,12.5-16.3
College graduate,264,14.0,12.2-15.8
Illinois,,,
Less than H.S.,36,11.6,7.6-15.7
H.S. or G.E.D.,135,16.3,13.3-19.4
Some post-H.S.,156,17.4,14.1-20.6
College graduate,342,19.2,17.0-21.4
Indiana,,,
Less than H.S.,52,9.7,6.9-12.5
H.S. or G.E.D.,290,13.6,11.9-15.2
Some post-H.S.,333,16.5,14.6-18.3
College graduate,447,15.4,13.9-16.9
Iowa,,,
Less than H.S.,95,15.4,11.4-19.4
H.S. or G.E.D.,464,21.1,19.0-23.3
Some post-H.S.,512,23.1,21.0-25.2
College graduate,505,21.8,19.8-23.8
Kansas,,,
Less than H.S.,49,15.2,10.6-19.8
H.S. or G.E.D.,313,15.7,13.6-17.8
Some post-H.S.,446,18.1,16.2-20.0
College graduate,588,17.5,15.9-19.1
Kentucky,,,
Less than H.S.,25,10.4,5.5-15.3
H.S. or G.E.D.,115,11.6,8.9-14.2
Some post-H.S.,121,12.3,9.6-15.1
College graduate,147,16.4,13.3-19.4
Louisiana,,,
Less than H.S.,40,13.0,8.7-17.2
H.S. or G.E.D.,194,17.1,14.4-19.8
Some post-H.S.,188,15.6,13.2-18.0
College graduate,306,20.5,18.1-22.8
Maine,,,
Less than H.S.,44,13.2,8.2-18.2
H.S. or G.E.D.,288,13.3,11.5-15.1
Some post-H.S.,358,17.1,15.1-19.1
College graduate,541,16.3,14.6-17.9
Maryland,,,
Less than H.S.,73,10.7,7.6-13.8
H.S. or G.E.D.,354,13.4,11.3-15.6
Some post-H.S.,376,14.6,12.6-16.6
College graduate,833,13.5,12.3-14.7
Massachusetts,,,
