Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,12,*,
H.S. or G.E.D.,38,4.2,2.6-5.8
Some post-H.S.,60,5.8,4.1-7.4
College graduate,69,5.2,3.7-6.7
Alaska,,,
Less than H.S.,21,10.8,5.2-16.5
H.S. or G.E.D.,108,8.4,6.2-10.6
Some post-H.S.,136,9.6,7.4-11.8
College graduate,161,7.1,5.6-8.6
Arizona,,,
Less than H.S.,41,7.3,4.5-10.1
H.S. or G.E.D.,142,6.1,4.8-7.4
Some post-H.S.,196,6.2,5.0-7.3
College graduate,271,6.3,5.4-7.3
Arkansas,,,
Less than H.S.,12,*,
H.S. or G.E.D.,62,5.7,3.9-7.5
Some post-H.S.,70,8.2,5.7-10.6
College graduate,71,5.2,3.6-6.8
California,,,
Less than H.S.,25,3.6,2.0-5.3
H.S. or G.E.D.,68,7.1,5.1-9.1
Some post-H.S.,106,7.1,5.4-8.8
College graduate,192,5.8,4.8-6.8
Colorado,,,
Less than H.S.,37,6.6,4.1-9.2
H.S. or G.E.D.,108,5.6,4.5-6.8
Some post-H.S.,195,8.3,7.0-9.6
College graduate,343,7.7,6.8-8.6
Connecticut,,,
Less than H.S.,14,*,
H.S. or G.E.D.,75,3.9,2.8-5.0
Some post-H.S.,116,6.5,4.7-8.3
College graduate,236,5.8,4.9-6.7
Delaware,,,
Less than H.S.,5,*,
H.S. or G.E.D.,46,5.5,3.5-7.6
Some post-H.S.,50,5.5,3.6-7.4
College graduate,69,4.6,3.4-5.9
District of Columbia,,,
Less than H.S.,12,*,
H.S. or G.E.D.,16,*,
Some post-H.S.,18,5.8,2.6-9.0
College graduate,196,10.2,8.6-11.8
Georgia,,,
Less than H.S.,24,6.3,3.3-9.4
H.S. or G.E.D.,97,6.7,5.0-8.4
Some post-H.S.,108,6.3,4.7-7.9
College graduate,143,5.8,4.6-7.1
Hawaii,,,
Less than H.S.,19,9.2,4.4-14.1
H.S. or G.E.D.,128,6.8,5.4-8.2
Some post-H.S.,157,7.3,5.8-8.8
College graduate,237,6.5,5.4-7.6
Idaho,,,
Less than H.S.,20,8.4,3.9-13.0
H.S. or G.E.D.,114,7.6,6.0-9.2
Some post-H.S.,114,5.8,4.5-7.0
College graduate,151,6.7,5.4-7.9
Illinois,,,
Less than H.S.,5,*,
H.S. or G.E.D.,33,4.8,3.0-6.5
Some post-H.S.,38,5.5,3.4-7.5
College graduate,79,5.1,3.9-6.4
Indiana,,,
Less than H.S.,26,5.9,3.2-8.6
H.S. or G.E.D.,129,5.7,4.6-6.9
Some post-H.S.,125,6.5,5.2-7.7
College graduate,173,5.5,4.6-6.4
Iowa,,,
Less than H.S.,34,5.6,3.3-8.0
H.S. or G.E.D.,175,6.9,5.7-8.1
Some post-H.S.,179,8.0,6.6-9.3
College graduate,180,6.4,5.3-7.5
Kansas,,,
Less than H.S.,45,9.6,6.4-12.8
H.S. or G.E.D.,225,5.7,4.8-6.6
Some post-H.S.,288,6.0,5.3-6.8
College graduate,358,5.6,4.9-6.2
Kentucky,,,
Less than H.S.,17,4.5,1.9-7.2
H.S. or G.E.D.,60,4.2,2.9-5.6
Some post-H.S.,63,4.1,2.8-5.3
College graduate,67,5.2,3.7-6.7
Louisiana,,,
Less than H.S.,25,8.5,4.9-12.0
H.S. or G.E.D.,76,6.7,5.0-8.5
Some post-H.S.,70,6.3,4.5-8.1
