Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,135,26.0,21.3-30.7
H.S. or G.E.D.,621,35.2,32.4-38.0
Some post-H.S.,780,45.8,42.9-48.7
College graduate,"1,161",57.3,54.7-59.8
Alaska,,,
Less than H.S.,41,37.9,25.8-49.9
H.S. or G.E.D.,388,52.6,47.2-58.0
Some post-H.S.,425,53.3,48.0-58.6
College graduate,690,65.1,60.8-69.3
Arizona,,,
Less than H.S.,171,34.3,27.7-40.9
H.S. or G.E.D.,851,47.6,43.9-51.4
Some post-H.S.,"1,275",53.2,50.1-56.3
College graduate,"1,761",61.9,59.2-64.7
Arkansas,,,
Less than H.S.,85,23.7,17.9-29.5
H.S. or G.E.D.,465,36.5,33.1-39.9
Some post-H.S.,469,44.1,40.3-47.9
College graduate,715,54.9,51.4-58.3
California,,,
Less than H.S.,578,36.7,33.8-39.5
H.S. or G.E.D.,884,47.2,44.5-50.0
Some post-H.S.,"1,502",57.9,55.5-60.3
College graduate,"2,989",65.2,63.4-67.0
Colorado,,,
Less than H.S.,167,35.3,30.5-40.1
H.S. or G.E.D.,800,49.1,46.3-51.9
Some post-H.S.,"1,281",59.2,56.8-61.6
College graduate,"2,742",72.0,70.3-73.7
Connecticut,,,
Less than H.S.,136,35.5,29.7-41.2
H.S. or G.E.D.,953,51.3,48.3-54.3
Some post-H.S.,"1,194",60.7,57.8-63.6
College graduate,"2,956",71.8,70.0-73.7
Delaware,,,
Less than H.S.,107,33.5,26.3-40.8
H.S. or G.E.D.,402,48.0,43.7-52.3
Some post-H.S.,489,61.1,56.7-65.4
College graduate,940,70.9,67.5-74.3
District of Columbia,,,
Less than H.S.,40,35.1,24.4-45.8
H.S. or G.E.D.,189,58.0,51.6-64.3
Some post-H.S.,203,57.7,51.4-64.0
College graduate,"1,094",80.9,78.5-83.2
Florida,,,
Less than H.S.,506,33.2,28.4-38.0
H.S. or G.E.D.,"1,791",47.5,44.3-50.6
Some post-H.S.,"2,299",57.2,54.2-60.1
College graduate,"2,930",67.3,64.6-70.0
Georgia,,,
Less than H.S.,200,36.2,30.6-41.9
H.S. or G.E.D.,637,41.6,38.0-45.2
Some post-H.S.,809,50.2,46.5-53.9
College graduate,"1,317",62.8,59.7-65.9
Hawaii,,,
Less than H.S.,94,33.9,26.7-41.0
H.S. or G.E.D.,854,47.5,44.6-50.3
Some post-H.S.,955,49.8,47.0-52.7
College graduate,"1,823",58.9,56.7-61.1
Idaho,,,
Less than H.S.,133,42.7,35.0-50.4
H.S. or G.E.D.,582,49.6,45.6-53.6
Some post-H.S.,734,46.3,42.6-50.0
College graduate,826,54.6,51.1-58.2
Illinois,,,
Less than H.S.,108,32.9,27.2-38.7
H.S. or G.E.D.,556,48.8,45.5-52.1
Some post-H.S.,776,60.0,57.1-63.0
College graduate,"1,650",71.1,69.1-73.2
Indiana,,,
Less than H.S.,159,31.8,27.0-36.6
H.S. or G.E.D.,942,41.0,38.6-43.4
Some post-H.S.,"1,023",52.3,49.8-54.9
College graduate,"1,727",64.4,62.3-66.5
Iowa,,,
Less than H.S.,172,35.7,30.9-40.5
H.S. or G.E.D.,"1,364",51.8,49.7-53.9
Some post-H.S.,"1,711",62.1,60.1-64.1
College graduate,"2,060",70.3,68.5-72.1
Kansas,,,
Less than H.S.,143,36.8,31.2-42.4
H.S. or G.E.D.,"1,162",46.7,44.5-49.0
Some post-H.S.,"1,729",57.1,55.2-59.1
College graduate,"2,587",66.3,64.6-68.0
Kentucky,,,
Less than H.S.,107,21.4,16.3-26.6
H.S. or G.E.D.,695,36.3,33.3-39.3
Some post-H.S.,832,48.5,45.3-51.8
College graduate,"1,192",56.3,53.3-59.3
Louisiana,,,
Less than H.S.,155,39.3,33.8-44.9
H.S. or G.E.D.,543,42.9,39.6-46.2
Some post-H.S.,581,55.5,52.1-59.0
