Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,22,5.7,3.1-8.4
H.S. or G.E.D.,97,5.9,4.5-7.3
Some post-H.S.,88,5.6,4.3-7.0
College graduate,118,5.6,4.5-6.8
Alaska,,,
Less than H.S.,8,*,
H.S. or G.E.D.,68,7.0,4.6-9.4
Some post-H.S.,68,7.2,5.1-9.4
College graduate,101,9.9,7.0-12.9
Arizona,,,
Less than H.S.,25,*,
H.S. or G.E.D.,110,5.7,4.0-7.5
Some post-H.S.,159,6.1,4.6-7.6
College graduate,191,5.3,4.1-6.5
Arkansas,,,
Less than H.S.,14,*,
H.S. or G.E.D.,71,6.0,4.3-7.6
Some post-H.S.,58,6.9,4.7-9.1
College graduate,78,5.5,4.0-7.1
California,,,
Less than H.S.,68,4.5,3.3-5.7
H.S. or G.E.D.,113,6.1,4.8-7.4
Some post-H.S.,192,7.6,6.3-8.9
College graduate,279,5.8,4.9-6.6
Colorado,,,
Less than H.S.,19,4.9,2.4-7.4
H.S. or G.E.D.,88,5.6,4.3-6.9
Some post-H.S.,156,7.4,6.1-8.7
College graduate,258,6.8,5.8-7.7
Connecticut,,,
Less than H.S.,17,4.2,1.9-6.4
H.S. or G.E.D.,105,6.3,4.6-7.9
Some post-H.S.,109,6.5,4.8-8.1
College graduate,279,6.4,5.5-7.4
Delaware,,,
Less than H.S.,11,*,
H.S. or G.E.D.,57,7.6,5.0-10.1
Some post-H.S.,67,11.0,7.7-14.4
College graduate,86,4.6,3.4-5.8
District of Columbia,,,
Less than H.S.,5,*,
H.S. or G.E.D.,22,7.0,3.6-10.3
Some post-H.S.,34,10.3,5.9-14.6
College graduate,111,8.9,7.0-10.9
Florida,,,
Less than H.S.,101,5.5,3.2-7.7
H.S. or G.E.D.,273,6.6,5.3-7.9
Some post-H.S.,340,8.7,7.0-10.3
College graduate,353,8.2,6.6-9.7
Georgia,,,
Less than H.S.,44,8.3,5.1-11.5
H.S. or G.E.D.,91,4.6,3.3-5.9
Some post-H.S.,95,6.2,4.3-8.1
College graduate,131,5.4,4.1-6.6
Hawaii,,,
Less than H.S.,24,9.4,4.8-14.1
H.S. or G.E.D.,177,9.4,7.8-11.1
Some post-H.S.,171,8.1,6.7-9.6
College graduate,261,7.1,6.0-8.2
Idaho,,,
Less than H.S.,22,8.7,3.7-13.8
H.S. or G.E.D.,80,6.9,4.8-9.1
Some post-H.S.,109,7.6,5.5-9.7
College graduate,102,6.9,4.9-8.9
Illinois,,,
Less than H.S.,21,6.9,3.5-10.3
H.S. or G.E.D.,87,7.5,5.8-9.1
Some post-H.S.,86,8.1,6.2-10.0
College graduate,166,7.4,6.2-8.6
Indiana,,,
Less than H.S.,22,5.8,3.1-8.5
H.S. or G.E.D.,111,4.6,3.7-5.6
Some post-H.S.,124,6.0,4.8-7.3
College graduate,149,5.6,4.6-6.6
Iowa,,,
Less than H.S.,24,5.2,3.0-7.5
H.S. or G.E.D.,171,7.2,6.0-8.4
Some post-H.S.,189,7.2,6.1-8.3
College graduate,175,6.0,5.0-6.9
Kansas,,,
Less than H.S.,25,6.7,3.6-9.9
H.S. or G.E.D.,162,6.9,5.7-8.1
Some post-H.S.,177,6.2,5.2-7.3
College graduate,205,5.4,4.6-6.3
Kentucky,,,
Less than H.S.,14,*,
H.S. or G.E.D.,109,5.9,4.4-7.4
Some post-H.S.,99,6.9,5.1-8.8
College graduate,133,7.7,5.6-9.9
Louisiana,,,
Less than H.S.,32,6.8,4.2-9.3
H.S. or G.E.D.,92,6.7,5.2-8.3
Some post-H.S.,81,8.0,5.9-10.0
College graduate,114,8.4,6.7-10.1
Maine,,,
Less than H.S.,36,11.5,5.8-17.1
H.S. or G.E.D.,220,9.5,7.7-11.3
Some post-H.S.,210,8.0,6.5-9.5
College graduate,351,8.4,7.1-9.8
Maryland,,,
Less than H.S.,35,5.1,2.7-7.5
H.S. or G.E.D.,172,4.7,3.8-5.7
Some post-H.S.,191,5.5,4.5-6.6
College graduate,441,5.4,4.7-6.2
Massachusetts,,,
Less than H.S.,23,8.4,4.3-12.4
H.S. or G.E.D.,116,8.4,6.5-10.3
Some post-H.S.,107,6.7,5.1-8.2
College graduate,275,8.0,6.9-9.1
Michigan,,,
Less than H.S.,12,*,
H.S. or G.E.D.,149,6.2,5.1-7.4
Some post-H.S.,190,6.7,5.6-7.9
College graduate,263,6.4,5.5-7.4
Minnesota,,,
Less than H.S.,37,5.9,3.9-8.0
H.S. or G.E.D.,240,7.5,6.4-8.6
Some post-H.S.,319,6.9,6.1-7.8
College graduate,408,6.7,6.0-7.4
Mississippi,,,
Less than H.S.,23,6.4,3.4-9.3
H.S. or G.E.D.,44,5.0,3.3-6.8
Some post-H.S.,72,7.4,5.2-9.6
College graduate,57,4.8,3.4-6.2
Missouri,,,
Less than H.S.,22,7.3,3.8-10.9
H.S. or G.E.D.,108,7.1,5.6-8.7
Some post-H.S.,102,6.3,4.7-7.9
College graduate,110,5.8,4.5-7.2
Montana,,,
Less than H.S.,25,10.6,6.0-15.1
