Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,165,48.8,41.5-56.2
H.S. or G.E.D.,778,68.8,65.5-72.2
Some post-H.S.,950,73.7,70.8-76.5
College graduate,"1,206",82.5,80.1-84.9
Alaska,,,
Less than H.S.,184,69.9,62.9-76.9
H.S. or G.E.D.,"1,019",71.2,68.1-74.2
Some post-H.S.,"1,334",80.5,77.9-83.1
College graduate,"1,971",86.7,84.7-88.7
Arizona,,,
Less than H.S.,371,57.4,51.5-63.4
H.S. or G.E.D.,"1,496",74.8,71.9-77.6
Some post-H.S.,"2,434",77.3,75.1-79.5
College graduate,"3,330",85.5,83.9-87.1
Arkansas,,,
Less than H.S.,193,53.4,47.1-59.7
H.S. or G.E.D.,"1,026",65.3,62.4-68.1
Some post-H.S.,913,70.4,67.4-73.3
College graduate,"1,368",81.6,79.4-83.7
California,,,
Less than H.S.,438,59.5,55.1-64.0
H.S. or G.E.D.,"1,544",77.4,75.0-79.8
Some post-H.S.,"2,125",78.8,76.8-80.9
College graduate,"4,586",86.9,85.5-88.3
Colorado,,,
Less than H.S.,316,60.8,55.6-65.9
H.S. or G.E.D.,"1,331",77.2,74.5-79.8
Some post-H.S.,"1,919",83.7,81.8-85.6
College graduate,"4,177",91.1,90.2-92.0
Connecticut,,,
Less than H.S.,298,61.7,56.0-67.5
H.S. or G.E.D.,"1,326",68.9,65.9-71.9
Some post-H.S.,"1,603",76.9,74.5-79.3
College graduate,"4,261",86.7,85.4-87.9
Delaware,,,
Less than H.S.,141,62.7,55.1-70.3
H.S. or G.E.D.,702,71.7,68.2-75.2
Some post-H.S.,789,77.8,74.4-81.3
College graduate,"1,361",84.5,81.8-87.3
District of Columbia,,,
Less than H.S.,60,55.9,43.9-67.9
H.S. or G.E.D.,334,74.6,69.5-79.8
Some post-H.S.,341,81.9,77.5-86.2
College graduate,"1,993",92.4,91.0-93.8
Florida,,,
Less than H.S.,440,56.6,50.0-63.2
H.S. or G.E.D.,"2,268",71.8,68.9-74.8
Some post-H.S.,"2,873",76.6,74.0-79.2
College graduate,"4,190",85.8,84.0-87.7
Georgia,,,
Less than H.S.,384,60.4,55.4-65.4
H.S. or G.E.D.,"1,395",70.1,67.5-72.8
Some post-H.S.,"1,755",76.1,73.8-78.5
College graduate,"3,139",88.8,87.5-90.2
Hawaii,,,
Less than H.S.,151,63.5,55.0-72.0
H.S. or G.E.D.,"1,381",73.7,71.1-76.2
Some post-H.S.,"1,711",79.8,77.5-82.1
College graduate,"2,909",86.1,84.4-87.7
Idaho,,,
Less than H.S.,204,63.1,57.0-69.1
H.S. or G.E.D.,"1,169",74.3,71.8-76.8
Some post-H.S.,"1,523",78.9,76.8-80.9
College graduate,"1,912",88.0,86.6-89.5
Illinois,,,
Less than H.S.,201,59.6,53.0-66.2
H.S. or G.E.D.,611,68.4,64.5-72.3
Some post-H.S.,798,78.9,75.7-82.1
College graduate,"1,549",88.4,86.6-90.2
Indiana,,,
Less than H.S.,334,55.7,51.1-60.3
H.S. or G.E.D.,"1,937",67.0,65.0-69.0
Some post-H.S.,"1,965",74.1,72.1-76.0
College graduate,"3,162",85.6,84.4-86.9
Iowa,,,
Less than H.S.,343,51.9,46.5-57.4
H.S. or G.E.D.,"1,769",67.1,64.8-69.4
Some post-H.S.,"1,940",76.6,74.5-78.6
College graduate,"2,439",85.3,83.7-86.9
Kansas,,,
Less than H.S.,251,61.5,55.6-67.3
H.S. or G.E.D.,"1,869",69.6,67.3-71.9
Some post-H.S.,"2,511",77.9,76.2-79.7
College graduate,"3,745",86.3,85.1-87.6
Kentucky,,,
Less than H.S.,202,58.2,51.2-65.1
H.S. or G.E.D.,824,66.9,63.4-70.4
Some post-H.S.,847,78.0,74.8-81.3
College graduate,992,85.2,82.5-87.8
Louisiana,,,
Less than H.S.,203,53.1,47.2-59.0
H.S. or G.E.D.,"1,014",68.3,65.5-71.1
Some post-H.S.,"1,068",75.2,72.7-77.7
College graduate,"1,651",83.9,82.1-85.7
Maine,,,
Less than H.S.,190,59.0,51.8-66.3
H.S. or G.E.D.,"1,763",71.2,68.8-73.5
Some post-H.S.,"2,156",78.1,76.1-80.0
College graduate,"4,007",87.5,86.3-88.8
Maryland,,,
Less than H.S.,542,61.5,57.1-65.8
H.S. or G.E.D.,"2,619",72.9,70.7-75.1
Some post-H.S.,"2,655",78.1,76.1-80.1
College graduate,"6,668",87.7,86.6-88.8
Massachusetts,,,
Less than H.S.,347,59.8,54.6-64.9
H.S. or G.E.D.,"1,413",69.9,67.2-72.6
Some post-H.S.,"1,862",78.8,76.6-81.0
College graduate,"5,128",88.3,87.1-89.5
Michigan,,,
Less than H.S.,217,62.1,56.3-67.8
H.S. or G.E.D.,"1,703",71.6,69.5-73.7
Some post-H.S.,"2,012",75.4,73.5-77.3
College graduate,"3,712",86.2,85.0-87.4
Minnesota,,,
Less than H.S.,308,57.7,52.5-62.8
H.S. or G.E.D.,"2,350",73.5,71.5-75.5
Some post-H.S.,"3,723",79.5,78.1-81.0
College graduate,"7,095",88.6,87.7-89.5
Mississippi,,,
Less than H.S.,194,48.9,42.5-55.4
H.S. or G.E.D.,676,63.4,59.9-66.9
Some post-H.S.,919,72.8,70.0-75.6
College graduate,"1,116",80.9,78.5-83.4
Missouri,,,
Less than H.S.,240,58.9,53.0-64.8
H.S. or G.E.D.,"1,407",67.4,64.8-70.1
Some post-H.S.,"1,575",76.6,74.2-79.0
College graduate,"2,219",86.0,84.3-87.7
Montana,,,
Less than H.S.,204,71.1,65.0-77.2
H.S. or G.E.D.,"1,298",75.9,73.6-78.2
Some post-H.S.,"1,570",78.6,76.5-80.7
College graduate,"2,375",88.6,87.3-89.9
Nebraska,,,
Less than H.S.,282,60.5,54.7-66.2
H.S. or G.E.D.,"1,417",67.4,64.7-70.1
Some post-H.S.,"1,644",75.8,73.5-78.1
College graduate,"2,027",86.3,84.6-88.0
Nevada,,,
Less than H.S.,135,59.6,51.9-67.4
H.S. or G.E.D.,579,71.3,67.0-75.6
Some post-H.S.,684,75.0,70.8-79.1
College graduate,989,83.4,80.1-86.7
New Hampshire,,,
Less than H.S.,120,60.6,52.0-69.2
H.S. or G.E.D.,"1,022",71.9,68.6-75.1
Some post-H.S.,"1,290",80.1,77.6-82.6
College graduate,"2,843",90.0,88.7-91.3
New Jersey,,,
Less than H.S.,259,56.3,50.5-62.0
H.S. or G.E.D.,"1,077",69.5,66.6-72.4
Some post-H.S.,"1,354",76.6,73.8-79.5
College graduate,"3,658",87.5,86.2-88.7
New Mexico,,,
Less than H.S.,256,61.5,55.6-67.5
H.S. or G.E.D.,780,70.0,66.2-73.7
Some post-H.S.,936,77.1,73.9-80.3
College graduate,"1,590",87.9,86.1-89.7
New York,,,
Less than H.S.,745,59.1,55.6-62.5
H.S. or G.E.D.,"2,655",68.3,66.3-70.4
Some post-H.S.,"2,958",74.5,72.6-76.4
College graduate,"6,890",84.5,83.3-85.6
North Carolina,,,
Less than H.S.,201,54.5,47.1-61.8
H.S. or G.E.D.,690,71.1,67.5-74.6
Some post-H.S.,974,79.6,77.0-82.3
College graduate,"1,597",87.8,86.0-89.7
North Dakota,,,
Less than H.S.,109,67.3,59.2-75.4
H.S. or G.E.D.,682,68.0,64.7-71.2
Some post-H.S.,993,78.0,75.4-80.5
College graduate,"1,302",83.4,81.4-85.5
Ohio,,,
Less than H.S.,365,53.0,47.9-58.2
H.S. or G.E.D.,"3,260",70.0,68.2-71.8
Some post-H.S.,"3,382",76.6,74.9-78.3
College graduate,"4,945",86.6,85.4-87.7
Oklahoma,,,
Less than H.S.,229,55.7,50.2-61.2
H.S. or G.E.D.,925,65.3,62.6-68.0
Some post-H.S.,"1,302",72.4,70.1-74.7
College graduate,"1,512",82.7,80.9-84.6
Oregon,,,
Less than H.S.,179,56.6,49.8-63.4
H.S. or G.E.D.,906,75.9,73.0-78.8
Some post-H.S.,"1,379",82.4,80.4-84.5
College graduate,"2,190",90.3,88.9-91.7
Pennsylvania,,,
Less than H.S.,109,58.1,47.8-68.5
H.S. or G.E.D.,918,71.4,68.1-74.8
Some post-H.S.,873,79.8,76.9-82.8
College graduate,"1,630",88.2,86.4-90.0
Rhode Island,,,
Less than H.S.,223,53.5,47.6-59.5
H.S. or G.E.D.,794,71.7,68.3-75.1
Some post-H.S.,"1,045",76.8,74.1-79.6
College graduate,"2,396",86.7,85.1-88.3
South Carolina,,,
Less than H.S.,352,57.0,52.0-62.0
H.S. or G.E.D.,"1,695",69.2,66.9-71.6
Some post-H.S.,"1,894",75.3,73.1-77.4
College graduate,"3,353",84.9,83.6-86.3
South Dakota,,,
Less than H.S.,212,60.4,45.9-74.8
H.S. or G.E.D.,"1,360",71.8,66.3-77.3
Some post-H.S.,"1,746",80.4,76.3-84.5
College graduate,"2,173",82.8,79.3-86.3
Tennessee,,,
Less than H.S.,200,52.4,45.7-59.1
H.S. or G.E.D.,946,68.3,65.4-71.3
Some post-H.S.,"1,050",74.4,71.6-77.3
College graduate,"1,520",83.9,81.8-86.0
Texas,,,
Less than H.S.,695,56.1,51.4-60.8
H.S. or G.E.D.,"2,191",71.5,68.8-74.2
Some post-H.S.,"2,718",76.1,73.5-78.7
College graduate,"4,675",85.9,84.4-87.5
Utah,,,
Less than H.S.,282,61.8,56.5-67.2
H.S. or G.E.D.,"1,747",78.5,76.4-80.6
Some post-H.S.,"2,367",85.7,84.1-87.2
College graduate,"3,607",89.5,88.3-90.7
Vermont,,,
Less than H.S.,125,53.9,45.3-62.6
H.S. or G.E.D.,"1,295",71.8,69.0-74.6
Some post-H.S.,"1,468",81.7,79.5-83.9
College graduate,"4,349",90.5,89.4-91.6
Virginia,,,
Less than H.S.,283,58.2,52.5-63.8
H.S. or G.E.D.,"1,478",73.0,70.5-75.6
Some post-H.S.,"1,982",79.9,77.9-82.0
College graduate,"4,296",88.3,87.1-89.6
Washington,,,
Less than H.S.,736,67.7,64.5-70.9
H.S. or G.E.D.,"3,887",76.4,75.0-77.8
Some post-H.S.,"5,756",82.4,81.4-83.5
College graduate,"10,969",90.8,90.2-91.5
West Virginia,,,
Less than H.S.,199,54.2,48.5-60.0
H.S. or G.E.D.,"1,026",65.6,62.9-68.2
Some post-H.S.,865,72.7,69.9-75.5
College graduate,"1,246",83.3,81.3-85.4
Wisconsin,,,
Less than H.S.,267,62.9,57.3-68.4
H.S. or G.E.D.,"2,065",71.5,69.4-73.6
Some post-H.S.,"2,564",79.6,77.9-81.4
College graduate,"3,731",87.7,86.5-89.0
Wyoming,,,
Less than H.S.,92,64.0,55.4-72.6
H.S. or G.E.D.,708,72.7,69.5-75.9
Some post-H.S.,998,76.2,73.5-78.9
College graduate,"1,323",88.4,86.6-90.1
Guam,,,
Less than H.S.,89,58.0,43.4-72.5
H.S. or G.E.D.,535,73.8,68.2-79.4
Some post-H.S.,387,70.2,61.2-79.2
College graduate,648,79.2,72.1-86.3
Puerto Rico,,,
Less than H.S.,285,43.0,38.1-48.0
H.S. or G.E.D.,643,51.8,48.1-55.5
Some post-H.S.,785,57.3,53.7-60.9
College graduate,"1,368",69.9,67.2-72.7
Virgin Islands,,,
Less than H.S.,131,61.6,47.6-75.6
H.S. or G.E.D.,352,75.5,66.4-84.6
Some post-H.S.,234,79.9,68.8-90.9
College graduate,416,85.0,78.8-91.2
