Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,368,62.3,57.3-67.3
H.S. or G.E.D.,"1,390",64.8,62.1-67.6
Some post-H.S.,"1,487",71.8,69.1-74.4
College graduate,"1,963",86.6,84.8-88.5
Alaska,,,
Less than H.S.,68,47.8,35.7-60.0
H.S. or G.E.D.,520,58.6,53.4-63.9
Some post-H.S.,619,70.1,65.4-74.9
College graduate,941,82.9,79.6-86.1
Arizona,,,
Less than H.S.,340,47.4,41.1-53.8
H.S. or G.E.D.,"1,454",58.5,54.9-62.1
Some post-H.S.,"2,080",67.6,64.7-70.5
College graduate,"2,639",79.0,76.7-81.3
Arkansas,,,
Less than H.S.,311,58.3,52.1-64.4
H.S. or G.E.D.,"1,311",62.6,59.3-66.0
Some post-H.S.,"1,103",70.4,66.9-74.0
College graduate,"1,387",83.0,80.1-85.9
California,,,
Less than H.S.,352,33.4,30.4-36.4
H.S. or G.E.D.,700,46.1,43.4-48.7
Some post-H.S.,"1,353",60.3,58.2-62.5
College graduate,"3,095",76.0,74.7-77.3
Colorado,,,
Less than H.S.,248,45.4,40.8-50.0
H.S. or G.E.D.,"1,083",55.1,52.5-57.8
Some post-H.S.,"1,654",65.4,63.1-67.6
College graduate,"3,511",81.8,80.4-83.2
Connecticut,,,
Less than H.S.,143,34.6,29.1-40.1
H.S. or G.E.D.,"1,279",62.9,60.2-65.7
Some post-H.S.,"1,541",70.4,67.8-73.0
College graduate,"3,631",83.6,82.2-85.0
Delaware,,,
Less than H.S.,129,44.6,37.4-51.9
H.S. or G.E.D.,669,71.0,67.5-74.6
Some post-H.S.,651,72.3,68.3-76.3
College graduate,"1,226",87.8,85.6-90.0
District of Columbia,,,
Less than H.S.,27,21.1,12.1-30.2
H.S. or G.E.D.,102,21.9,17.1-26.8
Some post-H.S.,180,34.1,28.3-39.8
College graduate,"1,108",59.0,55.8-62.2
Florida,,,
Less than H.S.,853,48.7,43.7-53.6
H.S. or G.E.D.,"3,154",62.0,59.0-65.0
Some post-H.S.,"3,473",67.6,64.9-70.3
College graduate,"4,087",78.5,76.2-80.8
Georgia,,,
Less than H.S.,384,47.4,42.2-52.6
H.S. or G.E.D.,"1,128",56.6,53.1-60.1
Some post-H.S.,"1,300",67.3,63.9-70.7
College graduate,"1,984",82.2,80.0-84.4
Hawaii,,,
Less than H.S.,109,49.1,41.8-56.5
H.S. or G.E.D.,876,51.0,48.3-53.7
Some post-H.S.,"1,196",64.5,62.0-67.1
College graduate,"2,254",77.1,75.4-78.8
Idaho,,,
Less than H.S.,199,60.5,53.1-67.8
H.S. or G.E.D.,955,64.4,60.7-68.1
Some post-H.S.,"1,344",72.7,69.6-75.9
College graduate,"1,479",84.1,81.6-86.5
Illinois,,,
Less than H.S.,139,49.9,44.2-55.6
H.S. or G.E.D.,714,64.9,62.0-67.8
Some post-H.S.,862,69.4,66.8-72.0
College graduate,"1,848",80.6,79.0-82.2
Indiana,,,
Less than H.S.,311,52.7,47.9-57.4
H.S. or G.E.D.,"1,916",68.3,66.1-70.4
Some post-H.S.,"1,675",72.6,70.3-74.8
College graduate,"2,568",85.3,83.8-86.9
Iowa,,,
Less than H.S.,254,51.5,46.6-56.3
H.S. or G.E.D.,"2,163",71.3,69.4-73.2
Some post-H.S.,"2,247",73.0,71.1-74.8
College graduate,"2,641",85.1,83.7-86.5
Kansas,,,
Less than H.S.,236,50.4,44.9-55.9
H.S. or G.E.D.,"1,962",63.7,61.6-65.9
Some post-H.S.,"2,473",67.1,65.3-69.0
College graduate,"3,567",83.1,81.8-84.4
Kentucky,,,
Less than H.S.,404,55.9,49.9-61.8
H.S. or G.E.D.,"1,813",69.0,66.1-71.9
Some post-H.S.,"1,653",68.1,65.0-71.2
College graduate,"2,167",81.7,79.3-84.2
Louisiana,,,
Less than H.S.,226,52.5,47.1-58.0
H.S. or G.E.D.,956,65.2,62.2-68.1
Some post-H.S.,843,71.0,68.0-74.0
College graduate,"1,234",83.2,81.0-85.4
Maine,,,
Less than H.S.,325,61.8,54.1-69.5
H.S. or G.E.D.,"2,442",70.9,68.4-73.5
Some post-H.S.,"2,460",75.6,73.1-78.2
College graduate,"3,742",84.7,82.9-86.5
Maryland,,,
Less than H.S.,395,37.7,33.1-42.3
H.S. or G.E.D.,"2,860",62.5,60.3-64.7
Some post-H.S.,"2,804",69.3,67.2-71.4
College graduate,"6,648",84.6,83.5-85.7
Massachusetts,,,
Less than H.S.,91,32.3,26.1-38.4
H.S. or G.E.D.,798,58.3,55.4-61.3
Some post-H.S.,"1,088",64.9,62.2-67.5
College graduate,"2,877",78.8,77.3-80.3
Michigan,,,
Less than H.S.,209,51.6,45.6-57.6
H.S. or G.E.D.,"1,793",69.9,67.8-72.0
Some post-H.S.,"2,374",74.0,72.2-75.9
College graduate,"3,473",87.0,85.8-88.2
Minnesota,,,
Less than H.S.,299,54.0,49.5-58.5
H.S. or G.E.D.,"2,265",66.7,64.9-68.5
Some post-H.S.,"3,464",74.2,72.8-75.6
College graduate,"5,269",84.9,84.0-85.8
Mississippi,,,
Less than H.S.,393,63.7,58.8-68.6
H.S. or G.E.D.,"1,059",67.3,64.0-70.5
Some post-H.S.,"1,044",69.3,66.2-72.4
College graduate,"1,196",82.6,80.2-85.0
Missouri,,,
Less than H.S.,280,56.9,51.1-62.6
H.S. or G.E.D.,"1,612",66.3,63.6-69.0
Some post-H.S.,"1,370",69.5,66.8-72.2
College graduate,"1,899",81.8,79.8-83.9
Montana,,,
Less than H.S.,171,53.3,46.6-60.0
H.S. or G.E.D.,"1,204",65.4,62.8-68.1
Some post-H.S.,"1,476",68.6,66.1-71.1
College graduate,"1,958",82.4,80.5-84.2
Nebraska,,,
Less than H.S.,466,50.3,45.9-54.7
H.S. or G.E.D.,"3,433",63.0,60.9-65.0
Some post-H.S.,"3,611",67.6,65.7-69.6
College graduate,"4,090",83.7,82.3-85.1
Nevada,,,
Less than H.S.,100,37.0,29.8-44.2
H.S. or G.E.D.,345,47.6,42.7-52.6
Some post-H.S.,549,64.1,59.9-68.2
College graduate,710,77.3,73.6-80.9
New Hampshire,,,
Less than H.S.,120,53.9,45.2-62.6
H.S. or G.E.D.,"1,025",66.1,62.8-69.5
Some post-H.S.,"1,094",73.0,69.9-76.2
College graduate,"2,153",86.8,85.1-88.6
New Mexico,,,
Less than H.S.,402,61.4,56.5-66.2
H.S. or G.E.D.,"1,070",66.0,62.7-69.3
Some post-H.S.,"1,199",69.9,66.8-73.1
College graduate,"1,778",84.8,82.8-86.8
New York,,,
Less than H.S.,277,26.8,23.1-30.5
H.S. or G.E.D.,"1,884",52.9,50.5-55.3
Some post-H.S.,"2,018",58.6,56.3-60.9
College graduate,"4,180",72.1,70.6-73.6
North Carolina,,,
Less than H.S.,164,52.6,46.9-58.2
H.S. or G.E.D.,558,62.4,59.0-65.8
Some post-H.S.,788,66.0,63.1-68.9
College graduate,"1,196",80.6,78.6-82.6
North Dakota,,,
Less than H.S.,153,50.1,40.7-59.5
H.S. or G.E.D.,"1,086",59.4,55.7-63.0
Some post-H.S.,"1,384",66.5,63.1-69.8
College graduate,"1,692",80.1,77.5-82.7
Ohio,,,
Less than H.S.,452,52.3,46.9-57.8
H.S. or G.E.D.,"3,323",66.2,64.0-68.4
Some post-H.S.,"2,665",68.2,65.9-70.6
College graduate,"3,433",82.5,80.8-84.3
Oklahoma,,,
Less than H.S.,290,54.7,49.4-60.0
H.S. or G.E.D.,"1,289",63.5,60.7-66.4
Some post-H.S.,"1,386",66.8,64.1-69.5
College graduate,"1,742",83.5,81.4-85.6
Oregon,,,
Less than H.S.,115,36.4,30.2-42.6
H.S. or G.E.D.,759,58.9,56.0-61.8
Some post-H.S.,"1,219",66.2,63.7-68.8
College graduate,"1,733",77.4,75.4-79.3
Pennsylvania,,,
Less than H.S.,129,52.8,46.1-59.4
H.S. or G.E.D.,"1,180",70.5,68.2-72.8
Some post-H.S.,982,71.0,68.4-73.6
College graduate,"2,113",83.0,81.6-84.5
Rhode Island,,,
Less than H.S.,120,37.2,30.3-44.1
H.S. or G.E.D.,787,56.4,52.8-60.0
Some post-H.S.,906,65.8,62.2-69.3
College graduate,"2,162",80.3,77.9-82.6
South Carolina,,,
Less than H.S.,360,57.8,52.6-63.1
H.S. or G.E.D.,"1,325",64.5,61.6-67.3
Some post-H.S.,"1,498",73.2,70.6-75.7
College graduate,"2,190",83.9,82.0-85.8
South Dakota,,,
Less than H.S.,194,52.7,41.4-64.0
H.S. or G.E.D.,"1,352",69.2,64.9-73.5
Some post-H.S.,"1,560",69.5,65.3-73.7
College graduate,"1,919",82.0,79.0-85.1
Tennessee,,,
Less than H.S.,322,57.9,52.4-63.5
H.S. or G.E.D.,"1,252",63.0,59.9-66.1
Some post-H.S.,"1,169",70.5,67.5-73.5
College graduate,"1,646",81.1,78.8-83.4
Texas,,,
Less than H.S.,716,54.1,48.9-59.3
H.S. or G.E.D.,"1,806",58.1,54.7-61.5
Some post-H.S.,"2,247",68.1,65.3-70.9
College graduate,"3,511",80.2,78.4-82.1
Utah,,,
Less than H.S.,214,47.5,42.2-52.7
H.S. or G.E.D.,"1,725",65.2,63.0-67.3
Some post-H.S.,"2,621",71.7,70.0-73.4
College graduate,"3,925",86.2,85.1-87.3
Vermont,,,
Less than H.S.,134,63.7,55.8-71.6
H.S. or G.E.D.,"1,156",66.5,62.8-70.1
Some post-H.S.,"1,160",69.9,66.2-73.7
College graduate,"2,577",83.8,81.6-86.0
Virginia,,,
Less than H.S.,299,45.3,40.3-50.3
H.S. or G.E.D.,"1,404",62.3,59.6-65.0
Some post-H.S.,"1,745",67.1,64.6-69.5
College graduate,"3,388",80.9,79.3-82.5
Washington,,,
Less than H.S.,315,42.9,38.5-47.4
H.S. or G.E.D.,"1,749",58.3,56.0-60.6
Some post-H.S.,"2,697",66.1,64.2-68.0
College graduate,"4,331",77.8,76.3-79.2
West Virginia,,,
Less than H.S.,354,71.8,67.1-76.5
H.S. or G.E.D.,"1,493",75.3,72.7-77.9
Some post-H.S.,"1,006",70.5,67.2-73.8
