Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,277,59.5,53.8-65.1
H.S. or G.E.D.,"1,007",65.7,62.6-68.7
Some post-H.S.,"1,097",73.1,70.4-75.8
College graduate,"1,531",86.4,84.6-88.2
Alaska,,,
Less than H.S.,102,47.0,36.8-57.2
H.S. or G.E.D.,661,58.5,53.8-63.2
Some post-H.S.,791,70.5,66.3-74.6
College graduate,"1,053",84.9,82.1-87.6
Arizona,,,
Less than H.S.,383,49.4,44.7-54.1
H.S. or G.E.D.,"1,555",59.4,56.7-62.1
Some post-H.S.,"2,129",66.3,64.0-68.6
College graduate,"3,078",82.1,80.6-83.7
Arkansas,,,
Less than H.S.,277,52.2,45.7-58.6
H.S. or G.E.D.,"1,270",66.9,63.6-70.2
Some post-H.S.,"1,097",69.1,65.5-72.6
College graduate,"1,397",81.6,78.6-84.6
California,,,
Less than H.S.,98,32.1,26.3-37.9
H.S. or G.E.D.,308,50.5,46.1-54.8
Some post-H.S.,595,61.7,58.3-65.1
College graduate,"1,285",72.1,70.0-74.2
Colorado,,,
Less than H.S.,229,40.6,36.0-45.2
H.S. or G.E.D.,"1,181",57.9,55.4-60.3
Some post-H.S.,"1,721",66.1,64.0-68.2
College graduate,"3,818",81.1,79.8-82.4
Connecticut,,,
Less than H.S.,154,44.4,38.0-50.8
H.S. or G.E.D.,"1,157",59.8,56.7-62.8
Some post-H.S.,"1,363",69.8,66.8-72.9
College graduate,"3,244",83.4,81.7-85.1
Delaware,,,
Less than H.S.,135,47.9,40.8-55.0
H.S. or G.E.D.,707,68.2,64.6-71.8
Some post-H.S.,719,76.2,72.6-79.7
College graduate,"1,128",86.1,83.9-88.3
District of Columbia,,,
Less than H.S.,31,17.0,10.1-24.0
H.S. or G.E.D.,128,23.9,18.8-28.9
Some post-H.S.,232,37.2,31.7-42.7
College graduate,"1,571",58.7,56.0-61.3
Florida,,,
Less than H.S.,522,44.6,38.2-51.0
H.S. or G.E.D.,"2,128",63.1,59.5-66.8
Some post-H.S.,"2,497",70.3,67.4-73.3
College graduate,"3,110",77.6,75.2-79.9
Georgia,,,
Less than H.S.,441,47.7,42.4-53.1
H.S. or G.E.D.,"1,590",62.3,59.2-65.4
Some post-H.S.,"1,636",65.9,62.8-69.1
College graduate,"2,504",78.5,76.3-80.8
Hawaii,,,
Less than H.S.,73,44.4,35.9-53.0
H.S. or G.E.D.,822,51.2,48.3-54.0
Some post-H.S.,"1,277",65.9,63.5-68.2
College graduate,"2,246",78.0,76.4-79.6
Idaho,,,
Less than H.S.,193,53.7,46.6-60.8
H.S. or G.E.D.,"1,021",63.4,60.2-66.7
Some post-H.S.,"1,473",73.8,71.2-76.4
College graduate,"1,606",87.8,85.9-89.7
Illinois,,,
Less than H.S.,72,59.0,48.8-69.1
H.S. or G.E.D.,537,62.3,58.5-66.0
Some post-H.S.,626,71.4,68.2-74.7
College graduate,"1,202",77.6,75.4-79.8
Indiana,,,
Less than H.S.,285,54.4,49.8-59.0
H.S. or G.E.D.,"1,839",68.3,66.2-70.4
Some post-H.S.,"1,596",72.9,70.7-75.1
College graduate,"2,369",84.7,83.1-86.2
Iowa,,,
Less than H.S.,233,49.5,44.3-54.8
H.S. or G.E.D.,"2,113",70.2,68.2-72.1
Some post-H.S.,"2,236",74.1,72.2-76.0
College graduate,"2,704",84.9,83.4-86.4
Kansas,,,
Less than H.S.,215,51.7,45.8-57.6
H.S. or G.E.D.,"1,877",64.5,62.2-66.8
Some post-H.S.,"2,262",66.7,64.6-68.7
College graduate,"3,474",82.6,81.2-84.1
Kentucky,,,
Less than H.S.,199,62.0,55.8-68.1
H.S. or G.E.D.,764,64.6,61.2-68.0
Some post-H.S.,789,70.1,66.9-73.4
College graduate,"1,002",82.5,80.1-84.9
Louisiana,,,
Less than H.S.,209,54.6,48.2-60.9
H.S. or G.E.D.,974,67.6,64.4-70.7
Some post-H.S.,851,68.2,64.9-71.6
College graduate,"1,430",81.5,79.2-83.8
Maine,,,
Less than H.S.,252,59.2,51.6-66.9
H.S. or G.E.D.,"2,172",69.5,66.8-72.2
Some post-H.S.,"2,407",77.2,75.0-79.4
College graduate,"3,857",86.6,85.0-88.1
Maryland,,,
Less than H.S.,273,38.6,34.0-43.3
H.S. or G.E.D.,"2,323",64.9,62.7-67.2
Some post-H.S.,"2,156",69.1,66.9-71.3
College graduate,"5,060",82.9,81.7-84.1
Massachusetts,,,
Less than H.S.,76,34.3,27.2-41.3
H.S. or G.E.D.,695,59.1,55.8-62.4
Some post-H.S.,"1,069",64.0,61.2-66.8
College graduate,"2,752",78.8,77.2-80.3
Michigan,,,
Less than H.S.,139,55.3,48.3-62.2
H.S. or G.E.D.,"1,214",71.6,69.2-74.1
Some post-H.S.,"1,562",73.8,71.7-76.0
College graduate,"2,503",84.6,83.2-86.1
Minnesota,,,
Less than H.S.,276,52.0,47.4-56.6
H.S. or G.E.D.,"2,440",68.9,67.2-70.6
Some post-H.S.,"3,375",73.9,72.5-75.3
College graduate,"5,203",84.1,83.2-85.1
Mississippi,,,
Less than H.S.,474,61.0,56.4-65.7
H.S. or G.E.D.,"1,455",69.4,66.7-72.1
Some post-H.S.,"1,322",68.8,66.0-71.6
College graduate,"1,585",82.6,80.4-84.8
Missouri,,,
Less than H.S.,318,61.3,56.0-66.6
H.S. or G.E.D.,"1,905",65.4,63.1-67.6
Some post-H.S.,"1,753",68.2,65.9-70.4
College graduate,"2,504",83.1,81.5-84.7
Montana,,,
Less than H.S.,160,51.2,44.1-58.3
H.S. or G.E.D.,"1,157",66.5,63.8-69.2
Some post-H.S.,"1,363",70.3,67.8-72.8
College graduate,"2,013",81.8,80.0-83.6
Nebraska,,,
Less than H.S.,432,45.5,40.6-50.4
H.S. or G.E.D.,"3,134",65.8,63.6-67.9
Some post-H.S.,"3,309",68.0,65.9-70.1
College graduate,"4,028",81.7,80.1-83.2
Nevada,,,
Less than H.S.,78,45.6,36.2-54.9
H.S. or G.E.D.,343,46.7,41.6-51.8
Some post-H.S.,511,64.0,59.4-68.6
College graduate,639,75.5,71.6-79.4
New Hampshire,,,
Less than H.S.,109,48.6,40.2-57.0
H.S. or G.E.D.,"1,078",67.3,64.1-70.6
Some post-H.S.,"1,298",74.1,71.3-77.0
College graduate,"2,408",85.9,84.2-87.6
New Jersey,,,
Less than H.S.,163,33.6,28.7-38.6
H.S. or G.E.D.,"1,358",62.7,60.3-65.1
Some post-H.S.,"1,611",68.3,66.2-70.4
College graduate,"3,976",79.0,77.8-80.3
New Mexico,,,
Less than H.S.,428,66.4,61.2-71.6
H.S. or G.E.D.,"1,367",65.1,61.6-68.6
Some post-H.S.,"1,437",71.0,67.7-74.3
College graduate,"1,996",81.8,79.4-84.3
New York,,,
Less than H.S.,275,29.8,26.0-33.6
H.S. or G.E.D.,"1,840",54.8,52.5-57.1
Some post-H.S.,"2,031",58.5,56.3-60.7
College graduate,"4,417",69.0,67.7-70.4
North Carolina,,,
Less than H.S.,236,54.6,49.3-59.9
H.S. or G.E.D.,851,60.3,57.3-63.4
Some post-H.S.,"1,072",68.1,65.4-70.8
College graduate,"1,673",79.8,78.0-81.7
North Dakota,,,
Less than H.S.,123,43.1,33.4-52.8
H.S. or G.E.D.,856,59.6,55.5-63.6
Some post-H.S.,"1,143",68.5,65.0-72.0
College graduate,"1,389",77.0,74.0-80.0
Ohio,,,
Less than H.S.,416,50.4,45.6-55.2
H.S. or G.E.D.,"3,244",65.4,63.5-67.3
Some post-H.S.,"2,775",69.3,67.3-71.3
College graduate,"3,814",82.8,81.4-84.3
Oklahoma,,,
Less than H.S.,218,58.6,52.7-64.6
H.S. or G.E.D.,984,63.2,60.1-66.3
Some post-H.S.,"1,116",67.2,64.3-70.1
College graduate,"1,305",80.6,78.1-83.0
Oregon,,,
Less than H.S.,102,41.6,34.9-48.3
H.S. or G.E.D.,668,58.2,55.0-61.4
Some post-H.S.,"1,097",64.4,62.0-66.9
College graduate,"1,603",79.3,77.4-81.2
Pennsylvania,,,
Less than H.S.,121,56.0,48.4-63.6
H.S. or G.E.D.,935,68.9,66.1-71.8
Some post-H.S.,851,71.7,68.8-74.7
College graduate,"1,764",82.1,80.5-83.8
Rhode Island,,,
Less than H.S.,116,40.9,34.3-47.6
H.S. or G.E.D.,689,59.8,55.9-63.6
Some post-H.S.,779,62.7,58.7-66.7
College graduate,"1,893",80.6,78.1-83.0
South Carolina,,,
Less than H.S.,179,57.9,51.0-64.8
H.S. or G.E.D.,716,64.2,60.6-67.8
Some post-H.S.,830,75.0,71.9-78.1
College graduate,"1,218",83.8,81.4-86.1
South Dakota,,,
Less than H.S.,168,47.6,35.9-59.4
H.S. or G.E.D.,"1,423",63.4,58.3-68.6
Some post-H.S.,"1,601",73.9,69.8-78.0
College graduate,"2,055",84.0,80.8-87.1
Tennessee,,,
Less than H.S.,191,55.8,48.5-63.0
H.S. or G.E.D.,911,64.0,60.8-67.3
Some post-H.S.,830,69.3,65.8-72.8
College graduate,"1,265",81.1,78.7-83.6
Texas,,,
Less than H.S.,732,55.3,49.9-60.8
H.S. or G.E.D.,"1,596",61.7,58.3-65.1
Some post-H.S.,"1,821",66.5,63.4-69.6
College graduate,"2,697",77.7,75.4-79.9
Utah,,,
Less than H.S.,199,53.1,47.2-58.9
H.S. or G.E.D.,"1,722",64.4,62.2-66.6
Some post-H.S.,"2,594",72.0,70.2-73.7
College graduate,"3,477",85.5,84.3-86.7
Vermont,,,
Less than H.S.,140,66.3,59.0-73.6
H.S. or G.E.D.,"1,282",67.6,64.2-71.1
Some post-H.S.,"1,141",70.3,66.4-74.1
College graduate,"2,479",82.6,80.3-84.8
Virginia,,,
Less than H.S.,302,47.3,42.2-52.4
H.S. or G.E.D.,"1,440",60.2,57.5-62.8
Some post-H.S.,"1,636",69.2,66.7-71.6
College graduate,"3,221",80.5,78.8-82.1
Washington,,,
Less than H.S.,277,39.9,35.3-44.5
H.S. or G.E.D.,"1,731",57.6,55.3-60.0
Some post-H.S.,"2,618",66.6,64.7-68.5
College graduate,"4,231",79.2,77.9-80.5
West Virginia,,,
Less than H.S.,310,61.2,56.1-66.3
H.S. or G.E.D.,"1,607",75.2,72.9-77.5
Some post-H.S.,"1,198",75.3,72.7-77.9
College graduate,"1,469",86.6,84.7-88.5
Wisconsin,,,
Less than H.S.,103,50.4,40.8-60.0
H.S. or G.E.D.,"1,102",69.4,66.1-72.7
Some post-H.S.,"1,086",69.3,65.9-72.6
College graduate,"1,572",79.5,77.0-82.0
Wyoming,,,
Less than H.S.,141,58.7,49.6-67.7
H.S. or G.E.D.,"1,057",67.9,64.1-71.7
Some post-H.S.,"1,291",72.9,69.4-76.4
College graduate,"1,473",80.4,77.3-83.5
Guam,,,
Less than H.S.,51,46.6,34.6-58.6
H.S. or G.E.D.,307,42.9,37.2-48.6
Some post-H.S.,276,52.9,45.1-60.7
College graduate,488,61.1,57.0-65.2
Puerto Rico,,,
Less than H.S.,379,69.0,63.2-74.7
H.S. or G.E.D.,731,60.9,56.7-65.0
Some post-H.S.,795,65.5,62.2-68.8
