Location,n,Percentage,95% CI
"All States, DC and Territories (median) **",,,
Less than H.S.,53,10.0**,
H.S. or G.E.D.,53,28.9**,
Some post-H.S.,53,30.9**,
College+,53,28.9**,
All States and DC (median) **,,,
Less than H.S.,50,9.8**,
H.S. or G.E.D.,50,28.8**,
Some post-H.S.,50,31.3**,
College+,50,28.9**,
Alabama,,,
Less than H.S.,357,13.7,12.0-15.3
H.S. or G.E.D.,"1,247",31.0,29.2-32.8
Some post-H.S.,"1,290",31.7,29.9-33.5
College+,"1,672",23.6,22.3-25.0
Alaska,,,
Less than H.S.,236,7.8,6.5-9.1
H.S. or G.E.D.,"1,409",29.7,27.8-31.6
Some post-H.S.,"1,638",35.8,33.8-37.9
College+,"2,178",26.7,25.2-28.2
Arizona,,,
Less than H.S.,644,12.8,11.6-13.9
H.S. or G.E.D.,"2,283",25.3,24.1-26.5
Some post-H.S.,"3,451",34.7,33.4-36.0
College+,"4,219",27.3,26.2-28.3
Arkansas,,,
Less than H.S.,395,13.2,11.5-14.8
H.S. or G.E.D.,"1,707",34.6,32.7-36.5
Some post-H.S.,"1,496",30.9,29.0-32.8
College+,"1,741",21.4,20.0-22.8
California,,,
Less than H.S.,913,15.8,14.7-17.0
H.S. or G.E.D.,"1,180",22.0,20.6-23.4
Some post-H.S.,"1,559",30.9,29.3-32.5
College+,"3,066",31.3,29.9-32.6
Colorado,,,
Less than H.S.,722,8.5,7.8-9.2
H.S. or G.E.D.,"2,073",22.7,21.7-23.6
Some post-H.S.,"2,591",30.8,29.7-32.0
College+,"5,017",38.0,36.9-39.1
Connecticut,,,
Less than H.S.,412,9.6,8.5-10.8
H.S. or G.E.D.,"1,848",27.3,25.9-28.7
Some post-H.S.,"1,936",26.8,25.4-28.1
College+,"4,083",36.2,34.9-37.6
Delaware,,,
Less than H.S.,236,10.1,8.5-11.7
H.S. or G.E.D.,927,31.6,29.5-33.8
Some post-H.S.,957,28.5,26.5-30.5
College+,"1,491",29.8,28.0-31.6
District of Columbia,,,
Less than H.S.,140,8.1,6.4-9.9
H.S. or G.E.D.,470,17.0,15.1-18.9
Some post-H.S.,428,18.5,16.4-20.6
College+,"2,138",56.4,53.9-58.8
Georgia,,,
Less than H.S.,663,12.9,11.6-14.2
H.S. or G.E.D.,"2,147",28.7,27.1-30.2
Some post-H.S.,"2,123",29.5,27.9-31.0
College+,"3,194",29.0,27.6-30.3
Hawaii,,,
Less than H.S.,202,7.8,6.5-9.0
H.S. or G.E.D.,"1,956",28.9,27.5-30.3
Some post-H.S.,"2,192",32.6,31.1-34.0
College+,"3,419",30.8,29.5-32.0
Idaho,,,
Less than H.S.,412,9.2,8.1-10.2
H.S. or G.E.D.,"1,710",28.5,27.1-29.8
Some post-H.S.,"2,233",36.6,35.2-38.1
College+,"2,403",25.7,24.6-26.9
Illinois,,,
Less than H.S.,113,10.6,8.5-12.7
H.S. or G.E.D.,716,26.4,24.4-28.5
Some post-H.S.,803,30.3,28.2-32.4
College+,"1,545",32.7,30.8-34.5
Indiana,,,
Less than H.S.,598,11.4,10.4-12.4
H.S. or G.E.D.,"2,917",33.6,32.4-34.7
Some post-H.S.,"2,605",30.4,29.2-31.5
College+,"3,741",24.7,23.8-25.6
Iowa,,,
Less than H.S.,671,8.1,7.2-8.9
H.S. or G.E.D.,"2,987",30.4,29.2-31.6
Some post-H.S.,"2,771",34.6,33.3-35.9
College+,"3,150",26.9,25.8-27.9
Kansas,,,
Less than H.S.,617,9.1,8.3-9.9
H.S. or G.E.D.,"4,361",26.9,26.1-27.8
Some post-H.S.,"5,360",33.4,32.5-34.2
College+,"7,183",30.6,29.8-31.3
Kentucky,,,
Less than H.S.,458,13.0,11.5-14.5
H.S. or G.E.D.,"1,759",33.3,31.6-35.1
Some post-H.S.,"1,533",30.7,29.0-32.4
College+,"1,659",22.9,21.6-24.2
Louisiana,,,
Less than H.S.,394,14.6,13.0-16.2
H.S. or G.E.D.,"1,393",33.8,32.0-35.6
Some post-H.S.,"1,390",29.0,27.4-30.7
College+,"1,906",22.6,21.3-23.8
Maine,,,
Less than H.S.,393,7.3,6.3-8.3
H.S. or G.E.D.,"3,020",32.0,30.7-33.3
Some post-H.S.,"3,257",30.7,29.4-31.9
College+,"5,079",30.1,29.0-31.2
Maryland,,,
Less than H.S.,826,10.1,9.2-11.0
H.S. or G.E.D.,"3,637",25.3,24.3-26.4
Some post-H.S.,"3,473",27.2,26.1-28.3
College+,"7,539",37.4,36.4-38.5
Massachusetts,,,
Less than H.S.,412,9.4,8.3-10.5
H.S. or G.E.D.,"1,424",24.4,23.0-25.8
Some post-H.S.,"1,819",25.6,24.3-26.8
College+,"3,979",40.6,39.2-42.0
Michigan,,,
Less than H.S.,363,9.3,8.2-10.3
H.S. or G.E.D.,"2,417",29.1,27.9-30.3
Some post-H.S.,"2,662",34.1,32.9-35.4
College+,"3,931",27.5,26.5-28.5
Minnesota,,,
Less than H.S.,521,7.4,6.7-8.2
H.S. or G.E.D.,"3,290",25.2,24.3-26.0
Some post-H.S.,"4,772",33.7,32.8-34.6
College+,"7,311",33.7,32.9-34.5
Mississippi,,,
Less than H.S.,447,14.9,13.3-16.5
H.S. or G.E.D.,"1,296",30.3,28.5-32.2
Some post-H.S.,"1,275",34.3,32.4-36.2
College+,"1,386",20.5,19.2-21.8
Missouri,,,
Less than H.S.,841,9.7,8.8-10.7
H.S. or G.E.D.,"3,882",31.1,29.8-32.4
Some post-H.S.,"3,552",31.8,30.5-33.1
College+,"3,942",27.4,26.2-28.5
Montana,,,
Less than H.S.,261,7.0,6.0-8.1
H.S. or G.E.D.,"1,583",29.1,27.6-30.5
Some post-H.S.,"1,867",34.2,32.6-35.7
College+,"2,499",29.7,28.4-31.0
Nebraska,,,
Less than H.S.,720,9.0,8.2-9.9
H.S. or G.E.D.,"4,291",26.3,25.3-27.3
Some post-H.S.,"4,623",34.9,33.8-36.0
College+,"5,244",29.8,28.8-30.7
Nevada,,,
Less than H.S.,150,13.7,11.3-16.1
H.S. or G.E.D.,727,29.7,27.2-32.1
Some post-H.S.,885,33.5,31.0-36.1
College+,966,23.1,21.1-25.2
New Hampshire,,,
Less than H.S.,216,6.9,5.7-8.1
H.S. or G.E.D.,"1,542",28.0,26.4-29.6
Some post-H.S.,"1,669",30.2,28.5-31.8
College+,"3,080",34.9,33.4-36.4
New Jersey,,,
Less than H.S.,574,10.2,9.2-11.2
H.S. or G.E.D.,"1,765",27.3,25.9-28.7
Some post-H.S.,"1,796",25.0,23.7-26.3
College+,"3,738",37.5,36.1-38.8
New Mexico,,,
Less than H.S.,658,14.3,13.0-15.6
H.S. or G.E.D.,"1,669",27.5,26.0-29.0
Some post-H.S.,"1,740",33.1,31.4-34.8
College+,"2,276",25.1,23.8-26.3
New York,,,
Less than H.S.,"2,762",12.8,12.1-13.5
H.S. or G.E.D.,"10,725",25.9,25.1-26.7
Some post-H.S.,"10,031",26.5,25.7-27.3
College+,"15,300",34.8,34.0-35.6
North Carolina,,,
Less than H.S.,454,11.9,10.6-13.2
H.S. or G.E.D.,"1,149",26.6,25.0-28.2
Some post-H.S.,"1,315",32.7,30.9-34.4
College+,"1,993",28.9,27.5-30.2
North Dakota,,,
Less than H.S.,272,7.8,6.6-8.9
H.S. or G.E.D.,"1,655",26.7,25.2-28.1
Some post-H.S.,"1,927",37.9,36.3-39.6
College+,"2,035",27.6,26.3-29.0
Ohio,,,
Less than H.S.,738,9.8,8.8-10.8
H.S. or G.E.D.,"4,501",33.3,32.1-34.4
Some post-H.S.,"3,961",30.4,29.3-31.5
College+,"5,043",26.5,25.6-27.4
Oklahoma,,,
Less than H.S.,362,12.1,10.7-13.4
H.S. or G.E.D.,"1,440",31.8,30.2-33.5
Some post-H.S.,"1,688",32.6,31.0-34.2
College+,"1,924",23.4,22.2-24.6
Oregon,,,
Less than H.S.,273,9.6,8.3-10.8
H.S. or G.E.D.,"1,079",23.7,22.3-25.1
Some post-H.S.,"1,762",35.2,33.6-36.7
College+,"2,222",31.6,30.2-33.0
Pennsylvania,,,
Less than H.S.,275,9.6,8.3-11.0
H.S. or G.E.D.,"1,785",34.6,33.1-36.2
Some post-H.S.,"1,517",26.0,24.6-27.3
College+,"2,797",29.8,28.5-31.1
Rhode Island,,,
Less than H.S.,357,11.1,9.8-12.5
H.S. or G.E.D.,"1,169",28.7,27.0-30.4
Some post-H.S.,"1,349",28.6,27.0-30.2
College+,"2,699",31.6,30.1-33.0
South Carolina,,,
Less than H.S.,723,11.9,10.8-13.0
H.S. or G.E.D.,"2,610",29.7,28.3-31.0
Some post-H.S.,"2,679",31.8,30.5-33.2
College+,"3,963",26.6,25.5-27.7
South Dakota,,,
Less than H.S.,319,8.0,5.8-10.1
H.S. or G.E.D.,"2,043",30.6,28.1-33.2
Some post-H.S.,"2,277",34.4,31.8-37.0
College+,"2,595",27.0,24.8-29.2
Tennessee,,,
Less than H.S.,336,12.2,10.7-13.6
H.S. or G.E.D.,"1,324",32.3,30.5-34.1
Some post-H.S.,"1,340",29.7,28.0-31.4
College+,"1,762",25.8,24.4-27.2
Texas,,,
Less than H.S.,"1,100",16.0,14.6-17.5
H.S. or G.E.D.,"2,491",26.2,24.7-27.7
Some post-H.S.,"2,877",30.4,28.8-32.0
College+,"4,280",27.3,26.0-28.6
Utah,,,
Less than H.S.,499,7.8,7.0-8.6
