Location,n,Percentage,95% CI
"All States, DC and Territories (median) **",,,
Less than H.S.,52,9.6**,
H.S. or G.E.D.,52,28.3**,
Some post-H.S.,52,30.6**,
College+,52,29.4**,
All States and DC (median) **,,,
Less than H.S.,49,9.5**,
H.S. or G.E.D.,49,28.3**,
Some post-H.S.,49,31.3**,
College+,49,29.9**,
Alabama,,,
Less than H.S.,362,12.8,11.2-14.4
H.S. or G.E.D.,"1,221",31.5,29.6-33.4
Some post-H.S.,"1,254",31.5,29.6-33.4
College+,"1,516",24.2,22.8-25.7
Alaska,,,
Less than H.S.,209,7.5,6.3-8.7
H.S. or G.E.D.,"1,439",30.2,28.5-31.9
Some post-H.S.,"1,572",34.8,33.0-36.7
College+,"2,268",27.5,26.0-28.9
Arizona,,,
Less than H.S.,723,12.0,10.9-13.2
H.S. or G.E.D.,"2,625",25.1,23.9-26.4
Some post-H.S.,"3,671",34.2,32.8-35.5
College+,"4,946",28.7,27.6-29.8
Arkansas,,,
Less than H.S.,381,12.6,11.1-14.1
H.S. or G.E.D.,"1,714",34.9,33.2-36.6
Some post-H.S.,"1,443",30.6,28.9-32.2
College+,"1,786",21.9,20.7-23.2
California,,,
Less than H.S.,"1,206",15.7,14.7-16.7
H.S. or G.E.D.,"2,238",22.2,21.1-23.3
Some post-H.S.,"3,040",29.9,28.6-31.2
College+,"5,402",32.2,31.0-33.4
Colorado,,,
Less than H.S.,506,8.3,7.5-9.2
H.S. or G.E.D.,"1,660",22.1,21.0-23.3
Some post-H.S.,"2,120",29.8,28.6-31.1
College+,"4,438",39.7,38.5-40.9
Connecticut,,,
Less than H.S.,500,9.4,8.3-10.6
H.S. or G.E.D.,"1,984",26.9,25.4-28.4
Some post-H.S.,"2,063",26.2,24.7-27.7
College+,"4,880",37.5,36.1-39.0
Delaware,,,
Less than H.S.,247,9.6,8.0-11.2
H.S. or G.E.D.,"1,105",30.6,28.5-32.6
Some post-H.S.,"1,047",28.8,26.7-30.9
College+,"1,870",31.0,29.1-32.9
District of Columbia,,,
Less than H.S.,94,7.4,5.6-9.2
H.S. or G.E.D.,446,15.6,13.6-17.7
Some post-H.S.,432,17.6,15.4-19.9
College+,"2,215",59.3,56.7-62.0
Florida,,,
Less than H.S.,849,11.0,9.7-12.4
H.S. or G.E.D.,"3,601",28.5,26.9-30.2
Some post-H.S.,"3,686",30.7,29.0-32.3
College+,"5,028",29.8,28.3-31.3
Georgia,,,
Less than H.S.,588,12.3,11.0-13.6
H.S. or G.E.D.,"2,106",28.5,27.0-30.0
Some post-H.S.,"1,989",29.3,27.8-30.8
College+,"3,502",29.9,28.6-31.3
Hawaii,,,
Less than H.S.,245,7.5,6.3-8.8
H.S. or G.E.D.,"1,888",28.2,26.7-29.7
Some post-H.S.,"2,193",32.3,30.7-33.9
College+,"3,486",32.0,30.6-33.3
Idaho,,,
Less than H.S.,458,9.5,8.4-10.5
H.S. or G.E.D.,"2,090",28.1,26.7-29.6
Some post-H.S.,"2,105",35.8,34.2-37.4
College+,"2,207",26.6,25.3-27.9
Illinois,,,
Less than H.S.,454,10.6,9.4-11.8
H.S. or G.E.D.,"1,125",26.5,24.8-28.2
Some post-H.S.,"1,199",29.5,27.7-31.3
College+,"2,484",33.4,31.9-35.0
Indiana,,,
Less than H.S.,661,11.0,10.0-11.9
H.S. or G.E.D.,"3,374",33.7,32.6-34.9
Some post-H.S.,"2,817",29.8,28.7-31.0
College+,"4,090",25.5,24.6-26.4
Iowa,,,
Less than H.S.,644,7.8,7.0-8.6
H.S. or G.E.D.,"2,747",30.7,29.5-31.9
Some post-H.S.,"2,575",34.2,32.9-35.6
College+,"2,875",27.3,26.2-28.4
Kansas,,,
Less than H.S.,371,9.0,7.9-10.1
H.S. or G.E.D.,"2,447",27.2,26.0-28.5
Some post-H.S.,"3,077",33.0,31.8-34.3
College+,"3,959",30.8,29.7-31.9
Louisiana,,,
Less than H.S.,479,13.9,12.4-15.3
H.S. or G.E.D.,"1,588",33.7,32.0-35.4
Some post-H.S.,"1,463",29.1,27.4-30.7
College+,"1,836",23.4,22.1-24.6
Maine,,,
Less than H.S.,407,6.7,5.9-7.6
H.S. or G.E.D.,"3,168",31.9,30.6-33.1
Some post-H.S.,"3,257",30.2,29.0-31.5
College+,"5,371",31.2,30.1-32.3
Maryland,,,
Less than H.S.,954,9.9,9.1-10.8
H.S. or G.E.D.,"4,200",25.1,23.9-26.2
Some post-H.S.,"3,707",26.6,25.4-27.8
College+,"8,282",38.5,37.3-39.6
Massachusetts,,,
