Location,n,Percentage,95% CI
"All States, DC and Territories (median) **",,,
Less than H.S.,53,10.5,
H.S. or G.E.D.,53,28.9,
Some post-H.S.,53,31.2,
College+,53,28.0,
All States and DC (median) **,,,
Less than H.S.,51,10.3,
H.S. or G.E.D.,51,28.9,
Some post-H.S.,51,31.2,
College+,51,28.0,
Alabama,,,
Less than H.S.,477,14.3,12.8-15.7
H.S. or G.E.D.,"1,529",31.3,29.6-32.9
Some post-H.S.,"1,508",31.6,30.0-33.2
College+,"1,810",22.9,21.6-24.1
Alaska,,,
Less than H.S.,190,8.3,6.7-9.9
H.S. or G.E.D.,"1,096",29.4,27.1-31.8
Some post-H.S.,"1,090",35.9,33.4-38.5
College+,"1,281",26.3,24.3-28.4
Arizona,,,
Less than H.S.,789,13.6,12.5-14.8
H.S. or G.E.D.,"2,468",25.4,24.1-26.6
Some post-H.S.,"3,173",34.8,33.4-36.1
College+,"3,801",26.2,25.2-27.3
Arkansas,,,
Less than H.S.,470,13.8,12.2-15.3
H.S. or G.E.D.,"1,705",34.4,32.5-36.2
Some post-H.S.,"1,421",31.2,29.3-33.0
College+,"1,619",20.7,19.4-22.0
California,,,
Less than H.S.,503,16.4,14.8-17.9
H.S. or G.E.D.,814,22.0,20.3-23.7
Some post-H.S.,"1,228",31.1,29.2-33.1
College+,"2,236",30.5,28.9-32.1
Colorado,,,
Less than H.S.,624,8.8,8.0-9.5
H.S. or G.E.D.,"2,110",22.8,21.8-23.8
Some post-H.S.,"2,628",31.1,29.9-32.2
College+,"4,767",37.4,36.4-38.5
Connecticut,,,
Less than H.S.,548,9.9,8.8-11.1
H.S. or G.E.D.,"2,168",27.6,26.2-29.1
Some post-H.S.,"2,164",26.8,25.3-28.4
College+,"4,046",35.6,34.2-37.0
Delaware,,,
Less than H.S.,456,10.6,9.3-12.0
H.S. or G.E.D.,"1,157",31.6,29.5-33.6
Some post-H.S.,"1,015",28.5,26.5-30.5
College+,"1,383",29.3,27.4-31.2
District of Columbia,,,
Less than H.S.,143,9.1,7.4-10.8
H.S. or G.E.D.,485,17.3,15.5-19.1
Some post-H.S.,509,18.5,16.5-20.4
College+,"2,276",55.2,52.8-57.5
Florida,,,
Less than H.S.,"1,165",12.4,10.9-13.8
H.S. or G.E.D.,"3,246",29.0,27.2-30.8
Some post-H.S.,"3,444",31.2,29.4-32.9
College+,"3,890",27.4,25.9-29.0
Georgia,,,
Less than H.S.,919,13.6,12.3-14.9
H.S. or G.E.D.,"2,542",28.6,27.0-30.2
Some post-H.S.,"2,449",29.8,28.2-31.4
College+,"3,129",28.0,26.6-29.4
Hawaii,,,
Less than H.S.,219,8.2,7.0-9.5
H.S. or G.E.D.,"1,992",28.9,27.6-30.3
Some post-H.S.,"2,273",32.7,31.3-34.2
College+,"3,254",30.1,28.9-31.4
Idaho,,,
Less than H.S.,379,9.9,8.6-11.2
H.S. or G.E.D.,"1,618",28.6,26.9-30.2
Some post-H.S.,"2,058",37.0,35.2-38.8
College+,"1,903",24.5,23.1-25.9
Illinois,,,
Less than H.S.,143,11.3,9.1-13.5
H.S. or G.E.D.,912,26.7,24.9-28.6
Some post-H.S.,958,30.4,28.4-32.3
College+,"1,657",31.6,29.9-33.4
Indiana,,,
Less than H.S.,612,11.9,10.9-12.9
H.S. or G.E.D.,"2,764",33.6,32.3-34.8
Some post-H.S.,"2,226",30.5,29.2-31.7
College+,"2,852",24.1,23.1-25.0
Iowa,,,
Less than H.S.,503,8.4,7.6-9.2
H.S. or G.E.D.,"2,985",30.5,29.4-31.6
Some post-H.S.,"2,952",34.9,33.7-36.0
College+,"3,194",26.2,25.2-27.1
Kansas,,,
Less than H.S.,396,9.7,8.7-10.8
