Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,171,55.6,48.4-62.7
H.S. or G.E.D.,576,50.8,47.0-54.6
Some post-H.S.,630,52.5,48.9-56.1
College graduate,952,59.6,56.6-62.6
Alaska,,,
Less than H.S.,99,50.9,41.2-60.6
H.S. or G.E.D.,654,52.8,48.5-57.1
Some post-H.S.,831,56.4,52.6-60.1
College graduate,"1,343",67.2,64.2-70.3
Arizona,,,
Less than H.S.,334,60.1,54.8-65.4
H.S. or G.E.D.,"1,061",54.9,51.9-57.8
Some post-H.S.,"1,806",57.0,54.6-59.4
College graduate,"2,507",62.7,60.6-64.8
Arkansas,,,
Less than H.S.,178,54.4,46.8-62.0
H.S. or G.E.D.,771,52.1,48.2-55.9
Some post-H.S.,737,54.6,50.7-58.5
College graduate,977,58.1,54.4-61.8
California,,,
Less than H.S.,552,67.7,63.7-71.6
H.S. or G.E.D.,647,61.8,58.1-65.6
Some post-H.S.,844,59.5,56.2-62.9
College graduate,"1,886",67.5,65.1-69.9
Colorado,,,
Less than H.S.,363,62.9,58.2-67.6
H.S. or G.E.D.,992,55.9,53.2-58.6
Some post-H.S.,"1,382",58.4,55.9-60.8
College graduate,"3,060",67.7,66.2-69.3
Connecticut,,,
Less than H.S.,194,63.3,55.9-70.7
H.S. or G.E.D.,938,62.5,59.2-65.7
Some post-H.S.,"1,036",61.3,58.0-64.6
College graduate,"2,519",68.8,66.8-70.9
Delaware,,,
Less than H.S.,119,60.6,51.0-70.1
H.S. or G.E.D.,425,55.3,50.7-60.0
Some post-H.S.,498,60.9,56.6-65.2
College graduate,875,64.3,61.0-67.6
District of Columbia,,,
Less than H.S.,59,55.0,41.7-68.2
H.S. or G.E.D.,209,63.4,56.3-70.5
Some post-H.S.,211,63.9,56.4-71.3
College graduate,"1,341",70.4,67.8-73.1
Georgia,,,
Less than H.S.,275,53.4,47.3-59.5
H.S. or G.E.D.,959,55.6,51.9-59.2
Some post-H.S.,"1,028",59.5,56.0-62.9
College graduate,"1,757",64.5,61.8-67.1
Hawaii,,,
Less than H.S.,103,51.6,42.3-61.0
H.S. or G.E.D.,954,51.8,48.8-54.8
Some post-H.S.,"1,246",56.4,53.5-59.3
College graduate,"2,165",65.2,63.0-67.4
Idaho,,,
Less than H.S.,195,57.2,50.7-63.6
H.S. or G.E.D.,812,52.9,49.8-56.0
Some post-H.S.,"1,199",57.1,54.5-59.8
College graduate,"1,466",65.8,63.4-68.2
Illinois,,,
Less than H.S.,58,64.2,53.1-75.2
H.S. or G.E.D.,346,54.8,50.0-59.6
Some post-H.S.,431,58.1,53.7-62.4
College graduate,970,67.8,65.0-70.7
Indiana,,,
Less than H.S.,252,53.0,47.4-58.6
H.S. or G.E.D.,"1,329",53.8,51.4-56.1
Some post-H.S.,"1,290",56.9,54.6-59.3
College graduate,"2,151",64.0,62.1-65.9
Iowa,,,
Less than H.S.,360,57.8,52.1-63.5
H.S. or G.E.D.,"1,439",53.9,51.4-56.4
Some post-H.S.,"1,479",56.3,53.8-58.8
College graduate,"1,974",66.7,64.6-68.8
Kansas,,,
Less than H.S.,260,52.4,47.3-57.6
H.S. or G.E.D.,"1,954",51.4,49.4-53.3
Some post-H.S.,"2,647",54.6,53.0-56.3
College graduate,"4,228",63.3,62.0-64.7
Kentucky,,,
Less than H.S.,197,49.7,42.8-56.6
H.S. or G.E.D.,849,54.4,51.1-57.7
Some post-H.S.,762,54.2,50.7-57.7
College graduate,920,59.7,56.5-62.9
Louisiana,,,
Less than H.S.,144,52.8,45.7-59.9
H.S. or G.E.D.,567,49.3,45.6-53.0
Some post-H.S.,628,52.3,48.7-55.9
College graduate,909,52.7,49.6-55.7
Maine,,,
Less than H.S.,201,64.5,57.7-71.2
H.S. or G.E.D.,"1,640",60.3,57.7-62.9
Some post-H.S.,"1,890",62.7,60.2-65.1
College graduate,"3,552",72.3,70.4-74.1
Maryland,,,
Less than H.S.,353,60.1,54.8-65.4
H.S. or G.E.D.,"1,697",55.4,52.7-58.1
Some post-H.S.,"1,851",61.2,58.7-63.7
College graduate,"4,624",69.5,68.0-71.1
Massachusetts,,,
Less than H.S.,221,56.4,49.7-63.1
H.S. or G.E.D.,755,60.0,56.5-63.5
Some post-H.S.,"1,020",61.0,58.1-64.0
College graduate,"2,490",68.1,66.2-70.0
Michigan,,,
Less than H.S.,143,51.8,44.7-58.9
H.S. or G.E.D.,"1,164",55.9,53.2-58.5
Some post-H.S.,"1,409",61.0,58.6-63.4
College graduate,"2,386",67.4,65.5-69.3
Minnesota,,,
Less than H.S.,249,57.9,52.3-63.5
H.S. or G.E.D.,"1,635",58.3,56.1-60.4
Some post-H.S.,"2,605",61.8,60.1-63.5
College graduate,"4,716",70.3,69.0-71.6
Mississippi,,,
Less than H.S.,208,52.4,46.2-58.7
H.S. or G.E.D.,640,53.1,49.4-56.9
Some post-H.S.,616,52.0,48.4-55.7
College graduate,739,55.9,52.5-59.3
Missouri,,,
Less than H.S.,404,55.1,49.7-60.5
H.S. or G.E.D.,"1,822",52.0,49.3-54.6
Some post-H.S.,"1,766",54.3,51.7-56.9
College graduate,"2,328",65.0,62.7-67.2
Montana,,,
Less than H.S.,119,52.6,44.0-61.2
H.S. or G.E.D.,766,53.3,50.1-56.5
Some post-H.S.,"1,043",61.6,58.8-64.4
College graduate,"1,585",66.0,63.7-68.3
Nebraska,,,
Less than H.S.,361,61.0,55.6-66.3
H.S. or G.E.D.,"2,077",52.2,49.9-54.4
Some post-H.S.,"2,435",55.6,53.5-57.7
College graduate,"3,138",62.4,60.5-64.3
Nevada,,,
Less than H.S.,73,58.8,48.6-69.1
H.S. or G.E.D.,351,55.2,50.1-60.4
Some post-H.S.,469,57.6,52.9-62.4
College graduate,590,61.7,56.7-66.7
New Hampshire,,,
Less than H.S.,98,57.7,47.7-67.7
H.S. or G.E.D.,791,57.7,53.9-61.5
Some post-H.S.,"1,018",65.6,62.3-69.0
College graduate,"1,989",69.4,67.0-71.8
New Jersey,,,
Less than H.S.,293,67.9,62.5-73.4
H.S. or G.E.D.,892,61.2,58.0-64.5
Some post-H.S.,965,62.1,58.7-65.4
College graduate,"2,169",68.5,66.4-70.5
New Mexico,,,
Less than H.S.,341,61.0,55.8-66.2
H.S. or G.E.D.,832,51.9,48.4-55.3
Some post-H.S.,945,58.2,54.9-61.4
College graduate,"1,425",65.4,62.6-68.1
New York,,,
Less than H.S.,"1,350",65.0,61.9-68.0
H.S. or G.E.D.,"5,351",59.2,57.2-61.1
Some post-H.S.,"5,529",63.4,61.6-65.3
College graduate,"9,471",68.5,67.1-69.8
North Carolina,,,
Less than H.S.,221,53.9,47.5-60.2
H.S. or G.E.D.,612,56.5,52.8-60.3
Some post-H.S.,724,58.9,55.5-62.3
College graduate,"1,227",65.6,63.1-68.0
North Dakota,,,
Less than H.S.,130,50.2,41.6-58.8
H.S. or G.E.D.,857,54.3,51.0-57.6
Some post-H.S.,"1,001",54.3,51.2-57.3
College graduate,"1,225",61.2,58.5-64.0
Ohio,,,
Less than H.S.,313,50.5,44.8-56.2
H.S. or G.E.D.,"2,032",52.8,50.6-55.1
Some post-H.S.,"1,996",56.7,54.4-59.0
College graduate,"2,876",64.4,62.5-66.3
Oklahoma,,,
Less than H.S.,123,47.0,39.9-54.1
H.S. or G.E.D.,556,46.6,43.0-50.2
Some post-H.S.,747,53.1,49.8-56.3
College graduate,935,56.8,53.8-59.8
Oregon,,,
Less than H.S.,142,54.7,47.5-61.9
H.S. or G.E.D.,557,58.8,55.1-62.4
Some post-H.S.,966,61.7,58.9-64.5
College graduate,"1,386",67.8,65.4-70.1
Pennsylvania,,,
Less than H.S.,132,56.7,48.3-65.0
H.S. or G.E.D.,900,59.1,56.0-62.2
Some post-H.S.,788,58.6,55.4-61.8
College graduate,"1,681",65.4,63.1-67.7
Rhode Island,,,
Less than H.S.,181,66.5,59.6-73.4
H.S. or G.E.D.,608,62.6,58.7-66.5
Some post-H.S.,764,64.0,60.6-67.4
College graduate,"1,666",67.8,65.4-70.1
South Carolina,,,
Less than H.S.,310,55.8,50.3-61.4
H.S. or G.E.D.,"1,115",55.6,52.5-58.8
Some post-H.S.,"1,305",56.1,53.2-59.0
College graduate,"2,203",63.5,61.2-65.8
South Dakota,,,
Less than H.S.,160,54.5,39.2-69.8
H.S. or G.E.D.,"1,028",52.0,46.8-57.2
Some post-H.S.,"1,237",56.4,51.6-61.2
College graduate,"1,632",62.2,57.8-66.7
Tennessee,,,
Less than H.S.,145,53.4,46.0-60.8
H.S. or G.E.D.,579,49.4,45.7-53.2
Some post-H.S.,647,53.3,49.7-56.8
College graduate,946,59.8,56.7-62.8
Texas,,,
Less than H.S.,544,60.4,55.0-65.9
H.S. or G.E.D.,"1,129",56.6,53.0-60.2
Some post-H.S.,"1,396",59.0,55.7-62.2
College graduate,"2,371",61.9,59.4-64.5
Utah,,,
Less than H.S.,237,63.0,57.3-68.8
H.S. or G.E.D.,"1,211",55.8,53.1-58.5
Some post-H.S.,"1,835",61.2,59.0-63.4
College graduate,"2,787",68.4,66.6-70.1
Vermont,,,
Less than H.S.,101,56.3,46.4-66.2
H.S. or G.E.D.,782,57.3,53.4-61.2
Some post-H.S.,902,66.4,62.9-69.9
College graduate,"2,227",74.3,72.1-76.5
Virginia,,,
Less than H.S.,205,62.5,56.0-69.0
H.S. or G.E.D.,955,54.3,51.1-57.5
Some post-H.S.,"1,284",58.5,55.7-61.2
College graduate,"2,797",65.3,63.4-67.2
Washington,,,
Less than H.S.,349,65.4,60.2-70.5
H.S. or G.E.D.,"1,349",59.0,56.3-61.6
Some post-H.S.,"2,123",60.9,58.8-63.0
College graduate,"3,994",69.7,68.1-71.2
West Virginia,,,
Less than H.S.,194,47.6,41.9-53.3
H.S. or G.E.D.,"1,113",52.3,49.8-54.9
Some post-H.S.,894,53.8,50.9-56.7
College graduate,"1,284",61.1,58.7-63.5
Wisconsin,,,
Less than H.S.,105,54.6,44.6-64.6
H.S. or G.E.D.,864,56.3,52.8-59.8
Some post-H.S.,"1,020",60.2,56.8-63.6
College graduate,"1,648",68.9,66.3-71.5
Wyoming,,,
Less than H.S.,51,54.4,42.0-66.7
H.S. or G.E.D.,531,51.1,46.6-55.5
Some post-H.S.,757,54.5,50.7-58.3
College graduate,"1,068",66.2,63.0-69.5
Guam,,,
Less than H.S.,46,61.8,48.2-75.4
H.S. or G.E.D.,290,53.4,46.4-60.4
Some post-H.S.,204,54.7,46.2-63.3
College graduate,332,62.0,55.2-68.8
Puerto Rico,,,
Less than H.S.,268,52.5,47.0-58.1
H.S. or G.E.D.,426,46.2,41.8-50.6
Some post-H.S.,469,46.2,41.7-50.6
College graduate,758,50.4,47.1-53.8
Virgin Islands,,,
Less than H.S.,112,56.0,37.6-74.3
H.S. or G.E.D.,249,60.7,50.0-71.4
Some post-H.S.,136,62.6,50.0-75.3
College graduate,281,62.0,51.0-72.9
