Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,336,43.9,39.0-48.7
H.S. or G.E.D.,943,53.2,50.0-56.3
Some post-H.S.,"1,010",55.3,52.2-58.5
College graduate,"1,222",65.2,62.4-68.0
Alaska,"1,073",36.9,33.9-39.9
Less than H.S.,69,46.0,33.6-58.5
H.S. or G.E.D.,440,57.8,51.7-64.0
Some post-H.S.,543,63.3,58.2-68.4
College graduate,825,73.8,69.9-77.6
Arizona,"2,870",55.6,53.0-58.3
Less than H.S.,475,58.0,54.0-62.0
H.S. or G.E.D.,"1,848",58.8,56.6-60.9
Some post-H.S.,"2,699",61.9,60.1-63.6
College graduate,"3,993",71.4,69.9-72.9
Arkansas,,,
Less than H.S.,202,54.8,46.1-63.5
H.S. or G.E.D.,878,51.5,47.0-56.0
Some post-H.S.,824,58.6,54.0-63.3
College graduate,960,58.8,54.4-63.2
California,"2,788",31.3,29.9-32.6
Less than H.S.,650,69.1,65.6-72.6
H.S. or G.E.D.,946,63.8,60.6-67.0
Some post-H.S.,"1,357",64.5,61.7-67.2
College graduate,"2,743",72.6,70.5-74.6
Colorado,"2,497",68.9,66.7-71.1
Less than H.S.,245,63.1,57.8-68.3
H.S. or G.E.D.,"1,058",60.1,57.3-62.9
Some post-H.S.,"1,565",65.0,62.7-67.3
College graduate,"3,016",73.9,72.3-75.5
Connecticut,,,
Less than H.S.,250,61.8,55.7-67.8
H.S. or G.E.D.,"1,416",65.3,62.6-68.1
Some post-H.S.,"1,507",66.3,63.6-69.0
College graduate,"3,569",75.0,73.3-76.6
Delaware,"2,459",37.0,35.4-38.6
Less than H.S.,237,61.9,54.4-69.4
H.S. or G.E.D.,601,60.8,56.5-65.1
Some post-H.S.,588,62.2,57.8-66.6
College graduate,995,72.1,68.8-75.3
District of Columbia,"3,607",66.7,65.0-68.4
Less than H.S.,99,53.7,43.8-63.5
H.S. or G.E.D.,549,65.8,61.5-70.1
Some post-H.S.,436,67.3,62.5-72.1
College graduate,"1,406",73.1,70.2-75.9
Florida,,,
Less than H.S.,"1,157",60.6,56.0-65.2
H.S. or G.E.D.,"3,341",60.4,57.3-63.5
Some post-H.S.,"3,719",67.2,64.5-69.9
College graduate,"4,254",72.7,70.0-75.4
Georgia,"6,946",37.6,36.7-38.4
Less than H.S.,323,55.6,50.4-60.8
H.S. or G.E.D.,829,59.1,55.8-62.3
Some post-H.S.,814,59.3,56.0-62.7
College graduate,"1,409",68.7,66.2-71.2
Hawaii,"2,390",55.0,53.0-57.0
Less than H.S.,163,62.9,55.2-70.6
H.S. or G.E.D.,"1,062",58.8,55.8-61.9
Some post-H.S.,"1,351",63.1,60.4-65.8
College graduate,"2,190",66.9,64.7-69.1
Idaho,,,
Less than H.S.,152,56.4,49.1-63.7
H.S. or G.E.D.,742,62.3,58.6-66.0
Some post-H.S.,973,64.7,61.5-68.0
College graduate,"1,168",70.1,67.0-73.2
Illinois,"1,871",31.2,29.3-33.1
Less than H.S.,215,65.3,59.2-71.5
H.S. or G.E.D.,766,61.6,58.0-65.2
Some post-H.S.,928,65.7,62.7-68.8
College graduate,"1,695",72.7,70.5-74.9
Indiana,"10,876",67.8,66.8-68.7
Less than H.S.,466,52.7,48.5-56.9
H.S. or G.E.D.,"2,384",54.5,52.5-56.4
Some post-H.S.,"1,983",60.1,57.9-62.3
College graduate,"3,058",69.0,67.2-70.8
Iowa,,,
Less than H.S.,187,59.3,53.0-65.6
H.S. or G.E.D.,"1,353",60.1,57.8-62.5
Some post-H.S.,"1,343",63.1,60.7-65.5
College graduate,"1,826",73.1,71.1-75.1
Kansas,"1,934",36.4,34.6-38.1
Less than H.S.,401,52.9,48.6-57.1
H.S. or G.E.D.,"2,902",58.0,56.3-59.7
Some post-H.S.,"3,788",62.1,60.6-63.6
College graduate,"5,402",69.9,68.6-71.1
Kentucky,"2,322",62.4,59.9-64.9
Less than H.S.,334,51.9,46.0-57.8
H.S. or G.E.D.,"1,320",51.5,48.3-54.7
Some post-H.S.,"1,296",60.0,56.8-63.1
College graduate,"1,656",66.6,63.7-69.5
Louisiana,,,
Less than H.S.,189,43.9,37.7-50.2
H.S. or G.E.D.,681,53.1,49.7-56.6
Some post-H.S.,678,59.4,55.8-62.9
College graduate,840,60.1,56.9-63.2
Maine,"2,084",37.5,35.7-39.3
