Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,273,51.0,45.5-56.4
H.S. or G.E.D.,944,51.6,48.5-54.6
Some post-H.S.,977,52.7,49.7-55.7
College graduate,"1,277",60.5,57.9-63.2
Alaska,"1,077",42.6,39.5-45.6
Less than H.S.,47,53.3,40.2-66.4
H.S. or G.E.D.,382,55.0,49.4-60.7
Some post-H.S.,438,54.7,49.2-60.2
College graduate,699,65.0,60.5-69.4
Arizona,"2,708",53.7,51.6-55.7
Less than H.S.,324,62.4,55.7-69.1
H.S. or G.E.D.,"1,049",59.4,55.6-63.2
Some post-H.S.,"1,495",59.6,56.4-62.7
College graduate,"1,988",66.6,63.8-69.3
Arkansas,,,
Less than H.S.,216,54.0,47.1-60.9
H.S. or G.E.D.,834,51.2,47.7-54.8
Some post-H.S.,721,50.8,46.9-54.7
College graduate,923,61.3,57.7-64.8
California,"2,522",33.9,32.5-35.4
Less than H.S.,"1,001",67.9,65.1-70.7
H.S. or G.E.D.,"1,078",59.2,56.5-62.0
Some post-H.S.,"1,538",60.6,58.2-63.0
College graduate,"2,998",68.4,66.6-70.2
Colorado,"1,491",64.4,61.8-67.0
Less than H.S.,318,67.1,62.2-72.0
H.S. or G.E.D.,928,57.3,54.5-60.2
Some post-H.S.,"1,352",59.7,57.2-62.2
College graduate,"2,656",68.4,66.7-70.2
Connecticut,,,
Less than H.S.,216,64.0,57.9-70.1
H.S. or G.E.D.,"1,090",60.9,57.7-64.0
Some post-H.S.,"1,298",65.2,62.2-68.1
College graduate,"2,916",71.0,69.1-72.9
Delaware,"2,688",40.3,38.8-41.8
Less than H.S.,199,54.7,46.5-62.9
H.S. or G.E.D.,532,59.7,55.3-64.1
Some post-H.S.,526,66.0,61.5-70.6
College graduate,901,66.3,62.7-70.0
District of Columbia,"3,247",61.7,60.1-63.3
Less than H.S.,61,65.7,54.7-76.7
H.S. or G.E.D.,194,57.3,50.6-64.1
Some post-H.S.,221,59.3,52.6-66.1
College graduate,"1,008",67.8,64.6-71.0
Florida,,,
Less than H.S.,780,56.9,51.6-62.1
H.S. or G.E.D.,"2,289",58.9,55.7-62.1
Some post-H.S.,"2,626",63.0,60.0-65.9
College graduate,"3,095",65.5,62.6-68.5
Georgia,"3,967",41.4,40.2-42.6
Less than H.S.,402,55.7,50.0-61.4
H.S. or G.E.D.,886,53.5,49.7-57.2
Some post-H.S.,964,56.1,52.3-59.9
College graduate,"1,420",62.2,58.8-65.5
Hawaii,"2,160",52.8,50.8-54.7
Less than H.S.,148,60.4,53.1-67.8
H.S. or G.E.D.,"1,046",57.4,54.5-60.2
Some post-H.S.,"1,206",58.0,55.2-60.9
College graduate,"2,029",63.5,61.3-65.7
Idaho,,,
Less than H.S.,174,56.5,48.3-64.7
H.S. or G.E.D.,761,58.4,54.3-62.5
Some post-H.S.,"1,064",64.1,60.5-67.7
College graduate,"1,138",69.7,66.3-73.1
Illinois,"2,177",32.7,31.2-34.1
Less than H.S.,207,56.4,50.1-62.6
H.S. or G.E.D.,672,58.3,55.0-61.6
