Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,91,23.2,17.7-28.7
H.S. or G.E.D.,204,13.0,10.8-15.2
Some post-H.S.,182,13.0,10.7-15.3
College graduate,164,9.3,7.6-10.9
Alaska,,,
Less than H.S.,44,25.7,17.7-33.8
H.S. or G.E.D.,215,13.8,11.4-16.2
Some post-H.S.,256,14.8,12.5-17.0
College graduate,210,8.3,6.9-9.8
Arizona,,,
Less than H.S.,167,21.5,17.2-25.9
H.S. or G.E.D.,391,11.2,9.5-12.9
Some post-H.S.,572,13.4,11.8-15.1
College graduate,539,8.0,7.0-9.0
Arkansas,,,
Less than H.S.,107,25.7,20.2-31.2
H.S. or G.E.D.,335,15.8,13.8-17.9
Some post-H.S.,285,17.3,15.0-19.6
College graduate,189,8.7,7.3-10.1
California,,,
Less than H.S.,231,17.4,14.7-20.0
H.S. or G.E.D.,355,14.2,12.3-16.2
Some post-H.S.,482,12.9,11.3-14.5
College graduate,531,7.6,6.5-8.7
Colorado,,,
Less than H.S.,100,21.7,16.8-26.6
H.S. or G.E.D.,240,12.6,10.6-14.6
Some post-H.S.,313,14.1,12.1-16.0
College graduate,395,7.9,7.0-8.8
Connecticut,,,
Less than H.S.,91,15.0,10.9-19.2
H.S. or G.E.D.,301,14.2,11.6-16.9
Some post-H.S.,317,12.7,10.7-14.7
College graduate,436,7.5,6.5-8.6
Delaware,,,
Less than H.S.,47,17.3,10.9-23.7
H.S. or G.E.D.,203,14.4,12.0-16.8
Some post-H.S.,164,13.4,10.6-16.2
College graduate,186,7.6,6.1-9.1
District of Columbia,,,
Less than H.S.,16,20.4,9.6-31.3
H.S. or G.E.D.,74,13.6,9.5-17.6
Some post-H.S.,63,10.4,6.9-13.9
College graduate,144,6.7,5.1-8.2
Florida,,,
Less than H.S.,221,21.3,15.7-26.8
H.S. or G.E.D.,639,16.8,14.0-19.5
Some post-H.S.,645,13.8,11.6-16.0
College graduate,525,8.2,6.9-9.6
Georgia,,,
Less than H.S.,139,18.8,14.7-23.0
H.S. or G.E.D.,412,15.9,13.8-18.1
Some post-H.S.,315,13.4,11.5-15.3
College graduate,325,7.3,6.1-8.4
Hawaii,,,
Less than H.S.,45,14.8,9.3-20.3
H.S. or G.E.D.,262,10.6,8.8-12.4
Some post-H.S.,326,13.1,11.1-15.1
College graduate,350,8.5,7.2-9.8
Idaho,,,
Less than H.S.,102,22.1,16.8-27.4
H.S. or G.E.D.,288,12.9,11.1-14.8
Some post-H.S.,309,13.8,11.7-15.8
College graduate,250,10.4,8.7-12.1
Illinois,,,
Less than H.S.,93,19.7,14.8-24.6
H.S. or G.E.D.,152,12.0,9.6-14.3
Some post-H.S.,174,14.1,11.0-17.2
College graduate,185,6.9,5.7-8.2
Indiana,,,
Less than H.S.,160,23.5,19.5-27.5
H.S. or G.E.D.,567,15.1,13.7-16.5
Some post-H.S.,477,15.6,14.0-17.2
College graduate,349,7.3,6.4-8.2
Iowa,,,
Less than H.S.,129,18.0,14.1-21.9
H.S. or G.E.D.,407,13.8,12.1-15.4
Some post-H.S.,351,12.5,10.9-14.1
College graduate,263,7.6,6.4-8.8
Kansas,,,
Less than H.S.,86,21.5,16.4-26.6
H.S. or G.E.D.,348,13.0,11.3-14.7
Some post-H.S.,429,13.0,11.5-14.4
College graduate,354,7.8,6.8-8.8
Louisiana,,,
Less than H.S.,140,27.9,22.7-33.0
H.S. or G.E.D.,295,14.6,12.5-16.7
Some post-H.S.,238,13.6,11.5-15.7
College graduate,177,8.8,7.1-10.5
Maine,,,
Less than H.S.,108,25.5,19.7-31.3
H.S. or G.E.D.,611,17.2,15.4-19.0
Some post-H.S.,616,16.7,15.0-18.5
College graduate,535,8.5,7.4-9.5
Maryland,,,
Less than H.S.,224,21.2,17.6-24.8
H.S. or G.E.D.,649,12.2,10.6-13.8
Some post-H.S.,579,11.5,10.0-13.0
College graduate,735,7.6,6.8-8.5
Massachusetts,,,
Less than H.S.,106,19.4,14.8-24.1
H.S. or G.E.D.,253,13.3,11.0-15.6
Some post-H.S.,335,15.2,12.9-17.5
College graduate,450,7.3,6.4-8.3
Michigan,,,
Less than H.S.,84,23.2,17.5-28.8
H.S. or G.E.D.,445,15.2,13.4-17.0
Some post-H.S.,470,15.9,14.2-17.7
College graduate,414,7.5,6.6-8.5
Minnesota,,,
Less than H.S.,97,13.1,9.9-16.2
H.S. or G.E.D.,512,12.4,11.0-13.9
Some post-H.S.,595,12.3,10.6-14.0
College graduate,601,6.8,6.1-7.5
Mississippi,,,
Less than H.S.,82,26.5,20.4-32.5
H.S. or G.E.D.,158,14.2,11.6-16.8
Some post-H.S.,173,13.5,11.0-16.1
College graduate,132,8.2,6.3-10.0
Missouri,,,
Less than H.S.,121,23.2,18.2-28.2
H.S. or G.E.D.,397,14.7,12.8-16.7
Some post-H.S.,330,15.7,13.6-17.8
College graduate,237,8.6,7.1-10.0
Montana,,,
Less than H.S.,76,23.9,17.5-30.2
H.S. or G.E.D.,321,16.7,14.7-18.8
Some post-H.S.,332,13.6,11.9-15.3
College graduate,335,10.1,8.8-11.4
Nebraska,,,
Less than H.S.,148,15.9,12.8-19.1
H.S. or G.E.D.,509,12.1,10.7-13.5
Some post-H.S.,513,12.2,10.9-13.5
College graduate,348,6.5,5.6-7.4
Nevada,,,
Less than H.S.,22,18.1,8.4-27.8
H.S. or G.E.D.,116,17.1,10.9-23.4
Some post-H.S.,168,18.1,14.2-21.9
College graduate,114,12.5,8.8-16.1
New Hampshire,,,
Less than H.S.,55,32.7,23.9-41.5
H.S. or G.E.D.,268,14.0,11.7-16.2
Some post-H.S.,246,12.5,10.3-14.6
College graduate,291,7.1,5.9-8.3
New Jersey,,,
Less than H.S.,126,25.8,20.8-30.8
H.S. or G.E.D.,335,13.8,11.9-15.7
Some post-H.S.,258,12.9,10.6-15.2
College graduate,393,7.1,6.1-8.1
New Mexico,,,
Less than H.S.,72,23.7,16.6-30.8
H.S. or G.E.D.,154,14.9,11.0-18.7
Some post-H.S.,147,13.7,10.6-16.9
College graduate,159,11.6,9.2-14.1
New York,,,
Less than H.S.,306,21.9,18.9-24.9
H.S. or G.E.D.,584,14.1,12.5-15.8
Some post-H.S.,544,12.7,11.2-14.3
College graduate,684,8.4,7.3-9.5
North Carolina,,,
Less than H.S.,61,21.4,15.0-27.8
H.S. or G.E.D.,136,13.7,10.7-16.7
Some post-H.S.,155,12.2,9.6-14.8
College graduate,137,7.6,5.8-9.4
North Dakota,,,
Less than H.S.,28,17.6,10.5-24.7
H.S. or G.E.D.,189,11.5,9.4-13.6
Some post-H.S.,216,10.8,9.2-12.5
College graduate,188,6.8,5.7-7.9
Ohio,,,
Less than H.S.,178,25.3,20.4-30.2
H.S. or G.E.D.,736,14.9,13.5-16.4
Some post-H.S.,586,14.8,13.2-16.3
College graduate,477,8.0,7.0-8.9
Oklahoma,,,
Less than H.S.,78,20.0,15.4-24.7
H.S. or G.E.D.,275,14.1,12.2-15.9
Some post-H.S.,326,14.8,13.1-16.6
College graduate,236,8.0,6.9-9.2
Oregon,,,
Less than H.S.,79,21.3,16.1-26.4
H.S. or G.E.D.,217,14.8,12.3-17.3
Some post-H.S.,324,16.4,14.3-18.6
College graduate,265,8.1,6.8-9.4
Rhode Island,,,
Less than H.S.,88,16.3,12.2-20.5
H.S. or G.E.D.,214,16.0,13.1-18.9
Some post-H.S.,207,14.3,11.4-17.1
College graduate,242,8.3,6.7-9.8
South Carolina,,,
Less than H.S.,160,26.4,21.8-31.0
