Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,442,92.5,89.4-95.6
H.S. or G.E.D.,"1,358",88.3,86.1-90.5
Some post-H.S.,"1,268",86.9,85.0-88.9
College graduate,"1,517",85.3,83.4-87.2
Alaska,,,
Less than H.S.,172,96.1,93.5-98.7
H.S. or G.E.D.,923,87.0,84.1-89.8
Some post-H.S.,881,81.9,78.6-85.2
College graduate,"1,075",84.8,81.8-87.8
Arizona,,,
Less than H.S.,740,95.9,94.2-97.6
H.S. or G.E.D.,"2,170",90.6,89.1-92.2
Some post-H.S.,"2,654",86.4,84.7-88.0
College graduate,"3,145",86.0,84.5-87.4
Arkansas,,,
Less than H.S.,438,93.4,90.6-96.1
H.S. or G.E.D.,"1,471",88.5,86.5-90.4
Some post-H.S.,"1,172",85.8,83.6-88.0
College graduate,"1,349",87.3,85.3-89.4
California,,,
Less than H.S.,487,97.8,96.3-99.2
H.S. or G.E.D.,717,89.0,86.3-91.8
Some post-H.S.,"1,063",87.8,85.5-90.2
College graduate,"2,026",92.1,90.7-93.5
Colorado,,,
Less than H.S.,591,96.1,94.6-97.6
H.S. or G.E.D.,"1,873",90.7,89.3-92.1
Some post-H.S.,"2,237",86.6,85.0-88.1
College graduate,"4,103",88.8,87.8-89.7
Connecticut,,,
Less than H.S.,522,97.1,95.6-98.6
H.S. or G.E.D.,"1,892",89.8,88.2-91.4
Some post-H.S.,"1,914",89.5,87.4-91.6
College graduate,"3,662",93.5,92.6-94.4
Delaware,,,
Less than H.S.,441,97.3,95.3-99.2
H.S. or G.E.D.,999,88.8,86.5-91.0
Some post-H.S.,841,85.1,82.2-87.9
College graduate,"1,164",88.6,86.6-90.6
District of Columbia,,,
Less than H.S.,138,97.8,94.6-100.0
H.S. or G.E.D.,432,93.1,90.5-95.8
Some post-H.S.,456,92.8,90.3-95.3
College graduate,"2,095",93.9,92.8-95.0
Florida,,,
Less than H.S.,"1,083",95.0,93.0-97.1
H.S. or G.E.D.,"2,731",88.1,86.1-90.0
Some post-H.S.,"2,758",82.3,79.6-85.0
College graduate,"3,139",85.8,83.8-87.8
Georgia,,,
Less than H.S.,865,95.8,94.0-97.6
H.S. or G.E.D.,"2,179",88.6,86.8-90.5
Some post-H.S.,"2,010",86.9,85.0-88.8
College graduate,"2,652",88.3,86.7-90.0
Hawaii,,,
Less than H.S.,203,92.7,88.1-97.2
H.S. or G.E.D.,"1,758",85.9,83.6-88.1
Some post-H.S.,"1,936",83.6,81.4-85.7
College graduate,"2,808",85.4,83.7-87.1
Idaho,,,
Less than H.S.,353,95.1,92.3-97.9
H.S. or G.E.D.,"1,436",89.9,87.8-91.9
Some post-H.S.,"1,745",84.9,82.6-87.1
College graduate,"1,625",86.5,84.3-88.7
Illinois,,,
Less than H.S.,134,94.7,90.5-98.9
H.S. or G.E.D.,813,91.1,88.9-93.3
Some post-H.S.,856,91.1,89.1-93.2
College graduate,"1,546",94.8,93.6-96.0
Indiana,,,
Less than H.S.,570,94.8,92.8-96.7
H.S. or G.E.D.,"2,415",89.4,88.2-90.7
Some post-H.S.,"1,894",87.7,86.2-89.2
College graduate,"2,549",91.6,90.5-92.7
Iowa,,,
Less than H.S.,464,93.2,90.7-95.7
H.S. or G.E.D.,"2,633",90.1,88.9-91.3
Some post-H.S.,"2,609",90.3,89.1-91.4
College graduate,"2,888",92.0,91.0-93.0
Kansas,,,
Less than H.S.,374,96.0,94.2-97.9
H.S. or G.E.D.,"2,368",88.5,87.1-89.9
Some post-H.S.,"2,784",88.7,87.4-90.0
College graduate,"3,655",89.2,88.2-90.3
Kentucky,,,
Less than H.S.,334,94.2,91.6-96.7
H.S. or G.E.D.,"1,039",88.1,85.8-90.4
Some post-H.S.,943,86.1,83.8-88.5
College graduate,"1,104",90.1,88.1-92.0
Louisiana,,,
Less than H.S.,363,94.0,90.9-97.2
