Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,609,96.9,95.7-98.1
H.S. or G.E.D.,"1,829",88.2,86.5-89.9
Some post-H.S.,"1,657",82.8,80.7-84.9
College graduate,"1,880",84.8,83.0-86.5
Alaska,,,
Less than H.S.,108,90.8,85.4-96.3
H.S. or G.E.D.,679,82.1,78.1-86.1
Some post-H.S.,674,81.0,77.2-84.8
College graduate,960,82.5,78.8-86.2
Arizona,,,
Less than H.S.,605,96.4,94.4-98.5
H.S. or G.E.D.,"1,839",89.3,87.4-91.2
Some post-H.S.,"2,357",85.3,83.3-87.2
College graduate,"2,639",87.6,86.0-89.1
Arkansas,,,
Less than H.S.,462,93.5,91.0-96.0
H.S. or G.E.D.,"1,559",89.6,87.9-91.3
Some post-H.S.,"1,188",85.0,82.5-87.5
College graduate,"1,301",87.0,85.1-89.0
California,,,
Less than H.S.,"1,723",98.8,98.3-99.4
H.S. or G.E.D.,"1,917",91.9,90.5-93.4
Some post-H.S.,"2,494",89.2,87.7-90.6
College graduate,"4,379",92.6,91.8-93.4
Colorado,,,
Less than H.S.,609,97.8,96.6-99.0
H.S. or G.E.D.,"1,694",90.8,89.4-92.3
Some post-H.S.,"2,111",88.0,86.5-89.4
College graduate,"3,642",88.4,87.4-89.5
Connecticut,,,
Less than H.S.,402,93.8,91.1-96.4
H.S. or G.E.D.,"1,809",90.6,89.2-92.0
Some post-H.S.,"1,892",89.2,87.7-90.8
College graduate,"3,903",92.8,92.0-93.6
Delaware,,,
Less than H.S.,373,91.5,87.2-95.8
H.S. or G.E.D.,907,87.1,84.4-89.8
Some post-H.S.,768,84.9,81.9-87.9
College graduate,"1,242",88.8,86.8-90.9
District of Columbia,,,
Less than H.S.,128,96.5,92.4-100.0
H.S. or G.E.D.,395,95.1,93.1-97.1
Some post-H.S.,383,91.5,88.8-94.1
College graduate,"1,434",94.5,93.3-95.7
Florida,,,
Less than H.S.,"1,613",96.1,94.8-97.4
H.S. or G.E.D.,"4,186",88.0,86.3-89.6
Some post-H.S.,"4,090",86.1,84.3-88.0
College graduate,"4,149",85.6,84.0-87.3
Georgia,,,
Less than H.S.,835,97.0,95.7-98.2
H.S. or G.E.D.,"1,685",88.8,86.6-91.0
Some post-H.S.,"1,631",84.2,81.6-86.7
College graduate,"2,082",86.6,84.5-88.7
Hawaii,,,
Less than H.S.,275,92.8,89.3-96.2
H.S. or G.E.D.,"1,721",84.3,82.1-86.5
Some post-H.S.,"1,742",83.2,81.0-85.4
College graduate,"2,743",85.9,84.4-87.4
Idaho,,,
Less than H.S.,328,90.2,86.0-94.5
H.S. or G.E.D.,"1,294",90.1,87.9-92.2
Some post-H.S.,"1,525",84.0,81.3-86.7
College graduate,"1,533",89.6,87.7-91.5
Illinois,,,
Less than H.S.,381,96.1,93.9-98.2
H.S. or G.E.D.,"1,114",90.2,88.5-91.9
Some post-H.S.,"1,263",91.4,89.8-93.0
College graduate,"2,236",92.9,91.9-94.0
Indiana,,,
Less than H.S.,587,93.5,91.4-95.5
H.S. or G.E.D.,"2,492",90.7,89.6-91.9
