Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,98,57.2,46.4-67.9
H.S. or G.E.D.,324,60.3,54.7-65.9
Some post-H.S.,355,75.1,70.1-80.2
College graduate,378,72.4,67.4-77.4
Alaska,,,
Less than H.S.,27,40.1,21.5-58.7
H.S. or G.E.D.,159,52.7,45.0-60.4
Some post-H.S.,360,66.4,61.4-71.4
College graduate,568,74.6,70.7-78.6
Arizona,,,
Less than H.S.,148,58.7,49.4-68.0
H.S. or G.E.D.,625,68.3,63.9-72.8
Some post-H.S.,"1,109",72.5,69.1-75.9
College graduate,"1,658",77.0,74.4-79.5
Arkansas,,,
Less than H.S.,85,62.9,53.5-72.3
H.S. or G.E.D.,483,69.6,65.4-73.8
Some post-H.S.,433,74.4,70.1-78.7
College graduate,532,74.3,70.4-78.1
California,,,
Less than H.S.,171,61.4,53.9-68.8
H.S. or G.E.D.,339,61.0,54.9-67.2
Some post-H.S.,706,70.9,66.3-75.4
College graduate,"1,319",74.4,70.1-78.7
Colorado,,,
Less than H.S.,55,62.4,48.8-76.0
H.S. or G.E.D.,248,69.8,62.9-76.7
Some post-H.S.,499,75.4,71.3-79.5
College graduate,"1,029",79.7,76.9-82.5
Connecticut,,,
Less than H.S.,75,62.4,48.1-76.8
H.S. or G.E.D.,401,70.6,63.8-77.4
Some post-H.S.,539,73.7,67.9-79.5
College graduate,"1,175",77.4,74.3-80.4
Delaware,,,
Less than H.S.,39,59.2,44.2-74.2
H.S. or G.E.D.,324,70.9,65.4-76.3
Some post-H.S.,307,70.2,64.1-76.2
College graduate,613,78.2,74.1-82.2
District of Columbia,,,
Less than H.S.,22,*,
H.S. or G.E.D.,93,57.8,47.5-68.0
Some post-H.S.,113,64.2,54.1-74.2
College graduate,496,77.6,73.1-82.0
Florida,,,
Less than H.S.,151,45.9,32.5-59.2
H.S. or G.E.D.,955,63.7,58.6-68.9
Some post-H.S.,"1,064",68.5,63.5-73.5
College graduate,"1,529",71.4,68.0-74.8
Georgia,,,
Less than H.S.,140,65.2,55.8-74.6
H.S. or G.E.D.,594,71.9,67.6-76.2
Some post-H.S.,564,75.7,72.0-79.4
College graduate,991,77.2,73.4-81.0
Hawaii,,,
Less than H.S.,45,45.4,28.0-62.8
H.S. or G.E.D.,274,52.3,45.6-59.1
Some post-H.S.,529,62.6,57.7-67.4
College graduate,994,69.0,65.6-72.5
Idaho,,,
Less than H.S.,65,53.4,42.5-64.3
H.S. or G.E.D.,380,70.0,65.3-74.8
Some post-H.S.,481,66.7,61.8-71.5
College graduate,502,72.9,68.7-77.2
Illinois,,,
Less than H.S.,54,71.4,59.6-83.2
H.S. or G.E.D.,205,68.0,60.3-75.6
Some post-H.S.,242,68.2,61.4-75.0
