Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,142,63.6,56.2-70.9
H.S. or G.E.D.,463,64.5,60.2-68.8
Some post-H.S.,462,65.2,60.9-69.6
College graduate,548,75.0,71.5-78.5
Alaska,,,
Less than H.S.,17,*,
H.S. or G.E.D.,97,51.0,41.3-60.8
Some post-H.S.,120,49.9,40.6-59.2
College graduate,223,66.3,59.5-73.0
Arizona,,,
Less than H.S.,91,49.2,37.6-60.7
H.S. or G.E.D.,404,61.2,55.9-66.6
Some post-H.S.,657,61.1,56.6-65.5
College graduate,903,64.8,61.0-68.5
Arkansas,,,
Less than H.S.,133,46.6,38.9-54.2
H.S. or G.E.D.,485,58.2,54.0-62.5
Some post-H.S.,386,59.8,55.0-64.7
College graduate,505,70.6,66.5-74.7
California,,,
Less than H.S.,181,59.2,51.8-66.6
H.S. or G.E.D.,202,59.5,53.2-65.8
Some post-H.S.,444,62.0,57.5-66.5
College graduate,886,70.8,67.2-74.4
Colorado,,,
Less than H.S.,86,70.0,60.9-79.1
H.S. or G.E.D.,318,63.0,58.3-67.7
Some post-H.S.,546,68.8,65.2-72.4
College graduate,"1,035",70.5,67.9-73.2
Connecticut,,,
Less than H.S.,85,62.1,52.3-71.8
H.S. or G.E.D.,507,66.2,62.1-70.3
Some post-H.S.,564,70.2,66.4-74.1
College graduate,"1,214",75.6,73.0-78.1
Delaware,,,
Less than H.S.,52,51.0,36.9-65.0
H.S. or G.E.D.,178,55.7,48.1-63.3
Some post-H.S.,185,66.2,59.5-72.8
College graduate,336,72.8,67.8-77.9
District of Columbia,,,
Less than H.S.,29,54.0,39.5-68.5
H.S. or G.E.D.,61,56.1,45.6-66.6
Some post-H.S.,79,55.1,45.8-64.4
College graduate,358,73.3,69.0-77.7
Florida,,,
Less than H.S.,287,52.2,43.1-61.3
H.S. or G.E.D.,949,56.6,51.9-61.4
Some post-H.S.,"1,046",60.0,56.0-64.0
College graduate,"1,288",62.9,58.9-67.0
Georgia,,,
Less than H.S.,149,56.8,48.5-65.2
H.S. or G.E.D.,314,45.8,40.2-51.5
Some post-H.S.,317,57.4,50.9-63.9
College graduate,498,68.3,63.1-73.4
Hawaii,,,
Less than H.S.,45,44.3,31.0-57.5
H.S. or G.E.D.,287,57.7,52.3-63.1
Some post-H.S.,400,55.7,51.2-60.2
College graduate,741,67.7,64.6-70.9
Idaho,,,
Less than H.S.,58,45.2,32.0-58.3
H.S. or G.E.D.,258,58.8,52.5-65.1
Some post-H.S.,357,57.7,52.3-63.1
College graduate,397,68.6,63.3-73.9
Illinois,,,
Less than H.S.,53,50.5,39.5-61.5
H.S. or G.E.D.,218,55.9,50.4-61.4
Some post-H.S.,236,62.8,57.2-68.3
College graduate,451,69.5,65.5-73.6
Indiana,,,
Less than H.S.,140,60.2,52.5-67.8
H.S. or G.E.D.,661,61.6,58.3-65.0
Some post-H.S.,504,64.8,60.9-68.7
College graduate,689,67.3,64.0-70.7
Iowa,,,
Less than H.S.,72,48.0,38.7-57.3
H.S. or G.E.D.,749,63.0,59.8-66.2
Some post-H.S.,590,67.9,64.3-71.4
College graduate,661,71.5,68.3-74.8
Kansas,,,
Less than H.S.,93,61.1,52.0-70.1
H.S. or G.E.D.,631,61.2,57.8-64.6
Some post-H.S.,691,63.8,60.6-67.0
College graduate,999,73.4,70.8-75.9
Kentucky,,,
Less than H.S.,153,50.7,42.2-59.3
H.S. or G.E.D.,492,57.9,53.0-62.9
Some post-H.S.,444,65.2,60.0-70.4
College graduate,569,70.3,65.6-75.1
Louisiana,,,
Less than H.S.,73,60.2,50.3-70.0
H.S. or G.E.D.,225,54.9,49.1-60.7
Some post-H.S.,194,61.4,55.2-67.5
College graduate,256,71.0,65.7-76.4
Maine,,,
Less than H.S.,152,57.9,49.6-66.2
H.S. or G.E.D.,933,65.1,61.9-68.3
Some post-H.S.,892,69.5,66.1-72.9
College graduate,"1,379",67.8,65.0-70.7
Maryland,,,
Less than H.S.,206,55.7,47.6-63.8
H.S. or G.E.D.,"1,110",67.7,64.6-70.8
Some post-H.S.,"1,041",67.4,64.1-70.7
College graduate,"2,237",74.1,72.0-76.2
Massachusetts,,,
Less than H.S.,87,67.7,57.8-77.7
H.S. or G.E.D.,320,60.7,55.5-65.9
Some post-H.S.,382,66.2,61.5-70.9
College graduate,895,73.5,70.6-76.5
Michigan,,,
Less than H.S.,69,50.2,39.8-60.5
H.S. or G.E.D.,586,57.2,53.5-60.9
Some post-H.S.,709,60.4,56.9-63.8
College graduate,"1,015",69.3,66.3-72.2
Minnesota,,,
Less than H.S.,80,53.6,44.5-62.7
H.S. or G.E.D.,594,56.9,53.4-60.4
Some post-H.S.,838,62.8,59.8-65.8
College graduate,"1,200",70.2,67.7-72.6
Mississippi,,,
Less than H.S.,183,64.1,57.7-70.4
H.S. or G.E.D.,344,62.5,57.5-67.5
Some post-H.S.,281,60.6,55.3-65.9
College graduate,305,72.4,67.5-77.3
Missouri,,,
Less than H.S.,140,65.6,56.6-74.5
H.S. or G.E.D.,689,66.2,62.3-70.0
Some post-H.S.,485,66.6,62.1-71.0
College graduate,603,73.4,69.5-77.3
Montana,,,
Less than H.S.,62,55.5,45.0-65.9
H.S. or G.E.D.,320,53.4,48.6-58.1
Some post-H.S.,434,61.4,57.4-65.4
College graduate,584,66.8,63.3-70.3
Nebraska,,,
Less than H.S.,133,53.5,45.0-62.0
H.S. or G.E.D.,"1,289",65.0,62.2-67.8
Some post-H.S.,"1,103",65.9,62.9-68.9
College graduate,"1,205",76.3,73.6-79.0
Nevada,,,
Less than H.S.,35,64.8,48.0-81.6
H.S. or G.E.D.,94,55.6,45.8-65.4
Some post-H.S.,168,61.9,54.2-69.7
College graduate,201,63.5,56.0-71.1
New Hampshire,,,
Less than H.S.,50,61.1,48.6-73.5
H.S. or G.E.D.,345,56.1,51.3-61.0
Some post-H.S.,399,68.0,63.6-72.4
College graduate,759,74.7,71.6-77.7
New Mexico,,,
Less than H.S.,119,61.8,53.2-70.4
H.S. or G.E.D.,283,64.6,58.7-70.6
Some post-H.S.,335,63.4,57.7-69.0
College graduate,567,66.1,62.0-70.3
New York,,,
Less than H.S.,193,61.5,53.8-69.2
H.S. or G.E.D.,672,53.9,49.6-58.1
Some post-H.S.,657,59.7,55.0-64.5
College graduate,"1,354",68.6,65.3-71.9
North Carolina,,,
Less than H.S.,67,68.4,56.6-80.3
H.S. or G.E.D.,178,67.5,61.3-73.6
Some post-H.S.,260,70.5,64.6-76.5
College graduate,308,77.1,72.5-81.7
North Dakota,,,
Less than H.S.,78,60.8,51.2-70.3
H.S. or G.E.D.,419,60.5,55.9-65.1
Some post-H.S.,494,68.8,64.8-72.8
College graduate,549,74.3,70.6-78.0
Ohio,,,
Less than H.S.,207,49.0,41.0-57.1
H.S. or G.E.D.,"1,197",60.5,57.3-63.8
Some post-H.S.,856,63.0,59.3-66.8
College graduate,"1,056",72.3,69.1-75.5
Oklahoma,,,
Less than H.S.,108,60.5,52.5-68.4
H.S. or G.E.D.,454,69.4,65.2-73.6
Some post-H.S.,448,68.5,64.4-72.7
College graduate,563,76.0,72.5-79.4
Oregon,,,
Less than H.S.,43,55.5,43.2-67.9
H.S. or G.E.D.,228,60.8,54.3-67.4
Some post-H.S.,394,62.0,57.2-66.8
College graduate,495,72.0,68.0-76.1
Pennsylvania,,,
Less than H.S.,68,69.0,57.6-80.3
H.S. or G.E.D.,405,67.0,62.5-71.4
Some post-H.S.,269,68.9,63.2-74.5
College graduate,555,74.5,70.8-78.2
Rhode Island,,,
Less than H.S.,109,58.2,49.0-67.4
H.S. or G.E.D.,329,63.2,58.2-68.2
Some post-H.S.,332,71.5,66.6-76.4
College graduate,723,75.1,71.9-78.3
South Carolina,,,
Less than H.S.,150,50.8,42.4-59.2
H.S. or G.E.D.,454,64.9,60.3-69.5
Some post-H.S.,491,67.7,63.2-72.1
College graduate,693,71.1,67.5-74.6
South Dakota,,,
Less than H.S.,83,63.7,48.3-79.1
H.S. or G.E.D.,478,57.2,49.9-64.5
Some post-H.S.,511,65.0,58.4-71.6
College graduate,582,73.5,68.1-79.0
Tennessee,,,
Less than H.S.,115,58.1,49.6-66.6
H.S. or G.E.D.,375,63.0,58.0-68.0
Some post-H.S.,277,61.8,56.1-67.6
College graduate,401,70.9,66.0-75.7
Texas,,,
Less than H.S.,260,52.3,42.9-61.7
H.S. or G.E.D.,594,62.4,56.6-68.3
Some post-H.S.,714,67.5,62.9-72.2
College graduate,"1,070",69.8,65.2-74.3
Utah,,,
Less than H.S.,56,66.8,55.3-78.3
H.S. or G.E.D.,397,57.7,53.1-62.2
Some post-H.S.,638,64.3,60.8-67.8
College graduate,889,66.8,63.8-69.7
Vermont,,,
Less than H.S.,56,55.1,43.3-66.8
H.S. or G.E.D.,381,63.4,58.4-68.3
Some post-H.S.,346,61.6,56.2-67.0
College graduate,792,69.5,65.9-73.0
Virginia,,,
Less than H.S.,143,53.8,46.3-61.4
H.S. or G.E.D.,450,62.6,58.3-66.9
Some post-H.S.,539,64.6,60.5-68.7
College graduate,"1,026",73.4,70.5-76.4
Washington,,,
Less than H.S.,83,55.2,44.6-65.7
H.S. or G.E.D.,541,61.1,56.9-65.4
Some post-H.S.,873,66.0,62.7-69.3
College graduate,"1,433",75.8,73.4-78.1
West Virginia,,,
Less than H.S.,120,55.2,47.4-63.1
H.S. or G.E.D.,515,64.2,60.3-68.0
Some post-H.S.,302,67.8,62.9-72.8
College graduate,403,72.1,67.7-76.4
Wisconsin,,,
Less than H.S.,32,42.6,28.0-57.2
H.S. or G.E.D.,358,62.8,58.2-67.5
Some post-H.S.,302,63.0,57.7-68.3
College graduate,442,75.6,71.5-79.7
Wyoming,,,
Less than H.S.,37,50.2,35.9-64.4
H.S. or G.E.D.,276,50.5,44.6-56.5
Some post-H.S.,385,58.4,53.2-63.6
College graduate,473,61.6,56.9-66.4
Guam,,,
Less than H.S.,14,*,
H.S. or G.E.D.,74,42.2,31.9-52.6
Some post-H.S.,58,54.4,42.5-66.2
College graduate,83,44.2,33.4-55.0
Puerto Rico,,,
Less than H.S.,187,35.8,31.1-40.4
H.S. or G.E.D.,184,36.9,31.9-41.9
Some post-H.S.,111,41.3,34.8-47.8
College graduate,151,40.0,34.4-45.5
