Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,106,52.8,43.7-62.0
H.S. or G.E.D.,348,66.9,61.5-72.3
Some post-H.S.,336,66.7,61.7-71.7
College graduate,423,73.7,69.4-78.0
Alaska,,,
Less than H.S.,27,63.5,45.9-81.1
H.S. or G.E.D.,111,42.3,32.5-52.2
Some post-H.S.,176,54.5,46.5-62.5
College graduate,293,65.4,59.3-71.4
Arizona,,,
Less than H.S.,119,53.2,43.7-62.7
H.S. or G.E.D.,429,61.0,55.6-66.4
Some post-H.S.,677,62.8,58.6-66.9
College graduate,"1,012",72.0,68.4-75.5
Arkansas,,,
Less than H.S.,165,61.1,53.7-68.6
H.S. or G.E.D.,540,66.1,61.9-70.2
Some post-H.S.,458,70.8,66.3-75.3
College graduate,536,73.6,69.5-77.8
California,,,
Less than H.S.,68,63.0,50.3-75.8
H.S. or G.E.D.,111,67.6,57.7-77.4
Some post-H.S.,212,65.4,58.4-72.5
College graduate,414,75.7,70.5-80.8
Colorado,,,
Less than H.S.,75,59.0,48.7-69.3
H.S. or G.E.D.,330,61.9,56.6-67.2
Some post-H.S.,508,67.1,63.2-71.1
College graduate,"1,108",78.2,75.7-80.7
Connecticut,,,
Less than H.S.,89,54.2,41.8-66.7
H.S. or G.E.D.,439,73.5,68.8-78.2
Some post-H.S.,475,75.0,70.4-79.5
College graduate,973,80.7,77.3-84.1
Delaware,,,
Less than H.S.,48,52.4,36.2-68.6
H.S. or G.E.D.,220,63.2,55.6-70.8
Some post-H.S.,228,71.7,65.2-78.1
College graduate,345,73.9,68.3-79.6
District of Columbia,,,
Less than H.S.,23,*,
H.S. or G.E.D.,92,65.3,56.6-74.1
Some post-H.S.,104,62.9,54.0-71.8
College graduate,550,78.9,75.2-82.5
Florida,,,
Less than H.S.,193,45.7,34.0-57.3
H.S. or G.E.D.,735,59.4,54.2-64.6
Some post-H.S.,893,62.7,57.9-67.5
College graduate,"1,152",70.8,66.9-74.7
Georgia,,,
Less than H.S.,229,63.6,56.4-70.8
H.S. or G.E.D.,551,62.0,56.9-67.0
Some post-H.S.,528,66.4,61.5-71.2
College graduate,728,71.1,66.7-75.5
Hawaii,,,
Less than H.S.,36,60.9,46.4-75.4
H.S. or G.E.D.,277,60.4,54.4-66.4
Some post-H.S.,434,60.8,56.2-65.4
College graduate,761,69.3,65.6-73.0
Idaho,,,
Less than H.S.,53,54.1,40.9-67.3
H.S. or G.E.D.,277,56.8,50.2-63.5
Some post-H.S.,447,65.6,60.6-70.6
College graduate,392,66.4,60.9-71.8
Illinois,,,
Less than H.S.,41,69.9,55.3-84.5
H.S. or G.E.D.,237,67.0,60.7-73.3
Some post-H.S.,228,72.4,66.3-78.4
College graduate,331,80.6,75.6-85.5
Indiana,,,
Less than H.S.,103,68.4,60.4-76.5
H.S. or G.E.D.,631,65.1,61.6-68.5
Some post-H.S.,502,68.6,64.8-72.4
College graduate,626,72.0,68.7-75.4
Iowa,,,
Less than H.S.,65,53.4,42.8-63.9
H.S. or G.E.D.,700,68.1,64.8-71.4
Some post-H.S.,611,68.2,64.6-71.9
College graduate,735,75.9,72.9-78.9
Kansas,,,
Less than H.S.,73,58.2,47.8-68.5
H.S. or G.E.D.,638,65.2,61.8-68.6
Some post-H.S.,716,65.2,61.8-68.6
College graduate,"1,061",74.5,71.9-77.1
Kentucky,,,
Less than H.S.,94,59.6,50.3-68.8
H.S. or G.E.D.,264,68.6,62.9-74.3
Some post-H.S.,246,70.7,64.6-76.7
College graduate,258,76.5,71.3-81.6
Louisiana,,,
Less than H.S.,77,59.3,49.9-68.7
H.S. or G.E.D.,256,62.1,56.4-67.8
Some post-H.S.,231,62.9,56.7-69.1
College graduate,375,74.3,69.6-79.1
Maine,,,
Less than H.S.,144,63.2,54.4-71.9
H.S. or G.E.D.,881,69.9,66.3-73.4
Some post-H.S.,892,72.4,69.0-75.7
College graduate,"1,573",77.1,74.5-79.6
Maryland,,,
Less than H.S.,141,55.0,45.5-64.5
H.S. or G.E.D.,795,70.4,66.8-74.2
Some post-H.S.,615,71.6,67.8-75.5
College graduate,"1,485",78.8,76.3-81.3
Massachusetts,,,
Less than H.S.,72,65.1,52.6-77.5
H.S. or G.E.D.,299,75.2,69.5-81.0
Some post-H.S.,403,75.1,70.5-79.7
College graduate,817,80.2,77.2-83.2
Michigan,,,
Less than H.S.,57,60.2,48.3-72.0
H.S. or G.E.D.,475,72.2,68.0-76.4
Some post-H.S.,538,71.6,67.8-75.4
College graduate,832,75.2,72.1-78.4
Minnesota,,,
Less than H.S.,71,55.0,44.1-65.8
H.S. or G.E.D.,751,63.9,60.6-67.3
Some post-H.S.,884,68.0,64.9-71.0
College graduate,"1,313",78.5,76.3-80.8
Mississippi,,,
Less than H.S.,234,60.5,54.1-66.8
H.S. or G.E.D.,544,64.6,60.4-68.8
Some post-H.S.,433,68.4,63.9-72.8
College graduate,490,71.9,67.7-76.0
Missouri,,,
Less than H.S.,167,61.1,52.3-69.9
H.S. or G.E.D.,723,64.8,61.0-68.7
Some post-H.S.,603,65.5,61.2-69.7
College graduate,730,75.4,71.8-78.9
Montana,,,
Less than H.S.,50,50.8,38.6-62.9
H.S. or G.E.D.,314,57.1,52.0-62.3
Some post-H.S.,421,64.7,60.5-68.9
College graduate,636,72.2,68.8-75.5
Nebraska,,,
Less than H.S.,161,65.6,57.7-73.6
H.S. or G.E.D.,"1,210",69.7,66.8-72.6
Some post-H.S.,"1,112",70.5,67.4-73.6
College graduate,"1,210",77.9,75.2-80.6
Nevada,,,
Less than H.S.,25,*,
H.S. or G.E.D.,91,50.4,39.2-61.6
Some post-H.S.,169,68.1,60.2-75.9
College graduate,193,64.2,55.2-73.3
New Hampshire,,,
Less than H.S.,59,58.6,44.6-72.6
H.S. or G.E.D.,385,63.8,58.8-68.7
Some post-H.S.,484,70.2,66.0-74.3
College graduate,912,78.7,75.8-81.5
New Jersey,,,
Less than H.S.,90,57.4,48.2-66.7
H.S. or G.E.D.,444,61.1,56.3-65.9
Some post-H.S.,458,63.5,59.0-67.9
College graduate,914,73.0,69.9-76.1
New Mexico,,,
Less than H.S.,161,66.6,58.5-74.6
H.S. or G.E.D.,429,64.6,58.1-71.1
Some post-H.S.,460,66.2,60.8-71.6
College graduate,769,73.8,70.3-77.4
New York,,,
Less than H.S.,149,52.4,44.6-60.3
H.S. or G.E.D.,709,62.6,58.6-66.7
