Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,61,18.0,12.7-23.3
H.S. or G.E.D.,112,8.1,6.2-10.0
Some post-H.S.,135,11.0,8.8-13.2
College graduate,134,7.0,5.5-8.4
Alaska,,,
Less than H.S.,17,8.8,4.1-13.6
H.S. or G.E.D.,140,9.0,7.0-11.0
Some post-H.S.,157,9.8,7.6-11.9
College graduate,161,8.2,6.4-10.0
Arizona,,,
Less than H.S.,59,7.9,5.4-10.4
H.S. or G.E.D.,216,9.4,7.9-11.0
Some post-H.S.,377,10.4,9.0-11.8
College graduate,404,8.7,7.6-9.7
Arkansas,,,
Less than H.S.,50,13.4,8.5-18.3
H.S. or G.E.D.,134,7.6,5.8-9.4
Some post-H.S.,138,10.6,8.2-13.0
College graduate,122,6.4,5.0-7.9
California,,,
Less than H.S.,54,6.3,4.4-8.3
H.S. or G.E.D.,84,7.3,5.5-9.2
Some post-H.S.,198,11.3,9.3-13.2
College graduate,270,8.7,7.4-10.0
Colorado,,,
Less than H.S.,50,7.4,5.1-9.8
H.S. or G.E.D.,217,11.1,9.4-12.8
Some post-H.S.,309,12.1,10.6-13.6
College graduate,463,9.4,8.4-10.3
Connecticut,,,
Less than H.S.,47,11.7,7.2-16.2
H.S. or G.E.D.,212,10.4,8.5-12.2
Some post-H.S.,234,11.1,9.3-12.9
College graduate,409,9.8,8.6-11.0
Delaware,,,
Less than H.S.,26,11.4,6.2-16.5
H.S. or G.E.D.,87,9.5,6.9-12.2
Some post-H.S.,112,10.5,7.8-13.1
College graduate,133,9.0,7.2-10.9
District of Columbia,,,
Less than H.S.,25,16.0,8.7-23.4
H.S. or G.E.D.,56,14.4,9.6-19.2
Some post-H.S.,61,14.7,9.8-19.6
College graduate,185,9.1,7.6-10.6
Georgia,,,
Less than H.S.,79,10.3,7.2-13.4
H.S. or G.E.D.,195,8.8,7.0-10.5
Some post-H.S.,223,10.7,8.6-12.9
College graduate,253,8.4,6.9-10.0
Hawaii,,,
Less than H.S.,26,11.1,6.0-16.2
H.S. or G.E.D.,176,7.9,6.5-9.3
Some post-H.S.,192,8.7,7.1-10.3
College graduate,244,7.0,5.8-8.1
Idaho,,,
Less than H.S.,56,13.8,9.6-18.0
H.S. or G.E.D.,173,10.7,8.8-12.6
Some post-H.S.,231,9.3,7.9-10.7
College graduate,212,8.0,6.8-9.3
Illinois,,,
Less than H.S.,15,*,
H.S. or G.E.D.,54,7.4,5.1-9.7
