Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,157,32.3,27.0-37.6
H.S. or G.E.D.,361,21.2,18.8-23.7
Some post-H.S.,374,24.7,22.0-27.4
College graduate,356,19.7,17.4-22.0
Alaska,,,
Less than H.S.,41,23.2,14.6-31.7
H.S. or G.E.D.,144,12.8,9.9-15.7
Some post-H.S.,167,16.2,12.8-19.6
College graduate,212,16.6,13.2-19.9
Arizona,,,
Less than H.S.,162,15.9,12.7-19.1
H.S. or G.E.D.,405,16.0,14.1-18.0
Some post-H.S.,644,19.7,17.8-21.6
College graduate,654,16.6,15.0-18.2
Arkansas,,,
Less than H.S.,115,26.3,20.7-31.8
H.S. or G.E.D.,354,22.6,19.8-25.4
Some post-H.S.,341,26.6,23.4-29.9
College graduate,304,18.8,16.2-21.3
California,,,
Less than H.S.,76,15.2,11.1-19.2
H.S. or G.E.D.,102,12.2,9.4-15.0
Some post-H.S.,256,17.8,15.1-20.5
College graduate,323,11.3,9.8-12.9
Colorado,,,
Less than H.S.,114,16.6,13.4-19.8
H.S. or G.E.D.,371,17.9,16.0-19.8
Some post-H.S.,555,21.6,19.8-23.6
College graduate,787,16.6,15.3-17.8
Connecticut,,,
Less than H.S.,132,22.7,17.5-27.9
H.S. or G.E.D.,389,15.2,13.0-17.3
Some post-H.S.,454,20.0,17.3-22.7
College graduate,669,16.8,14.9-18.6
Delaware,,,
Less than H.S.,44,10.1,6.5-13.8
H.S. or G.E.D.,204,16.2,13.5-18.9
Some post-H.S.,184,17.9,14.7-21.1
College graduate,219,14.6,12.0-17.2
District of Columbia,,,
Less than H.S.,27,20.7,12.3-29.1
H.S. or G.E.D.,92,20.7,15.7-25.6
Some post-H.S.,102,22.1,17.0-27.2
College graduate,398,18.6,16.5-20.7
Florida,,,
Less than H.S.,216,14.6,10.9-18.3
H.S. or G.E.D.,573,14.1,11.4-16.9
Some post-H.S.,687,17.0,14.5-19.4
College graduate,558,12.9,10.9-14.9
Georgia,,,
Less than H.S.,203,19.5,15.8-23.3
H.S. or G.E.D.,440,16.5,14.2-18.8
Some post-H.S.,468,19.4,16.7-22.1
College graduate,499,14.5,12.6-16.4
Hawaii,,,
Less than H.S.,43,16.6,10.7-22.4
H.S. or G.E.D.,275,13.0,11.1-14.8
Some post-H.S.,361,13.0,11.4-14.7
College graduate,418,11.1,9.8-12.4
Idaho,,,
Less than H.S.,89,25.4,19.4-31.4
H.S. or G.E.D.,306,20.0,17.3-22.8
Some post-H.S.,407,19.6,17.2-21.9
College graduate,251,13.9,11.6-16.1
Illinois,,,
Less than H.S.,28,20.2,11.8-28.6
H.S. or G.E.D.,117,14.0,11.2-16.8
Some post-H.S.,159,16.8,13.8-19.7
College graduate,205,11.6,9.8-13.4
Indiana,,,
Less than H.S.,178,28.6,24.5-32.7
H.S. or G.E.D.,581,21.7,19.8-23.6
Some post-H.S.,511,24.1,21.9-26.3
College graduate,480,16.3,14.8-17.9
Iowa,,,
Less than H.S.,89,20.1,15.7-24.5
H.S. or G.E.D.,456,17.0,15.3-18.7
Some post-H.S.,558,20.1,18.4-21.8
College graduate,435,13.4,12.1-14.8
Kansas,,,
Less than H.S.,107,28.0,22.7-33.2
H.S. or G.E.D.,455,18.5,16.6-20.4
Some post-H.S.,636,21.2,19.4-22.9
College graduate,619,14.8,13.5-16.2
Kentucky,,,
Less than H.S.,112,28.4,22.6-34.3
H.S. or G.E.D.,262,23.1,20.1-26.2
Some post-H.S.,312,27.7,24.5-30.8
College graduate,231,18.4,15.9-21.0
Louisiana,,,
Less than H.S.,117,29.3,23.5-35.1
H.S. or G.E.D.,296,20.6,17.9-23.4
Some post-H.S.,329,27.7,24.4-31.0
College graduate,345,18.9,16.7-21.1
Maine,,,
Less than H.S.,108,28.3,21.4-35.1
H.S. or G.E.D.,637,22.7,20.3-25.0
Some post-H.S.,731,24.2,22.0-26.5
College graduate,787,17.8,16.1-19.5
Maryland,,,
Less than H.S.,159,16.6,13.4-19.8
H.S. or G.E.D.,618,15.4,13.7-17.1
Some post-H.S.,609,19.2,17.2-21.2
College graduate,906,13.4,12.3-14.5
Massachusetts,,,
Less than H.S.,69,24.8,18.3-31.3
H.S. or G.E.D.,260,17.8,15.1-20.5
Some post-H.S.,342,20.9,18.3-23.4
College graduate,558,14.6,13.2-16.1
Michigan,,,
