Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,72,9.8,7.1-12.5
H.S. or G.E.D.,152,5.4,4.4-6.5
Some post-H.S.,144,4.7,3.8-5.7
College graduate,100,3.2,2.4-3.9
Alaska,,,
Less than H.S.,10,*,
H.S. or G.E.D.,31,1.8,1.1-2.6
Some post-H.S.,37,2.7,1.6-3.9
College graduate,26,*,
Arizona,,,
Less than H.S.,34,4.3,1.8-6.8
H.S. or G.E.D.,99,3.4,2.3-4.5
Some post-H.S.,153,4.1,3.0-5.2
College graduate,112,2.2,1.4-3.0
Arkansas,,,
Less than H.S.,78,9.9,7.1-12.7
H.S. or G.E.D.,135,4.5,3.5-5.6
Some post-H.S.,105,4.7,3.5-5.8
College graduate,66,2.1,1.4-2.7
California,,,
Less than H.S.,66,3.1,2.3-4.0
H.S. or G.E.D.,68,2.4,1.6-3.1
Some post-H.S.,111,2.8,2.2-3.4
College graduate,127,2.3,1.8-2.9
Colorado,,,
Less than H.S.,21,2.2,1.2-3.3
H.S. or G.E.D.,57,1.7,1.2-2.2
Some post-H.S.,96,2.9,2.2-3.6
College graduate,104,1.8,1.4-2.2
Connecticut,,,
Less than H.S.,29,5.7,3.4-8.1
H.S. or G.E.D.,78,2.8,1.9-3.8
Some post-H.S.,78,2.5,1.8-3.2
College graduate,96,1.6,1.2-2.1
Delaware,,,
Less than H.S.,25,6.4,3.0-9.7
H.S. or G.E.D.,59,3.6,2.4-4.8
Some post-H.S.,68,4.6,3.3-5.9
College graduate,50,2.8,1.7-3.8
District of Columbia,,,
Less than H.S.,20,13.3,7.2-19.3
H.S. or G.E.D.,34,3.9,2.3-5.5
Some post-H.S.,32,4.5,2.6-6.4
College graduate,37,1.0,0.7-1.4
Florida,,,
Less than H.S.,149,6.8,4.4-9.1
H.S. or G.E.D.,340,3.9,2.9-4.9
Some post-H.S.,302,3.3,2.5-4.0
College graduate,218,2.3,1.7-2.9
Georgia,,,
Less than H.S.,82,5.8,3.9-7.8
H.S. or G.E.D.,130,4.6,3.4-5.9
Some post-H.S.,119,3.9,2.7-5.0
College graduate,72,1.5,1.0-2.1
Hawaii,,,
Less than H.S.,23,5.1,2.4-7.8
H.S. or G.E.D.,88,3.2,2.4-4.0
Some post-H.S.,101,3.2,2.4-4.0
College graduate,93,1.9,1.5-2.4
Idaho,,,
Less than H.S.,23,6.1,2.9-9.4
H.S. or G.E.D.,61,2.9,1.6-4.1
Some post-H.S.,77,2.7,1.9-3.6
College graduate,54,2.8,1.5-4.1
Illinois,,,
Less than H.S.,17,3.6,1.7-5.6
H.S. or G.E.D.,61,4.0,2.9-5.1
Some post-H.S.,57,3.0,2.2-3.9
College graduate,55,1.8,1.2-2.3
Indiana,,,
Less than H.S.,54,5.7,3.9-7.4
H.S. or G.E.D.,196,4.6,3.8-5.3
Some post-H.S.,129,3.5,2.8-4.3
College graduate,98,2.2,1.6-2.8
Iowa,,,
Less than H.S.,30,4.9,3.0-6.9
H.S. or G.E.D.,140,3.7,3.0-4.4
Some post-H.S.,118,2.9,2.3-3.5
College graduate,85,2.0,1.5-2.5
Kansas,,,
Less than H.S.,35,5.7,3.6-7.8
H.S. or G.E.D.,126,3.2,2.6-3.8
Some post-H.S.,136,2.7,2.2-3.2
College graduate,126,2.1,1.7-2.5
Kentucky,,,
Less than H.S.,80,10.4,6.9-13.9
H.S. or G.E.D.,161,4.6,3.6-5.5
Some post-H.S.,161,4.3,3.3-5.3
College graduate,109,2.7,1.9-3.5
Louisiana,,,
Less than H.S.,50,9.2,6.0-12.4
H.S. or G.E.D.,82,4.6,3.4-5.8
Some post-H.S.,54,3.3,2.3-4.4
College graduate,48,2.5,1.7-3.3
Maine,,,
Less than H.S.,50,5.7,3.5-7.9
H.S. or G.E.D.,231,4.8,3.9-5.6
Some post-H.S.,171,3.6,2.7-4.4
College graduate,139,2.1,1.5-2.7
Maryland,,,
Less than H.S.,92,6.1,4.2-7.9
H.S. or G.E.D.,243,3.3,2.7-4.0
Some post-H.S.,213,3.3,2.6-4.0
College graduate,255,1.9,1.5-2.2
Massachusetts,,,
Less than H.S.,33,6.7,4.2-9.3
H.S. or G.E.D.,55,2.3,1.6-3.0
Some post-H.S.,67,2.3,1.7-3.0
College graduate,86,1.2,0.9-1.6
Michigan,,,
Less than H.S.,34,6.5,3.9-9.2
H.S. or G.E.D.,151,4.0,3.2-4.8
Some post-H.S.,162,3.3,2.7-4.0
College graduate,119,2.4,1.8-2.9
Minnesota,,,
Less than H.S.,33,3.4,2.1-4.8
H.S. or G.E.D.,146,3.0,2.5-3.6
Some post-H.S.,187,2.8,2.4-3.3
College graduate,152,1.9,1.6-2.2
Mississippi,,,
Less than H.S.,76,10.1,7.0-13.1
H.S. or G.E.D.,128,5.5,4.4-6.7
Some post-H.S.,81,3.6,2.7-4.6
College graduate,57,2.7,1.9-3.5
Missouri,,,
Less than H.S.,68,9.7,6.7-12.6
H.S. or G.E.D.,159,4.3,3.4-5.3
Some post-H.S.,97,3.1,2.3-4.0
College graduate,101,2.2,1.6-2.8
Montana,,,
Less than H.S.,27,8.8,4.9-12.6
H.S. or G.E.D.,69,2.7,1.9-3.5
Some post-H.S.,86,3.3,2.5-4.1
College graduate,69,1.8,1.3-2.3
Nebraska,,,
Less than H.S.,60,5.4,3.5-7.4
H.S. or G.E.D.,254,3.8,3.1-4.4
Some post-H.S.,194,2.7,2.2-3.3
College graduate,104,1.3,1.0-1.7
Nevada,,,
Less than H.S.,7,*,
H.S. or G.E.D.,28,*,
Some post-H.S.,45,3.5,2.1-4.8
College graduate,40,3.9,2.0-5.8
New Hampshire,,,
Less than H.S.,21,6.2,2.8-9.6
H.S. or G.E.D.,72,3.0,2.2-3.9
Some post-H.S.,64,2.9,2.0-3.7
College graduate,65,1.7,1.1-2.2
New Mexico,,,
Less than H.S.,33,3.9,2.2-5.6
H.S. or G.E.D.,73,3.8,2.6-5.0
Some post-H.S.,56,1.9,1.3-2.5
College graduate,59,2.1,1.5-2.8
New York,,,
Less than H.S.,72,5.2,3.5-6.8
H.S. or G.E.D.,175,3.0,2.4-3.6
Some post-H.S.,155,3.4,2.5-4.3
College graduate,147,1.6,1.2-2.0
North Carolina,,,
Less than H.S.,37,9.9,6.2-13.7
H.S. or G.E.D.,63,4.7,3.4-5.9
Some post-H.S.,64,3.9,2.8-4.9
College graduate,48,2.7,1.8-3.6
North Dakota,,,
