Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,92,20.1,15.0-25.2
H.S. or G.E.D.,253,15.7,13.3-18.1
Some post-H.S.,287,16.9,14.5-19.3
College graduate,219,11.8,9.9-13.6
Alaska,,,
Less than H.S.,31,10.0,5.5-14.6
H.S. or G.E.D.,149,8.7,6.9-10.4
Some post-H.S.,194,9.8,8.0-11.6
College graduate,190,7.1,5.8-8.4
Arizona,,,
Less than H.S.,167,19.7,15.8-23.5
H.S. or G.E.D.,379,9.8,8.4-11.2
Some post-H.S.,598,12.2,10.8-13.6
College graduate,537,8.5,7.4-9.6
Arkansas,,,
Less than H.S.,104,23.8,18.5-29.2
H.S. or G.E.D.,327,14.7,12.6-16.7
Some post-H.S.,271,14.0,12.1-16.0
College graduate,234,10.0,8.5-11.5
California,,,
Less than H.S.,264,18.7,15.9-21.5
H.S. or G.E.D.,284,10.5,8.8-12.1
Some post-H.S.,409,10.9,9.5-12.3
College graduate,520,9.3,7.8-10.8
Colorado,,,
Less than H.S.,71,13.3,9.4-17.2
H.S. or G.E.D.,178,8.9,7.4-10.5
Some post-H.S.,246,9.8,8.3-11.3
College graduate,319,6.6,5.7-7.6
Connecticut,,,
Less than H.S.,89,13.9,9.8-18.0
H.S. or G.E.D.,273,11.2,9.0-13.5
Some post-H.S.,295,11.8,9.6-14.0
College graduate,396,6.5,5.6-7.4
Delaware,,,
Less than H.S.,43,13.6,7.6-19.5
H.S. or G.E.D.,179,12.8,10.3-15.2
Some post-H.S.,193,16.6,13.3-20.0
College graduate,249,10.7,8.9-12.6
District of Columbia,,,
Less than H.S.,26,17.2,9.6-24.8
H.S. or G.E.D.,84,11.6,8.1-15.1
Some post-H.S.,76,10.7,7.6-13.9
College graduate,136,4.1,3.1-5.1
Florida,,,
Less than H.S.,183,18.7,13.5-23.9
H.S. or G.E.D.,663,13.7,11.4-16.0
Some post-H.S.,622,12.7,10.6-14.8
College graduate,642,9.3,7.8-10.8
Georgia,,,
Less than H.S.,147,16.6,13.1-20.1
H.S. or G.E.D.,447,14.1,12.3-16.0
Some post-H.S.,368,13.3,11.5-15.2
College graduate,451,9.3,8.1-10.6
Hawaii,,,
Less than H.S.,39,16.4,9.9-23.0
H.S. or G.E.D.,269,11.6,9.7-13.4
Some post-H.S.,327,12.9,10.9-14.9
College graduate,349,8.3,7.1-9.5
Idaho,,,
Less than H.S.,77,14.6,10.9-18.4
H.S. or G.E.D.,221,8.2,6.8-9.6
Some post-H.S.,256,11.3,9.5-13.0
College graduate,200,7.8,6.4-9.1
Illinois,,,
Less than H.S.,96,19.0,14.3-23.8
H.S. or G.E.D.,160,12.6,10.1-15.0
Some post-H.S.,172,12.5,10.1-15.0
College graduate,230,9.6,8.0-11.3
Indiana,,,
Less than H.S.,164,19.1,15.9-22.4
H.S. or G.E.D.,585,13.0,11.8-14.2
Some post-H.S.,480,13.6,12.2-15.0
College graduate,540,10.3,9.3-11.3
Iowa,,,
Less than H.S.,107,13.3,10.1-16.6
H.S. or G.E.D.,389,12.2,10.7-13.7
Some post-H.S.,379,12.1,10.6-13.5
College graduate,322,9.0,7.8-10.1
Kansas,,,
Less than H.S.,59,14.5,10.0-19.1
H.S. or G.E.D.,369,11.7,10.2-13.2
Some post-H.S.,454,12.2,10.8-13.6
College graduate,451,9.5,8.4-10.7
Louisiana,,,
Less than H.S.,126,22.7,17.9-27.6
H.S. or G.E.D.,335,17.7,15.4-19.9
Some post-H.S.,267,15.6,13.2-17.9
