Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,47,12.2,6.8-17.6
H.S. or G.E.D.,101,5.6,4.2-7.0
Some post-H.S.,88,3.9,2.9-4.8
College graduate,68,3.0,2.0-4.0
Alaska,,,
Less than H.S.,17,4.4,1.9-6.8
H.S. or G.E.D.,67,2.9,2.0-3.8
Some post-H.S.,69,3.3,2.3-4.2
College graduate,73,2.9,2.0-3.7
Arizona,,,
Less than H.S.,37,4.8,2.5-7.0
H.S. or G.E.D.,125,4.7,3.3-6.1
Some post-H.S.,183,3.8,2.9-4.6
College graduate,163,2.8,2.1-3.4
Arkansas,,,
Less than H.S.,49,10.0,6.7-13.3
H.S. or G.E.D.,120,4.7,3.6-5.8
Some post-H.S.,102,5.8,4.3-7.2
College graduate,80,3.2,2.3-4.0
California,,,
Less than H.S.,36,3.7,2.2-5.2
H.S. or G.E.D.,59,3.3,2.0-4.7
Some post-H.S.,131,3.2,2.4-3.9
College graduate,139,2.1,1.6-2.6
Colorado,,,
Less than H.S.,14,*,
H.S. or G.E.D.,72,3.0,2.1-3.8
Some post-H.S.,90,3.2,2.4-4.0
College graduate,93,1.7,1.3-2.2
Connecticut,,,
Less than H.S.,25,3.2,1.6-4.8
H.S. or G.E.D.,90,4.5,2.5-6.5
Some post-H.S.,91,3.1,2.2-3.9
College graduate,97,1.4,1.0-1.8
Delaware,,,
Less than H.S.,21,5.2,2.5-7.8
H.S. or G.E.D.,66,3.7,2.5-4.9
Some post-H.S.,65,4.4,3.1-5.7
College graduate,59,2.9,1.9-3.9
District of Columbia,,,
Less than H.S.,16,8.2,3.7-12.6
H.S. or G.E.D.,30,4.7,2.8-6.6
Some post-H.S.,25,3.0,1.6-4.4
College graduate,48,1.2,0.7-1.6
Florida,,,
Less than H.S.,85,3.6,2.3-4.9
H.S. or G.E.D.,226,3.5,2.4-4.6
Some post-H.S.,250,4.5,3.4-5.6
College graduate,226,2.9,2.2-3.7
Georgia,,,
Less than H.S.,86,10.4,7.2-13.6
H.S. or G.E.D.,147,4.1,3.1-5.0
Some post-H.S.,135,3.2,2.5-4.0
College graduate,126,1.8,1.3-2.3
Hawaii,,,
Less than H.S.,13,*,
H.S. or G.E.D.,94,3.7,2.7-4.8
Some post-H.S.,95,2.5,1.8-3.3
College graduate,122,2.2,1.6-2.8
Idaho,,,
Less than H.S.,24,7.0,3.5-10.6
H.S. or G.E.D.,65,3.3,2.4-4.2
Some post-H.S.,82,3.2,2.4-4.0
College graduate,71,2.4,1.8-3.0
Illinois,,,
Less than H.S.,12,*,
H.S. or G.E.D.,50,4.1,2.8-5.4
Some post-H.S.,48,4.3,2.6-6.0
College graduate,39,2.0,1.1-2.9
Indiana,,,
Less than H.S.,66,7.0,5.1-9.0
H.S. or G.E.D.,222,5.2,4.3-6.0
Some post-H.S.,137,3.0,2.4-3.7
College graduate,115,2.5,2.0-3.1
Iowa,,,
Less than H.S.,27,5.1,2.4-7.8
H.S. or G.E.D.,110,3.2,2.5-4.0
Some post-H.S.,105,3.2,2.4-4.0
College graduate,105,2.3,1.7-2.9
Kansas,,,
Less than H.S.,47,8.0,4.9-11.1
