Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,97,23.5,18.2-28.7
H.S. or G.E.D.,246,15.0,12.6-17.3
Some post-H.S.,225,14.2,12.0-16.4
College graduate,251,11.6,9.8-13.3
Alaska,,,
Less than H.S.,33,13.2,7.5-18.8
H.S. or G.E.D.,134,7.3,5.7-9.0
Some post-H.S.,203,10.5,8.4-12.6
College graduate,172,5.0,3.9-6.2
Arizona,,,
Less than H.S.,135,17.5,14.0-21.0
H.S. or G.E.D.,293,9.7,8.2-11.2
Some post-H.S.,497,12.1,10.7-13.5
College graduate,406,8.0,6.9-9.1
Arkansas,,,
Less than H.S.,81,14.8,10.7-18.9
H.S. or G.E.D.,322,12.8,11.0-14.6
Some post-H.S.,290,13.1,11.0-15.2
College graduate,266,9.3,7.9-10.8
California,,,
Less than H.S.,202,20.0,16.8-23.2
H.S. or G.E.D.,142,10.1,8.1-12.2
Some post-H.S.,201,12.2,10.0-14.4
College graduate,234,7.8,6.3-9.2
Colorado,,,
Less than H.S.,87,10.0,7.5-12.5
H.S. or G.E.D.,207,7.9,6.7-9.1
Some post-H.S.,242,7.5,6.4-8.5
College graduate,325,5.4,4.8-6.1
Connecticut,,,
Less than H.S.,83,18.4,13.2-23.6
H.S. or G.E.D.,255,13.1,11.1-15.2
Some post-H.S.,259,11.1,9.4-12.8
College graduate,313,7.0,6.0-7.9
Delaware,,,
Less than H.S.,42,16.1,10.0-22.1
H.S. or G.E.D.,129,12.8,9.9-15.7
Some post-H.S.,136,11.4,9.1-13.6
College graduate,190,10.6,8.8-12.3
District of Columbia,,,
Less than H.S.,29,13.5,7.5-19.4
H.S. or G.E.D.,79,11.6,8.0-15.2
Some post-H.S.,73,10.6,7.7-13.6
College graduate,137,4.8,3.7-5.8
Georgia,,,
Less than H.S.,153,17.0,13.1-20.8
H.S. or G.E.D.,428,12.5,10.8-14.2
Some post-H.S.,388,13.6,11.6-15.5
College graduate,424,8.3,7.1-9.4
Hawaii,,,
Less than H.S.,31,13.8,8.2-19.4
H.S. or G.E.D.,222,9.4,7.8-10.9
Some post-H.S.,252,9.5,8.0-11.1
College graduate,302,8.5,7.2-9.8
Idaho,,,
Less than H.S.,65,11.5,8.3-14.6
H.S. or G.E.D.,212,9.8,8.1-11.4
Some post-H.S.,295,10.7,9.3-12.1
College graduate,243,7.9,6.8-9.1
Illinois,,,
Less than H.S.,21,12.6,6.8-18.3
H.S. or G.E.D.,108,12.4,9.7-15.0
Some post-H.S.,105,11.5,8.8-14.1
College graduate,145,8.3,6.6-10.0
Indiana,,,
Less than H.S.,125,16.6,13.5-19.8
H.S. or G.E.D.,502,13.1,11.8-14.4
Some post-H.S.,442,12.2,10.9-13.4
College graduate,430,8.8,7.9-9.8
Iowa,,,
Less than H.S.,84,13.3,9.6-16.9
H.S. or G.E.D.,405,11.0,9.7-12.4
Some post-H.S.,344,9.5,8.3-10.7
College graduate,299,7.5,6.4-8.5
Kansas,,,
Less than H.S.,122,15.6,12.3-18.9
H.S. or G.E.D.,686,12.2,11.2-13.3
Some post-H.S.,808,11.7,10.8-12.6
College graduate,722,7.9,7.2-8.5
Kentucky,,,
Less than H.S.,104,20.6,15.5-25.7
H.S. or G.E.D.,333,15.2,13.0-17.4
Some post-H.S.,284,14.5,12.3-16.8
College graduate,178,7.0,5.6-8.5
Louisiana,,,
Less than H.S.,90,16.9,13.0-20.8
H.S. or G.E.D.,252,14.8,12.4-17.2
Some post-H.S.,229,13.8,11.5-16.0
College graduate,251,9.6,8.2-11.1
Maine,,,
Less than H.S.,78,17.0,12.2-21.7
H.S. or G.E.D.,462,11.9,10.5-13.3
Some post-H.S.,445,10.6,9.3-11.8
College graduate,455,7.3,6.4-8.2
Maryland,,,
Less than H.S.,154,13.5,10.7-16.2
H.S. or G.E.D.,626,12.5,11.1-13.9
Some post-H.S.,592,13.5,12.0-15.0
College graduate,749,7.8,7.0-8.5
Massachusetts,,,
Less than H.S.,64,16.5,11.3-21.6
H.S. or G.E.D.,158,9.3,7.3-11.3
Some post-H.S.,188,9.3,7.7-11.0
College graduate,293,6.9,5.9-7.9
Michigan,,,
Less than H.S.,67,17.2,12.6-21.7
H.S. or G.E.D.,371,11.9,10.5-13.2
Some post-H.S.,353,10.8,9.5-12.0
College graduate,378,7.6,6.7-8.4
Minnesota,,,
Less than H.S.,70,12.6,9.3-15.9
H.S. or G.E.D.,388,9.5,8.4-10.6
Some post-H.S.,578,9.9,9.0-10.8
College graduate,610,6.8,6.2-7.5
Mississippi,,,
Less than H.S.,133,24.3,19.3-29.3
H.S. or G.E.D.,266,15.8,13.5-18.1
Some post-H.S.,229,13.6,11.4-15.8
College graduate,196,10.3,8.5-12.1
Missouri,,,
Less than H.S.,189,16.8,13.3-20.3
H.S. or G.E.D.,603,11.9,10.4-13.4
Some post-H.S.,539,11.7,10.2-13.2
College graduate,447,8.3,7.1-9.4
Montana,,,
Less than H.S.,42,10.4,6.5-14.2
H.S. or G.E.D.,217,10.0,8.4-11.6
Some post-H.S.,235,9.6,8.2-11.1
College graduate,225,6.4,5.4-7.5
Nebraska,,,
Less than H.S.,116,14.2,10.7-17.7
H.S. or G.E.D.,592,9.7,8.7-10.7
Some post-H.S.,613,10.4,9.3-11.5
College graduate,524,7.3,6.5-8.2
Nevada,,,
Less than H.S.,28,16.2,9.6-22.9
H.S. or G.E.D.,75,8.3,5.8-10.8
Some post-H.S.,139,13.2,10.4-15.9
College graduate,101,10.4,7.2-13.7
New Hampshire,,,
Less than H.S.,45,17.8,11.3-24.3
H.S. or G.E.D.,233,9.8,8.2-11.5
Some post-H.S.,218,8.4,7.0-9.8
College graduate,281,6.3,5.4-7.2
New Jersey,,,
Less than H.S.,113,18.7,14.7-22.7
H.S. or G.E.D.,244,11.9,10.1-13.7
Some post-H.S.,214,9.3,7.8-10.9
College graduate,318,7.6,6.5-8.6
New Mexico,,,
Less than H.S.,141,19.2,15.6-22.9
H.S. or G.E.D.,264,13.4,11.3-15.5
Some post-H.S.,258,14.1,11.9-16.3
College graduate,230,8.3,6.9-9.7
New York,,,
Less than H.S.,540,18.1,15.9-20.3
H.S. or G.E.D.,"1,785",13.4,12.2-14.7
Some post-H.S.,"1,491",11.4,10.2-12.4
College graduate,"1,595",7.6,6.9-8.3
North Carolina,,,
Less than H.S.,86,17.8,13.5-22.1
H.S. or G.E.D.,183,13.7,11.3-16.1
Some post-H.S.,226,14.6,12.4-16.8
College graduate,184,7.5,6.3-8.8
North Dakota,,,
Less than H.S.,55,14.9,9.4-20.4
H.S. or G.E.D.,219,9.3,7.8-10.8
Some post-H.S.,260,10.0,8.5-11.4
College graduate,229,7.8,6.5-9.0
Ohio,,,
Less than H.S.,172,16.8,13.2-20.4
H.S. or G.E.D.,774,13.8,12.5-15.1
Some post-H.S.,668,13.3,12.0-14.6
College graduate,589,8.7,7.8-9.6
Oklahoma,,,
Less than H.S.,73,16.8,12.5-21.0
H.S. or G.E.D.,241,12.7,10.8-14.6
Some post-H.S.,304,13.6,11.8-15.4
College graduate,239,9.8,8.3-11.3
Oregon,,,
Less than H.S.,40,13.6,9.0-18.2
H.S. or G.E.D.,112,9.5,7.3-11.7
Some post-H.S.,196,10.4,8.7-12.1
College graduate,175,7.6,6.2-8.9
Pennsylvania,,,
Less than H.S.,52,14.6,10.0-19.2
H.S. or G.E.D.,252,13.8,11.8-15.8
Some post-H.S.,178,10.9,9.0-12.8
College graduate,221,7.1,6.0-8.2
Rhode Island,,,
Less than H.S.,69,15.7,11.5-19.9
H.S. or G.E.D.,190,13.6,11.2-16.0
Some post-H.S.,172,10.3,8.5-12.0
College graduate,201,5.9,4.9-6.9
South Carolina,,,
Less than H.S.,182,20.0,16.3-23.6
H.S. or G.E.D.,530,14.8,13.1-16.6
Some post-H.S.,508,13.9,12.4-15.4
College graduate,519,9.5,8.5-10.5
South Dakota,,,
Less than H.S.,60,*,
H.S. or G.E.D.,327,13.9,10.4-17.5
Some post-H.S.,334,9.5,7.2-11.8
College graduate,319,8.5,6.0-11.1
Tennessee,,,
Less than H.S.,89,23.8,18.2-29.3
H.S. or G.E.D.,247,15.3,13.0-17.6
Some post-H.S.,222,12.8,10.8-14.8
College graduate,200,9.2,7.6-10.7
Texas,,,
Less than H.S.,288,17.3,13.9-20.7
H.S. or G.E.D.,394,11.2,9.2-13.3
Some post-H.S.,452,11.9,10.2-13.7
College graduate,430,7.8,6.5-9.0
Utah,,,
Less than H.S.,66,10.6,7.5-13.6
H.S. or G.E.D.,281,7.3,6.2-8.3
Some post-H.S.,381,9.1,8.0-10.2
College graduate,376,6.4,5.6-7.2
Vermont,,,
Less than H.S.,38,14.0,8.0-20.0
H.S. or G.E.D.,200,10.4,8.4-12.3
Some post-H.S.,183,9.1,7.4-10.8
College graduate,224,5.4,4.4-6.3
Virginia,,,
Less than H.S.,124,22.5,17.9-27.0
H.S. or G.E.D.,354,11.4,9.8-12.9
Some post-H.S.,397,11.9,10.4-13.4
College graduate,481,8.2,7.2-9.3
Washington,,,
Less than H.S.,118,12.9,10.0-15.8
H.S. or G.E.D.,298,8.1,6.9-9.3
Some post-H.S.,525,10.1,9.0-11.2
