Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,352,44.0,39.0-48.9
H.S. or G.E.D.,940,34.2,31.8-36.7
Some post-H.S.,892,33.6,31.2-36.1
College graduate,816,27.4,25.3-29.5
Alaska,,,
Less than H.S.,50,27.3,17.6-37.1
H.S. or G.E.D.,232,15.7,12.7-18.7
Some post-H.S.,290,25.8,21.8-29.7
College graduate,327,20.6,17.4-23.8
Arizona,,,
Less than H.S.,221,20.8,16.3-25.2
H.S. or G.E.D.,703,21.1,18.6-23.6
Some post-H.S.,"1,061",27.9,25.3-30.4
College graduate,"1,015",22.0,20.0-24.0
Arkansas,,,
Less than H.S.,251,38.2,32.5-43.8
H.S. or G.E.D.,800,31.5,28.8-34.3
Some post-H.S.,635,32.3,29.2-35.4
College graduate,568,24.5,21.9-27.1
California,,,
Less than H.S.,342,17.5,15.4-19.6
H.S. or G.E.D.,420,16.8,15.0-18.7
Some post-H.S.,795,24.2,22.2-26.1
College graduate,"1,135",18.9,17.6-20.3
Colorado,,,
Less than H.S.,145,16.6,13.6-19.6
H.S. or G.E.D.,557,20.7,18.8-22.6
Some post-H.S.,850,27.4,25.5-29.4
College graduate,"1,193",20.4,19.1-21.8
Connecticut,,,
Less than H.S.,157,26.2,21.7-30.6
H.S. or G.E.D.,784,26.9,24.6-29.1
Some post-H.S.,777,24.9,22.7-27.0
College graduate,"1,245",19.5,18.1-20.8
Delaware,,,
Less than H.S.,123,31.7,25.0-38.4
H.S. or G.E.D.,381,29.0,25.5-32.5
Some post-H.S.,334,28.8,25.1-32.5
College graduate,457,22.8,20.2-25.5
District of Columbia,,,
Less than H.S.,61,34.2,25.2-43.1
H.S. or G.E.D.,140,19.5,15.4-23.6
Some post-H.S.,148,20.2,16.0-24.4
College graduate,371,12.7,11.1-14.3
Florida,,,
Less than H.S.,693,29.5,25.2-33.8
H.S. or G.E.D.,"1,735",26.2,23.6-28.8
Some post-H.S.,"1,791",26.6,24.4-28.9
College graduate,"1,618",20.6,18.7-22.6
Georgia,,,
Less than H.S.,339,27.6,23.4-31.7
H.S. or G.E.D.,691,23.1,20.7-25.5
Some post-H.S.,684,25.4,22.5-28.2
College graduate,722,21.1,18.7-23.5
Hawaii,,,
Less than H.S.,92,24.4,18.5-30.3
H.S. or G.E.D.,512,21.2,19.1-23.4
Some post-H.S.,569,21.9,19.7-24.1
College graduate,824,18.3,16.7-19.8
Idaho,,,
Less than H.S.,141,32.2,25.3-39.0
H.S. or G.E.D.,452,22.6,19.7-25.5
Some post-H.S.,637,28.3,25.1-31.4
College graduate,539,21.4,18.8-24.0
Illinois,,,
Less than H.S.,104,24.1,19.4-28.9
H.S. or G.E.D.,379,25.2,22.6-27.7
Some post-H.S.,476,27.4,24.9-29.8
College graduate,636,21.8,20.1-23.5
Indiana,,,
Less than H.S.,252,31.1,27.0-35.3
H.S. or G.E.D.,"1,105",29.3,27.4-31.2
Some post-H.S.,845,28.1,26.0-30.2
College graduate,857,20.3,18.7-21.8
Iowa,,,
Less than H.S.,171,28.2,24.0-32.4
H.S. or G.E.D.,"1,081",28.5,26.7-30.2
Some post-H.S.,"1,006",26.0,24.4-27.7
College graduate,838,21.1,19.6-22.6
Kansas,,,
Less than H.S.,182,31.3,26.5-36.1
H.S. or G.E.D.,"1,023",27.3,25.5-29.1
Some post-H.S.,"1,184",25.9,24.4-27.5
College graduate,"1,186",21.8,20.5-23.1
Kentucky,,,
Less than H.S.,375,46.4,40.6-52.2
H.S. or G.E.D.,"1,142",36.9,34.1-39.7
Some post-H.S.,981,32.5,29.7-35.3
College graduate,855,24.9,22.5-27.3
Louisiana,,,
Less than H.S.,208,35.8,30.7-40.9
H.S. or G.E.D.,534,28.9,26.3-31.5
Some post-H.S.,409,27.1,24.3-30.0
College graduate,379,20.4,18.2-22.6
Maine,,,
Less than H.S.,281,41.9,34.9-49.0
H.S. or G.E.D.,"1,410",34.2,31.8-36.6
Some post-H.S.,"1,286",32.4,30.0-34.9
College graduate,"1,535",26.0,24.2-27.9
Maryland,,,
Less than H.S.,399,23.8,20.3-27.3
H.S. or G.E.D.,"1,777",26.7,25.0-28.5
Some post-H.S.,"1,589",26.5,24.7-28.2
College graduate,"2,504",20.4,19.3-21.5
Massachusetts,,,
Less than H.S.,144,29.1,23.9-34.3
H.S. or G.E.D.,534,28.5,25.8-31.2
Some post-H.S.,591,25.9,23.6-28.2
College graduate,"1,020",20.1,18.7-21.4
Michigan,,,
Less than H.S.,181,33.6,28.3-38.9
H.S. or G.E.D.,"1,160",35.6,33.4-37.8
Some post-H.S.,"1,292",31.1,29.2-33.0
College graduate,"1,303",24.2,22.8-25.7
Minnesota,,,
Less than H.S.,171,22.5,18.9-26.1
H.S. or G.E.D.,"1,031",23.7,22.1-25.2
Some post-H.S.,"1,395",24.1,22.8-25.4
College graduate,"1,387",17.3,16.3-18.3
Mississippi,,,
Less than H.S.,355,42.9,38.0-47.9
H.S. or G.E.D.,590,28.0,25.4-30.6
Some post-H.S.,527,26.9,24.2-29.7
College graduate,453,22.3,19.9-24.7
Missouri,,,
Less than H.S.,254,35.8,30.4-41.1
H.S. or G.E.D.,934,29.5,27.2-31.9
Some post-H.S.,777,26.9,24.5-29.3
College graduate,723,20.7,18.8-22.6
Montana,,,
Less than H.S.,135,35.5,29.3-41.7
H.S. or G.E.D.,617,27.9,25.6-30.2
Some post-H.S.,748,30.5,28.2-32.8
College graduate,774,26.6,24.6-28.5
Nebraska,,,
Less than H.S.,233,19.1,15.9-22.3
H.S. or G.E.D.,"1,732",26.0,24.4-27.6
Some post-H.S.,"1,674",24.7,23.2-26.3
College graduate,"1,315",19.9,18.5-21.2
Nevada,,,
Less than H.S.,55,15.3,10.5-20.1
H.S. or G.E.D.,173,21.4,17.3-25.4
Some post-H.S.,262,25.6,21.6-29.6
College graduate,260,24.8,20.6-29.0
New Hampshire,,,
Less than H.S.,110,33.1,25.5-40.7
H.S. or G.E.D.,603,29.0,26.2-31.9
Some post-H.S.,568,27.3,24.5-30.1
College graduate,804,22.2,20.3-24.0
New Mexico,,,
Less than H.S.,219,25.9,21.8-29.9
H.S. or G.E.D.,493,24.2,21.4-26.9
Some post-H.S.,580,26.3,23.6-29.0
College graduate,702,27.3,24.8-29.7
New York,,,
Less than H.S.,360,24.6,21.4-27.8
H.S. or G.E.D.,"1,170",22.3,20.6-24.1
Some post-H.S.,"1,179",24.5,22.7-26.4
College graduate,"1,622",19.1,17.9-20.4
North Carolina,,,
Less than H.S.,129,30.5,25.3-35.7
H.S. or G.E.D.,348,30.2,27.0-33.4
Some post-H.S.,412,26.7,24.0-29.4
College graduate,419,22.6,20.4-24.8
North Dakota,,,
Less than H.S.,103,27.7,20.7-34.7
H.S. or G.E.D.,578,25.6,22.9-28.3
Some post-H.S.,657,27.8,25.1-30.4
College graduate,646,21.3,19.1-23.4
Ohio,,,
Less than H.S.,487,43.6,38.3-48.9
H.S. or G.E.D.,"2,082",32.7,30.7-34.8
Some post-H.S.,"1,529",28.7,26.7-30.7
College graduate,"1,403",24.7,22.9-26.5
Oklahoma,,,
Less than H.S.,198,29.9,25.4-34.4
H.S. or G.E.D.,637,26.3,24.0-28.6
Some post-H.S.,723,28.9,26.6-31.1
College graduate,621,23.3,21.3-25.3
Oregon,,,
Less than H.S.,110,26.7,21.3-32.2
H.S. or G.E.D.,412,25.2,22.6-27.9
Some post-H.S.,671,30.0,27.7-32.4
College graduate,630,22.6,20.8-24.5
Pennsylvania,,,
Less than H.S.,124,30.9,25.2-36.6
H.S. or G.E.D.,722,33.4,30.9-35.9
