Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,206,42.9,36.0-49.9
H.S. or G.E.D.,585,34.7,31.4-38.0
Some post-H.S.,632,35.5,32.3-38.6
College graduate,549,27.1,24.5-29.7
Alaska,,,
Less than H.S.,87,24.4,17.7-31.0
H.S. or G.E.D.,423,18.7,16.4-20.9
Some post-H.S.,586,28.1,25.4-30.7
College graduate,698,23.7,21.5-25.8
Arizona,,,
Less than H.S.,221,21.9,17.6-26.3
H.S. or G.E.D.,725,22.8,20.3-25.4
Some post-H.S.,"1,327",30.4,28.1-32.8
College graduate,"1,357",23.7,21.8-25.6
Arkansas,,,
Less than H.S.,206,42.4,36.4-48.4
H.S. or G.E.D.,795,34.3,31.6-37.0
Some post-H.S.,637,36.3,33.2-39.3
College graduate,591,25.2,22.9-27.5
California,,,
Less than H.S.,180,22.3,18.4-26.2
H.S. or G.E.D.,437,17.8,15.7-19.9
Some post-H.S.,799,23.5,21.5-25.6
College graduate,"1,160",18.5,17.0-20.0
Colorado,,,
Less than H.S.,106,18.8,14.0-23.6
H.S. or G.E.D.,497,23.5,21.1-25.9
Some post-H.S.,730,27.7,25.4-30.0
College graduate,"1,204",22.0,20.7-23.3
Connecticut,,,
Less than H.S.,157,22.7,18.1-27.3
H.S. or G.E.D.,689,30.9,27.9-33.9
Some post-H.S.,768,29.4,26.8-32.1
College graduate,"1,426",23.6,22.0-25.3
Delaware,,,
Less than H.S.,83,28.9,21.6-36.2
H.S. or G.E.D.,381,28.8,25.4-32.2
Some post-H.S.,422,30.7,27.2-34.2
College graduate,516,23.3,20.9-25.8
District of Columbia,,,
Less than H.S.,50,28.2,18.9-37.4
H.S. or G.E.D.,153,23.0,18.4-27.6
Some post-H.S.,149,21.6,17.0-26.1
College graduate,483,14.1,12.5-15.8
Florida,,,
Less than H.S.,370,31.6,25.3-37.9
H.S. or G.E.D.,"1,388",27.0,24.2-29.7
Some post-H.S.,"1,684",33.1,30.3-36.0
College graduate,"1,700",23.7,21.7-25.7
Georgia,,,
Less than H.S.,309,30.1,25.9-34.3
H.S. or G.E.D.,920,25.9,23.6-28.2
Some post-H.S.,995,29.0,26.6-31.4
College graduate,"1,191",19.8,18.2-21.5
Hawaii,,,
Less than H.S.,71,21.4,15.3-27.5
H.S. or G.E.D.,479,17.8,15.7-19.8
Some post-H.S.,744,28.4,25.9-30.9
College graduate,970,22.4,20.6-24.2
Idaho,,,
Less than H.S.,115,26.8,21.4-32.2
H.S. or G.E.D.,486,23.9,21.6-26.2
Some post-H.S.,716,31.2,28.9-33.4
College graduate,605,23.5,21.5-25.4
Illinois,,,
Less than H.S.,93,22.6,17.5-27.7
H.S. or G.E.D.,279,28.7,24.9-32.4
Some post-H.S.,337,31.4,27.9-34.9
College graduate,418,22.1,19.8-24.5
Indiana,,,
Less than H.S.,254,29.5,25.5-33.4
H.S. or G.E.D.,"1,253",31.0,29.1-32.9
Some post-H.S.,"1,093",31.2,29.2-33.1
College graduate,"1,194",24.7,23.2-26.2
Iowa,,,
Less than H.S.,151,22.1,17.9-26.4
H.S. or G.E.D.,935,29.0,26.9-31.1
Some post-H.S.,892,29.0,26.8-31.1
College graduate,854,23.8,22.0-25.6
Kansas,,,
Less than H.S.,168,32.5,27.1-37.8
H.S. or G.E.D.,"1,090",27.4,25.4-29.4
Some post-H.S.,"1,294",28.9,27.0-30.8
College graduate,"1,372",22.7,21.3-24.2
Kentucky,,,
Less than H.S.,207,47.3,40.2-54.3
H.S. or G.E.D.,509,31.9,28.5-35.3
Some post-H.S.,454,34.0,30.3-37.8
College graduate,372,27.8,24.4-31.2
Louisiana,,,
Less than H.S.,203,41.9,36.1-47.6
H.S. or G.E.D.,651,31.1,28.4-33.8
Some post-H.S.,580,30.1,27.4-32.8
College graduate,703,25.7,23.6-27.9
Maine,,,
Less than H.S.,165,39.4,32.3-46.4
H.S. or G.E.D.,"1,128",34.6,32.2-37.0
Some post-H.S.,"1,268",34.4,32.2-36.6
College graduate,"1,711",27.3,25.7-28.9
Maryland,,,
Less than H.S.,336,23.3,19.6-27.0
H.S. or G.E.D.,"1,544",27.5,25.4-29.7
Some post-H.S.,"1,447",29.6,27.4-31.8
College graduate,"2,488",23.2,21.9-24.5
Massachusetts,,,
Less than H.S.,199,30.0,25.0-35.0
H.S. or G.E.D.,669,29.3,26.7-31.9
Some post-H.S.,759,28.8,26.4-31.1
College graduate,"1,479",22.1,20.8-23.5
Michigan,,,
Less than H.S.,170,32.7,27.3-38.1
H.S. or G.E.D.,"1,006",29.6,27.6-31.5
Some post-H.S.,"1,183",34.9,32.8-36.9
College graduate,"1,367",24.1,22.8-25.5
Minnesota,,,
Less than H.S.,166,28.0,23.2-32.7
H.S. or G.E.D.,"1,015",23.8,22.1-25.6
Some post-H.S.,"1,616",28.5,26.9-30.1
College graduate,"2,088",21.3,20.2-22.4
Mississippi,,,
Less than H.S.,215,48.1,41.7-54.4
H.S. or G.E.D.,398,32.1,28.7-35.4
Some post-H.S.,472,34.4,31.3-37.6
College graduate,398,25.8,22.7-28.9
Missouri,,,
Less than H.S.,206,33.6,28.1-39.1
H.S. or G.E.D.,832,32.1,29.5-34.7
Some post-H.S.,793,30.5,27.9-33.0
College graduate,797,25.0,22.9-27.1
Montana,,,
Less than H.S.,121,29.4,23.6-35.3
H.S. or G.E.D.,664,29.0,26.6-31.4
Some post-H.S.,843,35.1,32.6-37.5
College graduate,955,27.7,25.8-29.6
Nebraska,,,
Less than H.S.,110,17.4,13.3-21.5
H.S. or G.E.D.,899,29.4,26.9-31.8
Some post-H.S.,864,27.8,25.5-30.1
College graduate,770,22.3,20.4-24.3
Nevada,,,
Less than H.S.,75,23.1,16.9-29.3
H.S. or G.E.D.,260,23.5,19.7-27.3
Some post-H.S.,346,27.9,24.2-31.6
College graduate,388,26.9,23.2-30.7
New Hampshire,,,
Less than H.S.,108,41.9,33.1-50.7
H.S. or G.E.D.,700,28.4,25.6-31.1
Some post-H.S.,735,30.2,27.5-33.0
College graduate,"1,261",26.6,24.8-28.5
New Jersey,,,
Less than H.S.,136,30.6,24.9-36.3
H.S. or G.E.D.,449,22.9,20.4-25.3
Some post-H.S.,546,26.2,23.6-28.9
College graduate,"1,015",20.4,18.9-21.9
New Mexico,,,
Less than H.S.,157,29.9,24.5-35.3
H.S. or G.E.D.,391,24.0,20.9-27.1
Some post-H.S.,463,28.9,25.5-32.2
College graduate,683,29.1,26.4-31.7
New York,,,
Less than H.S.,360,23.9,20.8-27.1
H.S. or G.E.D.,"1,354",26.6,24.7-28.5
Some post-H.S.,"1,366",26.7,24.9-28.6
College graduate,"2,204",21.5,20.2-22.7
North Carolina,,,
Less than H.S.,99,35.5,27.7-43.3
H.S. or G.E.D.,319,29.1,25.5-32.7
Some post-H.S.,403,27.7,24.7-30.7
College graduate,482,24.2,21.8-26.6
North Dakota,,,
Less than H.S.,77,36.7,28.1-45.4
H.S. or G.E.D.,398,27.5,24.5-30.4
Some post-H.S.,480,28.2,25.6-30.9
College graduate,497,22.8,20.7-25.0
Ohio,,,
Less than H.S.,380,39.2,34.3-44.1
H.S. or G.E.D.,"2,099",32.4,30.6-34.2
Some post-H.S.,"1,943",33.3,31.5-35.2
College graduate,"1,870",25.1,23.7-26.5
Oklahoma,,,
Less than H.S.,168,30.2,25.4-34.9
H.S. or G.E.D.,608,31.1,28.5-33.6
Some post-H.S.,719,30.8,28.6-33.1
College graduate,611,26.6,24.4-28.7
Oregon,,,
Less than H.S.,82,24.6,18.3-30.9
H.S. or G.E.D.,363,24.7,21.9-27.6
Some post-H.S.,632,33.1,30.5-35.7
College graduate,718,26.4,24.4-28.4
Pennsylvania,,,
Less than H.S.,71,29.8,21.3-38.2
H.S. or G.E.D.,528,38.1,34.4-41.7
Some post-H.S.,399,31.8,28.3-35.4
College graduate,527,26.0,23.3-28.7
Rhode Island,,,
Less than H.S.,163,30.4,25.1-35.7
H.S. or G.E.D.,458,28.9,25.7-32.2
Some post-H.S.,549,30.4,27.3-33.4
College graduate,834,21.3,19.6-23.0
South Carolina,,,
Less than H.S.,302,34.9,30.3-39.4
H.S. or G.E.D.,"1,075",29.4,27.2-31.6
Some post-H.S.,"1,114",32.4,30.1-34.6
College graduate,"1,361",25.1,23.5-26.7
South Dakota,,,
