Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,39,9.9,5.9-13.9
H.S. or G.E.D.,99,7.0,5.3-8.6
Some post-H.S.,82,4.6,3.4-5.9
College graduate,62,3.1,2.1-4.1
Alaska,,,
Less than H.S.,17,*,
H.S. or G.E.D.,80,3.4,2.4-4.3
Some post-H.S.,100,5.2,3.8-6.6
College graduate,90,2.8,2.0-3.6
Arizona,,,
Less than H.S.,55,5.7,3.6-7.7
H.S. or G.E.D.,136,3.0,2.2-3.8
Some post-H.S.,245,4.9,4.0-5.9
College graduate,249,3.5,2.8-4.2
Arkansas,,,
Less than H.S.,57,9.5,6.6-12.3
H.S. or G.E.D.,153,6.1,5.0-7.2
Some post-H.S.,110,5.6,4.4-6.9
College graduate,87,3.3,2.5-4.1
California,,,
Less than H.S.,72,4.6,3.3-6.0
H.S. or G.E.D.,114,3.7,2.8-4.6
Some post-H.S.,155,3.5,2.6-4.4
College graduate,210,2.1,1.7-2.6
Colorado,,,
Less than H.S.,30,4.4,2.5-6.3
H.S. or G.E.D.,65,2.6,1.8-3.4
Some post-H.S.,88,3.1,2.3-3.9
College graduate,151,2.5,2.0-3.1
Connecticut,,,
Less than H.S.,32,4.7,2.4-7.0
H.S. or G.E.D.,103,4.6,3.1-6.1
Some post-H.S.,110,3.9,2.9-5.0
College graduate,134,1.8,1.3-2.2
Delaware,,,
Less than H.S.,15,*,
H.S. or G.E.D.,83,4.7,3.4-6.1
Some post-H.S.,60,3.7,2.4-4.9
College graduate,88,2.7,2.0-3.3
District of Columbia,,,
Less than H.S.,5,*,
H.S. or G.E.D.,18,2.3,1.0-3.7
Some post-H.S.,25,2.7,1.2-4.1
College graduate,45,0.9,0.5-1.2
Florida,,,
Less than H.S.,85,9.7,5.4-14.0
H.S. or G.E.D.,278,4.7,3.6-5.9
Some post-H.S.,304,6.1,4.5-7.7
College graduate,275,5.1,3.7-6.5
Georgia,,,
Less than H.S.,63,8.1,4.7-11.4
H.S. or G.E.D.,134,3.9,3.0-4.8
Some post-H.S.,130,4.1,3.1-5.2
College graduate,116,1.9,1.4-2.4
Hawaii,,,
Less than H.S.,15,*,
H.S. or G.E.D.,106,3.7,2.6-4.8
Some post-H.S.,112,3.9,2.7-5.1
College graduate,128,2.8,2.1-3.6
Idaho,,,
Less than H.S.,31,4.5,2.3-6.6
H.S. or G.E.D.,103,3.9,2.9-4.9
Some post-H.S.,119,4.8,3.7-6.0
College graduate,82,2.8,2.0-3.6
Illinois,,,
Less than H.S.,28,7.2,3.8-10.6
H.S. or G.E.D.,50,4.9,3.1-6.8
Some post-H.S.,42,2.9,1.8-3.9
College graduate,66,2.1,1.4-2.7
Indiana,,,
Less than H.S.,63,7.8,5.6-10.0
H.S. or G.E.D.,256,5.7,4.9-6.6
Some post-H.S.,177,5.2,4.3-6.1
College graduate,177,3.2,2.7-3.8
Iowa,,,
Less than H.S.,35,4.9,2.9-6.8
H.S. or G.E.D.,190,5.6,4.6-6.6
Some post-H.S.,132,4.1,3.3-4.9
College graduate,104,2.6,1.9-3.2
Kansas,,,
Less than H.S.,34,5.8,3.3-8.3
H.S. or G.E.D.,163,4.2,3.4-5.1
Some post-H.S.,187,4.4,3.6-5.2
College graduate,150,2.9,2.3-3.6
Louisiana,,,
Less than H.S.,65,12.2,8.1-16.3
H.S. or G.E.D.,117,4.9,3.9-6.0
Some post-H.S.,74,3.2,2.3-4.0
College graduate,66,3.1,2.0-4.2
Maine,,,
Less than H.S.,61,12.4,8.2-16.7
H.S. or G.E.D.,282,5.9,5.0-6.8
Some post-H.S.,266,5.6,4.7-6.5
College graduate,286,3.2,2.7-3.7
Maryland,,,
Less than H.S.,84,6.6,4.4-8.9
H.S. or G.E.D.,292,3.8,3.0-4.6
Some post-H.S.,230,3.8,3.0-4.5
College graduate,297,2.1,1.7-2.4
Massachusetts,,,
Less than H.S.,33,5.2,2.2-8.2
H.S. or G.E.D.,92,4.4,3.1-5.8
Some post-H.S.,121,4.4,3.3-5.4
College graduate,158,2.1,1.6-2.6
Michigan,,,
Less than H.S.,47,8.2,5.5-10.9
H.S. or G.E.D.,191,4.9,4.1-5.8
Some post-H.S.,199,5.0,4.1-6.0
College graduate,168,2.7,2.2-3.2
Minnesota,,,
Less than H.S.,46,6.3,4.0-8.5
H.S. or G.E.D.,247,5.1,4.1-6.2
Some post-H.S.,254,4.1,3.4-4.9
College graduate,273,2.6,2.2-3.1
Mississippi,,,
Less than H.S.,29,7.1,4.1-10.1
H.S. or G.E.D.,64,4.7,3.3-6.2
Some post-H.S.,58,3.6,2.5-4.6
College graduate,59,3.5,2.4-4.7
Missouri,,,
Less than H.S.,57,11.0,7.1-14.9
H.S. or G.E.D.,144,5.0,3.9-6.1
Some post-H.S.,123,5.3,4.0-6.7
College graduate,106,3.1,2.3-3.8
Montana,,,
Less than H.S.,39,9.3,5.8-12.8
H.S. or G.E.D.,121,4.8,3.8-5.8
Some post-H.S.,136,4.5,3.5-5.4
College graduate,145,3.3,2.6-3.9
Nebraska,,,
Less than H.S.,53,4.8,3.1-6.4
H.S. or G.E.D.,236,5.2,4.3-6.1
Some post-H.S.,206,3.8,3.1-4.5
College graduate,168,2.7,2.1-3.2
Nevada,,,
Less than H.S.,8,*,
H.S. or G.E.D.,41,*,
Some post-H.S.,48,3.1,1.9-4.2
College graduate,50,3.3,2.0-4.5
New Hampshire,,,
Less than H.S.,29,8.6,4.5-12.7
H.S. or G.E.D.,131,4.4,3.4-5.4
Some post-H.S.,108,4.0,3.0-5.1
College graduate,140,2.0,1.6-2.5
New Jersey,,,
Less than H.S.,30,5.2,2.9-7.5
H.S. or G.E.D.,106,3.6,2.7-4.4
Some post-H.S.,95,3.6,2.5-4.8
College graduate,158,2.0,1.6-2.4
New Mexico,,,
Less than H.S.,33,5.9,3.1-8.7
H.S. or G.E.D.,45,*,
Some post-H.S.,57,4.1,2.4-5.7
College graduate,72,4.6,3.0-6.3
New York,,,
Less than H.S.,103,7.9,5.8-10.0
H.S. or G.E.D.,207,4.8,3.8-5.8
Some post-H.S.,166,3.1,2.3-3.9
College graduate,210,2.1,1.7-2.5
North Carolina,,,
Less than H.S.,30,9.6,4.4-14.8
H.S. or G.E.D.,55,5.2,3.3-7.0
Some post-H.S.,58,4.6,3.1-6.2
College graduate,56,2.6,1.7-3.5
North Dakota,,,
Less than H.S.,15,8.5,3.7-13.3
H.S. or G.E.D.,98,4.5,3.4-5.5
Some post-H.S.,109,4.1,3.2-5.1
College graduate,96,2.8,2.2-3.5
Ohio,,,
Less than H.S.,93,9.4,6.7-12.0
H.S. or G.E.D.,357,5.7,4.9-6.5
Some post-H.S.,260,4.5,3.8-5.3
College graduate,201,2.6,2.1-3.1
Oklahoma,,,
Less than H.S.,33,6.4,4.1-8.7
H.S. or G.E.D.,122,5.6,4.4-6.8
Some post-H.S.,135,4.9,4.0-5.8
College graduate,118,3.4,2.7-4.1
Oregon,,,
Less than H.S.,27,6.6,3.5-9.7
H.S. or G.E.D.,69,3.8,2.7-5.0
Some post-H.S.,105,5.3,3.9-6.7
College graduate,115,3.1,2.3-3.8
Rhode Island,,,
Less than H.S.,45,7.7,4.5-11.0
H.S. or G.E.D.,92,5.8,4.3-7.4
Some post-H.S.,76,4.4,3.0-5.7
College graduate,112,3.5,2.6-4.5
South Carolina,,,
Less than H.S.,69,8.0,5.6-10.3
H.S. or G.E.D.,172,4.9,4.0-5.9
Some post-H.S.,167,4.4,3.5-5.2
College graduate,159,2.9,2.3-3.5
South Dakota,,,
Less than H.S.,30,*,
H.S. or G.E.D.,115,5.9,3.2-8.5
Some post-H.S.,125,3.6,2.3-5.0
College graduate,105,3.9,1.9-5.8
Tennessee,,,
Less than H.S.,62,14.0,9.3-18.8
H.S. or G.E.D.,146,6.3,4.9-7.6
Some post-H.S.,105,5.9,4.4-7.5
College graduate,73,2.4,1.7-3.1
Texas,,,
Less than H.S.,93,6.7,4.5-8.9
H.S. or G.E.D.,121,3.5,2.4-4.5
Some post-H.S.,154,3.5,2.4-4.6
College graduate,141,2.4,1.7-3.0
Utah,,,
Less than H.S.,40,6.1,3.0-9.2
H.S. or G.E.D.,123,2.8,2.2-3.5
Some post-H.S.,149,3.0,2.3-3.7
College graduate,153,2.4,1.9-2.9
Vermont,,,
Less than H.S.,25,9.0,4.8-13.2
H.S. or G.E.D.,109,5.5,3.9-7.1
Some post-H.S.,90,4.9,3.6-6.2
College graduate,134,2.5,1.9-3.1
Virginia,,,
