Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,92,14.8,11.2-18.3
H.S. or G.E.D.,212,9.7,8.0-11.5
Some post-H.S.,185,9.1,7.5-10.8
College graduate,158,6.5,5.2-7.8
Alaska,,,
Less than H.S.,12,*,
H.S. or G.E.D.,61,6.8,4.4-9.1
Some post-H.S.,99,12.6,8.8-16.5
College graduate,100,9.2,6.7-11.6
Arizona,,,
Less than H.S.,74,9.1,5.9-12.4
H.S. or G.E.D.,207,8.4,6.7-10.2
Some post-H.S.,302,11.1,9.1-13.1
College graduate,316,9.5,7.9-11.1
Arkansas,,,
Less than H.S.,67,12.4,8.7-16.1
H.S. or G.E.D.,150,8.1,6.3-9.9
Some post-H.S.,133,9.9,7.5-12.2
College graduate,139,8.4,6.5-10.2
California,,,
Less than H.S.,104,5.4,4.2-6.5
H.S. or G.E.D.,157,6.9,5.7-8.2
Some post-H.S.,285,9.7,8.3-11.2
College graduate,429,7.9,7.0-8.8
Colorado,,,
Less than H.S.,57,8.5,6.0-10.9
H.S. or G.E.D.,145,8.3,6.8-9.8
Some post-H.S.,276,11.5,10.0-13.0
College graduate,383,9.4,8.3-10.5
Connecticut,,,
Less than H.S.,67,12.1,8.8-15.3
H.S. or G.E.D.,226,11.8,9.9-13.8
Some post-H.S.,245,12.0,10.0-14.0
College graduate,349,8.1,7.0-9.1
Delaware,,,
Less than H.S.,41,11.9,7.8-16.0
H.S. or G.E.D.,107,9.5,7.0-12.0
Some post-H.S.,100,11.9,8.7-15.1
College graduate,125,7.5,5.5-9.4
District of Columbia,,,
Less than H.S.,30,22.2,13.9-30.5
H.S. or G.E.D.,48,10.0,6.7-13.3
Some post-H.S.,55,12.7,8.4-17.0
College graduate,136,9.5,7.5-11.4
Florida,,,
Less than H.S.,220,10.0,7.3-12.6
H.S. or G.E.D.,429,7.4,5.7-9.1
Some post-H.S.,428,7.6,6.3-9.0
College graduate,337,6.0,4.7-7.3
Georgia,,,
Less than H.S.,94,8.2,5.9-10.5
H.S. or G.E.D.,169,7.5,5.8-9.2
Some post-H.S.,187,8.4,6.3-10.5
College graduate,175,6.8,5.1-8.4
Hawaii,,,
