Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,120,35.3,28.0-42.5
H.S. or G.E.D.,260,23.6,20.2-27.0
Some post-H.S.,313,22.9,19.9-25.8
College graduate,291,20.0,17.4-22.7
Alaska,,,
Less than H.S.,73,26.6,19.8-33.4
H.S. or G.E.D.,242,16.1,13.8-18.4
Some post-H.S.,357,23.3,20.5-26.0
College graduate,438,19.6,17.4-21.8
Arizona,,,
Less than H.S.,145,19.9,15.1-24.8
H.S. or G.E.D.,406,20.4,17.7-23.1
Some post-H.S.,740,22.9,20.6-25.1
College graduate,698,17.1,15.3-19.0
Arkansas,,,
Less than H.S.,112,28.8,23.1-34.4
H.S. or G.E.D.,402,24.0,21.3-26.7
Some post-H.S.,385,32.4,29.2-35.7
College graduate,370,21.5,19.1-23.9
California,,,
Less than H.S.,139,15.4,12.4-18.3
H.S. or G.E.D.,378,17.9,15.6-20.2
Some post-H.S.,667,22.5,20.4-24.6
College graduate,977,15.3,14.0-16.6
Colorado,,,
Less than H.S.,94,15.9,12.3-19.5
H.S. or G.E.D.,387,21.9,19.4-24.4
Some post-H.S.,599,25.1,23.1-27.2
College graduate,929,19.5,18.1-20.8
Connecticut,,,
Less than H.S.,108,20.9,15.9-25.8
H.S. or G.E.D.,418,18.9,16.4-21.4
Some post-H.S.,520,22.1,19.7-24.6
College graduate,924,17.3,15.8-18.9
Delaware,,,
Less than H.S.,56,29.8,21.2-38.3
H.S. or G.E.D.,200,22.0,18.4-25.5
Some post-H.S.,206,18.5,15.3-21.7
College graduate,274,15.9,13.6-18.2
District of Columbia,,,
Less than H.S.,24,21.1,11.5-30.6
H.S. or G.E.D.,93,20.6,15.5-25.8
Some post-H.S.,80,19.4,14.4-24.4
College graduate,408,19.3,17.2-21.4
Florida,,,
Less than H.S.,212,22.9,17.5-28.4
H.S. or G.E.D.,632,16.0,13.8-18.3
Some post-H.S.,815,20.3,17.8-22.8
College graduate,824,15.0,13.1-16.9
Georgia,,,
Less than H.S.,153,22.9,18.5-27.3
H.S. or G.E.D.,402,17.3,15.1-19.5
Some post-H.S.,553,23.9,21.4-26.4
College graduate,602,15.1,13.5-16.7
Hawaii,,,
Less than H.S.,40,17.7,11.4-24.1
H.S. or G.E.D.,262,12.3,10.4-14.2
Some post-H.S.,344,13.1,11.3-14.8
College graduate,450,11.2,9.8-12.5
Idaho,,,
Less than H.S.,91,25.3,19.2-31.4
H.S. or G.E.D.,363,23.2,20.7-25.7
Some post-H.S.,482,24.5,22.3-26.7
College graduate,426,18.4,16.6-20.3
Illinois,,,
Less than H.S.,49,15.6,10.9-20.3
H.S. or G.E.D.,162,18.6,15.5-21.7
Some post-H.S.,193,19.2,16.2-22.3
College graduate,308,16.3,14.1-18.4
Indiana,,,
Less than H.S.,160,23.7,19.8-27.7
H.S. or G.E.D.,678,23.2,21.3-25.0
Some post-H.S.,653,24.7,22.8-26.7
College graduate,718,19.6,18.1-21.1
Iowa,,,
Less than H.S.,103,18.1,13.7-22.5
H.S. or G.E.D.,462,18.5,16.6-20.5
Some post-H.S.,503,20.4,18.3-22.4
College graduate,451,16.3,14.6-18.0
Kansas,,,
Less than H.S.,89,23.0,17.9-28.0
H.S. or G.E.D.,505,19.3,17.3-21.3
Some post-H.S.,669,22.0,20.1-23.9
College graduate,706,15.8,14.4-17.2
Kentucky,,,
Less than H.S.,113,30.3,23.8-36.8
H.S. or G.E.D.,332,26.3,22.9-29.7
Some post-H.S.,335,29.2,25.5-32.9
College graduate,247,18.0,15.2-20.8
Louisiana,,,
Less than H.S.,133,32.7,27.2-38.2
H.S. or G.E.D.,392,25.0,22.3-27.7
Some post-H.S.,444,28.0,25.3-30.7
College graduate,446,22.6,20.3-24.9
Maine,,,
Less than H.S.,118,41.1,33.6-48.7
H.S. or G.E.D.,666,28.9,26.2-31.5
Some post-H.S.,716,26.4,24.1-28.6
College graduate,930,20.4,18.8-22.0
Maryland,,,
Less than H.S.,199,16.0,12.8-19.2
H.S. or G.E.D.,760,18.9,16.9-20.9
Some post-H.S.,734,20.7,18.5-22.9
College graduate,"1,335",16.4,15.2-17.6
Massachusetts,,,
Less than H.S.,152,26.3,21.6-31.1
H.S. or G.E.D.,474,23.7,21.2-26.3
Some post-H.S.,586,24.0,21.8-26.3
College graduate,"1,132",18.0,16.6-19.3
Michigan,,,
Less than H.S.,116,30.6,24.9-36.3
H.S. or G.E.D.,554,22.6,20.6-24.7
Some post-H.S.,660,24.6,22.6-26.6
College graduate,841,19.1,17.7-20.5
Minnesota,,,
Less than H.S.,137,29.9,24.7-35.0
H.S. or G.E.D.,709,21.1,19.2-22.9
Some post-H.S.,"1,216",25.9,24.3-27.6
College graduate,"1,820",21.8,20.7-22.9
Mississippi,,,
Less than H.S.,103,23.0,18.2-27.8
H.S. or G.E.D.,200,17.3,14.6-20.0
Some post-H.S.,321,25.0,22.1-27.9
College graduate,223,16.4,13.8-19.0
Missouri,,,
Less than H.S.,129,26.2,21.0-31.5
H.S. or G.E.D.,453,21.5,19.1-23.8
Some post-H.S.,521,24.2,21.8-26.6
College graduate,489,17.9,16.1-19.8
Montana,,,
Less than H.S.,92,36.0,29.1-42.9
H.S. or G.E.D.,391,23.9,21.4-26.4
Some post-H.S.,474,25.7,23.3-28.1
College graduate,543,20.9,18.9-22.8
Nebraska,,,
Less than H.S.,58,12.5,8.3-16.7
H.S. or G.E.D.,319,17.0,14.6-19.3
Some post-H.S.,408,21.2,18.8-23.6
College graduate,330,13.7,11.9-15.5
Nevada,,,
Less than H.S.,44,17.0,11.0-23.0
