Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,100,22.5,17.0-28.0
H.S. or G.E.D.,267,16.3,13.8-18.8
Some post-H.S.,306,16.2,14.1-18.4
College graduate,219,9.9,8.3-11.5
Alaska,,,
Less than H.S.,32,10.4,5.3-15.6
H.S. or G.E.D.,155,7.9,6.3-9.6
Some post-H.S.,219,10.3,8.6-12.0
College graduate,196,7.0,5.6-8.4
Arizona,,,
Less than H.S.,186,23.0,18.2-27.7
H.S. or G.E.D.,328,11.9,9.9-14.0
Some post-H.S.,532,12.4,10.7-14.0
College graduate,502,9.7,8.4-11.0
Arkansas,,,
Less than H.S.,111,23.8,19.0-28.7
H.S. or G.E.D.,382,16.1,14.2-18.1
Some post-H.S.,266,14.6,12.5-16.7
College graduate,263,12.2,10.5-14.0
California,,,
Less than H.S.,155,18.1,14.6-21.6
H.S. or G.E.D.,239,10.8,8.9-12.7
Some post-H.S.,356,11.8,10.1-13.4
College graduate,464,8.7,7.4-10.0
Colorado,,,
Less than H.S.,79,11.8,8.8-14.8
H.S. or G.E.D.,179,8.8,7.1-10.6
Some post-H.S.,241,9.6,7.9-11.3
College graduate,324,5.8,5.1-6.5
Connecticut,,,
Less than H.S.,106,18.0,13.4-22.6
H.S. or G.E.D.,300,14.0,11.5-16.6
Some post-H.S.,269,10.0,8.3-11.6
College graduate,427,6.8,5.9-7.6
Delaware,,,
Less than H.S.,62,18.3,12.4-24.2
H.S. or G.E.D.,167,14.6,11.8-17.4
Some post-H.S.,178,14.3,11.6-17.0
College graduate,198,11.1,9.0-13.1
District of Columbia,,,
Less than H.S.,33,22.1,13.0-31.2
H.S. or G.E.D.,82,10.9,8.0-13.9
Some post-H.S.,75,12.5,8.8-16.1
College graduate,135,4.1,3.3-5.0
Florida,,,
Less than H.S.,183,20.6,14.9-26.2
H.S. or G.E.D.,594,11.8,9.9-13.6
Some post-H.S.,666,12.5,10.4-14.6
College graduate,644,9.0,7.8-10.2
Georgia,,,
Less than H.S.,178,21.3,17.4-25.3
H.S. or G.E.D.,443,12.9,11.2-14.6
Some post-H.S.,417,11.2,9.7-12.8
College graduate,476,8.2,7.1-9.4
Hawaii,,,
Less than H.S.,41,13.0,8.1-17.8
