Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,56,23.4,16.5-30.3
H.S. or G.E.D.,162,21.0,17.3-24.6
Some post-H.S.,132,14.3,11.4-17.1
College graduate,100,9.4,7.4-11.5
Alaska,,,
Less than H.S.,85,31.8,24.6-39.1
H.S. or G.E.D.,426,32.9,29.6-36.1
Some post-H.S.,331,20.5,18.0-23.1
College graduate,349,16.0,13.9-18.0
Arizona,,,
Less than H.S.,196,42.8,36.8-48.9
H.S. or G.E.D.,471,27.7,24.6-30.9
Some post-H.S.,506,20.1,17.8-22.5
College graduate,522,15.4,13.5-17.3
Arkansas,,,
Less than H.S.,42,17.1,12.0-22.3
H.S. or G.E.D.,198,17.2,14.6-19.8
Some post-H.S.,135,15.0,12.3-17.7
College graduate,122,9.8,7.8-11.7
California,,,
Less than H.S.,288,38.5,34.1-43.0
H.S. or G.E.D.,525,25.4,22.9-28.0
Some post-H.S.,447,15.2,13.6-16.9
College graduate,726,13.1,11.9-14.3
Colorado,,,
Less than H.S.,209,38.6,33.5-43.7
H.S. or G.E.D.,407,23.9,21.4-26.4
Some post-H.S.,394,17.8,15.9-19.6
College graduate,577,12.8,11.6-13.9
Connecticut,,,
Less than H.S.,158,31.4,25.9-37.0
H.S. or G.E.D.,292,15.4,13.0-17.7
Some post-H.S.,225,11.3,9.4-13.1
College graduate,336,6.8,5.8-7.8
Delaware,,,
Less than H.S.,72,26.6,19.6-33.5
H.S. or G.E.D.,149,14.6,11.8-17.5
Some post-H.S.,113,12.3,9.5-15.0
College graduate,127,8.7,6.6-10.8
District of Columbia,,,
Less than H.S.,19,25.2,13.9-36.5
H.S. or G.E.D.,68,15.8,11.6-20.0
Some post-H.S.,38,14.2,9.1-19.3
College graduate,228,13.9,12.0-15.8
Florida,,,
Less than H.S.,218,36.8,30.3-43.3
H.S. or G.E.D.,540,23.5,20.4-26.6
Some post-H.S.,487,19.0,16.1-21.9
College graduate,507,13.9,12.0-15.7
Georgia,,,
Less than H.S.,183,37.9,32.6-43.2
H.S. or G.E.D.,364,23.0,20.3-25.7
Some post-H.S.,348,20.1,17.6-22.7
College graduate,371,13.4,11.8-15.1
Hawaii,,,
Less than H.S.,51,24.2,17.0-31.4
H.S. or G.E.D.,267,15.2,13.1-17.3
Some post-H.S.,197,9.2,7.6-10.7
College graduate,253,7.6,6.4-8.7
Idaho,,,
Less than H.S.,96,26.1,20.6-31.6
H.S. or G.E.D.,293,20.3,17.9-22.7
Some post-H.S.,269,14.1,12.4-15.9
College graduate,194,9.5,8.1-10.9
Illinois,,,
Less than H.S.,112,35.9,29.0-42.8
H.S. or G.E.D.,194,20.7,17.5-23.8
Some post-H.S.,144,14.6,11.8-17.4
College graduate,244,13.0,11.1-14.9
Indiana,,,
Less than H.S.,156,29.1,24.7-33.5
H.S. or G.E.D.,381,16.2,14.5-18.0
Some post-H.S.,309,13.8,12.2-15.4
College graduate,329,10.9,9.6-12.2
Iowa,,,
Less than H.S.,221,30.8,26.0-35.6
H.S. or G.E.D.,475,21.3,19.2-23.4
Some post-H.S.,353,15.9,14.0-17.8
College graduate,320,13.4,11.8-15.1
Kansas,,,
Less than H.S.,92,26.2,20.7-31.8
H.S. or G.E.D.,437,19.9,17.7-22.1
Some post-H.S.,388,14.2,12.6-15.9
College graduate,345,10.3,9.0-11.6
Kentucky,,,
Less than H.S.,28,11.7,6.8-16.6
H.S. or G.E.D.,158,15.9,12.9-18.8
Some post-H.S.,117,12.9,10.0-15.9
College graduate,101,10.0,7.6-12.3
Louisiana,,,
Less than H.S.,62,21.8,16.2-27.4
H.S. or G.E.D.,184,16.0,13.4-18.6
Some post-H.S.,158,13.0,10.7-15.3
College graduate,162,10.2,8.5-12.0
Maine,,,
Less than H.S.,37,11.1,6.8-15.5
H.S. or G.E.D.,238,10.7,8.9-12.4
Some post-H.S.,198,8.2,6.8-9.6
College graduate,240,5.4,4.5-6.2
Maryland,,,
Less than H.S.,290,36.9,32.4-41.3
H.S. or G.E.D.,443,15.1,13.2-17.1
Some post-H.S.,274,8.9,7.5-10.4
College graduate,574,8.0,7.1-8.8
Massachusetts,,,
Less than H.S.,135,21.8,17.5-26.0
H.S. or G.E.D.,218,10.0,8.4-11.7
Some post-H.S.,169,6.6,5.2-7.9
College graduate,362,5.9,5.1-6.6
Michigan,,,
Less than H.S.,83,27.4,21.6-33.2
H.S. or G.E.D.,276,12.9,11.2-14.5
Some post-H.S.,209,10.0,8.5-11.5
College graduate,272,7.8,6.8-8.8
Minnesota,,,
Less than H.S.,185,33.5,28.5-38.5
H.S. or G.E.D.,616,20.6,18.7-22.5
Some post-H.S.,691,15.6,14.3-16.9
College graduate,977,13.0,12.1-13.9
Mississippi,,,
Less than H.S.,75,23.5,17.9-29.2
H.S. or G.E.D.,205,21.2,18.2-24.3
Some post-H.S.,208,16.8,14.4-19.2
College graduate,182,13.3,11.1-15.4
Missouri,,,
Less than H.S.,97,28.9,23.0-34.8
H.S. or G.E.D.,393,21.2,18.8-23.5
Some post-H.S.,304,15.9,13.8-18.1
College graduate,284,11.9,10.3-13.6
Montana,,,
Less than H.S.,85,31.5,24.9-38.2
H.S. or G.E.D.,380,24.3,21.8-26.8
Some post-H.S.,340,18.2,16.2-20.3
College graduate,382,14.9,13.3-16.6
Nebraska,,,
Less than H.S.,170,37.1,31.3-42.9
H.S. or G.E.D.,329,19.5,17.0-21.9
Some post-H.S.,244,14.0,12.0-16.0
College graduate,221,12.1,10.2-14.0
Nevada,,,
Less than H.S.,85,41.8,33.9-49.8
H.S. or G.E.D.,222,33.6,29.0-38.2
Some post-H.S.,153,19.4,15.7-23.0
College graduate,172,16.2,13.3-19.0
New Hampshire,,,
Less than H.S.,24,16.8,9.8-23.8
H.S. or G.E.D.,134,13.3,10.7-15.9
Some post-H.S.,103,8.6,6.4-10.9
College graduate,146,6.4,5.2-7.7
New Jersey,,,
Less than H.S.,176,37.7,32.2-43.2
H.S. or G.E.D.,284,17.2,14.9-19.5
Some post-H.S.,233,13.2,11.1-15.2
College graduate,432,9.8,8.7-10.8
New Mexico,,,
Less than H.S.,131,32.7,26.8-38.6
H.S. or G.E.D.,278,34.6,30.5-38.7
Some post-H.S.,217,24.4,20.8-27.9
College graduate,272,17.8,15.3-20.3
New York,,,
Less than H.S.,377,29.6,26.5-32.7
H.S. or G.E.D.,599,16.6,15.0-18.2
Some post-H.S.,453,13.4,11.9-14.9
College graduate,905,12.8,11.7-13.8
North Carolina,,,
Less than H.S.,142,36.5,29.5-43.6
H.S. or G.E.D.,225,22.6,19.4-25.8
Some post-H.S.,161,13.0,10.7-15.4
College graduate,215,11.6,9.8-13.3
North Dakota,,,
Less than H.S.,33,26.1,17.7-34.6
H.S. or G.E.D.,155,18.5,15.6-21.4
Some post-H.S.,204,19.6,16.9-22.2
College graduate,171,13.2,11.1-15.3
Ohio,,,
Less than H.S.,122,22.2,17.7-26.8
H.S. or G.E.D.,648,18.0,16.2-19.7
Some post-H.S.,485,12.8,11.3-14.3
College graduate,471,9.6,8.6-10.7
Oklahoma,,,
Less than H.S.,118,33.8,28.4-39.1
H.S. or G.E.D.,255,21.6,19.1-24.2
Some post-H.S.,250,15.5,13.5-17.4
College graduate,200,12.4,10.5-14.3
Oregon,,,
Less than H.S.,93,30.4,24.3-36.5
H.S. or G.E.D.,230,20.3,17.5-23.1
Some post-H.S.,229,14.0,12.0-15.9
