Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,133,27.2,22.1-32.2
H.S. or G.E.D.,358,18.8,16.5-21.1
Some post-H.S.,331,17.2,15.1-19.4
College graduate,217,10.1,8.5-11.7
Alaska,,,
Less than H.S.,26,18.1,8.9-27.4
H.S. or G.E.D.,109,12.9,9.5-16.3
Some post-H.S.,95,13.6,9.6-17.5
College graduate,89,7.3,5.2-9.4
Arizona,,,
Less than H.S.,143,20.8,15.7-25.9
H.S. or G.E.D.,296,15.3,12.6-17.9
Some post-H.S.,419,16.1,13.8-18.4
College graduate,256,8.2,6.7-9.7
Arkansas,,,
Less than H.S.,97,23.3,17.9-28.7
H.S. or G.E.D.,275,17.6,14.9-20.2
Some post-H.S.,248,21.8,18.5-25.2
College graduate,137,8.7,6.7-10.6
California,,,
Less than H.S.,189,10.8,9.0-12.6
H.S. or G.E.D.,280,13.0,11.2-14.8
Some post-H.S.,411,14.5,12.9-16.2
College graduate,449,9.0,7.9-10.1
Colorado,,,
Less than H.S.,80,13.5,10.2-16.7
H.S. or G.E.D.,261,16.1,14.0-18.2
Some post-H.S.,306,14.2,12.5-15.9
College graduate,309,7.9,6.9-8.9
Connecticut,,,
Less than H.S.,58,13.4,9.4-17.4
H.S. or G.E.D.,289,14.8,12.8-16.9
Some post-H.S.,271,13.2,11.2-15.3
College graduate,276,6.7,5.6-7.8
Delaware,,,
Less than H.S.,59,19.5,13.0-26.0
H.S. or G.E.D.,156,14.2,11.4-17.0
Some post-H.S.,137,16.7,12.8-20.5
College graduate,117,7.0,5.2-8.8
District of Columbia,,,
Less than H.S.,23,20.9,11.1-30.7
H.S. or G.E.D.,70,17.7,13.0-22.4
Some post-H.S.,68,15.1,10.9-19.2
College graduate,97,6.9,5.2-8.6
Florida,,,
Less than H.S.,337,19.6,15.5-23.6
H.S. or G.E.D.,719,14.2,11.9-16.5
Some post-H.S.,740,15.2,13.2-17.2
College graduate,473,9.3,7.5-11.1
Georgia,,,
Less than H.S.,152,18.9,14.2-23.6
H.S. or G.E.D.,302,17.6,14.9-20.2
Some post-H.S.,326,16.8,14.1-19.5
College graduate,228,9.8,8.0-11.6
Hawaii,,,
Less than H.S.,56,15.5,10.8-20.3
H.S. or G.E.D.,267,13.1,11.2-15.0
Some post-H.S.,234,11.4,9.6-13.2
College graduate,256,7.7,6.5-8.8
Idaho,,,
Less than H.S.,65,20.8,14.2-27.4
H.S. or G.E.D.,207,14.0,11.2-16.8
Some post-H.S.,232,14.5,11.9-17.2
College graduate,154,8.6,6.5-10.7
Illinois,,,
Less than H.S.,50,14.5,10.1-19.0
H.S. or G.E.D.,171,13.5,11.3-15.6
Some post-H.S.,192,14.3,12.1-16.4
College graduate,212,9.0,7.7-10.3
Indiana,,,
Less than H.S.,109,19.1,15.1-23.0
H.S. or G.E.D.,390,15.9,14.0-17.7
Some post-H.S.,335,15.5,13.7-17.4
College graduate,246,8.3,7.1-9.4
Iowa,,,
Less than H.S.,82,17.3,13.4-21.1
H.S. or G.E.D.,355,13.7,12.1-15.2
Some post-H.S.,356,13.5,12.0-15.0
College graduate,219,7.5,6.4-8.6
Kansas,,,
Less than H.S.,88,21.0,16.3-25.8
H.S. or G.E.D.,400,14.8,13.2-16.4
Some post-H.S.,483,15.6,14.1-17.1
College graduate,337,8.8,7.8-9.8
Kentucky,,,
Less than H.S.,144,21.8,17.1-26.5
H.S. or G.E.D.,386,17.4,15.1-19.7
Some post-H.S.,368,18.9,16.3-21.5
College graduate,265,11.3,9.3-13.3
Louisiana,,,
Less than H.S.,138,32.9,27.5-38.3
H.S. or G.E.D.,265,17.5,15.1-19.8
Some post-H.S.,202,17.5,14.9-20.1
College graduate,152,11.6,9.4-13.8
Maine,,,
Less than H.S.,86,19.9,13.6-26.2
H.S. or G.E.D.,474,17.1,14.8-19.3
Some post-H.S.,398,16.4,14.1-18.6
College graduate,324,7.5,6.3-8.7
Maryland,,,
Less than H.S.,159,15.9,12.4-19.4
H.S. or G.E.D.,564,14.7,13.0-16.5
Some post-H.S.,503,13.7,12.0-15.4
College graduate,549,7.2,6.4-8.0
Massachusetts,,,
Less than H.S.,72,18.1,13.5-22.7
H.S. or G.E.D.,212,14.7,12.3-17.0
Some post-H.S.,245,14.3,12.2-16.4
College graduate,324,8.6,7.5-9.8
Michigan,,,
Less than H.S.,107,27.5,22.1-32.9
H.S. or G.E.D.,407,16.4,14.6-18.2
Some post-H.S.,540,18.0,16.3-19.7
College graduate,372,9.7,8.5-10.8
Minnesota,,,
Less than H.S.,93,18.3,14.2-22.4
H.S. or G.E.D.,447,13.5,12.1-14.9
Some post-H.S.,579,12.7,11.6-13.8
College graduate,440,7.4,6.6-8.1
Mississippi,,,
Less than H.S.,132,26.3,21.3-31.3
H.S. or G.E.D.,229,17.4,14.7-20.1
Some post-H.S.,236,16.6,14.2-19.1
College graduate,149,11.0,8.9-13.1
Missouri,,,
Less than H.S.,120,26.5,21.1-31.9
H.S. or G.E.D.,328,16.8,14.5-19.1
Some post-H.S.,314,14.9,12.8-17.0
College graduate,182,8.1,6.6-9.6
Montana,,,
Less than H.S.,48,18.1,12.9-23.4
H.S. or G.E.D.,254,16.8,14.7-19.0
Some post-H.S.,284,14.9,13.0-16.8
College graduate,201,8.4,7.0-9.7
Nebraska,,,
Less than H.S.,109,11.5,8.7-14.3
H.S. or G.E.D.,526,13.5,11.9-15.1
Some post-H.S.,560,13.3,11.9-14.8
College graduate,349,6.7,5.7-7.6
Nevada,,,
Less than H.S.,44,12.4,8.0-16.9
H.S. or G.E.D.,102,18.3,13.9-22.7
Some post-H.S.,138,16.6,13.3-19.9
College graduate,87,9.8,6.7-12.8
New Hampshire,,,
Less than H.S.,50,24.9,17.1-32.7
H.S. or G.E.D.,229,18.1,15.3-20.9
Some post-H.S.,186,14.5,11.8-17.2
College graduate,182,7.4,6.0-8.9
New Mexico,,,
Less than H.S.,121,17.5,13.7-21.2
H.S. or G.E.D.,205,14.0,11.6-16.4
Some post-H.S.,256,17.8,15.2-20.5
College graduate,210,9.7,8.0-11.4
New York,,,
Less than H.S.,158,12.0,9.6-14.4
H.S. or G.E.D.,465,13.6,12.0-15.3
Some post-H.S.,458,13.9,12.0-15.7
College graduate,500,8.7,7.7-9.7
North Carolina,,,
Less than H.S.,70,18.0,13.4-22.7
H.S. or G.E.D.,149,15.8,13.1-18.5
Some post-H.S.,177,14.8,12.5-17.2
College graduate,136,8.8,7.2-10.4
North Dakota,,,
Less than H.S.,30,21.6,13.0-30.2
H.S. or G.E.D.,131,12.2,9.6-14.7
Some post-H.S.,146,11.9,9.5-14.3
College graduate,109,6.5,4.9-8.0
Ohio,,,
Less than H.S.,221,29.9,24.7-35.0
H.S. or G.E.D.,738,18.6,16.7-20.4
Some post-H.S.,539,15.7,13.8-17.6
College graduate,336,8.8,7.5-10.0
Oklahoma,,,
Less than H.S.,79,19.1,14.6-23.5
H.S. or G.E.D.,273,17.7,15.4-20.0
Some post-H.S.,279,16.5,14.4-18.6
College graduate,182,9.9,8.3-11.6
Oregon,,,
Less than H.S.,73,20.2,15.1-25.4
H.S. or G.E.D.,225,16.4,14.1-18.7
Some post-H.S.,284,14.8,12.9-16.6
College graduate,225,9.4,8.1-10.8
Pennsylvania,,,
Less than H.S.,58,16.7,11.9-21.5
H.S. or G.E.D.,272,14.2,12.2-16.1
Some post-H.S.,269,17.5,15.1-19.9
College graduate,241,8.6,7.2-9.9
Rhode Island,,,
Less than H.S.,90,22.3,16.5-28.0
H.S. or G.E.D.,232,15.4,12.7-18.1
Some post-H.S.,223,15.2,12.5-18.0
College graduate,237,8.0,6.6-9.4
South Carolina,,,
Less than H.S.,110,21.5,17.1-26.0
H.S. or G.E.D.,266,15.3,13.2-17.4
Some post-H.S.,247,11.4,9.7-13.0
College graduate,194,8.3,6.8-9.7
South Dakota,,,
Less than H.S.,53,15.7,6.9-24.5
H.S. or G.E.D.,162,12.0,8.9-15.2
Some post-H.S.,202,9.8,7.1-12.4
College graduate,164,8.2,5.8-10.7
Tennessee,,,
Less than H.S.,142,23.6,18.8-28.5
H.S. or G.E.D.,362,17.0,14.7-19.3
Some post-H.S.,279,16.6,14.2-19.0
College graduate,178,9.1,7.4-10.9
Texas,,,
Less than H.S.,220,14.9,10.9-19.0
H.S. or G.E.D.,410,13.0,10.8-15.3
Some post-H.S.,461,14.3,12.0-16.5
College graduate,364,7.4,6.1-8.7
Utah,,,
Less than H.S.,84,15.1,11.5-18.8
H.S. or G.E.D.,425,17.6,15.7-19.5
Some post-H.S.,545,15.8,14.4-17.3
College graduate,377,8.7,7.7-9.8
Vermont,,,
Less than H.S.,49,29.5,21.1-37.9
H.S. or G.E.D.,235,15.8,12.8-18.7
Some post-H.S.,176,14.6,11.8-17.5
College graduate,216,8.3,6.4-10.2
Virginia,,,
Less than H.S.,109,15.8,12.3-19.4
H.S. or G.E.D.,343,15.8,13.7-17.9
Some post-H.S.,380,15.5,13.6-17.4
College graduate,300,7.2,6.1-8.3
Washington,,,
Less than H.S.,141,21.4,17.6-25.2
H.S. or G.E.D.,373,15.9,14.1-17.7
Some post-H.S.,536,15.1,13.6-16.5
College graduate,407,8.3,7.3-9.3
West Virginia,,,
Less than H.S.,136,29.3,23.9-34.7
H.S. or G.E.D.,349,21.3,18.9-23.8
Some post-H.S.,264,21.4,18.4-24.3
College graduate,162,12.0,9.9-14.2
Wisconsin,,,
Less than H.S.,35,15.8,9.5-22.1
H.S. or G.E.D.,157,13.6,11.1-16.2
Some post-H.S.,170,14.5,11.9-17.1
College graduate,149,8.6,6.9-10.4
Wyoming,,,
Less than H.S.,24,17.7,9.9-25.5
H.S. or G.E.D.,139,14.6,11.6-17.7
Some post-H.S.,165,13.7,11.2-16.3
College graduate,102,6.5,4.8-8.2
Guam,,,
Less than H.S.,20,16.4,7.8-25.1
H.S. or G.E.D.,99,12.7,9.4-15.9
Some post-H.S.,93,15.5,11.8-19.1
College graduate,71,9.9,7.1-12.6
Puerto Rico,,,
Less than H.S.,114,11.5,9.2-13.8
H.S. or G.E.D.,190,12.1,10.0-14.2
Some post-H.S.,196,13.6,11.5-15.8
College graduate,219,10.7,9.0-12.4
