Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,67,22.2,16.6-27.9
H.S. or G.E.D.,178,16.2,13.4-19.0
Some post-H.S.,182,15.5,12.8-18.2
College graduate,179,12.9,10.8-14.9
Alaska,,,
Less than H.S.,34,21.1,13.5-28.6
H.S. or G.E.D.,204,17.2,14.5-19.9
Some post-H.S.,219,15.3,12.9-17.6
College graduate,209,10.4,8.6-12.1
Arizona,,,
Less than H.S.,123,19.9,15.6-24.2
H.S. or G.E.D.,383,16.8,14.6-19.0
Some post-H.S.,515,15.8,14.0-17.6
College graduate,449,9.7,8.5-11.0
Arkansas,,,
Less than H.S.,93,29.6,23.4-35.8
H.S. or G.E.D.,282,18.6,16.1-21.0
Some post-H.S.,251,20.9,18.1-23.7
College graduate,167,10.7,9.0-12.5
California,,,
Less than H.S.,149,11.6,9.3-13.9
H.S. or G.E.D.,412,20.2,17.9-22.6
Some post-H.S.,536,17.2,15.2-19.1
College graduate,588,10.3,8.9-11.6
Colorado,,,
Less than H.S.,94,19.3,15.0-23.5
H.S. or G.E.D.,283,18.2,15.9-20.6
Some post-H.S.,390,19.3,17.2-21.5
College graduate,446,10.5,9.4-11.6
Connecticut,,,
Less than H.S.,75,13.7,9.3-18.1
H.S. or G.E.D.,309,16.5,13.9-19.0
Some post-H.S.,326,17.1,14.5-19.6
College graduate,498,11.1,9.7-12.5
Delaware,,,
Less than H.S.,40,17.5,10.5-24.5
H.S. or G.E.D.,154,13.4,10.8-15.9
Some post-H.S.,169,18.7,15.2-22.1
College graduate,174,9.8,7.7-11.8
District of Columbia,,,
Less than H.S.,12,*,
H.S. or G.E.D.,69,19.0,13.4-24.5
Some post-H.S.,63,19.3,13.5-25.2
College graduate,185,9.7,8.0-11.4
Florida,,,
Less than H.S.,177,22.4,16.4-28.3
H.S. or G.E.D.,579,16.7,14.1-19.3
Some post-H.S.,566,15.6,13.1-18.0
College graduate,477,9.8,8.3-11.3
Georgia,,,
Less than H.S.,112,18.5,14.0-22.9
H.S. or G.E.D.,322,16.7,14.4-18.9
Some post-H.S.,319,18.2,15.7-20.7
College graduate,342,11.1,9.6-12.6
Hawaii,,,
Less than H.S.,40,14.1,8.6-19.6
H.S. or G.E.D.,276,14.2,12.0-16.4
Some post-H.S.,311,14.1,12.0-16.1
College graduate,365,10.3,8.8-11.8
Idaho,,,
Less than H.S.,97,21.1,16.2-26.0
H.S. or G.E.D.,330,18.0,15.7-20.4
Some post-H.S.,292,14.2,12.1-16.2
College graduate,235,10.4,8.6-12.1
Illinois,,,
Less than H.S.,49,10.6,7.2-13.9
H.S. or G.E.D.,174,14.7,12.2-17.3
Some post-H.S.,204,16.4,13.7-19.1
College graduate,286,11.5,9.8-13.1
Indiana,,,
Less than H.S.,142,23.4,19.3-27.6
H.S. or G.E.D.,544,18.7,16.9-20.4
Some post-H.S.,478,18.4,16.6-20.2
College graduate,412,10.6,9.4-11.7
Iowa,,,
Less than H.S.,125,20.6,16.3-25.0
H.S. or G.E.D.,433,17.0,15.1-18.9
Some post-H.S.,398,16.3,14.4-18.3
College graduate,297,10.4,8.9-11.8
Kansas,,,
Less than H.S.,85,23.9,18.4-29.5
H.S. or G.E.D.,378,16.8,14.8-18.7
Some post-H.S.,478,18.1,16.3-19.9
College graduate,369,9.4,8.2-10.5
Louisiana,,,
Less than H.S.,110,23.0,18.2-27.9
H.S. or G.E.D.,285,19.8,17.2-22.5
Some post-H.S.,293,20.1,17.6-22.7
College graduate,221,13.0,11.0-15.1
Maine,,,
Less than H.S.,88,23.7,17.8-29.6
H.S. or G.E.D.,565,21.2,19.0-23.5
Some post-H.S.,554,20.9,18.7-23.1
College graduate,507,11.0,9.6-12.3
Maryland,,,
Less than H.S.,172,18.8,15.2-22.4
H.S. or G.E.D.,590,16.5,14.4-18.5
Some post-H.S.,525,14.7,12.8-16.6
College graduate,780,10.2,9.1-11.3
Massachusetts,,,
Less than H.S.,82,18.2,13.3-23.2
H.S. or G.E.D.,298,16.6,14.1-19.1
Some post-H.S.,390,18.8,16.4-21.2
College graduate,568,10.7,9.6-11.9
Michigan,,,
Less than H.S.,77,21.7,16.4-27.0
H.S. or G.E.D.,441,20.8,18.5-23.0
Some post-H.S.,455,18.8,16.8-20.8
College graduate,419,10.0,8.8-11.2
Minnesota,,,
Less than H.S.,116,19.4,15.2-23.7
H.S. or G.E.D.,499,15.6,13.9-17.3
Some post-H.S.,677,16.8,15.2-18.4
College graduate,660,9.8,8.9-10.8
Mississippi,,,
Less than H.S.,51,18.7,12.8-24.6
H.S. or G.E.D.,177,16.2,13.6-18.8
Some post-H.S.,210,16.2,13.8-18.5
College graduate,153,10.5,8.4-12.5
Missouri,,,
Less than H.S.,95,20.8,15.9-25.6
H.S. or G.E.D.,367,18.7,16.4-21.1
Some post-H.S.,357,18.6,16.2-21.0
College graduate,269,11.1,9.4-12.8
Montana,,,
Less than H.S.,64,29.1,21.9-36.4
H.S. or G.E.D.,328,20.5,18.1-22.9
Some post-H.S.,341,21.0,18.5-23.5
College graduate,264,9.6,8.3-11.0
Nebraska,,,
Less than H.S.,106,11.7,8.8-14.6
H.S. or G.E.D.,500,16.2,14.4-18.0
Some post-H.S.,497,15.5,13.9-17.1
College graduate,379,9.2,8.1-10.4
Nevada,,,
Less than H.S.,25,27.3,16.1-38.5
H.S. or G.E.D.,131,23.1,16.9-29.3
Some post-H.S.,145,18.9,14.9-23.0
College graduate,128,13.8,10.6-16.9
New Hampshire,,,
Less than H.S.,54,36.9,27.8-46.1
H.S. or G.E.D.,202,15.6,12.9-18.3
Some post-H.S.,200,15.5,12.6-18.4
College graduate,280,11.1,9.4-12.8
New Jersey,,,
Less than H.S.,90,19.8,15.2-24.4
H.S. or G.E.D.,285,14.9,12.6-17.2
Some post-H.S.,280,15.7,13.2-18.2
College graduate,470,10.6,9.3-11.9
New Mexico,,,
Less than H.S.,52,19.6,12.6-26.6
H.S. or G.E.D.,139,17.4,13.2-21.7
Some post-H.S.,135,18.7,14.7-22.7
College graduate,106,9.5,7.0-12.0
New York,,,
Less than H.S.,245,17.3,14.7-19.9
H.S. or G.E.D.,526,14.2,12.5-15.9
Some post-H.S.,591,16.6,14.8-18.3
College graduate,907,11.4,10.4-12.4
North Carolina,,,
