Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,87,24.3,19.2-29.4
H.S. or G.E.D.,488,40.3,37.1-43.5
Some post-H.S.,553,46.8,43.6-50.0
College graduate,864,58.1,55.3-60.8
Alaska,,,
Less than H.S.,48,31.9,21.8-41.9
H.S. or G.E.D.,456,48.8,43.9-53.6
Some post-H.S.,462,49.3,44.7-53.8
College graduate,633,61.1,57.0-65.1
Arizona,,,
Less than H.S.,210,32.7,28.2-37.2
H.S. or G.E.D.,829,43.4,40.6-46.3
Some post-H.S.,"1,131",46.4,43.9-48.8
College graduate,"1,599",54.0,51.8-56.1
Arkansas,,,
Less than H.S.,72,29.3,22.8-35.9
H.S. or G.E.D.,454,42.7,39.3-46.1
Some post-H.S.,406,43.0,39.3-46.6
College graduate,628,55.9,52.6-59.2
California,,,
Less than H.S.,189,36.9,31.7-42.0
H.S. or G.E.D.,331,43.9,39.5-48.2
Some post-H.S.,450,40.7,36.9-44.5
College graduate,"1,147",55.2,52.4-58.1
Colorado,,,
Less than H.S.,205,35.9,31.5-40.3
H.S. or G.E.D.,883,49.1,46.6-51.6
Some post-H.S.,"1,080",47.2,45.0-49.5
College graduate,"2,354",58.9,57.3-60.5
Connecticut,,,
Less than H.S.,167,33.7,27.7-39.8
H.S. or G.E.D.,818,42.6,39.4-45.8
Some post-H.S.,910,45.2,41.8-48.6
College graduate,"2,100",59.8,57.6-62.0
Delaware,,,
Less than H.S.,156,39.4,32.2-46.5
H.S. or G.E.D.,436,44.7,40.7-48.7
Some post-H.S.,433,47.2,43.0-51.5
College graduate,677,58.5,55.0-62.0
District of Columbia,,,
Less than H.S.,22,18.6,10.7-26.4
H.S. or G.E.D.,148,40.9,34.9-46.8
Some post-H.S.,159,35.8,30.1-41.5
College graduate,"1,311",72.3,70.1-74.4
Florida,,,
Less than H.S.,270,27.7,21.9-33.5
H.S. or G.E.D.,923,38.2,34.4-42.1
Some post-H.S.,"1,052",42.7,39.3-46.2
College graduate,"1,344",48.0,44.9-51.1
Georgia,,,
Less than H.S.,187,27.8,22.8-32.8
H.S. or G.E.D.,832,44.9,41.6-48.2
Some post-H.S.,923,45.7,42.4-49.1
College graduate,"1,462",59.9,57.3-62.6
Hawaii,,,
Less than H.S.,64,34.7,26.6-42.8
H.S. or G.E.D.,825,46.6,43.8-49.4
Some post-H.S.,882,47.4,44.6-50.0
College graduate,"1,542",56.8,54.6-59.0
Idaho,,,
Less than H.S.,130,40.9,33.7-48.1
H.S. or G.E.D.,674,52.0,48.6-55.4
