Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,222,31.7,26.9-36.4
H.S. or G.E.D.,394,15.0,13.3-16.8
Some post-H.S.,267,11.2,9.6-12.8
College graduate,101,3.6,2.8-4.5
Alaska,,,
Less than H.S.,32,20.6,11.5-29.6
H.S. or G.E.D.,62,4.8,2.8-6.7
Some post-H.S.,60,5.3,3.1-7.5
College graduate,29,*,
Arizona,,,
Less than H.S.,126,13.1,9.2-17.1
H.S. or G.E.D.,202,5.8,4.5-7.1
Some post-H.S.,234,6.9,5.4-8.4
College graduate,83,1.9,1.3-2.4
Arkansas,,,
Less than H.S.,139,25.7,20.7-30.8
H.S. or G.E.D.,283,14.2,12.1-16.3
Some post-H.S.,176,9.9,8.1-11.6
College graduate,62,3.9,2.5-5.4
California,,,
Less than H.S.,202,10.2,8.6-11.8
H.S. or G.E.D.,158,5.7,4.7-6.8
Some post-H.S.,177,4.6,3.7-5.5
College graduate,129,2.1,1.6-2.6
Colorado,,,
Less than H.S.,66,8.1,5.9-10.3
H.S. or G.E.D.,139,6.2,5.0-7.3
Some post-H.S.,143,5.0,4.1-6.0
College graduate,90,1.8,1.3-2.2
Connecticut,,,
Less than H.S.,84,16.7,12.8-20.6
H.S. or G.E.D.,193,7.0,5.8-8.2
Some post-H.S.,124,4.8,3.8-5.9
College graduate,83,1.6,1.1-2.0
Delaware,,,
Less than H.S.,68,19.4,13.0-25.8
H.S. or G.E.D.,106,7.4,5.5-9.3
Some post-H.S.,86,6.7,4.8-8.6
College graduate,33,1.3,0.7-1.8
District of Columbia,,,
Less than H.S.,41,30.4,20.9-40.0
H.S. or G.E.D.,54,9.4,6.3-12.5
Some post-H.S.,39,6.7,4.1-9.2
College graduate,22,0.8,0.4-1.1
Florida,,,
Less than H.S.,422,22.0,17.9-26.2
H.S. or G.E.D.,571,9.3,7.6-11.0
Some post-H.S.,407,5.5,4.4-6.6
College graduate,172,2.2,1.5-2.8
Georgia,,,
Less than H.S.,215,19.1,15.5-22.8
H.S. or G.E.D.,251,9.7,7.8-11.5
Some post-H.S.,199,6.9,5.5-8.3
College graduate,70,1.7,1.1-2.4
Hawaii,,,
Less than H.S.,45,9.1,5.8-12.4
H.S. or G.E.D.,144,4.7,3.7-5.7
Some post-H.S.,107,3.5,2.7-4.3
College graduate,53,1.2,0.8-1.6
Idaho,,,
Less than H.S.,57,11.8,7.3-16.4
H.S. or G.E.D.,131,6.9,5.2-8.7
Some post-H.S.,119,5.2,3.8-6.7
College graduate,47,1.8,1.0-2.6
Illinois,,,
Less than H.S.,73,15.5,11.7-19.3
H.S. or G.E.D.,124,9.2,7.3-11.0
Some post-H.S.,69,3.8,2.8-4.8
College graduate,40,1.3,0.9-1.8
Indiana,,,
Less than H.S.,143,18.9,15.5-22.3
H.S. or G.E.D.,302,9.1,7.9-10.2
Some post-H.S.,184,7.1,6.0-8.3
College graduate,72,1.8,1.3-2.3
Iowa,,,
Less than H.S.,71,12.4,9.2-15.5
H.S. or G.E.D.,197,5.5,4.6-6.3
Some post-H.S.,147,3.9,3.1-4.6
College graduate,51,1.3,0.9-1.7
Kansas,,,
Less than H.S.,97,16.6,12.9-20.3
H.S. or G.E.D.,238,7.6,6.5-8.6
Some post-H.S.,233,5.6,4.8-6.5
College graduate,97,2.1,1.6-2.7
Kentucky,,,
Less than H.S.,225,30.7,25.4-35.9
H.S. or G.E.D.,409,13.9,11.8-16.0
Some post-H.S.,253,8.5,6.9-10.1
College graduate,105,3.3,2.3-4.2
Louisiana,,,
Less than H.S.,155,26.5,21.8-31.1
H.S. or G.E.D.,211,11.0,9.3-12.7
Some post-H.S.,103,6.6,5.0-8.1
College graduate,46,2.3,1.5-3.1
Maine,,,
Less than H.S.,127,24.4,18.5-30.3
H.S. or G.E.D.,367,9.9,8.5-11.4
Some post-H.S.,257,7.8,6.4-9.2
College graduate,107,1.8,1.4-2.3
Maryland,,,
Less than H.S.,180,15.8,12.6-19.1
H.S. or G.E.D.,384,6.9,5.9-7.9
Some post-H.S.,251,4.6,3.8-5.4
College graduate,141,1.3,1.0-1.6
