Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,120,31.0,23.9-38.1
H.S. or G.E.D.,195,13.9,11.4-16.5
Some post-H.S.,153,8.7,7.0-10.4
College graduate,37,1.8,1.1-2.5
Alaska,,,
Less than H.S.,57,20.7,14.1-27.4
H.S. or G.E.D.,100,5.7,4.2-7.2
Some post-H.S.,81,4.0,2.8-5.2
College graduate,40,1.4,0.9-2.0
Arizona,,,
Less than H.S.,109,13.0,9.0-16.9
H.S. or G.E.D.,185,7.5,5.7-9.3
Some post-H.S.,239,6.0,4.8-7.2
College graduate,125,2.3,1.7-3.0
Arkansas,,,
Less than H.S.,132,31.9,26.2-37.5
H.S. or G.E.D.,280,13.0,11.1-14.9
Some post-H.S.,128,8.9,7.1-10.8
College graduate,62,2.4,1.7-3.2
California,,,
Less than H.S.,116,12.1,9.5-14.7
H.S. or G.E.D.,151,6.2,4.8-7.6
Some post-H.S.,181,4.5,3.7-5.4
College graduate,91,1.6,1.1-2.1
Colorado,,,
Less than H.S.,57,8.8,6.1-11.5
H.S. or G.E.D.,120,5.9,4.6-7.3
Some post-H.S.,114,4.2,3.2-5.1
College graduate,99,1.8,1.3-2.2
Connecticut,,,
Less than H.S.,84,13.7,9.9-17.6
H.S. or G.E.D.,173,7.5,5.7-9.2
Some post-H.S.,132,4.6,3.4-5.7
College graduate,73,1.1,0.7-1.4
Delaware,,,
Less than H.S.,41,12.1,7.5-16.7
H.S. or G.E.D.,76,6.8,4.7-9.0
Some post-H.S.,56,5.0,3.3-6.6
College graduate,31,1.3,0.7-1.9
District of Columbia,,,
Less than H.S.,29,24.1,14.0-34.3
H.S. or G.E.D.,71,14.6,10.1-19.1
Some post-H.S.,26,5.4,2.7-8.1
College graduate,28,1.1,0.6-1.6
Florida,,,
Less than H.S.,205,19.9,14.9-24.9
H.S. or G.E.D.,378,9.1,7.3-10.9
Some post-H.S.,273,7.0,5.3-8.7
College graduate,145,2.0,1.4-2.6
Georgia,,,
Less than H.S.,177,22.1,17.7-26.5
H.S. or G.E.D.,234,9.1,7.5-10.6
Some post-H.S.,185,6.6,5.3-7.9
College graduate,92,2.1,1.5-2.8
Hawaii,,,
Less than H.S.,35,11.2,6.6-15.8
H.S. or G.E.D.,136,5.3,4.2-6.5
Some post-H.S.,94,3.7,2.6-4.8
College graduate,47,0.9,0.6-1.2
Idaho,,,
Less than H.S.,57,13.6,9.6-17.5
H.S. or G.E.D.,128,6.7,5.3-8.0
Some post-H.S.,125,5.1,4.1-6.1
College graduate,55,2.2,1.5-2.9
Illinois,,,
Less than H.S.,57,14.8,10.5-19.0
H.S. or G.E.D.,91,8.8,6.3-11.3
Some post-H.S.,69,5.6,3.9-7.3
College graduate,35,1.5,0.9-2.2
Indiana,,,
Less than H.S.,157,22.5,18.7-26.3
H.S. or G.E.D.,318,8.4,7.3-9.5
Some post-H.S.,222,6.8,5.7-7.8
College graduate,83,1.9,1.4-2.4
Iowa,,,
Less than H.S.,83,13.2,9.1-17.4
H.S. or G.E.D.,177,5.9,4.8-6.9
Some post-H.S.,130,4.8,3.8-5.8
College graduate,50,1.2,0.8-1.6
Kansas,,,
Less than H.S.,77,19.6,14.7-24.5
