Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,116,24.1,19.5-28.7
H.S. or G.E.D.,630,40.1,37.2-42.9
Some post-H.S.,645,42.3,39.5-45.1
College graduate,996,55.9,53.4-58.4
Alaska,,,
Less than H.S.,27,32.7,20.3-45.1
H.S. or G.E.D.,344,57.2,52.1-62.3
Some post-H.S.,355,52.9,47.8-58.0
College graduate,567,61.2,57.0-65.5
Arizona,,,
Less than H.S.,148,40.8,34.2-47.4
H.S. or G.E.D.,684,47.0,43.3-50.6
Some post-H.S.,928,43.2,40.1-46.2
College graduate,"1,205",52.2,49.5-54.9
Arkansas,,,
Less than H.S.,73,22.6,16.9-28.3
H.S. or G.E.D.,463,42.8,39.4-46.1
Some post-H.S.,408,42.9,39.2-46.7
College graduate,574,56.0,52.7-59.4
California,,,
Less than H.S.,742,43.2,40.4-46.0
H.S. or G.E.D.,890,45.3,42.7-47.9
Some post-H.S.,"1,096",42.7,40.3-45.0
College graduate,"2,471",57.7,55.9-59.5
Colorado,,,
Less than H.S.,237,43.5,38.9-48.1
H.S. or G.E.D.,749,48.8,46.1-51.5
Some post-H.S.,968,48.5,46.1-50.9
College graduate,"1,908",57.2,55.4-58.9
Connecticut,,,
Less than H.S.,107,29.0,23.8-34.2
H.S. or G.E.D.,746,47.0,44.1-50.0
Some post-H.S.,844,47.5,44.6-50.4
College graduate,"2,110",60.4,58.6-62.3
Delaware,,,
Less than H.S.,120,31.3,24.5-38.1
H.S. or G.E.D.,397,49.1,44.9-53.2
Some post-H.S.,391,46.5,42.0-51.0
College graduate,721,61.5,58.1-64.9
District of Columbia,,,
Less than H.S.,20,21.6,12.3-30.8
H.S. or G.E.D.,139,41.2,35.1-47.4
Some post-H.S.,160,46.2,39.9-52.4
College graduate,862,71.5,68.9-74.0
Florida,,,
Less than H.S.,365,26.0,21.8-30.2
H.S. or G.E.D.,"1,504",41.3,38.1-44.4
Some post-H.S.,"1,638",44.1,41.2-47.1
College graduate,"2,021",51.4,48.4-54.3
Georgia,,,
Less than H.S.,215,37.4,31.8-43.0
H.S. or G.E.D.,652,44.0,40.4-47.5
Some post-H.S.,729,46.8,43.1-50.4
College graduate,"1,192",59.6,56.6-62.7
Hawaii,,,
Less than H.S.,93,39.7,32.3-47.1
H.S. or G.E.D.,898,51.3,48.6-54.1
Some post-H.S.,841,50.3,47.5-53.0
College graduate,"1,601",61.2,59.2-63.3
Idaho,,,
