Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,19,6.4,3.2-9.5
H.S. or G.E.D.,75,7.0,5.3-8.8
Some post-H.S.,97,9.3,7.3-11.4
College graduate,113,6.8,5.4-8.2
Alaska,,,
Less than H.S.,26,10.7,5.7-15.7
H.S. or G.E.D.,139,10.2,8.0-12.4
Some post-H.S.,176,10.7,8.6-12.8
College graduate,215,8.7,7.0-10.4
Arizona,,,
Less than H.S.,67,12.7,9.2-16.2
H.S. or G.E.D.,196,10.0,8.2-11.7
Some post-H.S.,296,8.9,7.6-10.2
College graduate,371,9.7,8.5-10.9
Arkansas,,,
Less than H.S.,30,13.2,8.1-18.3
H.S. or G.E.D.,129,9.9,7.8-12.0
Some post-H.S.,115,11.1,8.8-13.4
College graduate,140,8.6,6.8-10.3
California,,,
Less than H.S.,75,9.8,7.3-12.4
H.S. or G.E.D.,94,8.4,6.3-10.6
Some post-H.S.,150,10.0,8.1-12.0
College graduate,342,11.0,9.5-12.5
Colorado,,,
Less than H.S.,89,12.6,9.8-15.4
H.S. or G.E.D.,240,11.7,10.1-13.3
Some post-H.S.,260,10.1,8.7-11.4
College graduate,556,11.0,10.0-12.0
Connecticut,,,
Less than H.S.,38,9.1,5.9-12.3
H.S. or G.E.D.,143,8.0,6.4-9.6
Some post-H.S.,165,8.1,6.5-9.7
College graduate,374,8.5,7.5-9.6
Delaware,,,
Less than H.S.,25,9.8,5.2-14.5
H.S. or G.E.D.,65,6.4,4.6-8.2
Some post-H.S.,76,7.3,5.4-9.1
College graduate,92,5.9,4.4-7.4
District of Columbia,,,
Less than H.S.,5,*,
H.S. or G.E.D.,24,4.5,2.3-6.7
Some post-H.S.,28,7.9,4.6-11.2
College graduate,196,7.7,6.4-9.0
Georgia,,,
Less than H.S.,55,13.2,9.0-17.4
H.S. or G.E.D.,147,9.3,7.1-11.4
Some post-H.S.,165,11.5,9.0-14.0
College graduate,265,10.8,9.0-12.5
Hawaii,,,
Less than H.S.,20,10.4,4.8-16.1
H.S. or G.E.D.,159,7.6,6.2-9.0
Some post-H.S.,235,10.1,8.5-11.6
College graduate,373,9.5,8.3-10.8
Idaho,,,
Less than H.S.,19,7.2,3.5-11.0
H.S. or G.E.D.,171,10.6,8.8-12.4
Some post-H.S.,225,10.7,9.1-12.3
College graduate,259,12.1,10.5-13.6
Illinois,,,
Less than H.S.,8,*,
H.S. or G.E.D.,39,6.1,4.0-8.2
Some post-H.S.,41,5.6,3.7-7.4
College graduate,109,7.5,5.9-9.1
Indiana,,,
Less than H.S.,46,9.8,6.6-13.0
H.S. or G.E.D.,160,6.7,5.5-7.9
Some post-H.S.,182,7.5,6.3-8.7
College graduate,275,7.8,6.8-8.8
Iowa,,,
Less than H.S.,53,10.8,7.0-14.6
H.S. or G.E.D.,294,11.8,10.2-13.4
Some post-H.S.,259,8.9,7.6-10.1
College graduate,310,10.0,8.7-11.3
Kansas,,,
Less than H.S.,48,8.8,6.1-11.6
H.S. or G.E.D.,371,8.3,7.4-9.2
Some post-H.S.,480,9.2,8.3-10.1
College graduate,667,9.2,8.4-9.9
Kentucky,,,
Less than H.S.,26,8.8,4.8-12.7
H.S. or G.E.D.,90,5.8,4.3-7.3
Some post-H.S.,108,8.6,6.5-10.7
College graduate,123,8.2,6.5-10.0
Louisiana,,,
Less than H.S.,38,10.5,6.9-14.0
H.S. or G.E.D.,80,7.3,5.4-9.3
Some post-H.S.,134,11.1,9.0-13.3
College graduate,174,9.4,7.7-11.0
Maine,,,
Less than H.S.,35,11.7,6.4-17.1
H.S. or G.E.D.,287,10.7,9.0-12.3
Some post-H.S.,294,8.9,7.6-10.2
College graduate,523,10.6,9.4-11.8
Maryland,,,
Less than H.S.,73,10.8,7.8-13.9
H.S. or G.E.D.,252,7.1,5.9-8.3
Some post-H.S.,232,8.2,6.8-9.7
College graduate,575,7.9,7.1-8.7
Massachusetts,,,
Less than H.S.,14,5.4,2.3-8.5
H.S. or G.E.D.,87,6.3,4.7-7.8
Some post-H.S.,120,6.6,5.2-7.9
College graduate,345,8.5,7.4-9.6
Michigan,,,
Less than H.S.,31,9.5,5.9-13.1
H.S. or G.E.D.,133,6.2,5.0-7.4
Some post-H.S.,168,6.8,5.7-8.0
College graduate,289,7.1,6.2-8.0
Minnesota,,,
Less than H.S.,33,7.2,4.4-10.0
H.S. or G.E.D.,264,8.7,7.6-9.9
Some post-H.S.,428,9.1,8.1-10.0
College graduate,560,7.6,6.9-8.2
Mississippi,,,
Less than H.S.,24,8.2,4.7-11.8
H.S. or G.E.D.,86,9.1,6.5-11.8
Some post-H.S.,85,6.8,5.2-8.4
College graduate,99,8.3,6.4-10.2
Missouri,,,
Less than H.S.,75,9.4,6.7-12.2
H.S. or G.E.D.,319,7.3,6.1-8.4
Some post-H.S.,306,8.0,6.8-9.3
College graduate,347,8.3,7.1-9.5
Montana,,,
Less than H.S.,33,12.2,7.4-17.0
H.S. or G.E.D.,206,12.5,10.5-14.5
Some post-H.S.,260,13.9,12.0-15.8
College graduate,371,14.9,13.2-16.5
Nebraska,,,
Less than H.S.,57,8.8,5.9-11.8
H.S. or G.E.D.,517,10.8,9.5-12.0
Some post-H.S.,580,11.0,9.8-12.2
College graduate,624,10.0,9.0-11.1
Nevada,,,
Less than H.S.,8,*,
H.S. or G.E.D.,57,9.2,6.4-12.0
Some post-H.S.,60,7.1,4.9-9.3
College graduate,102,11.1,8.0-14.1
New Hampshire,,,
Less than H.S.,9,*,
H.S. or G.E.D.,84,6.8,5.0-8.6
Some post-H.S.,135,8.3,6.6-10.0
College graduate,225,8.1,6.8-9.4
New Jersey,,,
Less than H.S.,46,6.6,4.5-8.7
H.S. or G.E.D.,131,7.6,6.0-9.2
Some post-H.S.,133,7.8,6.2-9.4
College graduate,321,8.4,7.3-9.6
New Mexico,,,
Less than H.S.,50,9.5,5.9-13.1
H.S. or G.E.D.,122,8.7,6.8-10.6
Some post-H.S.,119,6.2,4.8-7.6
College graduate,205,10.1,8.3-11.8
New York,,,
Less than H.S.,300,10.9,9.3-12.6
H.S. or G.E.D.,775,8.7,7.6-9.7
Some post-H.S.,752,7.9,6.9-8.9
College graduate,"1,344",10.1,9.3-11.0
North Carolina,,,
Less than H.S.,29,6.8,4.0-9.7
H.S. or G.E.D.,97,9.8,7.6-12.0
Some post-H.S.,103,8.9,6.7-11.0
College graduate,151,7.6,6.2-8.9
North Dakota,,,
Less than H.S.,19,7.6,3.8-11.4
H.S. or G.E.D.,197,11.8,9.9-13.8
Some post-H.S.,251,11.9,10.1-13.6
College graduate,211,8.8,7.4-10.2
Ohio,,,
Less than H.S.,64,11.9,8.0-15.7
H.S. or G.E.D.,294,8.3,7.1-9.6
Some post-H.S.,287,8.4,7.2-9.7
College graduate,363,7.2,6.2-8.1
Oklahoma,,,
Less than H.S.,23,7.7,4.2-11.2
H.S. or G.E.D.,123,8.9,7.1-10.8
Some post-H.S.,121,6.7,5.3-8.1
College graduate,209,11.5,9.7-13.3
Oregon,,,
Less than H.S.,18,6.8,3.3-10.4
H.S. or G.E.D.,96,9.8,7.7-11.8
Some post-H.S.,145,9.0,7.4-10.6
College graduate,228,9.7,8.4-11.0
Pennsylvania,,,
Less than H.S.,23,9.2,5.0-13.4
H.S. or G.E.D.,133,7.5,6.0-9.0
Some post-H.S.,101,6.9,5.3-8.5
College graduate,222,8.3,7.0-9.5
Rhode Island,,,
Less than H.S.,32,10.2,6.4-14.1
H.S. or G.E.D.,75,7.6,5.4-9.9
Some post-H.S.,95,7.2,5.6-8.9
College graduate,228,7.6,6.4-8.7
South Carolina,,,
Less than H.S.,51,11.9,8.1-15.7
H.S. or G.E.D.,178,7.7,6.3-9.1
Some post-H.S.,197,9.4,7.8-11.1
College graduate,313,9.4,8.1-10.7
South Dakota,,,
Less than H.S.,33,*,
H.S. or G.E.D.,287,10.2,7.4-13.0
Some post-H.S.,280,10.3,7.2-13.3
College graduate,272,9.7,7.1-12.3
Tennessee,,,
Less than H.S.,21,7.6,3.8-11.5
H.S. or G.E.D.,103,9.0,7.0-11.0
Some post-H.S.,101,8.0,6.2-9.8
College graduate,169,10.0,8.3-11.8
Texas,,,
Less than H.S.,109,12.0,8.8-15.1
H.S. or G.E.D.,210,9.2,7.2-11.1
Some post-H.S.,245,9.6,7.7-11.6
College graduate,374,9.4,7.9-10.9
Utah,,,
Less than H.S.,45,10.6,7.0-14.2
H.S. or G.E.D.,234,9.5,8.1-11.0
Some post-H.S.,323,10.1,8.8-11.3
College graduate,480,11.4,10.3-12.6
Vermont,,,
Less than H.S.,19,9.1,4.0-14.2
H.S. or G.E.D.,167,9.9,8.0-11.8
Some post-H.S.,164,9.0,7.4-10.7
College graduate,383,10.7,9.4-12.0
Virginia,,,
Less than H.S.,37,10.5,6.7-14.4
H.S. or G.E.D.,125,8.2,6.3-10.1
Some post-H.S.,162,6.5,5.2-7.7
College graduate,348,7.6,6.6-8.6
Washington,,,
Less than H.S.,41,7.5,4.8-10.2
H.S. or G.E.D.,191,8.2,6.8-9.6
Some post-H.S.,269,7.9,6.8-9.0
College graduate,500,7.8,7.0-8.6
West Virginia,,,
Less than H.S.,31,8.1,5.1-11.2
H.S. or G.E.D.,106,5.2,4.0-6.2
Some post-H.S.,100,6.3,4.9-7.6
College graduate,139,6.7,5.5-7.9
Wisconsin,,,
Less than H.S.,20,*,
H.S. or G.E.D.,128,8.2,6.3-10.0
Some post-H.S.,136,7.7,6.0-9.4
College graduate,197,7.9,6.5-9.2
Wyoming,,,
Less than H.S.,11,*,
H.S. or G.E.D.,105,9.6,7.2-12.0
Some post-H.S.,147,9.2,7.3-11.1
College graduate,178,11.7,9.6-13.8
Guam,,,
Less than H.S.,6,*,
H.S. or G.E.D.,29,3.8,1.9-5.6
Some post-H.S.,24,*,
College graduate,32,4.1,2.2-6.1
Puerto Rico,,,
Less than H.S.,53,13.0,8.8-17.1
H.S. or G.E.D.,90,13.1,9.8-16.4
Some post-H.S.,121,13.4,10.4-16.5
College graduate,220,15.4,13.1-17.8
Virgin Islands,,,
Less than H.S.,35,11.7,5.8-17.6
H.S. or G.E.D.,55,15.1,8.2-22.1
Some post-H.S.,50,11.0,6.1-15.9
College graduate,79,9.3,
Virgin Islands,,,
Less than H.S.,43,16.7,8.0-25.4
H.S. or G.E.D.,168,38.0,25.7-50.3
Some post-H.S.,129,43.1,25.1-61.1
College graduate,252,67.7,59.5-75.8
