Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,22,10.1,5.5-14.7
H.S. or G.E.D.,65,8.6,6.3-11.0
Some post-H.S.,82,8.4,6.3-10.5
College graduate,117,9.1,7.0-11.1
Alaska,,,
Less than H.S.,22,11.2,5.7-16.8
H.S. or G.E.D.,149,11.3,9.0-13.5
Some post-H.S.,162,11.3,9.2-13.5
College graduate,241,11.2,9.4-13.1
Arizona,,,
Less than H.S.,45,9.1,5.9-12.3
H.S. or G.E.D.,203,8.2,6.6-9.8
Some post-H.S.,292,9.8,8.2-11.4
College graduate,397,8.9,7.8-10.0
Arkansas,,,
Less than H.S.,25,7.9,3.9-11.9
H.S. or G.E.D.,112,7.8,6.2-9.4
Some post-H.S.,106,9.4,7.5-11.4
College graduate,129,7.7,6.2-9.2
California,,,
Less than H.S.,104,9.1,7.0-11.1
H.S. or G.E.D.,218,11.3,9.4-13.2
Some post-H.S.,279,10.6,9.0-12.1
College graduate,567,10.9,9.5-12.2
Colorado,,,
Less than H.S.,60,14.4,10.6-18.2
H.S. or G.E.D.,159,9.9,8.1-11.6
Some post-H.S.,223,11.3,9.6-13.1
College graduate,512,11.7,10.6-12.8
Connecticut,,,
Less than H.S.,62,12.3,8.4-16.3
H.S. or G.E.D.,177,9.3,7.5-11.1
Some post-H.S.,160,9.3,7.3-11.3
College graduate,469,9.2,8.0-10.4
Delaware,,,
Less than H.S.,16,*,
H.S. or G.E.D.,76,8.5,6.0-10.9
Some post-H.S.,57,5.6,3.8-7.4
College graduate,142,8.0,6.3-9.6
District of Columbia,,,
Less than H.S.,6,*,
H.S. or G.E.D.,22,*,
Some post-H.S.,27,5.5,2.7-8.3
College graduate,195,7.1,5.8-8.3
Florida,,,
Less than H.S.,88,14.1,9.3-18.8
H.S. or G.E.D.,294,10.5,8.3-12.7
Some post-H.S.,314,10.2,8.2-12.3
College graduate,453,11.1,9.3-12.8
Georgia,,,
Less than H.S.,41,11.5,7.0-16.0
H.S. or G.E.D.,166,10.9,8.8-13.1
Some post-H.S.,157,10.3,8.2-12.3
College graduate,295,10.2,8.7-11.7
Hawaii,,,
Less than H.S.,19,*,
H.S. or G.E.D.,159,9.0,7.2-10.8
Some post-H.S.,245,12.3,10.3-14.2
College graduate,376,10.0,8.6-11.4
Idaho,,,
Less than H.S.,46,12.2,7.8-16.5
H.S. or G.E.D.,196,10.3,8.5-12.1
Some post-H.S.,223,11.2,9.3-13.1
College graduate,242,11.3,9.5-13.1
Illinois,,,
Less than H.S.,38,9.2,4.8-13.6
H.S. or G.E.D.,97,9.6,7.3-11.9
Some post-H.S.,101,8.3,6.1-10.4
College graduate,239,10.1,8.6-11.6
Indiana,,,
Less than H.S.,58,11.8,8.4-15.2
H.S. or G.E.D.,207,6.9,5.8-8.0
Some post-H.S.,167,6.7,5.5-7.9
College graduate,331,8.7,7.6-9.8
Iowa,,,
Less than H.S.,64,11.2,7.4-15.0
H.S. or G.E.D.,246,8.9,7.6-10.2
Some post-H.S.,259,11.1,9.5-12.7
College graduate,237,8.9,7.6-10.1
Kansas,,,
Less than H.S.,29,7.9,4.4-11.4
H.S. or G.E.D.,190,8.7,7.1-10.2
Some post-H.S.,286,9.3,7.9-10.7
College graduate,376,9.6,8.5-10.8
Louisiana,,,
Less than H.S.,33,9.2,5.6-12.8
H.S. or G.E.D.,128,8.9,7.1-10.8
Some post-H.S.,126,9.6,7.6-11.5
College graduate,195,10.1,8.3-11.8
Maine,,,
Less than H.S.,33,11.5,6.6-16.3
H.S. or G.E.D.,292,11.0,9.3-12.7
Some post-H.S.,302,10.4,8.9-11.9
College graduate,531,10.5,9.3-11.7
Maryland,,,
Less than H.S.,95,11.4,8.4-14.3
H.S. or G.E.D.,323,9.6,7.9-11.3
Some post-H.S.,264,7.9,6.5-9.4
College graduate,620,7.6,6.7-8.4
Massachusetts,,,
Less than H.S.,28,6.8,3.5-10.2
H.S. or G.E.D.,108,6.9,5.1-8.7
Some post-H.S.,133,6.7,5.2-8.1
College graduate,451,9.0,8.0-10.1
Michigan,,,
Less than H.S.,27,11.2,6.6-15.9
H.S. or G.E.D.,146,7.5,6.0-8.9
Some post-H.S.,181,8.1,6.7-9.6
College graduate,317,8.1,7.0-9.3
Minnesota,,,
Less than H.S.,73,13.0,9.2-16.8
H.S. or G.E.D.,317,10.1,8.7-11.6
Some post-H.S.,361,8.5,7.3-9.7
College graduate,567,8.2,7.3-9.1
Mississippi,,,
Less than H.S.,26,12.9,6.8-19.0
H.S. or G.E.D.,75,8.0,5.9-10.0
Some post-H.S.,110,8.6,6.5-10.7
College graduate,110,8.4,6.6-10.2
Missouri,,,
Less than H.S.,38,11.2,6.5-15.9
H.S. or G.E.D.,152,7.5,6.0-9.1
Some post-H.S.,137,8.4,6.6-10.2
College graduate,197,7.8,6.4-9.3
Montana,,,
Less than H.S.,41,17.7,11.6-23.7
H.S. or G.E.D.,218,14.1,12.0-16.2
Some post-H.S.,267,14.6,12.6-16.7
College graduate,399,14.5,12.9-16.1
Nebraska,,,
Less than H.S.,86,10.7,8.0-13.5
H.S. or G.E.D.,409,10.0,8.8-11.3
Some post-H.S.,473,11.5,10.3-12.8
College graduate,523,10.3,9.2-11.5
Nevada,,,
Less than H.S.,10,*,
H.S. or G.E.D.,50,9.0,6.0-11.9
Some post-H.S.,49,7.5,4.5-10.4
College graduate,98,10.2,7.5-13.0
New Hampshire,,,
Less than H.S.,8,*,
H.S. or G.E.D.,126,10.2,7.9-12.5
Some post-H.S.,108,9.2,7.0-11.5
College graduate,251,8.4,7.1-9.7
New Jersey,,,
Less than H.S.,57,13.2,9.2-17.1
H.S. or G.E.D.,148,8.4,6.8-10.0
Some post-H.S.,156,7.8,6.2-9.3
College graduate,461,10.0,8.8-11.2
New Mexico,,,
Less than H.S.,21,7.8,3.9-11.8
H.S. or G.E.D.,56,9.4,5.5-13.2
Some post-H.S.,61,8.0,4.9-11.0
College graduate,113,8.8,6.8-10.9
New York,,,
Less than H.S.,164,11.1,8.9-13.2
H.S. or G.E.D.,374,11.1,9.4-12.7
Some post-H.S.,339,8.3,7.1-9.5
College graduate,854,11.1,10.0-12.1
North Carolina,,,
Less than H.S.,21,7.3,3.6-11.0
H.S. or G.E.D.,70,7.7,5.4-10.1
Some post-H.S.,83,7.8,5.6-9.9
College graduate,120,8.0,6.2-9.9
North Dakota,,,
Less than H.S.,9,*,
H.S. or G.E.D.,153,11.5,9.5-13.5
Some post-H.S.,201,12.6,10.6-14.5
College graduate,214,10.0,8.5-11.5
Ohio,,,
Less than H.S.,50,11.6,7.3-15.8
H.S. or G.E.D.,288,8.0,6.7-9.3
Some post-H.S.,240,8.9,7.4-10.3
College graduate,341,7.3,6.3-8.3
Oklahoma,,,
Less than H.S.,26,8.8,5.0-12.6
H.S. or G.E.D.,153,9.8,8.1-11.5
Some post-H.S.,192,10.9,9.3-12.6
College graduate,234,9.8,8.5-11.2
Oregon,,,
Less than H.S.,39,14.2,9.4-19.0
H.S. or G.E.D.,105,8.9,6.7-11.0
Some post-H.S.,180,11.3,9.3-13.4
College graduate,287,11.4,9.9-13.0
Rhode Island,,,
Less than H.S.,38,12.7,7.6-17.7
H.S. or G.E.D.,94,7.9,6.1-9.7
Some post-H.S.,105,7.7,5.8-9.6
College graduate,264,9.7,8.1-11.2
South Carolina,,,
Less than H.S.,48,11.8,8.0-15.6
H.S. or G.E.D.,180,9.0,7.2-10.9
Some post-H.S.,209,8.6,7.2-10.1
College graduate,333,8.6,7.5-9.7
South Dakota,,,
Less than H.S.,26,*,
H.S. or G.E.D.,196,13.9,9.2-18.5
Some post-H.S.,204,10.9,7.5-14.2
College graduate,256,12.8,9.4-16.3
Tennessee,,,
Less than H.S.,14,*,
H.S. or G.E.D.,145,10.9,8.7-13.2
Some post-H.S.,118,8.2,6.4-10.0
College graduate,186,11.0,9.2-12.9
Texas,,,
Less than H.S.,93,10.0,6.8-13.1
H.S. or G.E.D.,198,11.1,8.4-13.8
Some post-H.S.,227,10.6,8.4-12.8
College graduate,407,10.5,8.8-12.1
Utah,,,
Less than H.S.,46,8.8,5.8-11.7
H.S. or G.E.D.,241,9.1,7.8-10.5
Some post-H.S.,299,10.5,9.0-11.9
College graduate,488,11.0,9.8-12.1
Vermont,,,
Less than H.S.,17,11.7,5.2-18.2
H.S. or G.E.D.,160,9.4,7.7-11.0
Some post-H.S.,181,12.2,10.2-14.3
College graduate,503,11.7,10.5-12.9
Virginia,,,
Less than H.S.,15,7.0,3.3-10.8
H.S. or G.E.D.,87,8.5,6.2-10.8
Some post-H.S.,112,9.4,6.8-11.9
College graduate,234,7.6,6.2-8.9
Washington,,,
Less than H.S.,136,12.4,10.0-14.8
H.S. or G.E.D.,412,9.0,7.9-10.0
Some post-H.S.,565,8.7,7.9-9.6
College graduate,"1,068",8.7,8.1-9.4
West Virginia,,,
Less than H.S.,10,*,
H.S. or G.E.D.,60,5.0,3.6-6.3
Some post-H.S.,65,6.7,4.9-8.4
College graduate,90,6.6,5.1-8.0
Wisconsin,,,
Less than H.S.,57,15.8,11.3-20.3
H.S. or G.E.D.,205,7.6,6.3-8.8
Some post-H.S.,264,8.5,7.3-9.8
College graduate,363,7.9,6.8-8.9
Wyoming,,,
Less than H.S.,13,12.7,5.9-19.5
H.S. or G.E.D.,108,11.3,9.0-13.6
Some post-H.S.,134,10.6,8.6-12.6
College graduate,194,11.8,9.9-13.7
Guam,,,
Less than H.S.,11,*,
H.S. or G.E.D.,39,8.4,4.1-12.6
Some post-H.S.,40,10.9,6.2-15.7
College graduate,47,8.8,5.4-12.3
Puerto Rico,,,
Less than H.S.,51,10.6,7.3-14.0
H.S. or G.E.D.,126,11.0,8.7-13.2
Some post-H.S.,139,12.6,10.0-15.1
College graduate,240,13.8,11.8-15.9
Virgin Islands,,,
Less than H.S.,38,15.6,8.2-23.1
H.S. or G.E.D.,84,13.1,8.7-17.4
Some post-H.S.,45,9.1,5.6-12.6
College graduate,85,12.1,
