Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,113,28.9,22.9-35.0
H.S. or G.E.D.,160,10.6,8.6-12.6
Some post-H.S.,114,6.7,5.2-8.1
College graduate,59,3.4,2.2-4.5
Alaska,,,
Less than H.S.,31,12.9,7.4-18.4
H.S. or G.E.D.,96,5.6,4.2-7.0
Some post-H.S.,75,4.0,2.9-5.1
College graduate,35,1.5,0.8-2.1
Arizona,,,
Less than H.S.,114,14.5,10.9-18.0
H.S. or G.E.D.,179,5.2,4.0-6.4
Some post-H.S.,213,5.0,4.1-6.0
College graduate,123,1.8,1.3-2.3
Arkansas,,,
Less than H.S.,108,23.1,18.1-28.0
H.S. or G.E.D.,253,12.6,10.8-14.5
Some post-H.S.,156,9.1,7.5-10.7
College graduate,55,2.5,1.8-3.2
California,,,
Less than H.S.,194,15.2,12.3-18.0
H.S. or G.E.D.,185,6.3,5.1-7.4
Some post-H.S.,178,4.3,3.3-5.3
College graduate,105,1.6,1.2-2.0
Colorado,,,
Less than H.S.,56,8.6,5.8-11.4
H.S. or G.E.D.,117,6.2,4.8-7.6
Some post-H.S.,98,4.7,3.5-5.9
College graduate,75,1.5,1.1-2.0
Connecticut,,,
Less than H.S.,78,12.4,8.7-16.1
H.S. or G.E.D.,171,7.0,5.4-8.6
Some post-H.S.,99,3.4,2.5-4.3
College graduate,67,1.0,0.7-1.3
Delaware,,,
Less than H.S.,33,13.8,6.9-20.6
H.S. or G.E.D.,94,6.9,5.0-8.8
Some post-H.S.,59,4.6,3.1-6.1
College graduate,43,1.9,1.0-2.7
District of Columbia,,,
Less than H.S.,17,23.4,11.8-35.0
H.S. or G.E.D.,63,10.5,7.1-14.0
Some post-H.S.,26,4.1,2.1-6.2
College graduate,31,1.2,0.6-1.7
Florida,,,
Less than H.S.,203,19.9,14.6-25.3
H.S. or G.E.D.,357,7.2,5.6-8.7
Some post-H.S.,274,4.8,3.6-6.1
College graduate,140,2.6,1.7-3.6
Georgia,,,
Less than H.S.,154,19.8,15.7-23.9
H.S. or G.E.D.,241,8.5,6.9-10.1
Some post-H.S.,145,6.9,5.3-8.5
College graduate,83,2.0,1.4-2.7
Hawaii,,,
Less than H.S.,45,14.6,9.1-20.1
H.S. or G.E.D.,132,4.8,3.7-5.9
Some post-H.S.,93,3.1,2.2-3.9
College graduate,57,1.0,0.6-1.3
Idaho,,,
Less than H.S.,62,10.1,6.9-13.2
H.S. or G.E.D.,123,5.2,4.0-6.4
Some post-H.S.,105,4.1,3.0-5.3
College graduate,57,2.3,1.5-3.1
Illinois,,,
Less than H.S.,81,17.0,12.4-21.6
H.S. or G.E.D.,79,5.9,4.2-7.6
Some post-H.S.,83,7.2,4.5-10.0
College graduate,45,1.7,1.0-2.4
Indiana,,,
Less than H.S.,140,17.9,14.4-21.4
H.S. or G.E.D.,299,7.8,6.8-8.9
Some post-H.S.,217,6.5,5.4-7.5
College graduate,99,1.9,1.5-2.4
Iowa,,,
Less than H.S.,76,10.1,7.3-12.9
H.S. or G.E.D.,191,6.9,5.7-8.2
Some post-H.S.,150,4.4,3.6-5.3
College graduate,51,1.3,0.8-1.7
Kansas,,,
Less than H.S.,63,15.1,10.7-19.4
H.S. or G.E.D.,181,6.3,5.1-7.5
Some post-H.S.,169,4.7,3.8-5.5
College graduate,81,1.8,1.3-2.3
Louisiana,,,
Less than H.S.,165,29.2,24.1-34.4
H.S. or G.E.D.,236,11.0,9.3-12.7
Some post-H.S.,147,7.4,6.0-8.9
College graduate,57,2.6,1.7-3.5
Maine,,,
Less than H.S.,99,19.9,15.0-24.9
H.S. or G.E.D.,370,9.9,8.6-11.3
Some post-H.S.,269,6.8,5.7-7.9
College graduate,139,2.1,1.6-2.6
Maryland,,,
Less than H.S.,156,13.3,10.3-16.3
H.S. or G.E.D.,339,6.2,5.1-7.4
Some post-H.S.,214,4.3,3.3-5.3
College graduate,121,1.2,0.9-1.5
Massachusetts,,,
Less than H.S.,96,17.7,12.8-22.7
H.S. or G.E.D.,161,8.7,6.8-10.6
