Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,684,11.5,13.7-19.3
H.S. or G.E.D.,144,13.6,12.2-24.9
Some post-H.S.,55,27.9,20.5-45.4
College graduate,789,51.6,53.1-60.0
Alaska,,,
Less than H.S.,311,13.8,10.4-18.2
H.S. or G.E.D.,280,17.8,13.8-22.8
Some post-H.S.,258,35.2,29.9-41.6
College graduate,172,53.8,46.9-61.7
Arizona,,,
Less than H.S.,784,13.1,11.2-16.0
H.S. or G.E.D.,134,20.1,13.8-27.5
Some post-H.S.,722,29.1,26.3-32.9
College graduate,788,50.1,47.1-54.1
Arkansas,,,
Less than H.S.,943,10.7,13.4-18.0
H.S. or G.E.D.,588,8.3,10.5-16.0
Some post-H.S.,119,20.8,18.0-33.7
College graduate,634,45.3,46.4-54.2
California,,,
Less than H.S.,462,12.0,9.0-14.9
H.S. or G.E.D.,62,19.9,10.0-29.9
Some post-H.S.,60,28.3,16.9-39.7
College graduate,125,47.8,39.0-56.5
Colorado,,,
Less than H.S.,253,20.4,14.5-24.3
H.S. or G.E.D.,268,19.3,13.7-23.0
Some post-H.S.,547,32.2,27.3-35.1
College graduate,646,48.7,43.9-51.6
Connecticut,,,
Less than H.S.,57,14.4,4.5-22.2
H.S. or G.E.D.,604,20.3,16.2-22.5
Some post-H.S.,233,28.5,21.8-33.3
College graduate,763,54.1,49.6-56.7
Delaware,,,
Less than H.S.,695,13.2,10.7-15.7
H.S. or G.E.D.,748,18.1,15.4-20.9
Some post-H.S.,588,29.2,25.5-32.9
College graduate,459,57.6,53.0-62.1
District of Columbia,,,
Less than H.S.,255,15.0,10.6-19.3
H.S. or G.E.D.,489,15.8,12.6-19.1
Some post-H.S.,633,33.5,29.8-37.1
College graduate,314,48.3,42.8-53.9
Florida,,,
Less than H.S.,858,15.6,13.2-18.1
H.S. or G.E.D.,920,13.1,10.9-15.3
Some post-H.S.,36,27.0,12.5-41.5
College graduate,807,52.6,49.1-56.0
Georgia,,,
Less than H.S.,855,17.2,14.7-19.7
H.S. or G.E.D.,193,19.5,13.9-25.1
Some post-H.S.,744,30.7,27.3-34.0
College graduate,462,51.1,46.5-55.7
Hawaii,,,
Less than H.S.,378,10.6,7.5-13.7
H.S. or G.E.D.,314,16.8,12.7-21.0
Some post-H.S.,189,29.6,23.1-36.1
College graduate,250,55.2,49.0-61.3
Idaho,,,
Less than H.S.,811,16.0,13.5-18.6
H.S. or G.E.D.,374,13.7,10.2-17.2
Some post-H.S.,134,32.0,24.1-39.9
College graduate,124,50.8,42.0-59.6
Illinois,,,
Less than H.S.,419,13.0,9.8-16.2
H.S. or G.E.D.,129,20.8,13.8-27.8
Some post-H.S.,397,34.1,29.4-38.8
College graduate,897,54.8,51.5-58.1
Indiana,,,
Less than H.S.,382,12.5,9.2-15.8
H.S. or G.E.D.,648,18.1,15.1-21.0
Some post-H.S.,300,32.0,26.7-37.3
College graduate,856,54.9,51.6-58.3
Iowa,,,
Less than H.S.,74,13.6,5.8-21.4
H.S. or G.E.D.,777,18.4,15.7-21.2
Some post-H.S.,500,27.7,23.8-31.6
College graduate,579,48.4,44.3-52.5
Kansas,,,
Less than H.S.,157,17.4,11.5-23.4
