Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,684,19.5,21.3-27.7
H.S. or G.E.D.,144,30.6,27.8-43.4
Some post-H.S.,55,43.9,35.7-62.2
College graduate,789,71.6,73.6-79.5
Alaska,,,
Less than H.S.,311,21.8,17.7-26.9
H.S. or G.E.D.,280,34.8,29.7-40.9
Some post-H.S.,258,51.2,45.6-57.8
College graduate,172,73.8,67.8-80.8
Arizona,,,
Less than H.S.,784,21.1,18.7-24.5
H.S. or G.E.D.,134,37.1,29.4-45.8
Some post-H.S.,722,45.1,42.0-49.2
College graduate,788,70.1,67.4-73.8
Arkansas,,,
Less than H.S.,943,18.7,21.0-26.4
H.S. or G.E.D.,588,25.3,26.5-34.0
Some post-H.S.,119,36.8,33.0-50.7
College graduate,634,65.3,66.8-73.9
California,,,
Less than H.S.,462,20.0,16.3-23.6
H.S. or G.E.D.,62,36.9,24.9-49.0
Some post-H.S.,60,44.3,31.7-56.8
College graduate,125,67.8,59.6-76.0
Colorado,,,
Less than H.S.,253,28.4,21.9-32.9
H.S. or G.E.D.,268,36.3,29.6-41.0
Some post-H.S.,547,48.2,43.0-51.4
College graduate,646,68.7,64.1-71.3
Connecticut,,,
Less than H.S.,57,22.4,10.7-32.0
H.S. or G.E.D.,604,37.3,32.5-40.2
Some post-H.S.,233,44.5,37.2-49.9
College graduate,763,74.1,70.0-76.3
Delaware,,,
Less than H.S.,695,21.2,18.2-24.2
H.S. or G.E.D.,748,35.1,31.7-38.5
Some post-H.S.,588,45.2,41.2-49.2
College graduate,459,77.6,73.7-81.4
District of Columbia,,,
Less than H.S.,255,23.0,17.8-28.1
H.S. or G.E.D.,489,32.8,28.7-37.0
Some post-H.S.,633,49.5,45.6-53.4
College graduate,314,68.3,63.2-73.5
Florida,,,
Less than H.S.,858,23.6,20.8-26.5
H.S. or G.E.D.,920,30.1,27.2-33.1
Some post-H.S.,36,43.0,26.8-59.2
College graduate,807,72.6,69.5-75.7
Georgia,,,
Less than H.S.,855,25.2,22.3-28.1
H.S. or G.E.D.,193,36.5,29.7-43.3
Some post-H.S.,744,46.7,43.1-50.2
College graduate,462,71.1,67.0-75.2
Hawaii,,,
Less than H.S.,378,18.6,14.6-22.5
H.S. or G.E.D.,314,33.8,28.6-39.1
Some post-H.S.,189,45.6,38.5-52.7
College graduate,250,75.2,69.8-80.5
Idaho,,,
Less than H.S.,811,24.0,21.1-27.0
H.S. or G.E.D.,374,30.7,26.0-35.4
Some post-H.S.,134,48.0,39.5-56.4
College graduate,124,70.8,62.8-78.8
Illinois,,,
Less than H.S.,419,21.0,17.1-24.9
H.S. or G.E.D.,129,37.8,29.5-46.2
Some post-H.S.,397,50.1,45.2-55.0
College graduate,897,74.8,72.0-77.6
Indiana,,,
