Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,684,19.5,16.5-22.5
H.S. or G.E.D.,144,17.6,11.4-23.8
Some post-H.S.,55,28.9,17.0-40.9
College graduate,789,53.6,50.1-57.0
Alaska,,,
Less than H.S.,311,17.3,13.1-21.5
H.S. or G.E.D.,280,17.3,12.9-21.7
Some post-H.S.,258,31.7,26.1-37.4
College graduate,172,51.3,43.8-58.8
Arizona,,,
Less than H.S.,784,16.6,14.0-19.2
H.S. or G.E.D.,134,19.6,12.9-26.4
Some post-H.S.,722,25.6,22.4-28.8
College graduate,788,47.6,44.1-51.1
Arkansas,,,
Less than H.S.,943,18.7,16.2-21.2
H.S. or G.E.D.,588,12.3,9.6-14.9
Some post-H.S.,119,21.8,14.4-29.2
College graduate,634,47.3,43.4-51.2
California,,,
Less than H.S.,462,15.0,11.7-18.2
H.S. or G.E.D.,62,18.9,9.2-28.7
Some post-H.S.,60,24.3,13.4-35.1
College graduate,125,44.8,36.0-53.5
Colorado,,,
Less than H.S.,253,22.4,17.3-27.5
H.S. or G.E.D.,268,17.3,12.8-21.9
Some post-H.S.,547,27.2,23.5-30.9
College graduate,646,44.7,40.9-48.6
Connecticut,,,
Less than H.S.,57,16.4,6.8-26.0
H.S. or G.E.D.,604,18.3,15.2-21.4
Some post-H.S.,233,23.5,18.1-29.0
College graduate,763,50.1,46.6-53.7
Delaware,,,
Less than H.S.,695,16.2,13.5-18.9
H.S. or G.E.D.,748,17.1,14.4-19.8
Some post-H.S.,588,25.2,21.7-28.7
College graduate,459,54.6,50.0-59.1
District of Columbia,,,
Less than H.S.,255,18.0,13.2-22.7
H.S. or G.E.D.,489,14.8,11.7-18.0
Some post-H.S.,633,29.5,25.9-33.0
College graduate,314,45.3,39.8-50.8
Florida,,,
Less than H.S.,858,18.6,16.0-21.2
H.S. or G.E.D.,920,12.1,10.0-14.2
Some post-H.S.,36,23.0,9.3-36.8
College graduate,807,49.6,46.1-53.0
Georgia,,,
Less than H.S.,855,20.2,17.5-22.9
H.S. or G.E.D.,193,18.5,13.0-24.0
Some post-H.S.,744,26.7,23.5-29.8
College graduate,462,48.1,43.5-52.7
Hawaii,,,
Less than H.S.,378,13.6,10.1-17.0
H.S. or G.E.D.,314,15.8,11.8-19.9
Some post-H.S.,189,25.6,19.4-31.8
College graduate,250,52.2,46.0-58.4
Idaho,,,
Less than H.S.,811,19.0,16.3-21.7
H.S. or G.E.D.,374,12.7,9.3-16.1
Some post-H.S.,134,28.0,20.4-35.6
College graduate,124,47.8,39.1-56.6
Illinois,,,
Less than H.S.,419,16.0,12.5-19.5
H.S. or G.E.D.,129,19.8,13.0-26.7
Some post-H.S.,397,30.1,25.6-34.6
College graduate,897,51.8,48.5-55.1
Indiana,,,
Less than H.S.,382,15.5,11.9-19.1
H.S. or G.E.D.,648,17.1,14.2-20.0
Some post-H.S.,300,28.0,22.9-33.1
College graduate,856,51.9,48.6-55.3
Iowa,,,
Less than H.S.,74,16.6,8.1-25.0
H.S. or G.E.D.,777,17.4,14.8-20.1
Some post-H.S.,500,23.7,20.0-27.4
College graduate,579,45.4,41.4-49.5
Kansas,,,
Less than H.S.,157,20.4,14.1-26.7
H.S. or G.E.D.,974,22.1,19.5-24.7
Some post-H.S.,417,26.8,22.5-31.0
College graduate,110,52.0,42.7-61.3
Kentucky,,,
Less than H.S.,595,19.1,15.9-22.2
H.S. or G.E.D.,330,16.1,12.1-20.0
Some post-H.S.,879,28.1,25.1-31.1
College graduate,673,53.6,49.8-57.4
Louisiana,,,
Less than H.S.,663,17.9,15.0-20.8
H.S. or G.E.D.,936,22.7,20.0-25.4
Some post-H.S.,912,19.1,16.6-21.7
College graduate,400,51.5,46.6-56.4
Maine,,,
Less than H.S.,621,18.3,15.2-21.3
H.S. or G.E.D.,226,17.1,12.2-22.0
Some post-H.S.,751,27.3,24.1-30.5
College graduate,101,43.0,33.4-52.7
Maryland,,,
Less than H.S.,76,17.3,8.8-25.9
H.S. or G.E.D.,707,19.1,16.2-22.0
Some post-H.S.,263,31.4,25.8-37.0
College graduate,821,47.4,44.0-50.9
Massachusetts,,,
Less than H.S.,326,15.6,11.6-19.5
H.S. or G.E.D.,111,16.5,9.6-23.4
Some post-H.S.,905,29.7,26.8-32.7
College graduate,268,50.0,44.0-56.0
Michigan,,,
Less than H.S.,917,16.4,14.0-18.8
H.S. or G.E.D.,133,19.5,12.8-26.3
Some post-H.S.,419,27.3,23.0-31.6
College graduate,314,51.9,46.4-57.4
Minnesota,,,
Less than H.S.,494,15.9,12.7-19.1
H.S. or G.E.D.,680,17.0,14.2-19.8
Some post-H.S.,884,25.8,22.9-28.7
College graduate,403,44.6,39.8-49.5
Mississippi,,,
Less than H.S.,196,18.9,13.4-24.4
H.S. or G.E.D.,409,18.8,15.0-22.6
Some post-H.S.,393,27.0,22.6-31.4
College graduate,244,48.3,42.0-54.6
Missouri,,,
Less than H.S.,716,13.8,11.2-16.3
H.S. or G.E.D.,303,16.7,12.5-20.9
Some post-H.S.,748,26.0,22.8-29.1
College graduate,989,46.6,43.5-49.7
Montana,,,
Less than H.S.,729,17.5,14.8-20.3
H.S. or G.E.D.,693,19.2,16.3-22.1
Some post-H.S.,103,32.7,23.6-41.7
College graduate,653,49.5,45.7-53.4
Nebraska,,,
Less than H.S.,680,18.8,15.8-21.7
H.S. or G.E.D.,205,17.8,12.5-23.0
Some post-H.S.,576,21.2,17.9-24.6
College graduate,776,48.9,45.4-52.4
Nevada,,,
Less than H.S.,280,18.2,13.7-22.7
H.S. or G.E.D.,197,25.4,19.3-31.5
Some post-H.S.,503,26.4,22.6-30.3
College graduate,418,49.9,45.1-54.7
New Hampshire,,,
Less than H.S.,306,17.9,13.6-22.2
H.S. or G.E.D.,977,14.5,12.3-16.7
Some post-H.S.,685,30.4,27.0-33.9
College graduate,734,51.3,47.6-54.9
New Mexico,,,
Less than H.S.,600,20.4,17.2-23.6
H.S. or G.E.D.,254,15.3,10.8-19.7
Some post-H.S.,731,31.2,27.8-34.6
College graduate,362,44.8,39.7-49.9
New York,,,
Less than H.S.,893,19.8,17.1-22.4
H.S. or G.E.D.,816,24.6,21.6-27.5
Some post-H.S.,824,24.0,21.1-26.9
College graduate,87,47.3,36.8-57.8
North Carolina,,,
Less than H.S.,264,18.3,13.6-23.0
H.S. or G.E.D.,871,16.5,14.0-19.0
Some post-H.S.,62,22.3,12.0-32.7
College graduate,854,49.2,45.9-52.6
North Dakota,,,
Less than H.S.,353,14.8,11.1-18.5
H.S. or G.E.D.,440,19.4,15.7-23.1
Some post-H.S.,304,24.2,19.4-29.1
College graduate,97,53.6,43.7-63.6
Ohio,,,
Less than H.S.,246,15.7,11.1-20.2
H.S. or G.E.D.,965,17.0,14.7-19.4
Some post-H.S.,995,29.4,26.6-32.3
College graduate,610,45.3,41.4-49.3
Oklahoma,,,
Less than H.S.,927,18.7,16.2-21.2
H.S. or G.E.D.,765,21.9,19.0-24.9
Some post-H.S.,352,22.2,17.8-26.5
College graduate,247,49.6,43.3-55.8
Oregon,,,
Less than H.S.,701,18.8,15.9-21.7
H.S. or G.E.D.,541,20.3,17.0-23.7
Some post-H.S.,435,23.3,19.3-27.3
College graduate,935,45.0,41.8-48.2
Pennsylvania,,,
Less than H.S.,966,19.6,17.1-22.1
H.S. or G.E.D.,688,18.9,16.0-21.8
Some post-H.S.,499,27.8,23.8-31.7
College graduate,176,50.0,42.7-57.4
Rhode Island,,,
Less than H.S.,301,16.0,11.8-20.1
H.S. or G.E.D.,172,18.7,12.9-24.5
Some post-H.S.,282,27.9,22.6-33.1
College graduate,792,46.9,43.4-50.3
South Carolina,,,
Less than H.S.,604,23.6,20.2-27.0
H.S. or G.E.D.,581,19.4,16.2-22.6
Some post-H.S.,299,23.4,18.6-28.2
College graduate,794,51.0,47.5-54.4
South Dakota,,,
Less than H.S.,628,15.1,12.3-17.9
H.S. or G.E.D.,468,20.4,16.7-24.0
Some post-H.S.,949,30.5,27.5-33.4
College graduate,627,46.5,42.6-50.4
Tennessee,,,
Less than H.S.,438,20.9,17.1-24.7
H.S. or G.E.D.,400,19.2,15.4-23.1
Some post-H.S.,254,29.5,23.9-35.1
College graduate,171,54.7,47.2-62.2
Texas,,,
Less than H.S.,551,17.3,14.1-20.4
H.S. or G.E.D.,535,15.7,12.7-18.8
Some post-H.S.,123,24.3,16.7-31.9
College graduate,803,46.6,43.1-50.0
Utah,,,
Less than H.S.,78,17.8,9.3-26.3
H.S. or G.E.D.,911,19.0,16.5-21.6
Some post-H.S.,142,27.8,20.5-35.2
College graduate,186,51.5,44.3-58.7
Vermont,,,
Less than H.S.,672,18.0,15.1-20.9
H.S. or G.E.D.,193,22.4,16.5-28.2
Some post-H.S.,841,26.2,23.2-29.2
College graduate,726,57.2,53.6-60.8
Virginia,,,
Less than H.S.,462,19.9,16.2-23.5
H.S. or G.E.D.,640,15.4,12.6-18.2
Some post-H.S.,95,23.8,15.2-32.3
College graduate,424,50.4,45.7-55.2
Washington,,,
Less than H.S.,420,17.3,13.7-20.9
H.S. or G.E.D.,640,20.1,17.0-23.2
Some post-H.S.,509,28.4,24.5-32.3
College graduate,571,48.8,44.7-52.9
West Virginia,,,
Less than H.S.,287,15.5,11.3-19.6
H.S. or G.E.D.,596,13.5,10.7-16.2
Some post-H.S.,911,25.7,22.8-28.5
College graduate,995,51.6,48.5-54.7
Wisconsin,,,
Less than H.S.,41,18.6,6.7-30.6
H.S. or G.E.D.,726,14.3,11.7-16.8
Some post-H.S.,768,27.5,24.4-30.7
College graduate,147,50.2,42.1-58.2
Wyoming,,,
Less than H.S.,728,15.3,12.7-18.0
H.S. or G.E.D.,936,18.5,16.0-20.9
Some post-H.S.,579,27.2,23.6-30.8
College graduate,798,45.6,42.1-49.0
Guam,,,
Less than H.S.,303,19.1,14.6-23.5
H.S. or G.E.D.,817,19.7,17.0-22.4
Some post-H.S.,686,30.2,26.8-33.7
College graduate,378,52.2,47.1-57.2
Puerto Rico,,,
Less than H.S.,144,13.9,8.2-19.5
H.S. or G.E.D.,330,15.2,11.3-19.1
Some post-H.S.,475,28.5,24.5-32.6
College graduate,191,50.5,43.5-57.6
