Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,474,66.3,61.2-71.4
H.S. or G.E.D.,"1,527",63.7,60.9-66.6
Some post-H.S.,"1,507",66.6,63.9-69.4
College graduate,"1,619",62.4,59.8-64.9
Alaska,,,
Less than H.S.,90,58.1,45.4-70.8
H.S. or G.E.D.,563,60.7,55.5-65.9
Some post-H.S.,606,65.0,59.8-70.1
College graduate,803,63.0,58.5-67.4
Arizona,,,
Less than H.S.,410,49.3,43.0-55.7
H.S. or G.E.D.,"1,550",61.0,57.3-64.7
Some post-H.S.,"2,142",66.1,63.0-69.1
College graduate,"2,514",67.4,64.7-70.2
Arkansas,,,
Less than H.S.,404,64.9,58.3-71.5
H.S. or G.E.D.,"1,436",63.6,60.2-67.0
Some post-H.S.,"1,142",66.8,63.0-70.5
College graduate,"1,240",60.3,56.8-63.9
California,,,
Less than H.S.,824,44.9,42.1-47.7
H.S. or G.E.D.,"1,257",58.1,55.5-60.8
Some post-H.S.,"1,949",65.9,63.6-68.2
College graduate,"3,437",64.1,62.3-66.0
Colorado,,,
Less than H.S.,330,46.3,41.8-50.9
H.S. or G.E.D.,"1,350",63.2,60.5-65.8
Some post-H.S.,"1,842",66.1,63.8-68.5
College graduate,"3,184",65.5,63.7-67.3
Connecticut,,,
Less than H.S.,303,58.9,53.1-64.7
H.S. or G.E.D.,"1,654",69.4,66.5-72.3
Some post-H.S.,"1,722",68.2,65.4-71.1
College graduate,"3,310",66.4,64.4-68.3
Delaware,,,
Less than H.S.,196,56.5,49.3-63.8
H.S. or G.E.D.,723,65.3,61.3-69.4
Some post-H.S.,672,65.0,60.5-69.6
College graduate,"1,044",66.2,62.6-69.9
District of Columbia,,,
Less than H.S.,103,64.8,53.5-76.1
H.S. or G.E.D.,284,57.1,50.9-63.2
Some post-H.S.,328,66.4,60.4-72.4
College graduate,"1,221",73.5,70.7-76.2
Florida,,,
Less than H.S.,"1,185",66.1,61.3-70.9
H.S. or G.E.D.,"3,562",69.1,66.2-72.1
Some post-H.S.,"3,643",69.3,66.4-72.2
College graduate,"3,877",68.3,65.4-71.2
Georgia,,,
Less than H.S.,514,53.6,48.1-59.0
H.S. or G.E.D.,"1,294",61.3,57.6-65.0
Some post-H.S.,"1,327",62.6,58.8-66.4
College graduate,"1,698",63.7,60.4-66.9
Hawaii,,,
Less than H.S.,211,65.7,58.7-72.8
H.S. or G.E.D.,"1,324",60.2,57.5-63.0
Some post-H.S.,"1,503",64.5,61.8-67.3
College graduate,"2,458",68.3,66.2-70.5
Idaho,,,
Less than H.S.,240,56.3,48.8-63.8
H.S. or G.E.D.,"1,032",60.3,56.4-64.2
Some post-H.S.,"1,275",64.4,60.9-67.9
College graduate,"1,213",62.8,59.2-66.3
Illinois,,,
Less than H.S.,224,54.0,48.2-59.8
H.S. or G.E.D.,895,67.3,64.1-70.5
Some post-H.S.,"1,004",66.9,63.9-69.8
College graduate,"1,696",63.7,61.5-66.0
Indiana,,,
Less than H.S.,436,53.0,48.1-57.9
H.S. or G.E.D.,"2,203",65.6,63.2-68.0
Some post-H.S.,"1,710",64.7,62.2-67.2
College graduate,"2,174",62.3,60.1-64.5
Iowa,,,
Less than H.S.,326,58.0,53.1-62.8
H.S. or G.E.D.,"2,366",71.8,69.9-73.8
Some post-H.S.,"2,130",63.4,61.3-65.4
College graduate,"2,163",61.7,59.7-63.7
Kansas,,,
Less than H.S.,327,58.1,52.4-63.8
H.S. or G.E.D.,"2,145",65.3,63.1-67.5
Some post-H.S.,"2,543",64.1,62.1-66.1
College graduate,"2,968",60.8,59.0-62.6
Kentucky,,,
Less than H.S.,506,63.4,57.5-69.4
H.S. or G.E.D.,"1,802",64.9,61.9-67.9
Some post-H.S.,"1,579",62.0,58.7-65.2
College graduate,"1,779",63.0,60.0-66.1
Louisiana,,,
Less than H.S.,329,63.6,58.2-69.1
H.S. or G.E.D.,"1,006",61.2,58.0-64.5
Some post-H.S.,824,62.3,58.9-65.7
College graduate,"1,018",62.1,59.1-65.1
Maine,,,
Less than H.S.,433,69.9,62.2-77.6
H.S. or G.E.D.,"2,798",75.0,72.3-77.6
Some post-H.S.,"2,590",73.8,71.1-76.5
College graduate,"3,556",72.6,70.4-74.9
Maryland,,,
Less than H.S.,673,48.7,44.0-53.4
H.S. or G.E.D.,"3,358",63.6,61.3-66.0
Some post-H.S.,"3,050",66.3,64.0-68.7
College graduate,"5,999",62.9,61.2-64.5
Massachusetts,,,
Less than H.S.,285,66.5,60.8-72.3
H.S. or G.E.D.,"1,183",72.1,69.2-75.1
Some post-H.S.,"1,379",72.0,69.2-74.7
College graduate,"2,882",68.2,66.2-70.1
Michigan,,,
Less than H.S.,312,65.6,59.5-71.7
H.S. or G.E.D.,"2,076",68.9,66.5-71.2
Some post-H.S.,"2,405",65.7,63.5-67.9
College graduate,"3,027",65.5,63.5-67.4
Minnesota,,,
Less than H.S.,380,56.7,52.1-61.4
H.S. or G.E.D.,"2,559",67.7,65.7-69.7
Some post-H.S.,"3,508",67.9,66.3-69.6
College graduate,"4,366",62.5,61.1-63.9
Mississippi,,,
Less than H.S.,521,71.8,66.7-76.9
H.S. or G.E.D.,"1,167",68.0,64.8-71.3
Some post-H.S.,"1,035",66.8,63.6-70.0
College graduate,"1,007",60.1,56.8-63.3
Missouri,,,
Less than H.S.,405,64.8,58.7-70.8
H.S. or G.E.D.,"1,904",70.7,67.9-73.5
Some post-H.S.,"1,508",64.9,61.8-68.0
College graduate,"1,734",64.2,61.5-67.0
Montana,,,
Less than H.S.,217,59.9,52.9-66.8
H.S. or G.E.D.,"1,297",67.8,65.1-70.5
Some post-H.S.,"1,478",67.5,65.0-70.1
College graduate,"1,728",66.7,64.4-69.1
Nebraska,,,
Less than H.S.,577,48.9,44.5-53.4
H.S. or G.E.D.,"3,855",66.9,64.8-69.0
Some post-H.S.,"3,616",63.8,61.7-65.8
College graduate,"3,395",60.2,58.2-62.2
Nevada,,,
Less than H.S.,143,45.1,37.9-52.3
H.S. or G.E.D.,450,57.5,52.5-62.5
Some post-H.S.,615,63.9,59.4-68.3
College graduate,675,63.8,59.0-68.7
New Hampshire,,,
Less than H.S.,192,65.7,56.5-74.8
H.S. or G.E.D.,"1,220",69.5,65.9-73.1
Some post-H.S.,"1,203",71.8,68.3-75.3
College graduate,"1,957",68.9,66.2-71.6
New Mexico,,,
Less than H.S.,432,57.0,51.9-62.2
H.S. or G.E.D.,"1,090",62.7,59.1-66.2
Some post-H.S.,"1,193",63.3,59.9-66.7
College graduate,"1,647",69.3,66.4-72.2
New York,,,
Less than H.S.,715,58.0,54.0-62.1
H.S. or G.E.D.,"2,619",64.5,62.0-67.0
Some post-H.S.,"2,573",67.0,64.6-69.5
College graduate,"4,444",68.1,66.4-69.9
North Carolina,,,
Less than H.S.,257,61.9,56.3-67.6
H.S. or G.E.D.,718,69.1,65.7-72.6
Some post-H.S.,899,67.4,64.3-70.5
College graduate,"1,092",65.8,63.1-68.5
North Dakota,,,
Less than H.S.,193,59.5,49.8-69.2
H.S. or G.E.D.,"1,247",66.8,63.1-70.5
