Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,20,8.5,4.5-12.6
H.S. or G.E.D.,95,12.1,9.4-14.8
Some post-H.S.,104,11.4,8.9-13.8
College graduate,163,13.6,11.4-15.8
Alaska,,,
Less than H.S.,15,*,
H.S. or G.E.D.,132,11.2,9.0-13.5
Some post-H.S.,112,9.4,7.2-11.6
College graduate,221,12.6,10.7-14.6
Arizona,,,
Less than H.S.,81,13.4,9.8-16.9
H.S. or G.E.D.,206,11.5,9.5-13.5
Some post-H.S.,231,9.3,7.7-10.9
College graduate,362,11.0,9.7-12.4
Arkansas,,,
Less than H.S.,32,12.8,7.9-17.8
H.S. or G.E.D.,131,12.6,10.2-15.0
Some post-H.S.,97,9.8,7.6-11.9
College graduate,164,13.8,11.6-16.0
California,,,
Less than H.S.,152,13.6,11.2-16.0
H.S. or G.E.D.,223,13.4,11.3-15.5
Some post-H.S.,223,11.2,9.4-13.0
College graduate,468,12.7,11.2-14.3
Colorado,,,
Less than H.S.,70,16.7,12.1-21.3
H.S. or G.E.D.,177,13.0,10.8-15.2
Some post-H.S.,168,10.1,8.4-11.8
College graduate,499,14.4,13.1-15.7
Connecticut,,,
Less than H.S.,68,15.8,11.1-20.6
H.S. or G.E.D.,152,9.2,7.3-11.0
Some post-H.S.,152,9.4,7.3-11.4
College graduate,528,14.8,13.1-16.5
Delaware,,,
Less than H.S.,32,11.9,6.0-17.8
H.S. or G.E.D.,76,8.6,6.4-10.9
Some post-H.S.,69,8.4,6.1-10.6
College graduate,139,11.9,9.3-14.4
District of Columbia,,,
Less than H.S.,3,*,
H.S. or G.E.D.,27,14.3,7.7-21.0
Some post-H.S.,20,8.2,3.5-13.0
College graduate,209,10.8,9.1-12.4
Florida,,,
Less than H.S.,74,14.6,9.7-19.4
H.S. or G.E.D.,235,8.9,6.8-11.0
Some post-H.S.,225,8.4,6.5-10.2
College graduate,361,9.5,7.9-11.1
Georgia,,,
Less than H.S.,50,13.0,8.7-17.3
H.S. or G.E.D.,144,10.4,8.3-12.5
Some post-H.S.,139,10.0,8.0-12.1
College graduate,355,14.2,12.4-16.0
Hawaii,,,
Less than H.S.,21,12.8,6.2-19.4
H.S. or G.E.D.,180,13.0,10.5-15.5
Some post-H.S.,189,10.7,8.8-12.5
College graduate,275,10.6,9.0-12.1
Idaho,,,
Less than H.S.,66,16.1,11.7-20.4
H.S. or G.E.D.,213,12.0,10.1-13.9
Some post-H.S.,201,12.1,10.0-14.3
College graduate,230,13.9,11.8-16.1
Illinois,,,
