Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,28,12.3,7.4-17.2
H.S. or G.E.D.,88,9.6,7.2-12.0
Some post-H.S.,104,11.5,9.0-14.0
College graduate,162,12.6,10.5-14.6
Alaska,,,
Less than H.S.,16,8.4,3.6-13.1
H.S. or G.E.D.,105,9.8,7.3-12.4
Some post-H.S.,135,11.4,9.1-13.7
College graduate,208,13.6,11.2-15.9
Arizona,,,
Less than H.S.,74,13.5,10.0-17.1
H.S. or G.E.D.,246,15.2,13.0-17.3
Some post-H.S.,244,9.6,8.1-11.1
College graduate,355,11.8,10.4-13.2
Arkansas,,,
Less than H.S.,20,10.7,5.3-16.1
H.S. or G.E.D.,67,8.7,6.4-11.0
Some post-H.S.,80,11.9,9.1-14.7
College graduate,109,12.6,10.1-15.2
California,,,
Less than H.S.,165,18.6,15.5-21.7
H.S. or G.E.D.,120,11.2,8.8-13.6
Some post-H.S.,130,10.6,8.4-12.8
College graduate,310,13.3,11.6-15.0
Colorado,,,
Less than H.S.,108,15.9,12.8-19.0
H.S. or G.E.D.,216,12.1,10.4-13.8
Some post-H.S.,226,10.1,8.7-11.5
College graduate,591,14.3,13.1-15.5
Connecticut,,,
Less than H.S.,55,13.5,9.5-17.4
H.S. or G.E.D.,162,9.5,7.7-11.4
Some post-H.S.,163,10.1,8.2-12.0
College graduate,462,14.1,12.6-15.7
Delaware,,,
Less than H.S.,33,17.1,9.2-25.0
H.S. or G.E.D.,89,10.6,7.9-13.3
Some post-H.S.,90,10.2,7.5-12.8
College graduate,162,13.3,11.0-15.5
District of Columbia,,,
Less than H.S.,7,*,
H.S. or G.E.D.,39,13.0,8.4-17.7
Some post-H.S.,33,11.0,6.6-15.4
College graduate,188,10.4,8.7-12.0
Georgia,,,
Less than H.S.,50,12.1,8.3-15.9
H.S. or G.E.D.,162,11.2,9.0-13.3
Some post-H.S.,171,11.5,9.3-13.6
College graduate,262,12.2,10.4-14.1
Hawaii,,,
Less than H.S.,15,*,
H.S. or G.E.D.,177,11.4,9.4-13.3
Some post-H.S.,176,10.8,8.9-12.6
College graduate,288,11.1,9.7-12.6
Idaho,,,
Less than H.S.,44,11.6,7.7-15.5
H.S. or G.E.D.,154,12.2,10.1-14.2
Some post-H.S.,219,12.2,10.5-14.0
College graduate,237,13.4,11.6-15.2
Illinois,,,
Less than H.S.,2,*,
H.S. or G.E.D.,48,9.1,6.3-11.9
Some post-H.S.,64,9.8,7.2-12.4
College graduate,166,12.5,10.5-14.4
Indiana,,,
Less than H.S.,70,13.5,10.2-16.8
H.S. or G.E.D.,215,10.2,8.8-11.7
Some post-H.S.,226,11.7,10.2-13.3
College graduate,384,14.8,13.4-16.3
Iowa,,,
Less than H.S.,95,13.2,9.6-16.9
H.S. or G.E.D.,227,9.9,8.3-11.5
Some post-H.S.,264,11.9,10.3-13.6
College graduate,341,14.9,13.2-16.6
Kansas,,,
Less than H.S.,56,11.9,8.7-15.1
H.S. or G.E.D.,351,10.9,9.7-12.1
Some post-H.S.,452,11.0,9.9-12.0
College graduate,832,15.1,14.0-16.1
Kentucky,,,
Less than H.S.,21,6.4,3.1-9.8
H.S. or G.E.D.,111,8.6,6.8-10.4
Some post-H.S.,127,11.7,9.3-14.0
College graduate,176,15.2,12.8-17.7
Louisiana,,,
Less than H.S.,31,8.7,5.0-12.5
H.S. or G.E.D.,94,9.9,7.6-12.2
Some post-H.S.,114,11.3,9.0-13.7
College graduate,192,13.2,11.1-15.2
Maine,,,
Less than H.S.,28,11.0,5.9-16.2
H.S. or G.E.D.,184,8.9,7.2-10.6
Some post-H.S.,194,8.4,6.9-9.8
College graduate,360,10.7,9.3-12.0
Maryland,,,
Less than H.S.,90,14.2,10.7-17.8
H.S. or G.E.D.,285,12.0,10.3-13.8
Some post-H.S.,282,12.1,10.3-13.8
College graduate,790,13.4,12.3-14.6
Massachusetts,,,
Less than H.S.,28,6.7,3.8-9.6
H.S. or G.E.D.,113,8.4,6.6-10.3
Some post-H.S.,141,8.3,6.7-9.8
College graduate,433,13.0,11.6-14.4
Michigan,,,
Less than H.S.,21,7.7,4.1-11.3
H.S. or G.E.D.,158,8.6,7.1-10.1
Some post-H.S.,217,12.0,10.2-13.7
College graduate,391,13.0,11.6-14.4
Minnesota,,,
Less than H.S.,68,14.0,10.4-17.5
H.S. or G.E.D.,261,9.6,8.3-10.9
Some post-H.S.,407,10.9,9.7-12.0
College graduate,898,15.1,14.1-16.1
Mississippi,,,
Less than H.S.,30,9.6,5.4-13.9
H.S. or G.E.D.,107,11.3,8.8-13.7
Some post-H.S.,111,11.6,9.1-14.1
College graduate,125,13.3,10.7-15.8
Missouri,,,
Less than H.S.,70,12.3,8.5-16.1
H.S. or G.E.D.,259,9.5,7.9-11.1
Some post-H.S.,286,10.3,8.7-12.0
College graduate,425,15.1,13.2-17.0
Montana,,,
Less than H.S.,29,14.0,8.4-19.7
H.S. or G.E.D.,130,11.1,9.0-13.2
Some post-H.S.,156,10.6,8.8-12.5
College graduate,237,12.2,10.5-13.8
Nebraska,,,
Less than H.S.,73,14.3,10.4-18.2
H.S. or G.E.D.,278,9.5,8.1-10.8
Some post-H.S.,380,11.2,9.8-12.5
College graduate,546,15.0,13.6-16.5
Nevada,,,
Less than H.S.,25,20.3,12.3-28.4
H.S. or G.E.D.,69,14.4,10.8-18.1
Some post-H.S.,62,9.4,6.6-12.2
College graduate,83,9.5,7.0-12.0
New Hampshire,,,
Less than H.S.,9,*,
H.S. or G.E.D.,73,7.5,5.4-9.5
Some post-H.S.,90,9.3,7.1-11.5
College graduate,227,13.8,11.9-15.6
New Jersey,,,
Less than H.S.,77,13.6,10.4-16.7
H.S. or G.E.D.,161,9.9,8.0-11.9
Some post-H.S.,178,10.4,8.7-12.2
College graduate,431,14.5,12.8-16.1
New Mexico,,,
Less than H.S.,74,12.1,8.3-15.9
H.S. or G.E.D.,158,13.5,11.0-16.0
