Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,29,11.9,7.3-16.6
H.S. or G.E.D.,127,12.3,9.9-14.8
Some post-H.S.,135,14.1,11.4-16.8
College graduate,179,14.0,11.8-16.2
Alaska,,,
Less than H.S.,30,15.9,9.3-22.5
H.S. or G.E.D.,187,17.1,14.2-19.9
Some post-H.S.,170,13.8,11.4-16.2
College graduate,226,13.6,11.6-15.6
Arizona,,,
Less than H.S.,96,15.7,11.9-19.4
H.S. or G.E.D.,278,16.3,13.8-18.7
Some post-H.S.,319,12.9,11.0-14.7
College graduate,410,12.3,10.8-13.8
Arkansas,,,
Less than H.S.,34,14.7,9.4-20.0
H.S. or G.E.D.,147,12.3,10.1-14.5
Some post-H.S.,158,15.1,12.5-17.8
College graduate,180,12.9,10.9-14.8
California,,,
Less than H.S.,168,16.1,13.3-18.8
H.S. or G.E.D.,283,16.0,13.8-18.1
Some post-H.S.,327,14.2,12.3-16.0
College graduate,495,12.9,11.3-14.6
Colorado,,,
Less than H.S.,93,21.0,16.5-25.4
H.S. or G.E.D.,229,16.0,13.7-18.3
Some post-H.S.,235,12.3,10.6-14.1
College graduate,462,12.2,11.0-13.4
Connecticut,,,
Less than H.S.,74,16.1,12.0-20.3
H.S. or G.E.D.,242,16.9,14.2-19.6
Some post-H.S.,223,13.9,11.4-16.3
College graduate,485,12.9,11.4-14.4
Delaware,,,
Less than H.S.,38,17.0,10.9-23.0
H.S. or G.E.D.,101,10.9,8.3-13.4
Some post-H.S.,102,13.4,10.2-16.6
College graduate,190,15.5,12.8-18.3
District of Columbia,,,
Less than H.S.,9,*,
H.S. or G.E.D.,56,16.1,10.7-21.5
Some post-H.S.,49,20.5,13.6-27.4
College graduate,211,10.1,8.5-11.8
Florida,,,
Less than H.S.,96,14.3,9.6-18.9
H.S. or G.E.D.,331,14.0,11.5-16.5
Some post-H.S.,320,12.9,10.5-15.3
College graduate,398,10.8,9.0-12.7
Georgia,,,
Less than H.S.,72,17.1,12.3-21.9
H.S. or G.E.D.,229,15.9,13.4-18.4
Some post-H.S.,211,14.5,12.1-17.0
College graduate,378,14.6,12.8-16.4
Hawaii,,,
Less than H.S.,27,12.0,6.5-17.5
H.S. or G.E.D.,263,16.0,13.5-18.5
Some post-H.S.,242,13.8,11.7-15.9
College graduate,373,14.1,12.4-15.8
Idaho,,,
Less than H.S.,62,16.7,11.9-21.4
H.S. or G.E.D.,255,14.1,11.9-16.4
Some post-H.S.,195,10.8,9.0-12.7
College graduate,234,12.7,10.7-14.7
Illinois,,,
Less than H.S.,73,15.8,11.4-20.3
H.S. or G.E.D.,130,12.4,9.9-14.8
Some post-H.S.,141,14.1,11.2-17.1
College graduate,262,12.5,10.7-14.2
Indiana,,,
Less than H.S.,94,15.9,12.4-19.5
H.S. or G.E.D.,349,14.3,12.6-15.9
Some post-H.S.,317,14.0,12.3-15.6
College graduate,443,13.3,12.0-14.6
Iowa,,,
Less than H.S.,91,13.7,9.8-17.5
H.S. or G.E.D.,289,12.4,10.7-14.1
Some post-H.S.,255,12.1,10.3-13.9
College graduate,301,12.2,10.6-13.8
Kansas,,,
Less than H.S.,51,14.0,9.7-18.4
H.S. or G.E.D.,239,13.9,11.9-15.9
Some post-H.S.,315,12.9,11.2-14.6
College graduate,438,13.5,12.1-14.9
Louisiana,,,
Less than H.S.,50,13.6,9.2-17.9
H.S. or G.E.D.,189,16.4,13.7-19.0
Some post-H.S.,182,16.0,13.2-18.7
College graduate,217,14.8,12.6-17.0
Maine,,,
Less than H.S.,32,11.2,6.3-16.2
H.S. or G.E.D.,276,13.4,11.4-15.4
Some post-H.S.,256,10.7,9.1-12.4
College graduate,394,12.2,10.7-13.6
Maryland,,,
Less than H.S.,132,15.9,12.6-19.2
H.S. or G.E.D.,427,15.5,13.5-17.6
Some post-H.S.,393,15.9,13.7-18.1
College graduate,847,14.2,12.9-15.5
Massachusetts,,,
Less than H.S.,66,18.0,12.5-23.5
H.S. or G.E.D.,184,14.3,11.6-16.9
Some post-H.S.,223,12.1,10.0-14.3
College graduate,565,12.1,10.9-13.3
Michigan,,,
Less than H.S.,42,15.2,10.0-20.4
H.S. or G.E.D.,233,13.7,11.7-15.7
Some post-H.S.,252,12.6,10.8-14.4
College graduate,422,12.5,11.1-13.8
Minnesota,,,
Less than H.S.,85,15.2,11.5-19.0
