Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,293,70.7,63.7-77.8
H.S. or G.E.D.,953,70.6,67.0-74.2
Some post-H.S.,"1,091",72.7,69.4-76.0
College graduate,"1,086",64.5,61.3-67.7
Alaska,,,
Less than H.S.,187,65.0,57.3-72.7
H.S. or G.E.D.,994,58.2,54.8-61.7
Some post-H.S.,"1,228",61.9,58.7-65.2
College graduate,"1,714",66.4,63.7-69.2
Arizona,,,
Less than H.S.,409,53.4,47.3-59.6
H.S. or G.E.D.,"1,549",61.1,57.6-64.6
Some post-H.S.,"2,445",66.7,63.9-69.5
College graduate,"3,088",67.1,64.6-69.7
Arkansas,,,
Less than H.S.,307,73.4,67.1-79.8
H.S. or G.E.D.,"1,332",66.7,63.5-69.9
Some post-H.S.,"1,027",64.4,60.9-67.8
College graduate,"1,261",63.8,60.8-66.9
California,,,
Less than H.S.,424,55.5,50.8-60.2
H.S. or G.E.D.,"1,321",63.8,60.9-66.7
Some post-H.S.,"1,925",66.8,64.2-69.4
College graduate,"3,707",67.5,65.5-69.5
Colorado,,,
Less than H.S.,285,51.3,45.7-56.9
H.S. or G.E.D.,"1,182",63.4,60.3-66.6
Some post-H.S.,"1,656",68.3,66.0-70.7
College graduate,"3,229",68.0,66.4-69.6
Connecticut,,,
Less than H.S.,314,58.6,52.5-64.8
H.S. or G.E.D.,"1,432",72.8,69.9-75.8
Some post-H.S.,"1,580",70.0,66.9-73.0
College graduate,"3,439",66.1,64.1-68.1
Delaware,,,
Less than H.S.,140,56.6,48.4-64.8
H.S. or G.E.D.,762,69.3,65.4-73.3
Some post-H.S.,778,68.7,64.7-72.7
College graduate,"1,186",67.1,63.7-70.6
District of Columbia,,,
Less than H.S.,90,67.0,54.9-79.2
H.S. or G.E.D.,331,63.4,57.2-69.6
Some post-H.S.,338,70.6,64.2-77.0
College graduate,"1,703",76.8,74.5-79.1
Florida,,,
Less than H.S.,590,69.8,63.8-75.8
H.S. or G.E.D.,"2,684",73.9,70.8-77.1
Some post-H.S.,"3,047",74.2,71.1-77.3
College graduate,"3,922",71.3,68.8-73.9
Georgia,,,
Less than H.S.,487,59.1,53.6-64.5
H.S. or G.E.D.,"1,645",67.1,64.0-70.3
Some post-H.S.,"1,784",64.4,61.4-67.3
College graduate,"2,684",67.2,64.9-69.5
Hawaii,,,
Less than H.S.,165,65.3,57.1-73.5
H.S. or G.E.D.,"1,256",62.3,59.4-65.2
Some post-H.S.,"1,561",65.4,62.6-68.2
College graduate,"2,506",65.8,63.5-68.0
Idaho,,,
Less than H.S.,201,55.2,48.4-62.0
H.S. or G.E.D.,"1,114",65.2,62.4-68.0
Some post-H.S.,"1,448",67.7,65.2-70.2
College graduate,"1,458",60.3,57.9-62.7
Illinois,,,
Less than H.S.,196,54.3,47.4-61.1
H.S. or G.E.D.,610,68.6,64.9-72.4
Some post-H.S.,733,69.5,65.8-73.2
College graduate,"1,234",66.2,63.4-69.0
Indiana,,,
Less than H.S.,401,54.4,49.5-59.2
H.S. or G.E.D.,"2,322",70.9,68.8-73.0
Some post-H.S.,"2,011",66.4,64.2-68.6
College graduate,"2,692",66.5,64.7-68.4
Iowa,,,
Less than H.S.,354,52.3,46.7-57.8
H.S. or G.E.D.,"2,072",70.7,68.3-73.0
Some post-H.S.,"1,848",66.6,64.2-69.1
College graduate,"2,068",64.9,62.7-67.2
Kansas,,,
Less than H.S.,281,56.9,50.7-63.1
H.S. or G.E.D.,"2,126",64.0,61.4-66.7
Some post-H.S.,"2,546",65.8,63.5-68.1
College graduate,"3,176",63.4,61.5-65.4
Kentucky,,,
Less than H.S.,286,74.5,68.0-81.1
H.S. or G.E.D.,969,71.2,67.6-74.7
Some post-H.S.,828,68.9,65.1-72.7
College graduate,858,68.6,65.0-72.1
Louisiana,,,
Less than H.S.,291,62.8,56.7-69.0
H.S. or G.E.D.,"1,189",64.2,60.9-67.4
Some post-H.S.,"1,053",61.1,57.9-64.2
College graduate,"1,488",65.3,62.6-68.0
Maine,,,
Less than H.S.,279,66.2,58.6-73.8
H.S. or G.E.D.,"2,185",76.7,74.3-79.2
Some post-H.S.,"2,359",74.7,72.5-77.0
College graduate,"3,806",73.6,71.6-75.5
Maryland,,,
Less than H.S.,526,46.0,41.3-50.7
H.S. or G.E.D.,"2,856",65.9,63.3-68.5
Some post-H.S.,"2,649",69.2,66.7-71.7
College graduate,"5,499",65.2,63.5-66.8
Massachusetts,,,
Less than H.S.,385,65.5,60.0-71.1
H.S. or G.E.D.,"1,461",70.9,68.1-73.7
Some post-H.S.,"1,767",74.0,71.7-76.3
College graduate,"4,275",69.8,68.2-71.4
Michigan,,,
Less than H.S.,261,59.1,52.6-65.5
H.S. or G.E.D.,"1,902",69.7,67.2-72.1
Some post-H.S.,"2,173",73.7,71.5-75.9
College graduate,"3,238",68.9,67.1-70.7
Minnesota,,,
Less than H.S.,344,57.3,52.0-62.6
H.S. or G.E.D.,"2,457",68.7,66.4-71.0
Some post-H.S.,"3,610",70.0,68.2-71.8
College graduate,"5,627",63.7,62.4-65.1
Mississippi,,,
Less than H.S.,292,72.3,66.4-78.2
H.S. or G.E.D.,713,63.2,59.6-66.9
Some post-H.S.,863,63.6,60.4-66.8
College graduate,920,62.6,59.3-65.9
Missouri,,,
Less than H.S.,330,61.5,55.3-67.7
H.S. or G.E.D.,"1,653",70.5,67.7-73.3
Some post-H.S.,"1,516",67.1,64.3-69.9
College graduate,"1,903",66.9,64.5-69.4
Montana,,,
Less than H.S.,192,55.7,48.6-62.7
H.S. or G.E.D.,"1,369",68.9,66.1-71.6
Some post-H.S.,"1,589",71.8,69.3-74.3
College graduate,"2,094",69.3,67.1-71.5
Nebraska,,,
Less than H.S.,243,45.8,39.7-52.0
H.S. or G.E.D.,"1,736",68.7,65.8-71.7
Some post-H.S.,"1,723",66.0,63.1-68.9
College graduate,"1,747",61.4,58.7-64.1
Nevada,,,
Less than H.S.,130,50.9,42.8-59.0
H.S. or G.E.D.,578,62.9,58.0-67.9
Some post-H.S.,712,69.4,64.7-74.0
College graduate,876,66.8,62.2-71.4
New Hampshire,,,
Less than H.S.,183,71.8,62.4-81.3
H.S. or G.E.D.,"1,277",69.4,65.5-73.4
Some post-H.S.,"1,398",72.1,68.7-75.6
College graduate,"2,697",71.2,68.8-73.6
New Jersey,,,
Less than H.S.,245,57.3,51.3-63.3
H.S. or G.E.D.,"1,115",70.1,67.0-73.2
Some post-H.S.,"1,233",70.7,67.7-73.8
College graduate,"2,808",66.6,64.7-68.5
New Mexico,,,
Less than H.S.,314,63.8,57.5-70.1
H.S. or G.E.D.,829,62.8,58.7-66.8
Some post-H.S.,920,67.0,63.3-70.7
College graduate,"1,525",74.4,71.5-77.3
New York,,,
Less than H.S.,774,57.6,53.9-61.3
H.S. or G.E.D.,"2,867",68.3,66.2-70.4
Some post-H.S.,"2,953",70.6,68.4-72.7
College graduate,"6,077",72.1,70.6-73.5
North Carolina,,,
Less than H.S.,201,60.7,53.6-67.8
H.S. or G.E.D.,678,68.1,64.3-71.8
Some post-H.S.,875,66.8,63.5-70.1
College graduate,"1,284",68.7,66.0-71.4
North Dakota,,,
Less than H.S.,144,71.7,62.7-80.7
H.S. or G.E.D.,844,68.8,65.1-72.4
Some post-H.S.,"1,022",70.6,67.5-73.7
College graduate,"1,188",66.0,63.1-68.8
Ohio,,,
Less than H.S.,538,62.7,57.4-68.1
H.S. or G.E.D.,"3,831",72.5,70.6-74.5
Some post-H.S.,"3,461",69.7,67.6-71.7
College graduate,"4,147",65.4,63.7-67.2
Oklahoma,,,
Less than H.S.,267,53.9,48.3-59.6
H.S. or G.E.D.,"1,099",67.6,64.7-70.5
Some post-H.S.,"1,313",65.7,63.1-68.3
College graduate,"1,327",65.6,63.0-68.1
Oregon,,,
Less than H.S.,197,65.8,59.2-72.4
H.S. or G.E.D.,925,71.7,68.4-74.9
Some post-H.S.,"1,302",72.7,70.1-75.2
College graduate,"1,756",69.2,67.0-71.4
Pennsylvania,,,
Less than H.S.,137,73.4,63.5-83.3
H.S. or G.E.D.,965,69.0,65.5-72.6
Some post-H.S.,841,69.0,65.3-72.7
College graduate,"1,343",69.5,66.6-72.4
Rhode Island,,,
Less than H.S.,286,58.8,52.5-65.1
H.S. or G.E.D.,912,74.1,70.4-77.9
Some post-H.S.,"1,077",70.3,66.7-73.9
College graduate,"2,081",70.3,68.0-72.6
South Carolina,,,
Less than H.S.,479,64.4,59.3-69.6
H.S. or G.E.D.,"1,994",69.3,66.7-71.9
Some post-H.S.,"2,031",71.4,68.9-73.9
College graduate,"3,069",68.9,66.9-70.9
South Dakota,,,
Less than H.S.,233,67.0,53.5-80.6
H.S. or G.E.D.,"1,521",68.5,61.8-75.2
Some post-H.S.,"1,724",68.0,61.5-74.5
College graduate,"1,914",68.9,64.0-73.9
Tennessee,,,
Less than H.S.,294,66.9,60.5-73.3
H.S. or G.E.D.,"1,092",66.5,63.2-69.8
Some post-H.S.,"1,046",66.0,62.8-69.3
College graduate,"1,266",64.0,61.1-67.0
Texas,,,
Less than H.S.,818,56.3,51.4-61.2
H.S. or G.E.D.,"2,272",63.6,60.5-66.7
Some post-H.S.,"2,595",63.8,60.8-66.7
College graduate,"3,901",64.4,62.1-66.6
Utah,,,
Less than H.S.,258,51.9,46.1-57.6
H.S. or G.E.D.,"1,445",57.7,55.0-60.4
Some post-H.S.,"1,870",61.0,58.6-63.3
College graduate,"2,448",55.2,53.3-57.2
Vermont,,,
Less than H.S.,160,68.1,59.5-76.6
H.S. or G.E.D.,"1,397",73.6,70.8-76.5
Some post-H.S.,"1,444",75.4,72.8-78.0
College graduate,"3,549",69.8,68.2-71.5
Virginia,,,
Less than H.S.,413,63.8,57.9-69.7
H.S. or G.E.D.,"1,610",65.3,62.3-68.3
Some post-H.S.,"1,946",66.2,63.6-68.9
College graduate,"3,718",65.9,64.0-67.9
Washington,,,
Less than H.S.,705,57.9,54.2-61.6
H.S. or G.E.D.,"3,858",66.8,65.1-68.5
Some post-H.S.,"5,534",70.3,68.9-71.8
College graduate,"8,945",67.3,66.2-68.4
West Virginia,,,
Less than H.S.,324,75.4,69.9-80.9
H.S. or G.E.D.,"1,321",69.5,66.6-72.4
Some post-H.S.,940,65.9,62.6-69.1
College graduate,"1,108",67.0,64.2-69.7
Wisconsin,,,
Less than H.S.,311,63.6,57.6-69.6
H.S. or G.E.D.,"2,387",72.2,69.8-74.5
Some post-H.S.,"2,579",71.2,69.0-73.4
College graduate,"3,194",67.6,65.7-69.6
Wyoming,,,
Less than H.S.,118,60.0,50.4-69.7
H.S. or G.E.D.,815,69.5,65.8-73.2
Some post-H.S.,"1,079",69.9,66.7-73.1
College graduate,"1,147",64.3,61.3-67.3
Guam,,,
Less than H.S.,78,55.1,40.8-69.3
H.S. or G.E.D.,452,53.0,46.4-59.7
Some post-H.S.,323,52.6,43.8-61.3
College graduate,536,49.7,42.8-56.5
Puerto Rico,,,
Less than H.S.,624,87.6,83.8-91.3
H.S. or G.E.D.,"1,067",74.4,70.7-78.0
Some post-H.S.,"1,036",70.3,66.9-73.8
College graduate,"1,485",68.6,65.6-71.7
Virgin Islands,,,
Less than H.S.,167,83.0,73.3-92.6
H.S. or G.E.D.,339,73.9,64.5-83.4
Some post-H.S.,251,69.9,54.7-85.2
College graduate,382,60.8,
