Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,150,36.4,30.8-42.0
H.S. or G.E.D.,651,45.3,42.1-48.5
Some post-H.S.,730,48.3,45.1-51.4
College graduate,"1,116",66.6,63.9-69.3
Alaska,,,
Less than H.S.,60,36.3,26.3-46.2
H.S. or G.E.D.,448,39.1,34.6-43.6
Some post-H.S.,554,49.4,44.9-54.0
College graduate,827,69.4,65.4-73.5
Arizona,,,
Less than H.S.,305,43.4,38.7-48.2
H.S. or G.E.D.,"1,057",42.1,39.4-44.9
Some post-H.S.,"1,521",48.0,45.6-50.4
College graduate,"2,250",61.9,59.8-64.0
Arkansas,,,
Less than H.S.,174,45.8,39.4-52.2
H.S. or G.E.D.,794,47.2,43.9-50.5
Some post-H.S.,727,51.6,47.9-55.2
College graduate,962,63.6,60.2-67.0
California,,,
Less than H.S.,221,43.8,38.4-49.2
H.S. or G.E.D.,324,44.6,40.2-48.9
Some post-H.S.,477,44.0,40.1-47.8
College graduate,"1,155",62.3,59.7-65.0
Colorado,,,
Less than H.S.,270,45.2,40.6-49.8
H.S. or G.E.D.,893,42.9,40.4-45.4
Some post-H.S.,"1,254",49.2,46.9-51.4
College graduate,"2,957",64.9,63.3-66.4
Connecticut,,,
Less than H.S.,173,32.9,27.0-38.7
H.S. or G.E.D.,880,42.8,39.7-45.9
Some post-H.S.,972,44.2,40.9-47.5
College graduate,"2,459",63.6,61.3-65.8
Delaware,,,
Less than H.S.,147,38.0,30.8-45.1
H.S. or G.E.D.,474,44.1,40.2-48.0
Some post-H.S.,471,48.6,44.3-52.8
College graduate,803,63.4,59.8-66.9
District of Columbia,,,
Less than H.S.,23,18.2,10.5-25.8
H.S. or G.E.D.,91,15.4,11.8-19.0
Some post-H.S.,110,18.5,14.5-22.5
College graduate,"1,044",41.5,39.0-44.0
Florida,,,
Less than H.S.,390,36.5,30.2-42.8
H.S. or G.E.D.,"1,298",40.3,36.6-44.0
Some post-H.S.,"1,614",50.5,47.2-53.9
College graduate,"2,245",59.7,56.7-62.8
Georgia,,,
Less than H.S.,308,39.9,34.6-45.2
H.S. or G.E.D.,"1,106",45.4,42.2-48.6
Some post-H.S.,"1,103",46.3,43.0-49.6
College graduate,"1,823",60.6,57.9-63.4
Hawaii,,,
Less than H.S.,78,43.1,34.7-51.6
H.S. or G.E.D.,817,42.8,40.0-45.6
Some post-H.S.,"1,088",52.5,49.8-55.2
College graduate,"1,887",63.0,60.9-65.1
Idaho,,,
Less than H.S.,149,41.3,34.5-48.2
H.S. or G.E.D.,788,49.8,46.4-53.2
Some post-H.S.,"1,190",58.6,55.6-61.7
College graduate,"1,344",70.3,67.3-73.2
Illinois,,,
Less than H.S.,41,41.3,30.2-52.4
H.S. or G.E.D.,348,39.9,36.0-43.8
Some post-H.S.,458,49.3,45.5-53.2
College graduate,971,62.8,60.0-65.6
Indiana,,,
Less than H.S.,219,38.8,34.2-43.3
H.S. or G.E.D.,"1,238",44.8,42.6-47.0
Some post-H.S.,"1,098",50.5,48.0-53.0
College graduate,"1,817",67.1,65.0-69.2
Iowa,,,
Less than H.S.,206,38.5,33.4-43.6
H.S. or G.E.D.,"1,532",50.1,47.9-52.2
Some post-H.S.,"1,592",51.9,49.8-54.0
College graduate,"2,155",68.2,66.2-70.1
Kansas,,,
Less than H.S.,159,42.2,36.3-48.0
H.S. or G.E.D.,"1,344",47.6,45.3-49.9
Some post-H.S.,"1,645",51.6,49.5-53.7
College graduate,"2,757",68.9,67.2-70.6
Kentucky,,,
Less than H.S.,108,40.0,33.4-46.7
H.S. or G.E.D.,511,45.2,41.6-48.7
Some post-H.S.,550,52.5,48.9-56.0
College graduate,774,67.1,63.9-70.2
Louisiana,,,
Less than H.S.,117,29.5,23.9-35.0
H.S. or G.E.D.,623,42.8,39.6-46.0
Some post-H.S.,558,46.2,42.6-49.8
College graduate,"1,031",60.0,57.1-62.9
Maine,,,
Less than H.S.,117,31.9,24.8-38.9
H.S. or G.E.D.,"1,449",46.1,43.3-48.8
Some post-H.S.,"1,615",53.3,50.6-56.0
College graduate,"2,675",65.0,62.8-67.1
Maryland,,,
Less than H.S.,277,34.3,29.8-38.8
H.S. or G.E.D.,"1,665",43.5,41.2-45.9
Some post-H.S.,"1,454",43.1,40.7-45.5
College graduate,"3,810",62.5,60.9-64.2
Massachusetts,,,
Less than H.S.,109,36.3,29.6-43.1
H.S. or G.E.D.,537,39.7,36.4-43.0
Some post-H.S.,794,44.7,41.7-47.7
College graduate,"2,185",59.8,57.7-61.9
Michigan,,,
Less than H.S.,76,33.6,26.5-40.7
H.S. or G.E.D.,736,43.8,41.0-46.6
Some post-H.S.,"1,012",48.9,46.3-51.5
College graduate,"1,831",64.8,62.7-66.9
Minnesota,,,
