Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,107,33.8,27.4-40.1
H.S. or G.E.D.,480,42.2,38.6-45.9
Some post-H.S.,599,51.1,47.5-54.7
College graduate,923,63.1,60.0-66.2
Alaska,,,
Less than H.S.,69,37.8,28.9-46.6
H.S. or G.E.D.,568,39.5,36.1-42.9
Some post-H.S.,809,54.6,51.3-57.9
College graduate,"1,419",66.6,64.1-69.2
Arizona,,,
Less than H.S.,289,42.5,37.4-47.6
H.S. or G.E.D.,"1,129",40.4,37.6-43.3
Some post-H.S.,"1,845",49.9,47.4-52.4
College graduate,"2,982",62.7,60.8-64.7
Arkansas,,,
Less than H.S.,156,41.5,35.0-48.0
H.S. or G.E.D.,751,43.7,40.7-46.7
Some post-H.S.,703,49.5,46.2-52.7
College graduate,"1,141",66.8,64.1-69.5
California,,,
Less than H.S.,429,39.7,36.0-43.4
H.S. or G.E.D.,728,38.9,36.0-41.7
Some post-H.S.,"1,188",47.0,44.4-49.6
College graduate,"2,747",62.3,60.2-64.5
Colorado,,,
Less than H.S.,205,40.4,35.1-45.7
H.S. or G.E.D.,642,38.0,35.1-40.9
Some post-H.S.,"1,053",51.5,48.8-54.2
College graduate,"2,701",64.4,62.7-66.2
Connecticut,,,
Less than H.S.,160,33.9,27.6-40.1
H.S. or G.E.D.,798,38.6,35.4-41.8
Some post-H.S.,974,43.3,40.1-46.6
College graduate,"3,064",64.5,62.4-66.6
Delaware,,,
Less than H.S.,89,34.8,26.7-43.0
H.S. or G.E.D.,475,42.8,38.8-46.8
Some post-H.S.,495,46.0,41.6-50.5
College graduate,"1,169",64.4,61.1-67.6
District of Columbia,,,
Less than H.S.,7,*,
H.S. or G.E.D.,67,11.6,8.1-15.0
Some post-H.S.,102,21.1,15.8-26.4
College graduate,"1,022",42.5,39.8-45.2
Florida,,,
Less than H.S.,284,34.0,27.7-40.3
H.S. or G.E.D.,"1,529",41.2,37.9-44.6
Some post-H.S.,"1,839",51.4,48.1-54.7
College graduate,"2,965",60.7,58.0-63.4
Georgia,,,
Less than H.S.,185,31.9,26.7-37.0
H.S. or G.E.D.,870,40.2,37.2-43.2
Some post-H.S.,956,48.9,45.9-52.0
College graduate,"2,080",62.1,59.7-64.5
Hawaii,,,
Less than H.S.,73,30.8,22.9-38.7
H.S. or G.E.D.,746,44.4,41.2-47.6
Some post-H.S.,979,50.6,47.6-53.6
College graduate,"2,006",63.9,61.7-66.1
Idaho,,,
Less than H.S.,182,42.3,36.5-48.2
H.S. or G.E.D.,913,44.7,41.9-47.6
Some post-H.S.,"1,148",58.0,55.1-60.9
College graduate,"1,516",71.0,68.5-73.6
Illinois,,,
Less than H.S.,169,42.3,36.1-48.5
H.S. or G.E.D.,399,38.6,34.9-42.2
Some post-H.S.,481,44.7,40.9-48.6
College graduate,"1,416",64.1,61.7-66.5
Indiana,,,
Less than H.S.,231,38.8,34.2-43.5
H.S. or G.E.D.,"1,476",44.8,42.7-46.9
Some post-H.S.,"1,317",48.5,46.3-50.8
College graduate,"2,525",66.0,64.2-67.7
Iowa,,,
Less than H.S.,262,36.6,31.3-42.0
H.S. or G.E.D.,"1,196",44.9,42.5-47.3
Some post-H.S.,"1,301",53.9,51.4-56.3
College graduate,"1,812",66.1,64.0-68.3
Kansas,,,
Less than H.S.,139,38.5,32.2-44.8
H.S. or G.E.D.,"1,083",44.4,41.8-47.0
Some post-H.S.,"1,540",50.7,48.4-53.0
College graduate,"2,573",69.5,67.7-71.3
Louisiana,,,
Less than H.S.,125,28.5,23.2-33.8
H.S. or G.E.D.,588,40.0,37.0-43.1
Some post-H.S.,629,45.7,42.5-49.0
College graduate,"1,054",61.3,58.5-64.2
Maine,,,
Less than H.S.,109,31.0,24.7-37.4
H.S. or G.E.D.,"1,302",43.3,40.8-45.7
Some post-H.S.,"1,604",51.1,48.6-53.5
College graduate,"3,256",66.6,64.8-68.4
Maryland,,,
Less than H.S.,334,35.8,31.3-40.3
H.S. or G.E.D.,"1,784",37.7,35.2-40.1
Some post-H.S.,"1,737",44.7,42.1-47.4
College graduate,"5,097",62.7,61.0-64.4
Massachusetts,,,
Less than H.S.,118,30.0,23.7-36.3
H.S. or G.E.D.,541,36.2,32.7-39.6
Some post-H.S.,869,43.4,40.3-46.4
College graduate,"3,038",62.9,61.2-64.7
Michigan,,,
Less than H.S.,105,32.0,26.0-38.0
H.S. or G.E.D.,"1,013",40.6,38.1-43.1
Some post-H.S.,"1,309",49.9,47.4-52.3
College graduate,"2,668",63.5,61.6-65.4
Minnesota,,,
Less than H.S.,227,38.1,33.0-43.2
H.S. or G.E.D.,"1,437",41.3,38.9-43.7
Some post-H.S.,"2,279",51.6,49.4-53.8
College graduate,"4,690",67.1,65.6-68.6
Mississippi,,,
Less than H.S.,87,35.4,28.0-42.8
H.S. or G.E.D.,394,39.6,35.9-43.3
Some post-H.S.,561,47.2,43.7-50.7
College graduate,834,62.4,59.3-65.5
Missouri,,,
Less than H.S.,138,38.7,32.1-45.2
H.S. or G.E.D.,905,43.4,40.6-46.3
Some post-H.S.,909,47.9,44.9-50.9
College graduate,"1,515",65.6,63.1-68.0
Montana,,,
Less than H.S.,110,37.0,30.0-44.0
H.S. or G.E.D.,754,43.4,40.5-46.3
Some post-H.S.,997,53.2,50.5-56.0
College graduate,"1,807",64.5,62.4-66.6
Nebraska,,,
Less than H.S.,372,38.9,34.8-43.1
H.S. or G.E.D.,"1,648",43.0,40.8-45.2
Some post-H.S.,"2,023",52.1,49.9-54.2
College graduate,"3,026",69.2,67.5-71.0
Nevada,,,
Less than H.S.,40,38.7,26.9-50.5
H.S. or G.E.D.,253,36.2,30.8-41.7
Some post-H.S.,351,47.2,41.8-52.6
College graduate,606,65.4,60.9-70.0
New Hampshire,,,
Less than H.S.,65,29.9,22.0-37.9
H.S. or G.E.D.,788,44.6,41.0-48.2
Some post-H.S.,928,56.4,52.8-60.0
College graduate,"2,220",63.4,60.9-65.8
New Jersey,,,
Less than H.S.,146,31.0,25.8-36.3
H.S. or G.E.D.,789,43.0,40.0-46.0
Some post-H.S.,849,46.9,43.7-50.2
College graduate,"2,948",64.4,62.4-66.3
New Mexico,,,
Less than H.S.,123,41.5,33.8-49.1
H.S. or G.E.D.,321,35.2,30.4-39.9
Some post-H.S.,378,46.2,41.2-51.2
College graduate,639,57.6,53.5-61.7
New York,,,
Less than H.S.,465,36.9,33.3-40.5
H.S. or G.E.D.,"1,398",38.9,36.5-41.4
Some post-H.S.,"1,587",44.4,42.0-46.8
College graduate,"4,417",55.6,53.9-57.2
North Carolina,,,
Less than H.S.,111,34.0,26.7-41.3
H.S. or G.E.D.,383,42.1,37.6-46.6
Some post-H.S.,553,50.9,46.9-54.9
College graduate,"1,036",63.6,60.8-66.5
North Dakota,,,
Less than H.S.,68,38.0,29.2-46.8
H.S. or G.E.D.,663,43.7,40.5-46.9
Some post-H.S.,970,53.9,51.1-56.8
College graduate,"1,548",69.7,67.4-71.9
Ohio,,,
Less than H.S.,211,34.1,28.8-39.4
H.S. or G.E.D.,"1,925",41.0,38.9-43.1
Some post-H.S.,"1,755",49.9,47.6-52.2
College graduate,"3,063",62.3,60.4-64.1
Oklahoma,,,
Less than H.S.,156,41.1,35.4-46.7
H.S. or G.E.D.,792,40.9,38.2-43.5
Some post-H.S.,"1,068",52.9,50.4-55.5
College graduate,"1,640",65.9,63.7-68.1
Oregon,,,
Less than H.S.,99,33.1,26.4-39.8
H.S. or G.E.D.,509,40.1,36.6-43.6
Some post-H.S.,832,48.9,45.8-52.0
College graduate,"1,619",65.8,63.6-68.0
Rhode Island,,,
Less than H.S.,140,31.1,24.9-37.2
H.S. or G.E.D.,520,40.5,36.7-44.3
Some post-H.S.,603,42.8,39.0-46.6
College graduate,"1,677",57.6,54.9-60.2
South Carolina,,,
Less than H.S.,211,33.5,28.8-38.3
H.S. or G.E.D.,"1,145",40.5,37.9-43.1
Some post-H.S.,"1,347",50.4,47.8-52.9
College graduate,"2,599",66.3,64.3-68.3
South Dakota,,,
Less than H.S.,89,37.7,23.2-52.3
H.S. or G.E.D.,662,44.1,38.4-49.7
Some post-H.S.,910,53.3,47.9-58.7
College graduate,"1,396",66.7,62.4-71.1
Tennessee,,,
Less than H.S.,122,34.4,27.9-40.8
H.S. or G.E.D.,668,43.8,40.6-47.0
Some post-H.S.,703,50.4,47.0-53.8
College graduate,"1,293",65.6,63.0-68.3
Texas,,,
Less than H.S.,407,42.8,37.4-48.2
H.S. or G.E.D.,873,43.6,39.9-47.2
Some post-H.S.,"1,232",50.2,46.8-53.7
College graduate,"2,522",64.6,62.0-67.2
Utah,,,
Less than H.S.,254,43.7,38.4-49.1
H.S. or G.E.D.,"1,320",45.3,42.8-47.7
Some post-H.S.,"1,889",58.7,56.4-61.1
College graduate,"3,292",72.1,70.4-73.9
Vermont,,,
Less than H.S.,55,29.9,20.8-39.0
H.S. or G.E.D.,777,41.4,37.9-44.8
Some post-H.S.,842,47.8,44.4-51.1
College graduate,"2,655",60.9,58.9-62.9
Virginia,,,
Less than H.S.,123,36.4,29.4-43.3
H.S. or G.E.D.,593,39.5,35.9-43.2
Some post-H.S.,867,47.6,44.2-51.1
College graduate,"2,032",65.9,63.6-68.3
Washington,,,
Less than H.S.,490,37.6,34.3-41.0
H.S. or G.E.D.,"2,419",42.2,40.5-43.9
Some post-H.S.,"3,656",49.9,48.4-51.4
College graduate,"7,928",66.7,65.6-67.7
West Virginia,,,
Less than H.S.,86,32.9,26.5-39.3
H.S. or G.E.D.,634,46.5,43.4-49.5
Some post-H.S.,611,52.8,49.4-56.1
College graduate,892,61.1,58.2-63.9
Wisconsin,,,
Less than H.S.,194,37.5,32.1-43.0
H.S. or G.E.D.,"1,517",43.3,41.0-45.6
Some post-H.S.,"1,865",50.3,48.1-52.4
College graduate,"3,111",66.4,64.5-68.2
Wyoming,,,
Less than H.S.,61,42.8,33.7-51.9
H.S. or G.E.D.,516,46.8,43.2-50.4
Some post-H.S.,736,55.8,52.6-59.1
College graduate,"1,106",67.9,65.2-70.6
Guam,,,
Less than H.S.,37,46.9,31.8-62.0
H.S. or G.E.D.,223,40.3,33.6-46.9
Some post-H.S.,217,56.4,48.7-64.1
College graduate,306,57.7,51.3-64.1
Puerto Rico,,,
Less than H.S.,170,32.6,26.9-38.4
H.S. or G.E.D.,390,31.1,27.7-34.4
Some post-H.S.,453,33.1,29.7-36.5
College graduate,699,41.6,38.5-44.7
Virgin Islands,,,
Less than H.S.,97,35.5,26.8-44.2
H.S. or G.E.D.,232,30.4,25.0-35.8
Some post-H.S.,142,35.6,27.4-43.9
College graduate,312,49.5,43.1-55.9
