Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,66,19.3,14.2-24.3
H.S. or G.E.D.,172,18.0,15.0-21.0
Some post-H.S.,138,12.4,10.0-14.9
College graduate,73,5.8,4.0-7.5
Alaska,,,
Less than H.S.,28,12.0,7.0-17.1
H.S. or G.E.D.,159,10.6,8.6-12.6
Some post-H.S.,175,13.4,10.9-16.0
College graduate,158,8.4,6.8-10.1
Arizona,,,
Less than H.S.,142,21.0,16.9-25.2
H.S. or G.E.D.,297,14.7,12.6-16.9
Some post-H.S.,350,11.2,9.5-12.8
College graduate,284,7.2,6.0-8.4
Arkansas,,,
Less than H.S.,68,23.8,17.8-29.8
H.S. or G.E.D.,195,14.7,12.4-17.0
Some post-H.S.,156,14.4,11.9-17.0
College graduate,82,6.1,4.5-7.7
California,,,
Less than H.S.,256,22.1,19.0-25.2
H.S. or G.E.D.,267,11.8,10.1-13.5
Some post-H.S.,315,10.3,8.8-11.8
College graduate,307,4.6,3.9-5.4
Colorado,,,
Less than H.S.,133,26.2,21.5-30.9
H.S. or G.E.D.,224,14.4,12.3-16.5
Some post-H.S.,249,12.5,10.7-14.3
College graduate,306,7.4,6.5-8.4
Connecticut,,,
Less than H.S.,116,19.2,15.0-23.3
H.S. or G.E.D.,201,10.4,8.4-12.4
Some post-H.S.,176,8.4,6.7-10.1
College graduate,236,5.6,4.5-6.8
Delaware,,,
Less than H.S.,59,22.9,15.6-30.2
H.S. or G.E.D.,85,7.8,5.7-10.0
Some post-H.S.,80,8.7,6.2-11.3
College graduate,75,5.0,3.6-6.5
District of Columbia,,,
Less than H.S.,14,21.4,9.3-33.6
H.S. or G.E.D.,42,10.7,6.4-15.0
Some post-H.S.,54,13.4,8.9-18.0
College graduate,111,7.1,5.5-8.7
Florida,,,
Less than H.S.,190,25.1,19.2-31.0
H.S. or G.E.D.,475,16.4,13.8-19.0
Some post-H.S.,404,11.4,9.2-13.6
College graduate,279,6.8,5.5-8.2
Georgia,,,
Less than H.S.,136,28.9,23.3-34.5
H.S. or G.E.D.,315,18.4,15.9-20.9
Some post-H.S.,262,14.9,12.7-17.1
College graduate,227,8.1,6.7-9.4
Hawaii,,,
Less than H.S.,36,17.7,10.2-25.3
