Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,75,27.5,20.0-34.9
H.S. or G.E.D.,165,16.2,13.2-19.2
Some post-H.S.,153,12.2,10.0-14.4
College graduate,90,7.0,5.3-8.6
Alaska,,,
Less than H.S.,52,18.5,12.4-24.6
H.S. or G.E.D.,158,10.6,8.6-12.6
Some post-H.S.,178,11.0,9.1-12.9
College graduate,144,6.9,5.4-8.4
Arizona,,,
Less than H.S.,121,23.2,18.0-28.5
H.S. or G.E.D.,235,12.3,10.0-14.6
Some post-H.S.,318,10.8,9.1-12.5
College graduate,267,8.3,6.8-9.8
Arkansas,,,
Less than H.S.,70,21.5,16.3-26.8
H.S. or G.E.D.,215,15.5,13.2-17.9
Some post-H.S.,144,13.5,11.0-15.9
College graduate,102,7.3,5.7-9.0
California,,,
Less than H.S.,154,19.4,16.0-22.9
H.S. or G.E.D.,244,11.4,9.6-13.2
Some post-H.S.,278,9.1,7.7-10.4
College graduate,350,5.9,5.1-6.7
Colorado,,,
Less than H.S.,116,20.1,15.9-24.2
H.S. or G.E.D.,226,14.7,12.4-17.0
Some post-H.S.,246,10.7,9.2-12.1
College graduate,313,6.4,5.6-7.2
Connecticut,,,
Less than H.S.,129,24.6,19.7-29.6
H.S. or G.E.D.,223,9.9,8.2-11.7
Some post-H.S.,175,7.9,6.3-9.4
College graduate,256,5.6,4.6-6.5
Delaware,,,
Less than H.S.,57,21.9,14.9-28.9
H.S. or G.E.D.,80,6.9,5.1-8.8
Some post-H.S.,68,8.8,6.0-11.6
College graduate,71,4.4,3.1-5.6
District of Columbia,,,
Less than H.S.,21,25.9,13.6-38.1
H.S. or G.E.D.,33,8.5,4.9-12.1
Some post-H.S.,31,7.7,4.5-10.9
College graduate,83,4.9,3.6-6.2
Florida,,,
Less than H.S.,178,22.1,16.9-27.3
H.S. or G.E.D.,417,14.7,12.0-17.4
Some post-H.S.,413,12.6,10.5-14.7
College graduate,337,9.1,7.4-10.7
Georgia,,,
Less than H.S.,163,27.4,22.5-32.3
H.S. or G.E.D.,294,15.1,12.9-17.4
Some post-H.S.,328,16.8,14.6-19.1
College graduate,223,7.4,6.0-8.7
Hawaii,,,
Less than H.S.,29,11.6,6.3-16.8
H.S. or G.E.D.,138,6.8,5.3-8.3
Some post-H.S.,117,5.1,3.9-6.4
College graduate,133,3.6,2.8-4.5
Idaho,,,
Less than H.S.,71,18.7,13.7-23.6
H.S. or G.E.D.,181,13.4,11.2-15.5
Some post-H.S.,204,11.2,9.6-12.9
College graduate,137,6.5,5.3-7.8
Illinois,,,
Less than H.S.,85,22.9,17.1-28.7
H.S. or G.E.D.,115,11.4,9.0-13.7
Some post-H.S.,112,10.2,7.6-12.8
College graduate,130,6.9,5.4-8.3
Indiana,,,
Less than H.S.,101,15.2,12.0-18.4
H.S. or G.E.D.,305,11.0,9.6-12.4
Some post-H.S.,256,10.4,9.0-11.8
College graduate,196,5.1,4.3-6.0
Iowa,,,
Less than H.S.,119,17.5,13.3-21.8
H.S. or G.E.D.,189,8.3,6.9-9.7
Some post-H.S.,147,6.4,5.2-7.7
College graduate,111,4.2,3.2-5.1
Kansas,,,
Less than H.S.,80,19.7,15.0-24.5
H.S. or G.E.D.,307,13.6,11.7-15.6
Some post-H.S.,281,10.4,9.0-11.8
College graduate,214,6.0,5.0-7.0
Kentucky,,,
Less than H.S.,53,15.3,10.2-20.4
H.S. or G.E.D.,146,12.3,9.8-14.7
Some post-H.S.,97,7.7,5.6-9.7
College graduate,75,6.7,4.7-8.6
Louisiana,,,
Less than H.S.,77,20.8,16.0-25.6
H.S. or G.E.D.,198,14.7,12.3-17.2
Some post-H.S.,148,9.2,7.6-10.8
College graduate,117,6.4,5.1-7.7
Maine,,,
Less than H.S.,28,9.1,4.6-13.5
H.S. or G.E.D.,182,8.3,6.4-10.3
Some post-H.S.,194,7.5,6.2-8.8
College graduate,223,5.7,4.8-6.7
Maryland,,,
Less than H.S.,226,26.7,22.7-30.7
H.S. or G.E.D.,342,8.5,7.2-9.8
Some post-H.S.,290,8.3,6.9-9.7
College graduate,316,4.5,3.7-5.2
Massachusetts,,,
Less than H.S.,105,14.9,11.5-18.3
H.S. or G.E.D.,166,8.9,7.0-10.7
Some post-H.S.,179,7.7,6.1-9.2
College graduate,251,3.8,3.2-4.4
Michigan,,,
Less than H.S.,49,14.3,9.8-18.9
H.S. or G.E.D.,196,8.9,7.5-10.3
Some post-H.S.,188,7.6,6.4-8.8
College graduate,194,5.2,4.4-6.1
