Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,86,19.7,15.2-24.3
H.S. or G.E.D.,212,14.3,12.1-16.5
Some post-H.S.,180,13.6,11.4-15.7
College graduate,117,6.6,5.2-7.9
Alaska,,,
Less than H.S.,26,19.3,10.2-28.4
H.S. or G.E.D.,106,11.2,8.0-14.4
Some post-H.S.,109,9.5,7.2-11.9
College graduate,97,8.6,6.3-10.8
Arizona,,,
Less than H.S.,141,19.0,15.3-22.6
H.S. or G.E.D.,291,13.5,11.6-15.4
Some post-H.S.,321,11.0,9.5-12.5
College graduate,261,7.2,6.1-8.3
Arkansas,,,
Less than H.S.,80,20.1,15.1-25.2
H.S. or G.E.D.,150,13.1,10.5-15.7
Some post-H.S.,132,13.6,10.8-16.4
College graduate,76,7.1,5.2-9.0
California,,,
Less than H.S.,84,15.7,11.9-19.5
H.S. or G.E.D.,65,7.7,5.6-9.8
Some post-H.S.,122,9.0,7.1-10.8
College graduate,155,5.2,4.2-6.2
Colorado,,,
Less than H.S.,105,16.8,13.4-20.1
H.S. or G.E.D.,225,11.9,10.2-13.5
Some post-H.S.,296,12.5,11.0-14.1
College graduate,314,6.8,5.9-7.6
Connecticut,,,
Less than H.S.,71,11.6,7.6-15.7
H.S. or G.E.D.,177,8.1,6.3-9.8
Some post-H.S.,199,9.4,7.5-11.2
College graduate,185,4.7,3.7-5.8
Delaware,,,
Less than H.S.,98,17.2,12.4-22.1
H.S. or G.E.D.,119,10.9,8.0-13.7
Some post-H.S.,91,9.6,7.1-12.2
College graduate,59,4.4,2.8-5.9
District of Columbia,,,
Less than H.S.,19,14.8,7.7-21.9
H.S. or G.E.D.,37,8.1,4.9-11.3
Some post-H.S.,38,6.5,4.1-8.9
College graduate,100,5.5,4.2-6.8
Florida,,,
Less than H.S.,245,19.1,14.3-23.8
H.S. or G.E.D.,457,17.3,13.8-20.8
Some post-H.S.,431,13.5,11.4-15.7
College graduate,276,8.8,7.1-10.6
Georgia,,,
Less than H.S.,181,22.7,18.3-27.1
H.S. or G.E.D.,340,16.6,14.0-19.1
Some post-H.S.,356,15.8,13.3-18.3
College graduate,255,9.3,7.6-11.0
Hawaii,,,
Less than H.S.,37,14.2,8.6-19.9
H.S. or G.E.D.,130,5.8,4.6-7.1
Some post-H.S.,147,6.0,4.8-7.2
College graduate,135,3.7,2.9-4.5
Idaho,,,
Less than H.S.,61,14.4,9.8-19.0
H.S. or G.E.D.,206,12.7,10.5-14.9
Some post-H.S.,203,10.1,8.2-11.9
College graduate,130,7.5,5.8-9.2
Illinois,,,
Less than H.S.,20,17.4,9.0-25.8
H.S. or G.E.D.,85,10.6,8.1-13.1
Some post-H.S.,95,11.0,8.4-13.5
College graduate,106,7.0,5.6-8.5
Indiana,,,
Less than H.S.,98,16.9,13.4-20.4
H.S. or G.E.D.,242,9.9,8.5-11.3
Some post-H.S.,211,11.4,9.8-13.1
College graduate,156,6.5,5.4-7.7
Iowa,,,
Less than H.S.,77,15.6,11.8-19.4
H.S. or G.E.D.,196,7.5,6.3-8.7
Some post-H.S.,205,7.7,6.5-8.8
College graduate,134,4.1,3.3-4.8
Kansas,,,
Less than H.S.,75,20.5,15.8-25.2
H.S. or G.E.D.,235,10.6,9.0-12.1
Some post-H.S.,293,11.0,9.6-12.4
College graduate,220,6.1,5.2-7.0
Kentucky,,,
Less than H.S.,39,12.1,7.8-16.4
H.S. or G.E.D.,124,10.5,8.4-12.7
Some post-H.S.,101,9.5,7.4-11.6
College graduate,84,7.4,5.7-9.2
Louisiana,,,
Less than H.S.,68,20.8,15.2-26.4
H.S. or G.E.D.,151,10.3,8.4-12.2
Some post-H.S.,126,12.6,10.0-15.2
College graduate,102,6.3,4.9-7.6
Maine,,,
Less than H.S.,35,18.7,11.0-26.5
H.S. or G.E.D.,233,9.5,7.8-11.2
Some post-H.S.,236,9.5,7.8-11.2
College graduate,223,6.7,5.5-7.9
Maryland,,,
Less than H.S.,165,21.9,18.1-25.7
H.S. or G.E.D.,303,8.2,7.0-9.5
Some post-H.S.,273,9.5,8.0-10.9
College graduate,271,4.8,4.1-5.6
Massachusetts,,,
Less than H.S.,42,14.4,9.4-19.4
H.S. or G.E.D.,103,7.5,5.5-9.4
Some post-H.S.,151,10.7,8.4-12.9
College graduate,170,5.3,4.3-6.3
Michigan,,,
Less than H.S.,31,11.1,6.5-15.6
H.S. or G.E.D.,125,7.5,6.0-9.0
Some post-H.S.,181,9.4,7.9-10.9
College graduate,147,5.3,4.3-6.3
Minnesota,,,
Less than H.S.,98,12.7,9.9-15.5
H.S. or G.E.D.,324,8.7,7.7-9.8
Some post-H.S.,426,8.5,7.6-9.4
College graduate,364,5.6,5.0-6.3
Mississippi,,,
Less than H.S.,112,18.1,14.2-21.9
H.S. or G.E.D.,261,14.4,12.4-16.4
Some post-H.S.,226,15.1,12.9-17.3
College graduate,129,7.7,6.2-9.2
Missouri,,,
Less than H.S.,105,20.4,15.7-25.2
H.S. or G.E.D.,318,13.1,11.4-14.8
Some post-H.S.,284,12.4,10.8-14.1
College graduate,203,7.9,6.6-9.2
Montana,,,
Less than H.S.,42,18.4,12.5-24.4
H.S. or G.E.D.,134,9.1,7.4-10.7
Some post-H.S.,141,8.7,7.2-10.3
