Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,308,76.7,69.8-83.6
H.S. or G.E.D.,"1,007",74.0,70.3-77.8
Some post-H.S.,"1,168",80.4,77.3-83.6
College graduate,"1,314",84.9,82.4-87.3
Alaska,,,
Less than H.S.,168,63.9,56.3-71.5
H.S. or G.E.D.,989,63.7,60.3-67.0
Some post-H.S.,"1,250",72.7,69.8-75.6
College graduate,"1,692",73.9,71.5-76.3
Arizona,,,
Less than H.S.,456,63.6,57.7-69.5
H.S. or G.E.D.,"1,553",69.6,66.4-72.8
Some post-H.S.,"2,547",75.8,73.3-78.3
College graduate,"3,215",77.9,75.8-80.1
Arkansas,,,
Less than H.S.,320,76.6,70.7-82.5
H.S. or G.E.D.,"1,393",73.8,70.8-76.7
Some post-H.S.,"1,131",76.3,73.2-79.4
College graduate,"1,497",83.1,80.8-85.4
California,,,
Less than H.S.,496,68.4,64.1-72.7
H.S. or G.E.D.,"1,415",69.1,66.4-71.9
Some post-H.S.,"2,008",73.6,71.4-75.8
College graduate,"3,898",76.3,74.6-77.9
Colorado,,,
Less than H.S.,310,56.9,51.3-62.5
H.S. or G.E.D.,"1,165",63.7,60.8-66.7
Some post-H.S.,"1,667",69.9,67.6-72.2
College graduate,"3,457",73.6,72.1-75.1
Connecticut,,,
Less than H.S.,366,72.0,66.7-77.4
H.S. or G.E.D.,"1,599",79.2,76.5-81.8
Some post-H.S.,"1,748",79.0,76.5-81.5
College graduate,"4,157",81.4,79.8-83.1
Delaware,,,
Less than H.S.,179,71.3,63.5-79.1
H.S. or G.E.D.,842,77.5,73.8-81.2
Some post-H.S.,853,78.8,75.4-82.2
College graduate,"1,364",82.2,79.2-85.2
District of Columbia,,,
Less than H.S.,98,74.4,62.9-85.9
H.S. or G.E.D.,375,81.2,76.4-85.9
Some post-H.S.,354,77.6,71.8-83.4
College graduate,"1,650",72.6,70.2-75.0
Florida,,,
Less than H.S.,614,73.2,67.3-79.1
H.S. or G.E.D.,"2,815",77.2,74.3-80.1
Some post-H.S.,"3,213",76.8,73.9-79.7
College graduate,"4,231",79.7,77.6-81.8
Georgia,,,
Less than H.S.,545,69.0,64.0-74.1
H.S. or G.E.D.,"1,794",72.0,69.0-75.1
Some post-H.S.,"2,021",75.8,73.1-78.4
College graduate,"3,088",77.6,75.5-79.7
Hawaii,,,
Less than H.S.,166,68.4,60.8-76.0
H.S. or G.E.D.,"1,453",74.9,72.4-77.5
Some post-H.S.,"1,724",78.6,76.3-80.9
College graduate,"2,724",78.5,76.6-80.5
Idaho,,,
Less than H.S.,237,67.7,61.5-73.8
H.S. or G.E.D.,"1,142",70.8,68.1-73.5
Some post-H.S.,"1,550",76.6,74.4-78.8
College graduate,"1,773",78.3,76.2-80.3
Illinois,,,
Less than H.S.,251,70.5,64.3-76.6
H.S. or G.E.D.,699,75.8,72.2-79.4
Some post-H.S.,794,78.7,75.7-81.8
College graduate,"1,371",77.6,75.2-80.0
Indiana,,,
Less than H.S.,493,70.9,66.4-75.3
H.S. or G.E.D.,"2,517",78.2,76.3-80.0
Some post-H.S.,"2,296",79.5,77.7-81.4
College graduate,"3,178",81.5,80.0-83.0
Iowa,,,
Less than H.S.,467,73.8,69.5-78.2
H.S. or G.E.D.,"2,171",76.9,74.8-79.0
Some post-H.S.,"2,069",78.0,75.9-80.1
College graduate,"2,449",81.6,79.8-83.5
Kansas,,,
Less than H.S.,309,69.9,64.2-75.7
H.S. or G.E.D.,"2,244",74.8,72.5-77.2
Some post-H.S.,"2,718",76.7,74.8-78.6
College graduate,"3,722",79.3,77.5-81.0
Kentucky,,,
Less than H.S.,287,76.9,70.2-83.6
H.S. or G.E.D.,"1,027",77.7,74.4-80.9
Some post-H.S.,922,78.2,74.7-81.7
College graduate,984,81.2,78.2-84.2
Louisiana,,,
Less than H.S.,334,78.2,72.7-83.6
H.S. or G.E.D.,"1,349",80.5,77.7-83.4
Some post-H.S.,"1,257",80.3,77.7-82.9
College graduate,"1,746",82.5,80.3-84.7
Maine,,,
Less than H.S.,275,75.1,68.3-81.9
H.S. or G.E.D.,"2,216",79.9,77.5-82.4
Some post-H.S.,"2,474",82.3,80.3-84.3
College graduate,"4,013",83.4,81.8-85.0
Maryland,,,
Less than H.S.,681,67.1,62.7-71.4
H.S. or G.E.D.,"3,237",77.6,75.3-79.8
Some post-H.S.,"2,989",81.7,79.7-83.7
College graduate,"6,347",79.2,77.8-80.6
Massachusetts,,,
Less than H.S.,475,76.8,72.2-81.5
H.S. or G.E.D.,"1,647",81.3,79.0-83.6
Some post-H.S.,"1,947",81.0,79.0-83.1
College graduate,"4,758",81.6,80.3-82.9
Michigan,,,
Less than H.S.,294,74.3,68.6-80.0
H.S. or G.E.D.,"2,028",77.3,75.2-79.4
Some post-H.S.,"2,277",80.5,78.7-82.4
College graduate,"3,608",81.2,79.8-82.7
Minnesota,,,
Less than H.S.,384,63.5,58.3-68.8
