Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,280,74.4,68.2-80.5
H.S. or G.E.D.,996,76.6,73.5-79.8
Some post-H.S.,"1,048",78.3,75.4-81.2
College graduate,"1,397",81.5,79.2-83.9
Alaska,,,
Less than H.S.,137,49.5,40.6-58.3
H.S. or G.E.D.,885,63.1,59.1-67.1
Some post-H.S.,"1,090",63.6,60.1-67.2
College graduate,"1,513",67.2,64.3-70.2
Arizona,,,
Less than H.S.,433,66.8,62.0-71.6
H.S. or G.E.D.,"1,558",65.7,63.0-68.4
Some post-H.S.,"2,561",71.3,69.2-73.4
College graduate,"3,212",74.4,72.6-76.2
Arkansas,,,
Less than H.S.,326,75.6,69.0-82.2
H.S. or G.E.D.,"1,406",75.1,71.8-78.4
Some post-H.S.,"1,275",80.1,77.1-83.1
College graduate,"1,467",77.6,74.4-80.7
California,,,
Less than H.S.,537,59.2,55.4-63.1
H.S. or G.E.D.,730,61.6,58.0-65.2
Some post-H.S.,"1,053",67.0,63.9-70.0
College graduate,"2,034",65.9,63.6-68.1
Colorado,,,
Less than H.S.,415,57.3,52.9-61.6
H.S. or G.E.D.,"1,342",65.4,63.0-67.7
Some post-H.S.,"1,756",67.4,65.3-69.6
College graduate,"3,594",70.7,69.3-72.2
Connecticut,,,
Less than H.S.,299,75.9,70.7-81.0
H.S. or G.E.D.,"1,439",77.4,74.7-80.0
Some post-H.S.,"1,522",76.4,73.7-79.1
College graduate,"3,206",77.8,76.1-79.5
Delaware,,,
Less than H.S.,156,68.4,60.5-76.2
H.S. or G.E.D.,707,76.6,73.0-80.1
Some post-H.S.,752,76.9,73.4-80.5
College graduate,"1,232",80.7,78.1-83.3
District of Columbia,,,
Less than H.S.,115,79.0,69.9-88.2
H.S. or G.E.D.,377,78.6,73.3-83.8
Some post-H.S.,335,75.2,69.9-80.6
College graduate,"1,523",69.4,67.0-71.9
Georgia,,,
Less than H.S.,514,72.0,66.8-77.3
H.S. or G.E.D.,"1,704",74.6,71.5-77.6
Some post-H.S.,"1,735",77.4,74.6-80.1
College graduate,"2,643",78.4,76.2-80.6
Hawaii,,,
Less than H.S.,159,76.6,69.1-84.1
H.S. or G.E.D.,"1,444",72.9,70.3-75.4
Some post-H.S.,"1,655",74.5,72.1-77.0
College graduate,"2,601",76.4,74.6-78.2
Idaho,,,
Less than H.S.,289,70.4,64.7-76.1
H.S. or G.E.D.,"1,231",71.8,69.1-74.5
Some post-H.S.,"1,695",76.2,74.0-78.4
College graduate,"1,852",75.8,73.7-77.9
Illinois,,,
Less than H.S.,86,77.6,68.3-86.9
H.S. or G.E.D.,562,77.7,73.8-81.6
Some post-H.S.,656,81.0,77.6-84.3
College graduate,"1,230",78.8,76.4-81.2
Indiana,,,
Less than H.S.,430,68.6,63.9-73.3
H.S. or G.E.D.,"2,292",75.5,73.6-77.5
Some post-H.S.,"2,043",76.0,74.0-78.0
College graduate,"2,989",77.8,76.2-79.4
Iowa,,,
Less than H.S.,443,65.9,60.5-71.2
H.S. or G.E.D.,"2,262",73.4,71.2-75.6
Some post-H.S.,"2,200",77.3,75.3-79.4
College graduate,"2,531",79.2,77.4-81.0
Kansas,,,
Less than H.S.,439,69.6,65.1-74.2
H.S. or G.E.D.,"3,204",71.9,70.2-73.6
Some post-H.S.,"4,113",75.4,74.0-76.9
College graduate,"5,721",78.3,77.2-79.5
Kentucky,,,
Less than H.S.,340,76.7,71.4-82.0
H.S. or G.E.D.,"1,364",74.2,71.3-77.1
Some post-H.S.,"1,195",75.9,72.9-78.9
College graduate,"1,329",78.8,76.2-81.4
Louisiana,,,
Less than H.S.,308,77.0,71.6-82.4
H.S. or G.E.D.,"1,158",80.0,77.0-83.0
Some post-H.S.,"1,118",78.4,75.6-81.3
College graduate,"1,583",81.6,79.4-83.8
Maine,,,
Less than H.S.,312,78.6,72.4-84.6
H.S. or G.E.D.,"2,388",76.3,74.0-78.5
Some post-H.S.,"2,660",80.1,78.1-82.2
College graduate,"4,182",80.6,79.0-82.2
Maryland,,,
Less than H.S.,572,65.4,60.8-69.9
H.S. or G.E.D.,"2,878",76.8,74.6-78.9
Some post-H.S.,"2,792",76.5,74.4-78.7
College graduate,"5,897",75.3,73.9-76.7
Massachusetts,,,
Less than H.S.,278,70.7,65.0-76.4
H.S. or G.E.D.,"1,059",76.3,73.5-79.2
Some post-H.S.,"1,406",77.5,75.0-80.0
