Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,307,82.0,76.4-87.6
H.S. or G.E.D.,"1,109",86.8,83.9-89.8
Some post-H.S.,"1,177",92.1,90.1-94.1
College graduate,"1,603",96.6,95.4-97.8
Alaska,,,
Less than H.S.,184,82.7,75.6-89.8
H.S. or G.E.D.,"1,168",87.0,84.0-90.0
Some post-H.S.,"1,446",91.0,88.8-93.2
College graduate,"2,049",97.1,95.9-98.2
Arizona,,,
Less than H.S.,464,72.0,67.4-76.7
H.S. or G.E.D.,"1,916",86.4,84.4-88.4
Some post-H.S.,"3,159",93.8,92.7-94.9
College graduate,"3,993",96.8,96.1-97.5
Arkansas,,,
Less than H.S.,323,82.8,76.6-89.0
H.S. or G.E.D.,"1,527",89.9,87.3-92.6
Some post-H.S.,"1,373",93.1,91.0-95.2
College graduate,"1,640",96.7,95.5-98.0
California,,,
Less than H.S.,669,76.0,72.8-79.3
H.S. or G.E.D.,"1,018",89.4,87.3-91.4
Some post-H.S.,"1,433",94.4,93.0-95.9
College graduate,"2,958",98.1,97.6-98.7
Colorado,,,
Less than H.S.,415,63.0,58.8-67.2
H.S. or G.E.D.,"1,671",86.4,84.7-88.1
Some post-H.S.,"2,291",92.1,90.8-93.4
College graduate,"4,745",97.0,96.5-97.5
Connecticut,,,
Less than H.S.,284,76.6,71.5-81.7
H.S. or G.E.D.,"1,596",92.8,91.1-94.4
Some post-H.S.,"1,766",96.4,95.2-97.5
College graduate,"3,891",98.4,97.9-98.9
Delaware,,,
Less than H.S.,138,68.2,60.6-75.9
H.S. or G.E.D.,793,91.8,89.4-94.1
Some post-H.S.,894,96.4,95.0-97.8
College graduate,"1,441",98.7,97.8-99.6
District of Columbia,,,
Less than H.S.,114,88.6,80.6-96.6
H.S. or G.E.D.,420,95.8,93.5-98.1
Some post-H.S.,389,95.8,93.2-98.4
College graduate,"2,071",98.6,98.0-99.3
Georgia,,,
Less than H.S.,452,67.0,61.5-72.6
H.S. or G.E.D.,"1,744",84.3,81.8-86.8
Some post-H.S.,"1,862",87.8,85.4-90.2
College graduate,"2,937",94.9,93.7-96.1
Hawaii,,,
Less than H.S.,188,96.6,93.8-99.2
H.S. or G.E.D.,"1,841",95.7,94.6-96.9
Some post-H.S.,"2,110",97.8,97.0-98.6
College graduate,"3,342",98.7,98.3-99.1
Idaho,,,
Less than H.S.,314,82.0,77.4-86.7
H.S. or G.E.D.,"1,476",88.1,86.0-90.1
Some post-H.S.,"2,058",94.3,93.1-95.4
College graduate,"2,315",97.9,97.2-98.6
Illinois,,,
Less than H.S.,86,81.7,73.3-90.2
H.S. or G.E.D.,606,89.1,85.8-92.4
Some post-H.S.,736,96.3,94.7-98.0
College graduate,"1,472",98.0,97.2-98.7
Indiana,,,
Less than H.S.,443,78.2,73.7-82.6
H.S. or G.E.D.,"2,534",92.6,91.4-93.8
Some post-H.S.,"2,356",94.6,93.5-95.8
College graduate,"3,527",97.3,96.7-97.9
Iowa,,,
Less than H.S.,414,71.0,66.0-75.9
H.S. or G.E.D.,"2,623",94.4,93.2-95.5
Some post-H.S.,"2,563",96.4,95.6-97.4
College graduate,"3,005",98.2,97.6-98.8
Kansas,,,
Less than H.S.,478,77.4,73.2-81.6
H.S. or G.E.D.,"3,733",87.5,86.2-88.8
Some post-H.S.,"4,854",91.8,90.9-92.7
College graduate,"6,909",97.6,97.1-98.1
Kentucky,,,
Less than H.S.,401,89.4,85.3-93.4
H.S. or G.E.D.,"1,622",95.6,94.3-96.9
Some post-H.S.,"1,435",96.4,95.2-97.6
College graduate,"1,606",98.2,97.3-99.1
Louisiana,,,
Less than H.S.,322,87.9,83.6-92.3
H.S. or G.E.D.,"1,244",93.3,91.4-95.3
Some post-H.S.,"1,264",94.0,92.4-95.6
College graduate,"1,810",97.6,96.7-98.4
Maine,,,
Less than H.S.,351,93.1,89.7-96.5
H.S. or G.E.D.,"2,733",92.5,91.1-94.0
Some post-H.S.,"3,034",94.4,93.1-95.7
College graduate,"4,905",97.9,97.3-98.5
Maryland,,,
Less than H.S.,522,64.3,59.6-69.0
H.S. or G.E.D.,"3,180",92.3,91.1-93.6
Some post-H.S.,"3,209",96.2,95.2-97.2
College graduate,"7,206",98.3,98.0-98.7
Massachusetts,,,
Less than H.S.,359,91.7,88.7-94.7
H.S. or G.E.D.,"1,285",95.6,94.2-97.1
Some post-H.S.,"1,726",98.5,98.0-99.1
College graduate,"3,860",98.8,98.4-99.3
Michigan,,,
Less than H.S.,302,90.6,86.7-94.5
H.S. or G.E.D.,"2,122",93.4,92.1-94.8
Some post-H.S.,"2,429",95.5,94.5-96.5
College graduate,"3,721",97.9,97.3-98.5
Minnesota,,,
Less than H.S.,366,76.8,72.3-81.3
H.S. or G.E.D.,"2,929",93.6,92.6-94.6
Some post-H.S.,"4,478",96.5,95.9-97.2
College graduate,"7,055",98.7,98.4-98.9
Mississippi,,,
Less than H.S.,390,84.9,79.9-90.0
H.S. or G.E.D.,"1,116",85.5,82.7-88.2
Some post-H.S.,"1,154",92.1,90.2-94.1
College graduate,"1,311",94.7,93.1-96.3
Missouri,,,
Less than H.S.,640,71.3,66.1-76.4
H.S. or G.E.D.,"3,352",88.7,86.9-90.4
Some post-H.S.,"3,183",91.9,90.6-93.2
College graduate,"3,795",97.9,97.4-98.5
Montana,,,
Less than H.S.,208,81.4,74.8-88.0
H.S. or G.E.D.,"1,381",90.5,88.6-92.4
Some post-H.S.,"1,715",94.0,92.5-95.4
College graduate,"2,384",97.0,96.1-97.9
Nebraska,,,
Less than H.S.,490,64.9,59.9-70.0
H.S. or G.E.D.,"3,827",90.9,89.5-92.3
Some post-H.S.,"4,282",94.4,93.3-95.4
College graduate,"5,037",97.9,97.3-98.4
Nevada,,,
Less than H.S.,110,72.6,63.3-81.8
H.S. or G.E.D.,620,86.8,83.4-90.2
Some post-H.S.,796,90.4,87.4-93.4
College graduate,925,97.2,95.5-98.8
New Hampshire,,,
Less than H.S.,169,84.2,76.0-92.3
H.S. or G.E.D.,"1,363",90.9,88.7-93.1
Some post-H.S.,"1,573",97.3,96.3-98.3
College graduate,"2,955",98.2,97.5-98.8
New Jersey,,,
Less than H.S.,348,68.0,63.4-72.7
H.S. or G.E.D.,"1,433",89.2,87.6-90.9
Some post-H.S.,"1,567",93.9,92.6-95.1
College graduate,"3,500",97.6,97.0-98.2
New Mexico,,,
Less than H.S.,516,79.0,74.5-83.4
H.S. or G.E.D.,"1,499",90.8,88.8-92.6
Some post-H.S.,"1,628",94.6,93.0-96.1
College graduate,"2,212",98.0,97.3-98.7
New York,,,
Less than H.S.,"2,089",80.0,77.6-82.3
H.S. or G.E.D.,"9,395",93.0,92.1-94.0
Some post-H.S.,"9,193",96.2,95.6-96.9
College graduate,"14,432",97.8,97.4-98.2
North Carolina,,,
Less than H.S.,270,66.1,60.6-71.6
H.S. or G.E.D.,958,88.0,85.8-90.2
Some post-H.S.,"1,194",93.5,92.0-95.0
College graduate,"1,903",96.4,95.4-97.5
North Dakota,,,
Less than H.S.,222,81.4,74.4-88.5
H.S. or G.E.D.,"1,508",91.2,89.1-93.2
Some post-H.S.,"1,812",95.2,93.7-96.6
College graduate,"1,974",98.0,97.1-98.8
Ohio,,,
Less than H.S.,607,82.6,78.1-87.0
H.S. or G.E.D.,"4,043",92.6,91.3-93.9
Some post-H.S.,"3,659",94.8,93.8-95.9
College graduate,"4,811",97.6,97.0-98.1
Oklahoma,,,
Less than H.S.,268,72.7,66.9-78.4
H.S. or G.E.D.,"1,235",86.0,83.6-88.4
Some post-H.S.,"1,539",91.5,89.7-93.3
College graduate,"1,844",96.9,95.9-97.8
Oregon,,,
Less than H.S.,202,77.9,72.3-83.6
H.S. or G.E.D.,941,92.4,90.6-94.3
Some post-H.S.,"1,629",95.5,94.2-96.8
