Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,39,13.8,9.2-18.4
H.S. or G.E.D.,350,35.1,31.6-38.6
Some post-H.S.,542,47.4,43.9-50.9
College graduate,"1,121",76.9,74.4-79.4
Alaska,,,
Less than H.S.,32,30.2,18.8-41.6
H.S. or G.E.D.,391,49.6,44.2-55.0
Some post-H.S.,513,63.1,58.7-67.6
College graduate,874,84.6,81.8-87.4
Arizona,,,
Less than H.S.,65,14.9,10.6-19.2
H.S. or G.E.D.,582,36.2,33.1-39.3
Some post-H.S.,"1,092",51.5,48.7-54.2
College graduate,"2,236",77.6,75.7-79.5
Arkansas,,,
Less than H.S.,16,6.3,2.6-10.0
H.S. or G.E.D.,348,31.4,28.0-34.9
Some post-H.S.,403,38.6,34.7-42.5
College graduate,913,72.1,68.7-75.4
California,,,
Less than H.S.,44,10.8,7.3-14.3
H.S. or G.E.D.,252,43.0,38.2-47.7
Some post-H.S.,535,56.9,52.9-61.0
College graduate,"1,560",83.9,81.9-85.9
Colorado,,,
Less than H.S.,72,19.6,15.1-24.0
H.S. or G.E.D.,657,44.0,41.1-46.8
Some post-H.S.,"1,143",57.8,55.4-60.3
College graduate,"3,206",82.4,81.1-83.6
Connecticut,,,
Less than H.S.,46,15.5,9.9-21.1
H.S. or G.E.D.,701,48.5,44.9-52.1
Some post-H.S.,959,60.8,57.3-64.4
College graduate,"2,759",85.4,83.5-87.3
Delaware,,,
Less than H.S.,30,13.6,6.6-20.6
H.S. or G.E.D.,304,40.6,36.2-45.1
Some post-H.S.,411,58.7,54.2-63.1
College graduate,871,79.6,76.6-82.7
District of Columbia,,,
Less than H.S.,9,*,
H.S. or G.E.D.,100,32.4,25.8-39.1
Some post-H.S.,173,42.6,36.1-49.2
College graduate,"1,767",89.7,88.1-91.4
Florida,,,
Less than H.S.,76,13.9,8.6-19.1
H.S. or G.E.D.,664,32.4,28.4-36.4
Some post-H.S.,"1,150",52.7,49.0-56.4
College graduate,"2,058",70.5,67.5-73.6
Georgia,,,
Less than H.S.,71,19.0,13.1-24.8
H.S. or G.E.D.,524,33.8,30.2-37.4
Some post-H.S.,840,49.8,46.1-53.6
College graduate,"1,877",80.0,77.7-82.2
Hawaii,,,
Less than H.S.,43,28.3,19.7-36.8
H.S. or G.E.D.,611,43.7,40.6-46.8
Some post-H.S.,"1,032",58.0,55.2-60.8
College graduate,"2,166",81.6,79.9-83.2
Idaho,,,
Less than H.S.,52,21.5,14.4-28.6
H.S. or G.E.D.,423,42.4,38.4-46.5
Some post-H.S.,718,50.2,46.8-53.7
College graduate,"1,061",74.5,71.6-77.3
Illinois,,,
Less than H.S.,13,19.1,8.0-30.2
H.S. or G.E.D.,216,43.7,38.8-48.6
Some post-H.S.,320,54.2,49.7-58.7
College graduate,984,82.0,79.6-84.4
Indiana,,,
Less than H.S.,63,19.7,15.1-24.4
H.S. or G.E.D.,685,38.7,36.1-41.2
Some post-H.S.,797,51.9,49.2-54.7
College graduate,"1,711",76.3,74.3-78.2
Iowa,,,
Less than H.S.,66,22.6,17.0-28.2
H.S. or G.E.D.,963,43.7,41.4-46.0
Some post-H.S.,"1,347",56.5,54.2-58.7
College graduate,"2,132",79.6,77.9-81.3
Kansas,,,
Less than H.S.,57,20.9,15.4-26.3
H.S. or G.E.D.,827,41.8,39.2-44.3
Some post-H.S.,"1,266",54.2,51.9-56.5
College graduate,"2,695",78.3,76.8-79.9
Kentucky,,,
Less than H.S.,29,15.7,9.4-22.0
H.S. or G.E.D.,273,36.3,32.4-40.2
Some post-H.S.,408,48.9,45.0-52.8
College graduate,764,75.2,72.2-78.2
Louisiana,,,
Less than H.S.,30,13.5,8.0-19.0
H.S. or G.E.D.,379,37.4,33.9-41.0
Some post-H.S.,426,44.7,40.8-48.6
College graduate,"1,070",73.5,70.6-76.3
Maine,,,
Less than H.S.,36,16.6,10.0-23.1
