Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,74,30.7,23.5-37.9
H.S. or G.E.D.,169,16.0,13.0-18.9
Some post-H.S.,139,10.5,8.3-12.7
College graduate,49,3.1,2.0-4.1
Alaska,,,
Less than H.S.,36,17.3,9.7-25.0
H.S. or G.E.D.,157,11.0,8.4-13.6
Some post-H.S.,133,8.2,6.1-10.4
College graduate,61,1.9,1.2-2.6
Arizona,,,
Less than H.S.,140,27.8,22.6-32.9
H.S. or G.E.D.,310,14.9,12.8-17.0
Some post-H.S.,358,11.1,9.6-12.6
College graduate,164,4.0,3.2-4.8
Arkansas,,,
Less than H.S.,89,33.5,25.5-41.4
H.S. or G.E.D.,268,18.4,15.3-21.5
Some post-H.S.,178,11.4,8.9-13.8
College graduate,77,4.3,3.0-5.6
California,,,
Less than H.S.,188,21.7,18.4-25.0
H.S. or G.E.D.,171,13.6,11.1-16.1
Some post-H.S.,176,10.8,8.7-12.8
College graduate,127,3.7,2.7-4.7
Colorado,,,
Less than H.S.,110,20.4,16.4-24.4
H.S. or G.E.D.,220,11.2,9.6-12.8
Some post-H.S.,214,9.1,7.7-10.6
College graduate,136,2.6,2.1-3.1
Connecticut,,,
Less than H.S.,78,27.9,20.9-34.9
H.S. or G.E.D.,194,12.4,9.8-15.0
Some post-H.S.,140,7.7,5.8-9.6
College graduate,93,2.2,1.6-2.7
Delaware,,,
Less than H.S.,55,28.9,19.6-38.2
H.S. or G.E.D.,116,14.2,11.0-17.5
Some post-H.S.,70,7.0,5.0-9.1
College graduate,45,2.3,1.4-3.2
District of Columbia,,,
Less than H.S.,19,24.4,10.5-38.3
H.S. or G.E.D.,68,18.9,13.4-24.4
Some post-H.S.,50,12.6,8.1-17.0
College graduate,40,1.5,0.9-2.1
Georgia,,,
Less than H.S.,155,31.2,25.2-37.1
H.S. or G.E.D.,323,15.5,13.2-17.9
Some post-H.S.,224,11.3,9.0-13.6
College graduate,96,2.2,1.5-3.0
Hawaii,,,
Less than H.S.,30,18.6,11.0-26.3
H.S. or G.E.D.,228,11.9,10.0-13.8
Some post-H.S.,161,7.1,5.6-8.6
College graduate,118,2.8,2.1-3.5
Idaho,,,
Less than H.S.,85,19.9,14.9-24.9
H.S. or G.E.D.,209,13.8,11.7-15.9
Some post-H.S.,202,8.8,7.4-10.2
College graduate,98,3.9,3.0-4.8
Illinois,,,
Less than H.S.,17,18.8,9.1-28.6
H.S. or G.E.D.,96,15.2,11.7-18.6
Some post-H.S.,54,7.8,5.2-10.3
College graduate,47,3.1,2.1-4.1
Indiana,,,
Less than H.S.,107,21.6,17.2-26.0
H.S. or G.E.D.,406,14.9,13.2-16.5
Some post-H.S.,247,9.7,8.3-11.1
College graduate,128,3.2,2.6-3.9
Iowa,,,
Less than H.S.,111,20.5,15.8-25.2
H.S. or G.E.D.,346,12.5,10.8-14.2
Some post-H.S.,205,7.4,6.1-8.8
College graduate,89,2.6,1.8-3.3
Kansas,,,
Less than H.S.,113,21.5,17.2-25.8
H.S. or G.E.D.,452,12.0,10.8-13.3
Some post-H.S.,444,9.5,8.4-10.5
College graduate,203,2.9,2.4-3.4
Kentucky,,,
Less than H.S.,86,27.6,21.1-34.1
H.S. or G.E.D.,237,16.4,13.8-19.0
Some post-H.S.,175,10.6,8.4-12.7
College graduate,65,3.7,2.5-5.0
Louisiana,,,
Less than H.S.,77,24.8,18.7-31.0
H.S. or G.E.D.,201,18.2,15.1-21.2
Some post-H.S.,147,12.2,9.7-14.8
College graduate,72,4.4,3.2-5.7
Maine,,,
Less than H.S.,73,26.2,18.8-33.5
H.S. or G.E.D.,386,14.6,12.6-16.6
Some post-H.S.,292,8.4,7.1-9.7
College graduate,180,3.1,2.5-3.8
Maryland,,,
Less than H.S.,165,25.7,21.0-30.4
H.S. or G.E.D.,404,12.5,10.8-14.3
Some post-H.S.,262,7.0,5.9-8.2
College graduate,162,2.0,1.6-2.4
Massachusetts,,,
Less than H.S.,100,33.5,26.2-40.8
H.S. or G.E.D.,155,13.0,10.4-15.7
Some post-H.S.,154,9.8,7.9-11.7
College graduate,94,2.1,1.5-2.6
Michigan,,,
Less than H.S.,55,18.7,13.3-24.1
H.S. or G.E.D.,295,14.6,12.6-16.6
Some post-H.S.,233,9.6,8.1-11.0
College graduate,121,3.1,2.4-3.9
Minnesota,,,
Less than H.S.,91,22.0,17.1-27.0
H.S. or G.E.D.,344,12.1,10.6-13.5
Some post-H.S.,319,7.0,6.1-7.9
College graduate,182,2.4,2.0-2.8
Mississippi,,,
Less than H.S.,102,31.8,25.0-38.6
H.S. or G.E.D.,209,18.0,15.2-20.8
Some post-H.S.,151,11.1,9.0-13.2
College graduate,61,4.8,3.2-6.4
Missouri,,,
Less than H.S.,126,17.2,12.8-21.5
H.S. or G.E.D.,517,13.6,11.7-15.6
Some post-H.S.,371,9.2,7.8-10.6
College graduate,143,3.2,2.4-4.0
Montana,,,
Less than H.S.,47,25.4,17.5-33.3
H.S. or G.E.D.,222,16.5,14.0-18.9
Some post-H.S.,188,11.2,9.3-13.1
College graduate,129,5.1,4.0-6.2
Nebraska,,,
Less than H.S.,152,25.4,20.6-30.2
H.S. or G.E.D.,501,12.6,11.0-14.1
Some post-H.S.,392,8.6,7.4-9.8
College graduate,154,2.7,2.1-3.3
Nevada,,,
Less than H.S.,28,25.7,15.8-35.5
H.S. or G.E.D.,85,12.5,9.2-15.8
Some post-H.S.,76,9.3,6.6-11.9
College graduate,35,2.7,1.5-3.8
New Hampshire,,,
Less than H.S.,30,16.8,9.7-24.0
H.S. or G.E.D.,182,11.9,9.6-14.3
Some post-H.S.,109,5.9,4.2-7.6
College graduate,85,2.0,1.4-2.6
New Jersey,,,
Less than H.S.,131,31.2,25.8-36.6
H.S. or G.E.D.,231,13.4,11.3-15.5
Some post-H.S.,144,7.0,5.4-8.7
College graduate,103,2.4,1.8-3.0
New Mexico,,,
Less than H.S.,152,26.2,21.3-31.0
H.S. or G.E.D.,280,19.4,16.6-22.1
Some post-H.S.,211,12.8,10.6-14.9
College graduate,116,5.1,3.9-6.3
New York,,,
Less than H.S.,565,29.0,25.9-32.1
H.S. or G.E.D.,"1,461",16.5,15.0-18.1
Some post-H.S.,916,9.6,8.5-10.7
College graduate,568,3.8,3.1-4.4
North Carolina,,,
Less than H.S.,90,29.9,22.9-36.9
H.S. or G.E.D.,155,15.4,12.5-18.3
Some post-H.S.,137,10.2,8.0-12.4
College graduate,72,3.6,2.6-4.5
North Dakota,,,
Less than H.S.,44,15.1,9.3-21.0
H.S. or G.E.D.,157,9.1,7.2-10.9
Some post-H.S.,138,7.5,5.9-9.2
College graduate,55,3.2,2.1-4.3
Ohio,,,
Less than H.S.,157,22.0,17.3-26.6
H.S. or G.E.D.,594,14.2,12.6-15.8
Some post-H.S.,373,9.5,8.2-10.8
College graduate,166,3.0,2.4-3.6
Oklahoma,,,
Less than H.S.,70,26.5,20.0-33.1
H.S. or G.E.D.,199,16.7,14.0-19.3
Some post-H.S.,190,12.1,10.1-14.1
College graduate,76,4.0,2.9-5.0
Oregon,,,
Less than H.S.,59,29.0,21.9-36.1
H.S. or G.E.D.,190,23.8,20.2-27.3
Some post-H.S.,263,18.9,16.5-21.3
College graduate,160,8.0,6.6-9.5
Pennsylvania,,,
Less than H.S.,50,19.4,12.5-26.4
H.S. or G.E.D.,246,14.7,12.5-17.0
Some post-H.S.,109,7.5,5.7-9.3
College graduate,71,2.3,1.7-3.0
Rhode Island,,,
Less than H.S.,78,27.1,20.6-33.6
H.S. or G.E.D.,109,10.5,7.8-13.2
Some post-H.S.,87,6.2,4.6-7.7
College graduate,62,2.4,1.6-3.2
South Carolina,,,
Less than H.S.,149,26.6,21.4-31.8
H.S. or G.E.D.,418,17.5,15.1-19.9
Some post-H.S.,235,8.8,7.2-10.4
College graduate,115,3.8,2.6-5.0
South Dakota,,,
Less than H.S.,47,*,
H.S. or G.E.D.,216,11.5,7.8-15.2
Some post-H.S.,204,9.9,6.8-12.9
College graduate,90,3.0,1.7-4.2
Tennessee,,,
Less than H.S.,77,29.2,22.6-35.9
H.S. or G.E.D.,200,14.7,12.3-17.2
Some post-H.S.,143,12.1,9.7-14.5
College graduate,55,2.5,1.7-3.2
Texas,,,
Less than H.S.,214,25.0,19.7-30.3
H.S. or G.E.D.,332,15.6,13.0-18.3
Some post-H.S.,300,11.4,9.2-13.6
College graduate,136,2.4,1.7-3.0
Utah,,,
Less than H.S.,60,14.8,10.7-19.0
H.S. or G.E.D.,146,7.0,5.7-8.4
Some post-H.S.,169,5.5,4.5-6.6
College graduate,83,2.3,1.7-2.8
Vermont,,,
Less than H.S.,41,23.7,14.2-33.1
H.S. or G.E.D.,177,13.3,10.7-16.0
Some post-H.S.,140,9.0,6.9-11.1
College graduate,101,3.0,2.2-3.9
Virginia,,,
Less than H.S.,95,30.6,24.0-37.3
H.S. or G.E.D.,225,10.3,8.6-12.0
Some post-H.S.,169,6.1,4.8-7.4
College graduate,106,2.1,1.6-2.7
Washington,,,
Less than H.S.,121,22.3,17.8-26.8
H.S. or G.E.D.,255,9.5,8.0-11.0
Some post-H.S.,269,7.1,6.0-8.1
College graduate,185,2.5,2.0-3.0
West Virginia,,,
Less than H.S.,123,30.4,25.0-35.7
H.S. or G.E.D.,350,16.5,14.6-18.4
Some post-H.S.,197,11.6,9.7-13.5
College graduate,79,4.0,3.0-5.2
Wisconsin,,,
Less than H.S.,38,20.3,12.4-28.1
H.S. or G.E.D.,204,11.1,9.0-13.2
Some post-H.S.,146,8.0,6.1-9.9
College graduate,62,1.2,0.8-1.6
Wyoming,,,
Less than H.S.,34,27.1,16.2-38.0
H.S. or G.E.D.,113,11.2,8.3-14.1
Some post-H.S.,121,8.6,6.5-10.8
College graduate,65,4.5,3.0-6.0
Guam,,,
Less than H.S.,14,*,
H.S. or G.E.D.,82,18.1,12.5-23.8
Some post-H.S.,59,18.9,11.1-26.7
College graduate,34,*,
Puerto Rico,,,
Less than H.S.,75,19.2,14.0-24.5
H.S. or G.E.D.,231,32.4,27.8-37.1
Some post-H.S.,264,35.1,30.1-40.0
College graduate,274,22.0,19.0-25.0
Virgin Islands,,,
Less than H.S.,35,*,
H.S. or G.E.D.,67,19.0,10.5-27.5
Some post-H.S.,22,4.9,2.0-7.7
College graduate,11,*,
