Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,39,14.8,9.6-19.9
H.S. or G.E.D.,152,15.2,12.2-18.2
Some post-H.S.,144,11.9,9.5-14.2
College graduate,68,4.4,3.2-5.7
Alaska,,,
Less than H.S.,21,10.4,5.0-15.8
H.S. or G.E.D.,166,14.3,11.6-17.0
Some post-H.S.,122,8.3,6.4-10.2
College graduate,96,4.5,3.3-5.8
Arizona,,,
Less than H.S.,112,22.4,17.5-27.4
H.S. or G.E.D.,403,17.1,14.7-19.6
Some post-H.S.,442,12.2,10.5-14.0
College graduate,290,5.5,4.5-6.4
Arkansas,,,
Less than H.S.,56,22.1,15.4-28.8
H.S. or G.E.D.,252,18.5,15.9-21.1
Some post-H.S.,216,18.3,15.4-21.3
College graduate,123,6.9,5.4-8.5
California,,,
Less than H.S.,185,21.6,18.2-25.1
H.S. or G.E.D.,310,17.3,14.8-19.9
Some post-H.S.,312,10.3,8.8-11.8
College graduate,303,4.8,4.0-5.6
Colorado,,,
Less than H.S.,71,22.4,16.5-28.3
H.S. or G.E.D.,207,15.2,12.8-17.7
Some post-H.S.,215,11.3,9.4-13.2
College graduate,194,4.7,3.8-5.5
Connecticut,,,
Less than H.S.,57,14.5,10.0-19.1
H.S. or G.E.D.,218,13.7,11.1-16.3
Some post-H.S.,179,10.0,7.7-12.3
College graduate,177,3.4,2.6-4.2
Delaware,,,
Less than H.S.,35,18.2,11.0-25.4
H.S. or G.E.D.,159,15.7,12.5-18.9
Some post-H.S.,103,11.6,8.7-14.5
College graduate,87,4.1,2.8-5.3
District of Columbia,,,
Less than H.S.,19,25.4,11.8-39.0
H.S. or G.E.D.,82,25.7,18.8-32.5
Some post-H.S.,46,14.0,8.2-19.9
College graduate,67,4.0,2.5-5.4
Florida,,,
Less than H.S.,121,21.0,14.5-27.5
H.S. or G.E.D.,497,15.2,12.8-17.7
Some post-H.S.,445,12.8,10.6-15.0
College graduate,277,5.3,4.1-6.6
Georgia,,,
Less than H.S.,75,22.1,16.1-28.1
H.S. or G.E.D.,314,18.2,15.6-20.9
Some post-H.S.,239,14.1,11.8-16.5
College graduate,182,5.7,4.4-6.9
Hawaii,,,
Less than H.S.,31,14.8,8.2-21.5
H.S. or G.E.D.,198,10.9,8.9-13.0
Some post-H.S.,192,7.7,6.3-9.1
