Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,44,16.7,11.1-22.4
H.S. or G.E.D.,175,19.9,16.6-23.3
Some post-H.S.,199,17.7,14.7-20.7
College graduate,159,11.6,9.3-13.8
Alaska,,,
Less than H.S.,27,18.1,10.0-26.1
H.S. or G.E.D.,159,14.4,11.6-17.2
Some post-H.S.,168,10.9,8.9-12.9
College graduate,156,7.0,5.5-8.4
Arizona,,,
Less than H.S.,77,15.7,11.6-19.9
H.S. or G.E.D.,342,17.4,14.9-20.0
Some post-H.S.,489,14.1,12.3-15.9
College graduate,429,7.4,6.4-8.4
Arkansas,,,
Less than H.S.,37,13.3,8.6-18.1
H.S. or G.E.D.,232,19.9,17.0-22.7
Some post-H.S.,208,17.0,14.3-19.8
College graduate,181,10.6,8.8-12.4
California,,,
Less than H.S.,87,12.9,9.3-16.5
H.S. or G.E.D.,263,15.1,12.9-17.3
Some post-H.S.,364,12.1,10.4-13.7
College graduate,394,8.0,6.5-9.4
Colorado,,,
Less than H.S.,53,15.5,11.0-20.0
H.S. or G.E.D.,226,18.1,15.5-20.8
Some post-H.S.,278,13.6,11.8-15.5
College graduate,287,6.3,5.4-7.1
Connecticut,,,
Less than H.S.,36,10.6,6.3-15.0
H.S. or G.E.D.,214,13.0,10.6-15.4
Some post-H.S.,217,12.1,9.9-14.3
College graduate,241,5.7,4.4-6.9
Delaware,,,
Less than H.S.,18,*,
H.S. or G.E.D.,149,15.3,12.2-18.5
Some post-H.S.,139,14.4,11.3-17.6
College graduate,121,7.3,5.4-9.3
District of Columbia,,,
Less than H.S.,7,*,
H.S. or G.E.D.,39,11.3,5.8-16.8
Some post-H.S.,50,11.4,7.3-15.5
College graduate,83,3.8,2.7-4.9
Florida,,,
Less than H.S.,80,17.5,10.5-24.5
H.S. or G.E.D.,498,19.6,16.5-22.8
Some post-H.S.,509,16.6,13.9-19.3
College graduate,445,8.7,7.1-10.3
Georgia,,,
Less than H.S.,50,16.8,10.8-22.8
H.S. or G.E.D.,267,14.4,11.9-16.9
Some post-H.S.,238,14.6,11.9-17.3
College graduate,275,7.5,6.2-8.8
Hawaii,,,
Less than H.S.,38,21.1,12.3-29.9
H.S. or G.E.D.,367,22.2,19.2-25.2
Some post-H.S.,342,15.5,13.3-17.7
College graduate,325,8.4,7.2-9.7
Idaho,,,
Less than H.S.,50,18.6,12.7-24.4
H.S. or G.E.D.,304,19.6,16.9-22.2
Some post-H.S.,277,15.7,13.5-17.9
College graduate,204,8.9,7.3-10.4
Illinois,,,
Less than H.S.,58,17.0,12.3-21.8
H.S. or G.E.D.,208,21.1,17.9-24.4
Some post-H.S.,205,17.8,14.8-20.8
