Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,20,9.5,4.7-14.4
H.S. or G.E.D.,205,26.1,22.2-30.1
Some post-H.S.,342,33.7,30.0-37.4
College graduate,471,37.1,33.7-40.6
Alaska,,,
Less than H.S.,37,22.1,13.4-30.8
H.S. or G.E.D.,353,33.0,29.3-36.7
Some post-H.S.,509,39.0,35.6-42.4
College graduate,695,33.5,30.7-36.2
Arizona,,,
Less than H.S.,43,7.7,4.1-11.4
H.S. or G.E.D.,412,28.6,25.0-32.2
Some post-H.S.,835,33.2,30.3-36.2
College graduate,"1,212",33.9,31.4-36.5
Arkansas,,,
Less than H.S.,15,7.1,3.2-10.9
H.S. or G.E.D.,275,23.9,20.9-26.8
Some post-H.S.,309,30.9,27.5-34.4
College graduate,552,38.7,35.5-41.9
California,,,
Less than H.S.,45,9.8,6.0-13.6
H.S. or G.E.D.,375,25.1,22.2-28.1
Some post-H.S.,606,28.5,25.9-31.0
College graduate,"1,157",24.8,22.9-26.6
Colorado,,,
Less than H.S.,42,12.4,8.0-16.8
H.S. or G.E.D.,375,29.4,26.4-32.4
Some post-H.S.,656,34.4,31.8-36.9
College graduate,"1,251",30.4,28.8-32.1
Connecticut,,,
Less than H.S.,33,10.8,6.0-15.5
H.S. or G.E.D.,425,30.1,26.8-33.4
Some post-H.S.,539,33.1,30.0-36.3
College graduate,"1,081",27.5,25.4-29.5
Delaware,,,
Less than H.S.,19,11.5,5.9-17.1
H.S. or G.E.D.,234,35.1,30.6-39.6
Some post-H.S.,315,40.8,36.2-45.4
College graduate,504,35.3,31.7-38.9
District of Columbia,,,
Less than H.S.,6,*,
H.S. or G.E.D.,56,17.0,11.3-22.7
Some post-H.S.,97,27.1,20.8-33.4
College graduate,430,25.0,22.5-27.6
Florida,,,
Less than H.S.,65,13.0,7.6-18.3
H.S. or G.E.D.,637,27.7,24.0-31.4
Some post-H.S.,"1,045",34.8,31.2-38.3
College graduate,"1,446",35.1,32.2-37.9
Georgia,,,
Less than H.S.,50,14.9,9.9-20.0
H.S. or G.E.D.,376,26.6,23.4-29.7
Some post-H.S.,588,30.7,27.7-33.7
College graduate,"1,027",31.7,29.3-34.1
Hawaii,,,
Less than H.S.,26,15.7,9.0-22.5
H.S. or G.E.D.,466,30.9,27.8-34.0
Some post-H.S.,649,37.8,34.8-40.8
College graduate,"1,058",32.5,30.2-34.8
Idaho,,,
Less than H.S.,41,15.6,10.6-20.6
H.S. or G.E.D.,355,31.1,28.1-34.1
Some post-H.S.,543,35.7,33.0-38.4
College graduate,700,37.2,34.7-39.8
Illinois,,,
Less than H.S.,17,9.9,4.9-15.0
H.S. or G.E.D.,189,30.0,25.8-34.1
Some post-H.S.,284,36.5,32.5-40.5
College graduate,498,29.8,27.0-32.5
Indiana,,,
Less than H.S.,50,14.8,10.3-19.3
H.S. or G.E.D.,573,28.5,26.2-30.8
Some post-H.S.,716,36.8,34.3-39.3
College graduate,"1,092",35.4,33.3-37.4
Iowa,,,
Less than H.S.,74,20.1,14.5-25.8
H.S. or G.E.D.,665,32.4,29.8-34.9
Some post-H.S.,803,37.1,34.5-39.6
College graduate,959,35.9,33.6-38.2
Kansas,,,
Less than H.S.,56,19.8,14.2-25.3
H.S. or G.E.D.,672,34.2,31.4-37.0
Some post-H.S.,"1,014",37.5,35.2-39.9
College graduate,"1,465",35.3,33.3-37.3
Kentucky,,,
Less than H.S.,20,19.9,10.7-29.2
H.S. or G.E.D.,184,21.6,18.0-25.3
Some post-H.S.,288,35.3,30.9-39.7
College graduate,343,37.0,32.8-41.1
Louisiana,,,
Less than H.S.,23,10.3,5.4-15.1
H.S. or G.E.D.,244,22.4,19.3-25.6
Some post-H.S.,357,31.7,28.4-34.9
College graduate,601,33.6,30.8-36.3
Maine,,,
Less than H.S.,44,20.4,13.7-27.2
H.S. or G.E.D.,502,25.6,23.0-28.2
Some post-H.S.,751,35.3,32.6-38.0
College graduate,"1,384",35.4,33.3-37.5
Maryland,,,
Less than H.S.,70,11.8,8.0-15.6
H.S. or G.E.D.,800,29.9,27.2-32.7
Some post-H.S.,946,34.5,31.7-37.2
College graduate,"1,817",24.6,23.0-26.2
Massachusetts,,,
Less than H.S.,42,14.4,9.4-19.3
H.S. or G.E.D.,401,31.0,27.8-34.2
Some post-H.S.,600,34.7,31.8-37.6
College graduate,"1,272",26.0,24.4-27.6
Michigan,,,
Less than H.S.,36,16.0,10.4-21.6
H.S. or G.E.D.,450,27.1,24.5-29.7
Some post-H.S.,742,38.8,36.2-41.3
College graduate,"1,228",33.6,31.7-35.5
Minnesota,,,
Less than H.S.,46,14.7,10.0-19.4
H.S. or G.E.D.,779,32.7,30.2-35.1
Some post-H.S.,"1,439",38.6,36.6-40.5
College graduate,"2,299",32.0,30.6-33.3
Mississippi,,,
Less than H.S.,30,15.1,8.6-21.5
H.S. or G.E.D.,157,22.3,18.6-26.0
Some post-H.S.,308,30.9,27.4-34.3
College graduate,436,35.4,32.0-38.8
Missouri,,,
Less than H.S.,39,13.4,8.2-18.5
H.S. or G.E.D.,475,32.3,29.2-35.5
Some post-H.S.,599,36.6,33.5-39.6
College graduate,746,33.2,30.6-35.7
Montana,,,
Less than H.S.,41,20.8,14.0-27.6
H.S. or G.E.D.,417,30.7,27.8-33.6
Some post-H.S.,612,35.6,32.8-38.3
College graduate,935,37.5,35.2-39.8
Nebraska,,,
Less than H.S.,45,10.8,6.8-14.7
H.S. or G.E.D.,493,27.7,24.9-30.6
Some post-H.S.,743,41.6,38.5-44.7
College graduate,856,37.8,35.1-40.5
Nevada,,,
Less than H.S.,19,9.0,4.3-13.7
H.S. or G.E.D.,170,30.7,25.5-35.8
Some post-H.S.,292,40.1,35.0-45.2
College graduate,315,31.9,27.2-36.6
New Hampshire,,,
Less than H.S.,30,28.1,17.6-38.6
H.S. or G.E.D.,324,33.1,29.0-37.1
Some post-H.S.,448,35.9,32.2-39.7
College graduate,900,31.3,28.8-33.8
New Jersey,,,
Less than H.S.,28,10.6,6.2-15.0
H.S. or G.E.D.,305,27.9,24.5-31.3
Some post-H.S.,443,34.1,30.6-37.7
College graduate,863,26.6,24.6-28.6
New Mexico,,,
Less than H.S.,22,5.4,2.8-8.0
H.S. or G.E.D.,182,20.5,16.8-24.3
Some post-H.S.,316,32.0,28.0-35.9
College graduate,642,38.6,35.4-41.9
New York,,,
Less than H.S.,68,9.7,6.7-12.6
H.S. or G.E.D.,740,26.8,24.4-29.2
Some post-H.S.,977,31.0,28.7-33.3
College graduate,"2,031",28.5,26.9-30.0
North Carolina,,,
Less than H.S.,20,11.5,5.1-17.9
H.S. or G.E.D.,168,23.9,20.0-27.7
Some post-H.S.,304,31.4,27.8-35.0
College graduate,529,35.5,32.5-38.5
North Dakota,,,
Less than H.S.,26,25.5,15.7-35.2
H.S. or G.E.D.,268,33.2,29.5-37.0
Some post-H.S.,391,38.6,35.1-42.0
College graduate,547,38.7,35.7-41.7
Ohio,,,
Less than H.S.,72,13.7,9.8-17.6
H.S. or G.E.D.,"1,006",28.8,26.6-30.9
Some post-H.S.,"1,230",33.9,31.7-36.1
College graduate,"1,727",33.1,31.3-34.9
Oklahoma,,,
Less than H.S.,45,16.9,11.8-22.0
H.S. or G.E.D.,286,27.7,24.6-30.7
Some post-H.S.,463,31.4,28.7-34.2
College graduate,633,37.2,34.5-39.9
Oregon,,,
Less than H.S.,28,13.5,8.3-18.7
H.S. or G.E.D.,259,29.8,26.2-33.3
Some post-H.S.,419,33.4,30.4-36.4
College graduate,642,30.4,28.1-32.7
Pennsylvania,,,
Less than H.S.,19,21.9,10.1-33.6
H.S. or G.E.D.,299,32.6,28.6-36.6
Some post-H.S.,312,35.5,31.2-39.7
College graduate,533,34.0,30.7-37.3
Rhode Island,,,
Less than H.S.,19,9.2,4.1-14.3
H.S. or G.E.D.,256,33.0,28.6-37.4
Some post-H.S.,381,35.7,31.9-39.5
College graduate,752,31.4,28.9-33.8
South Carolina,,,
Less than H.S.,41,11.4,7.5-15.3
H.S. or G.E.D.,431,26.3,23.6-29.1
Some post-H.S.,665,34.7,31.9-37.5
College graduate,"1,168",34.3,32.2-36.4
South Dakota,,,
Less than H.S.,45,*,
H.S. or G.E.D.,442,31.2,24.1-38.3
Some post-H.S.,644,42.4,34.8-50.1
College graduate,875,38.1,32.8-43.4
Tennessee,,,
Less than H.S.,31,15.1,9.0-21.2
H.S. or G.E.D.,258,24.8,21.5-28.2
Some post-H.S.,385,35.2,31.7-38.8
College graduate,519,32.7,29.7-35.7
Texas,,,
Less than H.S.,79,10.8,6.9-14.8
H.S. or G.E.D.,580,25.1,22.0-28.1
Some post-H.S.,902,31.3,28.3-34.3
College graduate,"1,438",29.0,26.8-31.1
Utah,,,
Less than H.S.,49,21.0,14.7-27.4
H.S. or G.E.D.,574,36.3,33.3-39.3
Some post-H.S.,833,39.1,36.5-41.7
College graduate,"1,182",33.7,31.7-35.7
Vermont,,,
Less than H.S.,36,25.6,16.3-34.9
H.S. or G.E.D.,438,29.9,26.8-33.1
Some post-H.S.,532,34.7,31.5-37.9
College graduate,"1,463",35.0,33.2-36.9
Virginia,,,
Less than H.S.,39,13.6,8.5-18.7
H.S. or G.E.D.,401,28.7,25.6-31.9
Some post-H.S.,698,35.5,32.6-38.4
College graduate,"1,350",29.5,27.6-31.4
Washington,,,
Less than H.S.,128,17.3,14.0-20.6
H.S. or G.E.D.,"1,218",32.0,30.2-33.9
Some post-H.S.,"1,930",33.4,31.9-35.0
College graduate,"3,257",28.4,27.3-29.5
West Virginia,,,
Less than H.S.,22,8.9,4.9-12.8
H.S. or G.E.D.,342,29.3,26.3-32.3
Some post-H.S.,332,32.5,29.1-35.9
College graduate,490,36.0,33.0-39.0
Wisconsin,,,
Less than H.S.,49,18.8,12.8-24.9
H.S. or G.E.D.,671,33.6,30.9-36.3
Some post-H.S.,931,36.8,34.3-39.2
College graduate,"1,361",35.7,33.7-37.7
Wyoming,,,
Less than H.S.,27,28.1,18.4-37.9
H.S. or G.E.D.,266,35.0,31.1-39.0
Some post-H.S.,382,36.5,33.0-40.0
College graduate,530,38.3,35.2-41.4
Guam,,,
Less than H.S.,10,*,
H.S. or G.E.D.,152,24.7,18.7-30.7
Some post-H.S.,134,26.4,18.9-33.9
College graduate,260,36.5,29.5-43.5
Puerto Rico,,,
Less than H.S.,2,*,
H.S. or G.E.D.,18,*,
Some post-H.S.,61,6.3,4.3-8.3
College graduate,314,18.7,16.1-21.4
Virgin Islands,,,
Less than H.S.,8,*,
H.S. or G.E.D.,78,16.9,8.5-25.4
Some post-H.S.,76,*,
College graduate,190,37.7,27.6-47.8
