Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,6,*,
H.S. or G.E.D.,67,11.1,7.9-14.3
Some post-H.S.,152,16.7,13.8-19.7
College graduate,384,35.8,32.4-39.3
Alaska,,,
Less than H.S.,7,*,
H.S. or G.E.D.,152,15.6,12.6-18.6
Some post-H.S.,302,25.0,21.7-28.2
College graduate,688,37.4,34.6-40.3
Arizona,,,
Less than H.S.,15,*,
H.S. or G.E.D.,128,9.7,7.4-12.1
Some post-H.S.,348,20.0,17.3-22.6
College graduate,886,31.8,29.3-34.4
Arkansas,,,
Less than H.S.,6,*,
H.S. or G.E.D.,88,9.1,7.1-11.2
Some post-H.S.,120,14.0,11.3-16.6
College graduate,380,30.3,27.3-33.3
California,,,
Less than H.S.,26,8.1,4.4-11.8
H.S. or G.E.D.,196,16.1,13.3-18.9
Some post-H.S.,384,21.4,19.0-23.9
College graduate,"1,380",34.5,32.4-36.6
Colorado,,,
Less than H.S.,16,*,
H.S. or G.E.D.,182,15.6,12.7-18.4
Some post-H.S.,356,20.7,18.5-23.0
College graduate,"1,374",37.5,35.7-39.3
Connecticut,,,
Less than H.S.,8,*,
H.S. or G.E.D.,208,16.5,13.8-19.2
Some post-H.S.,351,23.0,20.2-25.8
College graduate,"1,327",34.5,32.4-36.7
Delaware,,,
Less than H.S.,4,*,
H.S. or G.E.D.,74,10.2,7.5-12.8
Some post-H.S.,132,19.9,16.1-23.8
College graduate,432,36.1,32.6-39.7
District of Columbia,,,
Less than H.S.,2,*,
H.S. or G.E.D.,34,9.3,5.7-12.8
Some post-H.S.,61,21.2,15.0-27.5
College graduate,691,36.1,33.4-38.9
Florida,,,
Less than H.S.,23,*,
H.S. or G.E.D.,245,10.6,8.1-13.2
Some post-H.S.,417,17.2,14.3-20.1
College graduate,"1,040",31.2,28.3-34.1
Georgia,,,
Less than H.S.,20,*,
H.S. or G.E.D.,131,12.3,9.6-15.1
Some post-H.S.,296,19.1,16.5-21.7
College graduate,915,35.8,33.2-38.4
Hawaii,,,
Less than H.S.,11,*,
H.S. or G.E.D.,207,17.4,14.8-20.0
Some post-H.S.,345,21.9,19.4-24.4
College graduate,932,36.5,34.1-38.8
Idaho,,,
Less than H.S.,10,*,
H.S. or G.E.D.,136,12.1,9.9-14.4
Some post-H.S.,239,16.3,14.2-18.4
College graduate,524,30.2,27.8-32.6
Illinois,,,
Less than H.S.,7,*,
H.S. or G.E.D.,72,11.9,8.9-14.9
Some post-H.S.,152,19.0,15.8-22.2
College graduate,485,34.9,31.9-37.9
Indiana,,,
Less than H.S.,18,5.8,3.1-8.5
